,moose_male,moose_female,tuple,average_male,average_female,female-male
0,0.3114124,0.26631537,"('unsociable', 'sociable')",0.3114124,0.2663154,-0.045097
1,1.4665368,1.4715198,"('unfriendly', 'friendly')",1.4665368,1.4715198,0.004983
2,0.6133663,0.74259716,"('unlikable', 'likable')",0.6133663,0.7425972,0.1292309
3,0.96720475,1.1665509,"('repellent', 'pleasant')",0.9672047,1.1665509,0.1993462
4,-7.1624594,-7.1125016,"('disliked', 'liked')",-7.1624594,-7.1125016,0.0499578
5,-0.18476635,-0.05382293,"('distant', 'outgoing')",-0.1847664,-0.0538229,0.1309435
6,-0.034747634,0.11330791,"('distant', 'open')",-0.0347476,0.1133079,0.1480555
7,1.5692644,1.6660051,"('insensitive', 'sensitive')",1.5692644,1.6660051,0.0967407
8,0.97352165,0.90971434,"('unaffectionate', 'affectionate')",0.9735216,0.9097143,-0.0638073
9,1.4585228,1.5106982,"('unaffectionate', 'caring')",1.4585228,1.5106982,0.0521754
10,1.6569364,1.7046062,"('unsympathetic', 'sympathetic')",1.6569364,1.7046062,0.0476698
11,2.305017,2.3129191,"('unhelpful', 'helpful')",2.305017,2.3129191,0.0079021
12,-0.96814877,-0.881173,"('unsupportive', 'supportive')",-0.9681488,-0.881173,0.0869758
13,0.396191,0.356011,"('impolite', 'polite')",0.396191,0.356011,-0.04018
14,0.2891043,0.20921806,"('antisocial', 'social')",0.2891043,0.2092181,-0.0798862
15,0.48197055,0.48673326,"('boring', 'funny')",0.4819705,0.4867333,0.0047628
16,-0.676056,-0.5515973,"('unpopular', 'popular')",-0.676056,-0.5515973,0.1244587
17,-0.07322723,-0.07873753,"('nasty', 'nice')",-0.0732272,-0.0787375,-0.0055103
18,-0.10224476,-0.11434048,"('disagreeable', 'welcoming')",-0.1022448,-0.1143405,-0.0120957
19,-0.18959038,-0.078989916,"('inhospitable', 'hospitable')",-0.1895904,-0.0789899,0.1106005
20,0.6704689,0.6266237,"('rough', 'thoughtful')",0.6704689,0.6266237,-0.0438452
21,0.59765244,0.69159436,"('immoral', 'moral')",0.5976524,0.6915944,0.093942
22,0.17592375,0.10329765,"('untrustworthy', 'trustworthy')",0.1759237,0.1032977,-0.072626
23,6.923041,7.031911,"('insincere', 'sincere')",6.9230409,7.0319109,0.10887
24,2.3565168,2.4053674,"('dishonest', 'honest')",2.3565168,2.4053674,0.0488506
25,0.37739414,0.27001807,"('egoistic', 'altruistic')",0.3773941,0.2700181,-0.107376
26,0.025176208,-0.004177615,"('hardhearted', 'benevolent')",0.0251762,-0.0041776,-0.0293538
27,1.5136738,1.4322556,"('hardhearted', 'softhearted')",1.5136738,1.4322556,-0.0814182
