,crumb_male,crumb_female,tuple,average_male,average_female,female-male
33,0.045758553,0.011585934,"('wrong', 'right')",0.0457586,0.0115859,-0.0341727
34,0.9677369,0.82850647,"('mean', 'honorable')",0.9677369,0.8285065,-0.1392304
35,-0.0325391,-0.086972,"('corrupt', 'incorrupt')",-0.0325391,-0.086972,-0.0544329
36,-1.5306985,-1.5538238,"('hostile', 'amicable')",-1.5306985,-1.5538238,-0.0231253
37,0.12977277,0.09872513,"('fake', 'genuine')",0.1297728,0.0987251,-0.0310477
38,-0.09144617,-0.085216224,"('untruthful', 'truthful')",-0.0914462,-0.0852162,0.00623
39,1.2664222,1.3610442,"('exploitative', 'cooperative')",1.2664222,1.3610442,0.094622
40,-1.0387269,-1.1283395,"('stingy', 'generous')",-1.0387269,-1.1283395,-0.0896126
41,0.7932148,0.67856425,"('unforgiving', 'forgiving')",0.7932148,0.6785643,-0.1146505
42,-0.48206225,-0.27586713,"('unreliable', 'reliable')",-0.4820623,-0.2758671,0.2061952
43,0.53819835,0.48033932,"('irresponsible', 'responsible')",0.5381984,0.4803393,-0.0578591
44,-0.29331577,-0.19550359,"('prejudiced', 'unprejudiced')",-0.2933158,-0.1955036,0.0978122
45,0.6204822,0.6309982,"('incompetent', 'competent')",0.6204822,0.6309982,0.010516
46,-0.08143537,-0.13463685,"('uncompetitive', 'competitive')",-0.0814354,-0.1346368,-0.0532014
47,1.6061208,1.3689976,"('stupid', 'smart')",1.6061208,1.3689976,-0.2371232
48,0.009879626,0.043432727,"('unintelligent', 'intelligent')",0.0098796,0.0434327,0.0335531
49,-0.7509876,-0.642512,"('unable', 'able')",-0.7509876,-0.642512,0.1084756
50,-0.8838977,-1.02393,"('clumsy', 'skillful')",-0.8838977,-1.02393,-0.1400323
51,-0.2592053,-0.318344,"('uneducated', 'educated')",-0.2592053,-0.318344,-0.0591387
52,-1.4192526,-1.5011218,"('irrational', 'rational')",-1.4192526,-1.5011218,-0.0818692
53,-1.2578328,-1.4172918,"('uncreative', 'creative')",-1.2578328,-1.4172918,-0.159459
54,-0.98734474,-1.120119,"('incapable', 'capable')",-0.9873447,-1.120119,-0.1327743
55,0.68913496,0.71584356,"('incompetent', 'clever')",0.689135,0.7158436,0.0267086
56,1.1622195,1.2526407,"('impractical', 'practical')",1.1622195,1.2526407,0.0904212
57,-0.29553372,-0.23805422,"('unimaginative', 'imaginative')",-0.2955337,-0.2380542,0.0574795
58,0.27636644,0.3065889,"('undiscriminating', 'discriminating')",0.2763664,0.3065889,0.0302225
59,-0.6201146,-0.69696754,"('foolish', 'wise')",-0.6201146,-0.6969675,-0.0768529
60,0.80396867,0.89658296,"('inefficient', 'efficient')",0.8039687,0.896583,0.0926143
61,-0.045340993,-0.18776326,"('illogical', 'logical')",-0.045341,-0.1877633,-0.1424223
62,0.44784415,0.5578775,"('incompetent', 'brilliant')",0.4478441,0.5578775,0.1100334
63,0.012553939,0.053381756,"('unperceptive', 'insightful')",0.0125539,0.0533818,0.0408279
64,-1.7463353,-1.5272064,"('shy', 'confident')",-1.7463353,-1.5272064,0.2191289
65,0.28234705,0.17747855,"('insecure', 'secure')",0.2823471,0.1774786,-0.1048685
66,-0.9660315,-1.1084024,"('inactive', 'active')",-0.9660315,-1.1084024,-0.1423709
67,-0.2186643,-0.060344905,"('doubtful', 'determined')",-0.2186643,-0.0603449,0.1583194
68,-0.40708902,-0.40795934,"('dependent', 'independent')",-0.407089,-0.4079593,-0.0008703
69,-0.94853675,-0.8693853,"('lazy', 'industrious')",-0.9485368,-0.8693853,0.0791515
70,0.82072294,0.68585896,"('lethargic', 'energetic')",0.8207229,0.685859,-0.1348639
71,0.08388807,0.12651521,"('diffident', 'self-confident')",0.0838881,0.1265152,0.0426271
72,-0.7153782,-0.80504465,"('unambitious', 'ambitious')",-0.7153782,-0.8050447,-0.0896665
73,-0.3666894,-0.19857483,"('helpless', 'self-reliant')",-0.3666894,-0.1985748,0.1681146
74,0.37079528,0.39108467,"('undedicated', 'dedicated')",0.3707953,0.3910847,0.0202894
75,-0.25690433,-0.18732451,"('meek', 'impulsive')",-0.2569043,-0.1873245,0.0695798
76,0.25920403,0.2722094,"('anxious', 'daring')",0.259204,0.2722094,0.0130054
77,-0.9136187,-0.7735473,"('unmotivated', 'motivated')",-0.9136187,-0.7735473,0.1400714
78,0.021971725,0.004002817,"('nonresilient', 'resilient')",0.0219717,0.0040028,-0.0179689
79,-1.391801,-1.4082346,"('wavering', 'unwavering')",-1.391801,-1.4082346,-0.0164336
80,0.892974,0.89453566,"('dominated', 'dominating')",0.892974,0.8945357,0.0015617
81,0.5077607,0.70002675,"('submissive', 'aggressive')",0.5077607,0.7000268,0.1922661
82,1.1183121,0.8335545,"('poor', 'rich')",1.1183121,0.8335545,-0.2847576
83,-0.30511212,-0.28942892,"('powerless', 'powerful')",-0.3051121,-0.2894289,0.0156832
84,0.25470912,0.30626196,"('inferior', 'superior')",0.2547091,0.306262,0.0515529
85,-1.2805536,-1.2834343,"('insignificant', 'prestigious')",-1.2805536,-1.2834343,-0.0028807
86,-0.46161628,-0.607623,"('uninfluential', 'influential')",-0.4616163,-0.607623,-0.1460067
87,0.5403121,0.5165745,"('unsuccessful', 'successful')",0.5403121,0.5165745,-0.0237376
88,-1.2954997,-1.2120745,"('low', 'eminent')",-1.2954997,-1.2120745,0.0834252
