,housing_male,housing_female,tuple,average_male,average_female,female-male
0,0.0069805607,-0.060200606,"('unsociable', 'sociable')",0.0069806,-0.0602006,-0.0671812
1,2.092254,1.986652,"('unfriendly', 'friendly')",2.0922539,1.986652,-0.1056019
2,0.102411374,0.30800024,"('unlikable', 'likable')",0.1024114,0.3080002,0.2055888
3,0.20057264,0.3754355,"('repellent', 'pleasant')",0.2005726,0.3754355,0.1748629
4,-6.6961145,-6.762538,"('disliked', 'liked')",-6.6961145,-6.762538,-0.0664235
5,0.63867515,0.65723485,"('distant', 'outgoing')",0.6386752,0.6572348,0.0185596
6,1.0644871,1.0096414,"('distant', 'open')",1.0644871,1.0096414,-0.0548457
7,0.6997811,0.7238685,"('insensitive', 'sensitive')",0.6997811,0.7238685,0.0240874
8,2.156986,2.0201316,"('unaffectionate', 'affectionate')",2.156986,2.0201316,-0.1368544
9,2.4310603,2.3569164,"('unaffectionate', 'caring')",2.4310603,2.3569164,-0.0741439
10,-0.14391224,-0.0711472,"('unsympathetic', 'sympathetic')",-0.1439122,-0.0711472,0.072765
11,1.3970687,1.5013902,"('unhelpful', 'helpful')",1.3970687,1.5013902,0.1043215
12,-1.202856,-1.1635351,"('unsupportive', 'supportive')",-1.2028559,-1.1635351,0.0393208
13,-0.7720251,-0.5715727,"('impolite', 'polite')",-0.7720251,-0.5715727,0.2004524
14,-0.20962742,-0.10792168,"('antisocial', 'social')",-0.2096274,-0.1079217,0.1017057
15,0.42203772,0.3831789,"('boring', 'funny')",0.4220377,0.3831789,-0.0388588
16,0.21492857,0.22246543,"('unpopular', 'popular')",0.2149286,0.2224654,0.0075368
17,0.62664884,0.6914,"('nasty', 'nice')",0.6266488,0.6914,0.0647512
18,-0.20282644,-0.15817603,"('disagreeable', 'welcoming')",-0.2028264,-0.158176,0.0446504
19,0.25898656,0.2799588,"('inhospitable', 'hospitable')",0.2589866,0.2799588,0.0209722
20,0.2925874,0.1453822,"('rough', 'thoughtful')",0.2925874,0.1453822,-0.1472052
21,-1.2103487,-0.9491446,"('immoral', 'moral')",-1.2103487,-0.9491446,0.2612041
22,-1.2499377,-1.1265975,"('untrustworthy', 'trustworthy')",-1.2499377,-1.1265975,0.1233402
23,6.1884074,6.2781153,"('insincere', 'sincere')",6.1884074,6.2781153,0.0897079
24,1.1516625,1.0949264,"('dishonest', 'honest')",1.1516625,1.0949264,-0.0567361
25,1.5661627,1.4961199,"('egoistic', 'altruistic')",1.5661627,1.4961199,-0.0700428
26,1.9278336,1.7581192,"('hardhearted', 'benevolent')",1.9278336,1.7581192,-0.1697144
27,1.990955,1.7952433,"('hardhearted', 'softhearted')",1.990955,1.7952433,-0.1957117
28,1.4588221,1.2764366,"('disloyal', 'loyal')",1.4588221,1.2764366,-0.1823855
29,-0.19236866,-0.3942539,"('unfair', 'fair')",-0.1923687,-0.3942539,-0.2018852
30,0.4952285,0.6291775,"('intolerant', 'tolerant')",0.4952285,0.6291775,0.133949
31,0.012290398,-0.040013563,"('evil', 'good')",0.0122904,-0.0400136,-0.052304
32,1.0867044,1.0174093,"('unkind', 'kind')",1.0867044,1.0174093,-0.0692951
33,0.51951414,0.44109124,"('wrong', 'right')",0.5195141,0.4410912,-0.0784229
34,4.8395824,5.0895987,"('mean', 'honorable')",4.8395824,5.0895987,0.2500163
35,-0.042093825,-0.31035513,"('corrupt', 'incorrupt')",-0.0420938,-0.3103551,-0.2682613
36,0.598229,0.38439545,"('hostile', 'amicable')",0.598229,0.3843955,-0.2138335
37,0.84656906,0.771969,"('fake', 'genuine')",0.8465691,0.771969,-0.0746001
38,0.18725103,0.219746,"('untruthful', 'truthful')",0.187251,0.219746,0.032495
39,0.088683695,0.15089181,"('exploitative', 'cooperative')",0.0886837,0.1508918,0.0622081
40,-1.422248,-1.5775746,"('stingy', 'generous')",-1.422248,-1.5775746,-0.1553266
41,0.48884887,0.45125067,"('unforgiving', 'forgiving')",0.4888489,0.4512507,-0.0375982
42,-3.2801208,-3.177553,"('unreliable', 'reliable')",-3.2801208,-3.1775529,0.1025679
43,0.7063257,0.8198057,"('irresponsible', 'responsible')",0.7063257,0.8198057,0.11348
44,-1.5529705,-1.5319636,"('prejudiced', 'unprejudiced')",-1.5529705,-1.5319636,0.0210069
45,0.059854057,0.071328804,"('incompetent', 'competent')",0.0598541,0.0713288,0.0114747
46,-1.6204791,-1.628805,"('uncompetitive', 'competitive')",-1.6204791,-1.628805,-0.0083259
47,5.291289,5.4789543,"('stupid', 'smart')",5.2912889,5.4789543,0.1876654
48,0.082757965,0.06813244,"('unintelligent', 'intelligent')",0.082758,0.0681324,-0.0146256
49,-0.36502153,-0.17733714,"('unable', 'able')",-0.3650215,-0.1773371,0.1876844
50,-0.3070975,-0.32407415,"('clumsy', 'skillful')",-0.3070975,-0.3240741,-0.0169766
51,-0.5945472,-0.5117708,"('uneducated', 'educated')",-0.5945472,-0.5117708,0.0827764
52,0.86661804,0.6922856,"('irrational', 'rational')",0.866618,0.6922856,-0.1743324
53,0.5135919,0.3840332,"('uncreative', 'creative')",0.5135919,0.3840332,-0.1295587
54,1.1365155,1.1874877,"('incapable', 'capable')",1.1365155,1.1874877,0.0509722
55,-0.4436391,-0.2786597,"('incompetent', 'clever')",-0.4436391,-0.2786597,0.1649794
56,-0.39842406,-0.25682667,"('impractical', 'practical')",-0.3984241,-0.2568267,0.1415974
57,-2.25061,-2.4020257,"('unimaginative', 'imaginative')",-2.2506101,-2.4020257,-0.1514156
58,0.19693759,0.2596981,"('undiscriminating', 'discriminating')",0.1969376,0.2596981,0.0627605
59,0.93128914,0.9535824,"('foolish', 'wise')",0.9312891,0.9535824,0.0222933
60,-0.91395736,-0.63241893,"('inefficient', 'efficient')",-0.9139574,-0.6324189,0.2815385
61,0.18326586,0.07838509,"('illogical', 'logical')",0.1832659,0.0783851,-0.1048808
62,-0.28700954,-0.03950033,"('incompetent', 'brilliant')",-0.2870095,-0.0395003,0.2475092
63,-0.10798992,0.046789713,"('unperceptive', 'insightful')",-0.1079899,0.0467897,0.1547796
64,-7.4357076,-7.268389,"('shy', 'confident')",-7.4357076,-7.2683892,0.1673184
65,-1.1311505,-0.9194651,"('insecure', 'secure')",-1.1311505,-0.9194651,0.2116854
66,0.5382963,0.36659062,"('inactive', 'active')",0.5382963,0.3665906,-0.1717057
67,-0.63897866,-0.4772856,"('doubtful', 'determined')",-0.6389787,-0.4772856,0.1616931
68,-1.3634459,-1.2945671,"('dependent', 'independent')",-1.3634459,-1.2945671,0.0688788
69,-0.92118686,-0.96764916,"('lazy', 'industrious')",-0.9211869,-0.9676492,-0.0464623
70,-0.0758201,-0.003929721,"('lethargic', 'energetic')",-0.0758201,-0.0039297,0.0718904
71,1.3498212,1.3552047,"('diffident', 'self-confident')",1.3498212,1.3552047,0.0053835
72,0.6239418,0.75965863,"('unambitious', 'ambitious')",0.6239418,0.7596586,0.1357168
73,-3.0553615,-2.996864,"('helpless', 'self-reliant')",-3.0553615,-2.9968641,0.0584974
74,-0.03075298,-0.12512127,"('undedicated', 'dedicated')",-0.030753,-0.1251213,-0.0943683
75,-0.7903984,-0.7461277,"('meek', 'impulsive')",-0.7903984,-0.7461277,0.0442707
76,-0.85325515,-0.70176345,"('anxious', 'daring')",-0.8532552,-0.7017635,0.1514917
77,-1.7602757,-1.5751383,"('unmotivated', 'motivated')",-1.7602757,-1.5751383,0.1851374
78,-0.13868646,-0.28272069,"('nonresilient', 'resilient')",-0.1386865,-0.2827207,-0.1440342
79,0.66938925,0.6319842,"('wavering', 'unwavering')",0.6693892,0.6319842,-0.037405
80,-0.95327514,-0.96016467,"('dominated', 'dominating')",-0.9532751,-0.9601647,-0.0068896
81,-1.7250509,-1.570647,"('submissive', 'aggressive')",-1.7250509,-1.570647,0.1544039
82,5.9590044,6.0917735,"('poor', 'rich')",5.9590044,6.0917735,0.1327691
83,-0.5459675,-0.45544598,"('powerless', 'powerful')",-0.5459675,-0.455446,0.0905215
84,-0.07697269,-0.09857202,"('inferior', 'superior')",-0.0769727,-0.098572,-0.0215993
85,0.4759064,0.40368116,"('insignificant', 'prestigious')",0.4759064,0.4036812,-0.0722252
86,0.20968771,0.14663607,"('uninfluential', 'influential')",0.2096877,0.1466361,-0.0630516
87,0.063291416,0.13581459,"('unsuccessful', 'successful')",0.0632914,0.1358146,0.0725232
88,-0.35511997,-0.346893,"('low', 'eminent')",-0.35512,-0.346893,0.008227
