,incyte_male,incyte_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.36817548,-0.63065076,"('unsociable', 'sociable')",-0.08791648,-0.27514046,-0.228046,-0.4528956,-0.2248496
1,-1.6218461,-1.6046963,"('unfriendly', 'friendly')",1.167368,1.1408882,-0.227239,-0.231904,-0.004665
2,-0.061002374,-0.15456629,"('unlikable', 'likable')",0.60637593,0.50835496,0.2726868,0.1768943,-0.0957925
3,-0.29214516,-0.1994212,"('repellent', 'pleasant')",0.83125484,0.92574626,0.2695549,0.3631625,0.0936076
4,-0.51946616,-0.4435271,"('disliked', 'liked')",-6.416389,-6.558002,-3.4679275,-3.5007646,-0.0328371
5,-1.4175367,-1.3103848,"('distant', 'outgoing')",-0.77630234,-0.5962643,-1.0969195,-0.9533246,0.1435949
6,-1.9874908,-1.8307519,"('distant', 'open')",-1.0370423,-0.8082689,-1.5122665,-1.3195105,0.192756
7,-0.32760075,-0.24421147,"('insensitive', 'sensitive')",0.5033711,0.6323531,0.0878852,0.1940708,0.1061856
8,-1.3541179,-1.4061985,"('unaffectionate', 'affectionate')",0.48911694,0.50506,-0.4325005,-0.4505692,-0.0180687
9,-1.5616987,-1.6059699,"('unaffectionate', 'caring')",0.84201026,1.0316985,-0.3598442,-0.2871357,0.0727085
10,-1.1065342,-1.2810098,"('unsympathetic', 'sympathetic')",-0.5789738,-0.63407254,-0.842754,-0.9575412,-0.1147872
11,-0.07100041,-0.2470661,"('unhelpful', 'helpful')",1.7765738,1.8725921,0.8527867,0.812763,-0.0400237
12,-0.51649714,-0.4418662,"('unsupportive', 'supportive')",-2.0278475,-1.9547361,-1.2721723,-1.1983012,0.0738711
13,-0.3470572,-0.68433684,"('impolite', 'polite')",-0.8264363,-0.90567917,-0.5867468,-0.795008,-0.2082612
14,1.3219699,1.2760422,"('antisocial', 'social')",0.5212908,0.35691077,0.9216303,0.8164765,-0.1051538
15,-0.11893594,-0.24881026,"('boring', 'funny')",0.016736524,-0.06722132,-0.0510997,-0.1580158,-0.1069161
16,-0.7537438,-0.78381944,"('unpopular', 'popular')",0.14587331,0.14739737,-0.3039353,-0.318211,-0.0142757
17,-0.2769887,-0.2822766,"('nasty', 'nice')",-0.37021196,-0.3631986,-0.3236003,-0.3227376,0.0008627
18,-0.035697658,-0.012357563,"('disagreeable', 'welcoming')",-0.4341513,-0.41765392,-0.2349245,-0.2150057,0.0199188
19,-1.895913,-1.9097241,"('inhospitable', 'hospitable')",-0.79719603,-0.6679732,-1.3465545,-1.2888486,0.0577059
20,0.7315633,0.73783463,"('rough', 'thoughtful')",0.8088126,0.7374886,0.770188,0.7376616,-0.0325264
21,0.48258275,0.2535521,"('immoral', 'moral')",-0.100350805,-0.20658156,0.191116,0.0234853,-0.1676307
22,0.45200333,0.37800205,"('untrustworthy', 'trustworthy')",-0.5223407,-0.61651444,-0.0351687,-0.1192562,-0.0840875
23,-0.3368077,-0.43327454,"('insincere', 'sincere')",5.739081,5.947231,2.7011366,2.756978,0.0558414
24,-0.92651343,-1.0241379,"('dishonest', 'honest')",0.37154195,0.512869,-0.2774857,-0.2556344,0.0218513
25,-0.06184895,-0.00028377026,"('egoistic', 'altruistic')",1.3061079,1.280417,0.6221294,0.6400666,0.0179372
26,0.79451555,0.65364355,"('hardhearted', 'benevolent')",1.749071,1.4210248,1.2717932,1.0373342,-0.234459
27,-0.22743261,-0.1693937,"('hardhearted', 'softhearted')",0.953153,0.9726578,0.3628602,0.401632,0.0387718
28,-0.28779307,-0.3431626,"('disloyal', 'loyal')",1.1908448,1.1785675,0.4515259,0.4177025,-0.0338234
29,-0.2479831,-0.1570144,"('unfair', 'fair')",-0.63172096,-0.72789127,-0.439852,-0.4424528,-0.0026008
30,0.8982553,0.7067498,"('intolerant', 'tolerant')",1.0607105,0.9894801,0.9794829,0.848115,-0.1313679
31,-1.1931179,-1.0423548,"('evil', 'good')",-1.1549948,-1.1713997,-1.1740563,-1.1068773,0.067179
32,0.2455889,-0.07471911,"('unkind', 'kind')",0.9006048,0.58206856,0.5730969,0.2536747,-0.3194222
33,-0.38238853,-0.38544,"('wrong', 'right')",-0.63450557,-0.6374143,-0.5084471,-0.5114272,-0.0029801
34,0.43358022,0.49849448,"('mean', 'honorable')",5.368187,5.688853,2.9008837,3.0936737,0.19279
35,-0.12990807,-0.033943515,"('corrupt', 'incorrupt')",-0.58087504,-0.5714479,-0.3553916,-0.3026957,0.0526959
36,-1.048914,-0.9682774,"('hostile', 'amicable')",-0.5497719,-0.58978355,-0.7993429,-0.7790304,0.0203125
37,-0.09650956,-0.102253914,"('fake', 'genuine')",0.065155186,0.17605324,-0.0156772,0.0368997,0.0525769
38,-0.5838397,-0.6570879,"('untruthful', 'truthful')",-0.1197011,0.04661852,-0.3517704,-0.3052347,0.0465357
39,1.084383,0.9846736,"('exploitative', 'cooperative')",0.22392416,0.17308035,0.6541536,0.578877,-0.0752766
40,0.060990542,0.22488257,"('stingy', 'generous')",-1.6312993,-1.6065494,-0.7851543,-0.6908334,0.0943209
41,0.34803993,0.2718947,"('unforgiving', 'forgiving')",0.07691172,-0.08819208,0.2124758,0.0918513,-0.1206245
42,0.50424093,0.5304787,"('unreliable', 'reliable')",-3.5789533,-3.649743,-1.5373561,-1.5596322,-0.0222761
43,-0.7163771,-0.94728273,"('irresponsible', 'responsible')",0.42063588,0.33221442,-0.1478706,-0.3075342,-0.1596636
44,0.558641,0.42267767,"('prejudiced', 'unprejudiced')",-1.5518154,-1.7148107,-0.4965872,-0.6460665,-0.1494793
45,-0.66977835,-0.7383473,"('incompetent', 'competent')",0.112048365,0.044498727,-0.278865,-0.3469243,-0.0680593
46,-0.45812494,-0.57406896,"('uncompetitive', 'competitive')",-0.5958242,-0.6626958,-0.5269746,-0.6183824,-0.0914078
47,-0.13720612,-0.12545605,"('stupid', 'smart')",4.9478655,5.270862,2.4053297,2.5727031,0.1673734
48,0.72830224,0.63378704,"('unintelligent', 'intelligent')",0.85498846,0.82198364,0.7916453,0.7278854,-0.0637599
49,0.17828798,0.262129,"('unable', 'able')",-0.11904217,0.0635622,0.0296229,0.1628456,0.1332227
50,-0.20174558,-0.14257154,"('clumsy', 'skillful')",-0.008552961,0.029752716,-0.1051493,-0.0564094,0.0487399
51,-0.1733047,-0.41491714,"('uneducated', 'educated')",0.5896207,0.48826933,0.208158,0.0366761,-0.1714819
52,-1.2135215,-1.2799407,"('irrational', 'rational')",-0.08802722,-0.10969921,-0.6507744,-0.69482,-0.0440456
53,-1.4184983,-1.305853,"('uncreative', 'creative')",0.09608352,0.14925818,-0.6612074,-0.5782974,0.08291
54,-1.08961,-1.2265434,"('incapable', 'capable')",0.45541242,0.54493356,-0.3170988,-0.3408049,-0.0237061
55,0.5534817,0.41146126,"('incompetent', 'clever')",0.72568953,0.6657485,0.6395856,0.5386049,-0.1009807
56,0.83985496,0.66689813,"('impractical', 'practical')",-0.37662473,-0.35876563,0.2316151,0.1540662,-0.0775489
57,-0.7278558,-0.8556899,"('unimaginative', 'imaginative')",-2.825345,-3.022028,-1.7766004,-1.938859,-0.1622586
58,0.04559904,0.09888315,"('undiscriminating', 'discriminating')",0.41633832,0.4454313,0.2309687,0.2721572,0.0411885
59,-0.29675457,-0.2064747,"('foolish', 'wise')",-0.16315584,0.013092903,-0.2299552,-0.0966909,0.1332643
60,1.4434593,1.2702276,"('inefficient', 'efficient')",0.24898319,0.3213754,0.8462212,0.7958015,-0.0504197
61,-0.26031235,-0.47038987,"('illogical', 'logical')",0.5127934,0.30944252,0.1262405,-0.0804737,-0.2067142
62,0.47193584,0.41072693,"('incompetent', 'brilliant')",0.63320464,0.8342213,0.5525702,0.6224741,0.0699039
63,-0.12568972,-0.22634819,"('unperceptive', 'insightful')",0.62744176,0.70376873,0.250876,0.2387103,-0.0121657
64,-0.17286588,-0.2326702,"('shy', 'confident')",-6.0368137,-6.208467,-3.1048398,-3.2205687,-0.1157289
65,0.38497338,0.26085854,"('insecure', 'secure')",-0.1817328,-0.18803851,0.1016203,0.03641,-0.0652103
66,-1.7531201,-1.7658602,"('inactive', 'active')",-0.38756645,-0.37024516,-1.0703433,-1.0680526,0.0022907
67,0.48384553,0.40223873,"('doubtful', 'determined')",-0.72646683,-0.8833974,-0.1213107,-0.2405793,-0.1192686
68,-0.11900216,-0.15804741,"('dependent', 'independent')",-0.7339622,-0.55771345,-0.4264822,-0.3578804,0.0686018
69,0.4815114,0.6471732,"('lazy', 'industrious')",-0.7768097,-0.7664879,-0.1476491,-0.0596573,0.0879918
70,0.045755424,-0.1039878,"('lethargic', 'energetic')",0.1495807,0.15864699,0.0976681,0.0273296,-0.0703385
71,0.32148978,0.3974482,"('diffident', 'self-confident')",0.12787144,0.17367055,0.2246806,0.2855594,0.0608788
72,-0.47966996,-0.4811159,"('unambitious', 'ambitious')",-0.59099686,-0.4729626,-0.5353334,-0.4770392,0.0582942
73,0.8634106,0.9567464,"('helpless', 'self-reliant')",-3.1809385,-3.0176733,-1.1587639,-1.0304635,0.1283004
74,0.19139615,0.18501931,"('undedicated', 'dedicated')",-0.09312781,-0.26541692,0.0491342,-0.0401988,-0.089333
75,-0.26326928,-0.22655071,"('meek', 'impulsive')",-0.82459116,-0.75269884,-0.5439302,-0.4896248,0.0543054
76,0.044952657,-0.036248263,"('anxious', 'daring')",-0.47288552,-0.5232345,-0.2139664,-0.2797414,-0.065775
77,-0.28441954,-0.27719057,"('unmotivated', 'motivated')",-1.0452366,-0.8908089,-0.6648281,-0.5839998,0.0808283
78,-0.27524582,-0.15325111,"('nonresilient', 'resilient')",0.051894106,0.1381313,-0.1116759,-0.0075599,0.104116
79,-1.4698664,-1.5066094,"('wavering', 'unwavering')",-0.8434577,-0.7768126,-1.156662,-1.141711,0.014951
80,-0.0074978694,-0.100473754,"('dominated', 'dominating')",-0.6622611,-0.63503575,-0.3348795,-0.3677548,-0.0328753
81,0.4832639,0.21182398,"('submissive', 'aggressive')",-0.42460912,-0.47178584,0.0293274,-0.1299809,-0.1593083
82,-0.22226298,-0.26068026,"('poor', 'rich')",6.172469,6.3664203,2.9751031,3.05287,0.0777669
83,0.23683171,0.16376802,"('powerless', 'powerful')",-0.871285,-0.85991585,-0.3172266,-0.3480739,-0.0308473
84,0.44968,0.49506557,"('inferior', 'superior')",0.80967516,0.86499506,0.6296776,0.6800303,0.0503527
85,-0.797598,-0.78987354,"('insignificant', 'prestigious')",-0.21800639,-0.3296453,-0.5078022,-0.5597594,-0.0519572
86,-0.7874785,-0.9737649,"('uninfluential', 'influential')",0.02425655,-0.16871849,-0.381611,-0.5712417,-0.1896307
87,0.25985262,0.1138435,"('unsuccessful', 'successful')",0.99007344,1.0477347,0.624963,0.5807891,-0.0441739
88,-0.28807756,-0.6001052,"('low', 'eminent')",-0.15946217,-0.24162586,-0.2237699,-0.4208655,-0.1970956
