,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.35513875,-0.4971116,"('unsociable', 'sociable')",-0.5396596,-0.58367926,-0.59047914,-0.5896964,-0.37637085,-0.5128714,-0.4654121,-0.5458397,-0.0804276
1,0.5272099,0.5140221,"('unfriendly', 'friendly')",-0.54864454,-0.5188869,0.79701436,0.7033165,2.276234,2.1149733,0.7629534,0.7033563,-0.0595971
2,0.40671188,0.48125267,"('unlikable', 'likable')",0.56333935,0.7162502,1.5133734,1.5651964,0.83298916,0.9444768,0.8291035,0.926794,0.0976905
3,-0.61602074,-0.57122755,"('repellent', 'pleasant')",0.009061344,0.17193088,-0.7933206,-0.70036846,0.19831105,0.28606656,-0.3004922,-0.2033997,0.0970925
4,0.09322839,0.12053263,"('disliked', 'liked')",0.07111115,0.051401224,0.5369352,0.48811927,-6.6009364,-6.6252856,-1.4749154,-1.4913081,-0.0163927
5,1.1898322,1.2284622,"('distant', 'outgoing')",0.806743,0.8500544,1.6096599,1.6052136,-0.03437318,0.01905775,0.8929654,0.925697,0.0327316
6,1.0662743,1.1057967,"('distant', 'open')",0.4421663,0.5455671,1.3943075,1.3539928,0.8368665,0.8706304,0.9349036,0.9689968,0.0340932
7,-0.118986875,-0.1761694,"('insensitive', 'sensitive')",-0.18394494,-0.058497407,-0.4947545,-0.40531865,0.7878607,0.7679073,-0.0024564,0.0319805,0.0344369
8,1.0292687,1.0675126,"('unaffectionate', 'affectionate')",-0.07916279,-0.058682904,-0.043610077,-0.15130928,1.0639535,1.0032678,0.4926124,0.4651971,-0.0274153
9,1.2878731,1.2974061,"('unaffectionate', 'caring')",0.23685023,0.286902,0.77763164,0.72421694,1.530885,1.5045954,0.95831,0.9532801,-0.0050299
10,-0.35929757,-0.42598036,"('unsympathetic', 'sympathetic')",-0.5298684,-0.44007897,-2.5291412,-2.4662755,-0.076556884,-0.12978603,-0.8737161,-0.8655302,0.0081859
11,-0.6092081,-0.6230598,"('unhelpful', 'helpful')",0.7090307,0.80322224,-1.3184274,-1.2336706,1.7834221,1.8615085,0.1412043,0.2020001,0.0607958
12,1.2129471,1.1588736,"('unsupportive', 'supportive')",1.095269,1.2470845,-0.5319478,-0.48292267,-1.7798009,-1.7681423,-0.0008832,0.0387233,0.0396065
13,0.15980639,0.07900646,"('impolite', 'polite')",0.4723609,0.48478758,-0.4267071,-0.35256958,-0.29955897,-0.3404264,-0.0235247,-0.0323005,-0.0087758
14,-0.79116416,-0.93498224,"('antisocial', 'social')",-0.0707245,-0.06799558,-1.0100247,-0.9191835,-0.9340318,-0.9382483,-0.7014863,-0.7151024,-0.0136161
15,0.453124,0.48831984,"('boring', 'funny')",0.05651889,0.021681909,1.4061791,1.3758041,0.19087806,0.2396217,0.526675,0.5313569,0.0046819
16,-1.1135898,-1.2070867,"('unpopular', 'popular')",-0.73361677,-0.80907845,0.118938796,0.10487305,0.6027298,0.5553785,-0.2813845,-0.3389784,-0.0575939
17,0.18139628,0.2620513,"('nasty', 'nice')",0.02203399,0.16941747,0.8944402,0.94528395,-0.8261716,-0.7446594,0.0679247,0.1580233,0.0900986
