,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.40553385,-0.48250967,"('unsociable', 'sociable')",-0.1992364,-0.25988632,-0.3023851,-0.371198,-0.0688129
1,1.2535033,1.0293558,"('unfriendly', 'friendly')",1.6486859,1.5227908,1.4510946,1.2760732,-0.1750214
2,0.97686845,1.0010558,"('unlikable', 'likable')",0.59597737,0.5784368,0.7864229,0.7897463,0.0033234
3,-0.4126801,-0.24303554,"('repellent', 'pleasant')",0.790445,0.84997314,0.1888825,0.3034688,0.1145863
4,-0.23299086,-0.35834217,"('disliked', 'liked')",-7.1006484,-7.3831587,-3.6668196,-3.8707504,-0.2039308
5,0.85580534,0.6561763,"('distant', 'outgoing')",-0.3928948,-0.49647063,0.2314553,0.0798528,-0.1516025
6,0.6073199,0.38148475,"('distant', 'open')",-0.2421121,-0.35692054,0.1826039,0.0122821,-0.1703218
7,-0.049084693,0.085094705,"('insensitive', 'sensitive')",0.19825323,0.28300428,0.0745843,0.1840495,0.1094652
8,0.8744807,0.712086,"('unaffectionate', 'affectionate')",0.8050604,0.79990673,0.8397706,0.7559963,-0.0837743
9,1.8867459,1.7554557,"('unaffectionate', 'caring')",1.1592916,1.1820755,1.5230188,1.4687656,-0.0542532
10,-0.15063982,-0.060829435,"('unsympathetic', 'sympathetic')",-0.70725924,-0.5973236,-0.4289495,-0.3290765,0.099873
11,-0.48632056,-0.320473,"('unhelpful', 'helpful')",1.1803236,1.3043652,0.3470015,0.4919461,0.1449446
12,0.6326339,0.69479674,"('unsupportive', 'supportive')",-2.101764,-2.1282256,-0.734565,-0.7167144,0.0178506
13,-0.67576385,-0.6211552,"('impolite', 'polite')",-1.1557714,-1.0369825,-0.9157676,-0.8290689,0.0866987
14,0.0948172,0.12935147,"('antisocial', 'social')",-0.20321013,-0.23218289,-0.0541965,-0.0514157,0.0027808
15,-0.21977663,-0.36953294,"('boring', 'funny')",-0.25774437,-0.28660357,-0.2387605,-0.3280683,-0.0893078
16,-0.75247735,-0.82197624,"('unpopular', 'popular')",0.39046282,0.25813127,-0.1810073,-0.2819225,-0.1009152
17,-0.7135763,-0.6352819,"('nasty', 'nice')",-0.68644893,-0.6512187,-0.7000126,-0.6432503,0.0567623
18,0.2078107,0.124363974,"('disagreeable', 'welcoming')",-0.38912386,-0.4850283,-0.0906566,-0.1803322,-0.0896756
19,-0.07781771,-0.21489531,"('inhospitable', 'hospitable')",-0.48754957,-0.5235192,-0.2826836,-0.3692073,-0.0865237
20,0.32851806,0.37992632,"('rough', 'thoughtful')",1.1049362,1.0976464,0.7167271,0.7387863,0.0220592
21,0.11626572,0.14740478,"('immoral', 'moral')",-0.5874286,-0.5104233,-0.2355815,-0.1815093,0.0540722
22,-0.15219264,-0.14094877,"('untrustworthy', 'trustworthy')",-1.1912676,-1.2035917,-0.6717301,-0.6722702,-0.0005401
23,0.097102016,0.16362846,"('insincere', 'sincere')",5.7846856,5.936987,2.9408939,3.0503078,0.1094139
24,0.81254655,0.79963714,"('dishonest', 'honest')",0.40189913,0.48715752,0.6072229,0.6433973,0.0361744
25,1.2176039,1.0914857,"('egoistic', 'altruistic')",1.785382,1.7045852,1.501493,1.3980355,-0.1034575
26,1.4364946,1.2604827,"('hardhearted', 'benevolent')",1.6980509,1.6274618,1.5672727,1.4439722,-0.1233005
27,0.77644986,0.7684172,"('hardhearted', 'softhearted')",1.4112858,1.378302,1.0938678,1.0733596,-0.0205082
28,0.10885933,0.05886165,"('disloyal', 'loyal')",1.1373458,1.1544845,0.6231025,0.6066731,-0.0164294
29,-0.13949698,-0.3143888,"('unfair', 'fair')",-0.2529344,-0.40032417,-0.1962157,-0.3573565,-0.1611408
30,0.36756226,0.5078538,"('intolerant', 'tolerant')",0.4447093,0.48083422,0.4061358,0.494344,0.0882082
31,0.050543863,0.00027557742,"('evil', 'good')",-0.5932348,-0.74197674,-0.2713455,-0.3708506,-0.0995051
32,0.7890892,0.74250066,"('unkind', 'kind')",0.58130014,0.5440659,0.6851947,0.6432832,-0.0419115
33,1.6412116,1.4261353,"('wrong', 'right')",-0.35086024,-0.43398538,0.6451757,0.496075,-0.1491007
34,-0.11937907,-0.0031688623,"('mean', 'honorable')",5.3939457,5.6135073,2.6372833,2.8051691,0.1678858
35,-0.056093507,-0.28141725,"('corrupt', 'incorrupt')",0.010479864,-0.088038236,-0.0228068,-0.1847277,-0.1619209
36,0.4332399,0.20912322,"('hostile', 'amicable')",0.21241044,0.06543574,0.3228252,0.1372795,-0.1855457
37,0.81564844,0.79527,"('fake', 'genuine')",0.18776283,0.27070212,0.5017056,0.532986,0.0312804
38,0.03160335,0.11712113,"('untruthful', 'truthful')",-0.37349898,-0.30400336,-0.1709478,-0.0934411,0.0775067
39,1.54276,1.6137568,"('exploitative', 'cooperative')",-0.011803221,0.0028698388,0.7654784,0.8083133,0.0428349
40,0.07840622,0.050920434,"('stingy', 'generous')",-1.7175722,-1.8953643,-0.819583,-0.9222219,-0.1026389
41,0.42044228,0.5092537,"('unforgiving', 'forgiving')",-0.028396005,-0.13538143,0.1960231,0.1869361,-0.009087
42,-0.2629795,-0.16297773,"('unreliable', 'reliable')",-3.617899,-3.672444,-1.9404392,-1.9177109,0.0227283
43,0.21374527,0.3601691,"('irresponsible', 'responsible')",0.17778578,0.23552474,0.1957655,0.2978469,0.1020814
44,-1.1302404,-1.0515667,"('prejudiced', 'unprejudiced')",-1.427981,-1.4261198,-1.2791107,-1.2388432,0.0402675
45,-0.54147625,-0.39808756,"('incompetent', 'competent')",-0.25825602,-0.2398344,-0.3998661,-0.318961,0.0809051
46,-0.18022206,-0.035592943,"('uncompetitive', 'competitive')",-1.1118075,-1.1196893,-0.6460148,-0.5776411,0.0683737
47,0.12530974,0.18688071,"('stupid', 'smart')",5.436866,5.6188035,2.7810879,2.902842,0.1217541
48,0.8872269,0.87762177,"('unintelligent', 'intelligent')",0.72833484,0.78399783,0.8077809,0.8308098,0.0230289
49,-0.16446802,-0.14149162,"('unable', 'able')",-0.36402804,-0.29737577,-0.264248,-0.2194337,0.0448143
50,-1.0297914,-1.0399525,"('clumsy', 'skillful')",0.016692169,-0.045470357,-0.5065496,-0.5427114,-0.0361618
51,-0.7674066,-0.81917286,"('uneducated', 'educated')",0.23614642,0.1716538,-0.2656301,-0.3237595,-0.0581294
52,-0.13408299,-0.40286148,"('irrational', 'rational')",0.18933783,0.049778447,0.0276274,-0.1765415,-0.2041689
53,0.37389135,0.1715379,"('uncreative', 'creative')",0.3431929,0.20772628,0.3585421,0.1896321,-0.16891
54,0.7656835,0.65120727,"('incapable', 'capable')",0.75325954,0.7796139,0.7594715,0.7154106,-0.0440609
55,-0.08595391,0.0699714,"('incompetent', 'clever')",0.10440801,0.17299008,0.009227,0.1214807,0.1122537
56,0.20911379,0.3132155,"('impractical', 'practical')",-0.92985135,-0.8727891,-0.3603688,-0.2797868,0.080582
57,-1.258007,-1.2635428,"('unimaginative', 'imaginative')",-3.587007,-3.6425612,-2.422507,-2.453052,-0.030545
58,0.06450973,0.048048362,"('undiscriminating', 'discriminating')",0.12824999,0.032864347,0.0963799,0.0404564,-0.0559235
59,0.369204,0.2522032,"('foolish', 'wise')",0.37831482,0.37518576,0.3737594,0.3136945,-0.0600649
60,0.36313602,0.59140724,"('inefficient', 'efficient')",-0.39743337,-0.1889052,-0.0171487,0.201251,0.2183997
61,1.3988098,1.1507565,"('illogical', 'logical')",0.6887027,0.53212667,1.0437562,0.8414416,-0.2023146
62,0.92856985,1.1232268,"('incompetent', 'brilliant')",0.08140379,0.20905907,0.5049868,0.6661429,0.1611561
63,0.30278334,0.42042702,"('unperceptive', 'insightful')",0.24475916,0.2603565,0.2737713,0.3403918,0.0666205
64,-1.0666823,-1.0544797,"('shy', 'confident')",-6.7952886,-6.8940115,-3.9309855,-3.9742455,-0.04326
65,-0.4401936,-0.40107813,"('insecure', 'secure')",-0.4346605,-0.3238945,-0.437427,-0.3624863,0.0749407
66,-0.5597908,-0.6630258,"('inactive', 'active')",0.7473343,0.69323003,0.0937718,0.0151021,-0.0786697
67,-0.097801305,-0.08952874,"('doubtful', 'determined')",-0.44253284,-0.41632977,-0.2701671,-0.2529293,0.0172378
68,0.0041975807,-0.07611473,"('dependent', 'independent')",-0.66218233,-0.7107967,-0.3289924,-0.3934557,-0.0644633
69,0.48314032,0.39251888,"('lazy', 'industrious')",-0.38157687,-0.47559068,0.0507817,-0.0415359,-0.0923176
70,-0.39078853,-0.1710248,"('lethargic', 'energetic')",-0.12941328,-0.08508076,-0.2601009,-0.1280528,0.1320481
71,1.8988297,1.7601051,"('diffident', 'self-confident')",0.537416,0.49424285,1.2181228,1.127174,-0.0909488
72,0.8176528,0.82659376,"('unambitious', 'ambitious')",-0.71167415,-0.58228564,0.0529893,0.1221541,0.0691648
73,0.7047068,0.6822629,"('helpless', 'self-reliant')",-3.2907045,-3.3513126,-1.2929988,-1.3345249,-0.0415261
74,0.00052158535,-0.00192675,"('undedicated', 'dedicated')",-0.43978247,-0.5227928,-0.2196305,-0.2623598,-0.0427293
75,-1.1593506,-1.0981377,"('meek', 'impulsive')",-0.6683191,-0.70060205,-0.9138349,-0.8993699,0.014465
76,-0.53861785,-0.34270972,"('anxious', 'daring')",-0.6479745,-0.5302089,-0.5932962,-0.4364593,0.1568369
77,0.22420427,0.28263897,"('unmotivated', 'motivated')",-1.3036911,-1.1735928,-0.5397434,-0.4454769,0.0942665
78,-0.4808205,-0.43401772,"('nonresilient', 'resilient')",0.0073081236,-0.0034891423,-0.2367562,-0.2187534,0.0180028
79,-0.55111194,-0.731242,"('wavering', 'unwavering')",-0.31168222,-0.2987815,-0.4313971,-0.5150118,-0.0836147
80,-0.37043226,-0.2865468,"('dominated', 'dominating')",-0.874105,-0.75639313,-0.6222686,-0.52147,0.1007986
81,-0.5989578,-0.38884753,"('submissive', 'aggressive')",-1.0327939,-0.83555675,-0.8158758,-0.6122022,0.2036736
82,-0.81975496,-0.77796835,"('poor', 'rich')",6.0720325,6.1591444,2.6261387,2.690588,0.0644493
83,1.1739451,1.0728331,"('powerless', 'powerful')",-0.8864847,-0.9233684,0.1437302,0.0747323,-0.0689979
84,0.73946315,0.53944445,"('inferior', 'superior')",1.0208747,0.92407674,0.8801689,0.7317606,-0.1484083
85,1.5447662,1.3258913,"('insignificant', 'prestigious')",0.4623462,0.32784796,1.0035563,0.8268696,-0.1766867
86,0.64501417,0.42199045,"('uninfluential', 'influential')",-0.37106332,-0.45184463,0.1369754,-0.0149271,-0.1519025
87,-0.0038248114,-0.11568667,"('unsuccessful', 'successful')",0.88662267,0.8595427,0.4413989,0.371928,-0.0694709
88,0.2624709,0.16190864,"('low', 'eminent')",-0.3285623,-0.29821044,-0.0330457,-0.0681509,-0.0351052
