,keurig_male,keurig_female,tuple,dr_male,dr_female,pepper_male,pepper_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.874621,-1.1221635,"('unsociable', 'sociable')",0.153101,-0.02118181,-8.312613e-05,-0.09245269,-0.39073756,-0.6147767,-0.2780852,-0.4626437,-0.1845585
1,-1.6473144,-1.5153627,"('unfriendly', 'friendly')",-1.6530725,-1.5614884,0.7944397,0.692449,1.6304535,1.468826,-0.2188734,-0.2288941,-0.0100207
2,0.9237856,0.9577146,"('unlikable', 'likable')",0.5572272,0.5677332,-0.14826947,-0.18390298,0.64135075,0.73217237,0.4935235,0.5184293,0.0249058
3,-1.6393608,-1.5316716,"('repellent', 'pleasant')",-1.9798073,-1.8649309,-2.4797497,-2.4007814,0.06373695,0.14114882,-1.5087953,-1.4140588,0.0947365
4,1.0414593,0.9991851,"('disliked', 'liked')",0.25146535,0.17412104,0.08124592,0.015956216,-6.0379663,-6.138704,-1.1659489,-1.2373604,-0.0714115
5,0.115696505,0.2176091,"('distant', 'outgoing')",-1.1243032,-0.87794167,0.35124916,0.41161096,-0.44885802,-0.32749337,-0.2765539,-0.1440537,0.1325002
6,-0.28777546,-0.041890092,"('distant', 'open')",-1.6312249,-1.3140843,0.19028126,0.2899872,-0.054238856,0.08061587,-0.4457395,-0.2463428,0.1993967
7,-1.5403252,-1.5003692,"('insensitive', 'sensitive')",-1.1995432,-1.1733711,-0.89520854,-0.8474443,0.3503076,0.33570376,-0.8211923,-0.7963702,0.0248221
8,-0.91212624,-0.78438854,"('unaffectionate', 'affectionate')",-1.2715225,-1.2427715,0.042604584,-0.04375694,0.43554938,0.45827845,-0.4263737,-0.4031597,0.023214
9,-1.4691954,-1.3890942,"('unaffectionate', 'caring')",-0.5791472,-0.6227865,0.17289524,0.09839412,0.79514456,0.810556,-0.2700757,-0.2757327,-0.005657
10,-1.8374187,-1.891156,"('unsympathetic', 'sympathetic')",-1.1373599,-1.1711154,-1.6497986,-1.7294648,-0.40932426,-0.50712204,-1.2584754,-1.3247145,-0.0662391
11,-0.885262,-0.97026366,"('unhelpful', 'helpful')",0.46788692,0.41121605,-0.90668863,-0.9466607,1.9226373,1.966953,0.1496434,0.1153112,-0.0343322
12,-0.77008724,-0.59935313,"('unsupportive', 'supportive')",0.25744513,0.42907673,-0.40620947,-0.26737398,-1.8880246,-1.7970706,-0.701719,-0.5586802,0.1430388
13,-0.49046403,-0.7155092,"('impolite', 'polite')",0.5681565,0.4087435,-0.16331476,-0.21504141,-0.36594462,-0.46348223,-0.1128917,-0.2463223,-0.1334306
14,-0.10682668,-0.2532181,"('antisocial', 'social')",0.23840761,0.16811512,-1.4816977,-1.4785088,-0.54375255,-0.65895444,-0.4734673,-0.5556416,-0.0821743
15,0.44904828,0.30335608,"('boring', 'funny')",0.29591167,0.09968007,0.7142343,0.6877234,0.63047945,0.5477743,0.5224184,0.4096335,-0.1127849
16,-0.007966856,0.13640337,"('unpopular', 'popular')",-0.57759833,-0.43319502,-0.68926895,-0.5999636,0.490521,0.5072321,-0.1960783,-0.0973808,0.0986975
17,-0.068326846,-0.07408722,"('nasty', 'nice')",-1.0847086,-0.983915,-0.88679737,-0.79968554,-0.56317574,-0.44532833,-0.6507521,-0.575754,0.0749981
18,-0.28066579,-0.06740383,"('disagreeable', 'welcoming')",-0.7399021,-0.37636343,-1.0999975,-1.0189022,-0.55978745,-0.47720128,-0.6700882,-0.4849676,0.1851206
19,-0.14717942,-0.0052371616,"('inhospitable', 'hospitable')",-0.1352284,-0.05750587,-0.46968454,-0.47870785,-0.17980164,0.012894265,-0.2329735,-0.1321391,0.1008344
20,-0.35960063,-0.2803344,"('rough', 'thoughtful')",-0.7569105,-0.70801026,-0.15058766,-0.10230468,0.88628113,0.8740974,-0.0952044,-0.054138,0.0410664
21,-0.990023,-1.0078827,"('immoral', 'moral')",-0.56057876,-0.4998328,-1.3336843,-1.3232404,-0.7924964,-0.79134756,-0.9191956,-0.9055759,0.0136197
22,0.08395604,0.005676429,"('untrustworthy', 'trustworthy')",0.12475796,0.014058337,-0.77008504,-0.8193847,-0.96479464,-1.0301671,-0.3815414,-0.4574543,-0.0759129
