,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
0,0.14373374,0.121257104,"('unsociable', 'sociable')",0.1437337,0.1212571,-0.0224766
1,0.49164197,0.4703339,"('unfriendly', 'friendly')",0.491642,0.4703339,-0.0213081
2,0.16976327,0.28915143,"('unlikable', 'likable')",0.1697633,0.2891514,0.1193881
3,-0.47913253,-0.21799493,"('repellent', 'pleasant')",-0.4791325,-0.2179949,0.2611376
4,-3.6172147,-3.833946,"('disliked', 'liked')",-3.6172147,-3.833946,-0.2167313
5,-0.5877348,-0.58087426,"('distant', 'outgoing')",-0.5877348,-0.5808743,0.0068605
6,-0.82019883,-0.74789333,"('distant', 'open')",-0.8201988,-0.7478933,0.0723055
7,0.58496374,0.7357095,"('insensitive', 'sensitive')",0.5849637,0.7357095,0.1507458
8,0.21714261,0.22495168,"('unaffectionate', 'affectionate')",0.2171426,0.2249517,0.0078091
9,0.40767318,0.4538646,"('unaffectionate', 'caring')",0.4076732,0.4538646,0.0461914
10,-0.196209,-0.004195042,"('unsympathetic', 'sympathetic')",-0.196209,-0.004195,0.192014
11,0.90094805,1.0425726,"('unhelpful', 'helpful')",0.900948,1.0425726,0.1416246
12,-0.915614,-0.7091174,"('unsupportive', 'supportive')",-0.915614,-0.7091174,0.2064966
13,0.37578636,0.5441802,"('impolite', 'polite')",0.3757864,0.5441802,0.1683938
14,0.21441385,0.1689179,"('antisocial', 'social')",0.2144139,0.1689179,-0.045496
15,0.3690556,0.23775719,"('boring', 'funny')",0.3690556,0.2377572,-0.1312984
16,-0.26378232,-0.13711482,"('unpopular', 'popular')",-0.2637823,-0.1371148,0.1266675
17,-0.05516667,0.036574792,"('nasty', 'nice')",-0.0551667,0.0365748,0.0917415
18,-1.0492653,-0.7999865,"('disagreeable', 'welcoming')",-1.0492653,-0.7999865,0.2492788
19,-1.2646625,-1.1147339,"('inhospitable', 'hospitable')",-1.2646625,-1.1147339,0.1499286
20,-0.03914778,-0.006986037,"('rough', 'thoughtful')",-0.0391478,-0.006986,0.0321618
21,-0.28039292,0.07086036,"('immoral', 'moral')",-0.2803929,0.0708604,0.3512533
22,-0.6367505,-0.59108984,"('untrustworthy', 'trustworthy')",-0.6367505,-0.5910898,0.0456607
23,2.972883,3.2837963,"('insincere', 'sincere')",2.972883,3.2837963,0.3109133
24,0.18008658,0.28948626,"('dishonest', 'honest')",0.1800866,0.2894863,0.1093997
25,0.341843,0.33574587,"('egoistic', 'altruistic')",0.341843,0.3357459,-0.0060971
26,1.693194,1.4807904,"('hardhearted', 'benevolent')",1.693194,1.4807904,-0.2124036
27,0.64006025,0.6469301,"('hardhearted', 'softhearted')",0.6400602,0.6469301,0.0068699
28,0.22932026,0.2201452,"('disloyal', 'loyal')",0.2293203,0.2201452,-0.0091751
29,-0.4296371,-0.59321713,"('unfair', 'fair')",-0.4296371,-0.5932171,-0.16358
30,0.75410306,0.84477407,"('intolerant', 'tolerant')",0.7541031,0.8447741,0.090671
31,-1.5060011,-1.6585871,"('evil', 'good')",-1.5060011,-1.6585871,-0.152586
32,0.65069014,0.7256963,"('unkind', 'kind')",0.6506901,0.7256963,0.0750062
33,-0.14357382,-0.17424767,"('wrong', 'right')",-0.1435738,-0.1742477,-0.0306739
34,1.858178,2.2578304,"('mean', 'honorable')",1.858178,2.2578304,0.3996524
35,-0.7904936,-1.1171913,"('corrupt', 'incorrupt')",-0.7904936,-1.1171913,-0.3266977
36,-1.1361636,-1.2436492,"('hostile', 'amicable')",-1.1361636,-1.2436492,-0.1074856
37,0.6561953,0.77991337,"('fake', 'genuine')",0.6561953,0.7799134,0.1237181
38,-0.16694677,-0.0942087,"('untruthful', 'truthful')",-0.1669468,-0.0942087,0.0727381
39,-0.24830014,-0.08299726,"('exploitative', 'cooperative')",-0.2483001,-0.0829973,0.1653028
40,-0.9543497,-1.0426097,"('stingy', 'generous')",-0.9543497,-1.0426097,-0.08826
41,0.14802101,0.2792107,"('unforgiving', 'forgiving')",0.148021,0.2792107,0.1311897
42,-1.4121938,-1.1991391,"('unreliable', 'reliable')",-1.4121938,-1.1991391,0.2130547
43,0.5030289,0.68242913,"('irresponsible', 'responsible')",0.5030289,0.6824291,0.1794002
44,-0.88890105,-0.96169484,"('prejudiced', 'unprejudiced')",-0.8889011,-0.9616948,-0.0727937
45,-0.12628463,-0.049523592,"('incompetent', 'competent')",-0.1262846,-0.0495236,0.076761
46,-0.068452515,0.09923496,"('uncompetitive', 'competitive')",-0.0684525,0.099235,0.1676875
47,3.184209,3.3965225,"('stupid', 'smart')",3.1842091,3.3965225,0.2123134
48,0.06361313,0.28602397,"('unintelligent', 'intelligent')",0.0636131,0.286024,0.2224109
49,-0.37303096,-0.016492493,"('unable', 'able')",-0.373031,-0.0164925,0.3565385
50,-0.6398649,-0.5087283,"('clumsy', 'skillful')",-0.6398649,-0.5087283,0.1311366
51,-0.13408816,0.015918437,"('uneducated', 'educated')",-0.1340882,0.0159184,0.1500066
52,-0.4078937,-0.58328,"('irrational', 'rational')",-0.4078937,-0.58328,-0.1753863
53,0.12561217,0.17013946,"('uncreative', 'creative')",0.1256122,0.1701395,0.0445273
54,-0.078366,0.224661,"('incapable', 'capable')",-0.078366,0.224661,0.303027
55,0.1736849,0.41537046,"('incompetent', 'clever')",0.1736849,0.4153705,0.2416856
56,1.2013617,1.2910885,"('impractical', 'practical')",1.2013617,1.2910885,0.0897268
57,-1.5789211,-1.5523129,"('unimaginative', 'imaginative')",-1.5789211,-1.5523129,0.0266082
