,eggnog_male,eggnog_female,tuple,average_male,average_female,female-male
0,-0.5433768,-0.82154614,"('unsociable', 'sociable')",-0.5433768,-0.8215461,-0.2781693
1,-0.34833685,-0.6412964,"('unfriendly', 'friendly')",-0.3483368,-0.6412964,-0.2929596
2,0.10572781,-0.10491386,"('unlikable', 'likable')",0.1057278,-0.1049139,-0.2106417
3,-0.6056697,-0.5530867,"('repellent', 'pleasant')",-0.6056697,-0.5530867,0.052583
4,-1.6920254,-1.8325912,"('disliked', 'liked')",-1.6920254,-1.8325912,-0.1405658
5,-0.060661823,-0.0011277646,"('distant', 'outgoing')",-0.0606618,-0.0011278,0.059534
6,-0.32302907,-0.25078866,"('distant', 'open')",-0.3230291,-0.2507887,0.0722404
7,-0.85719246,-0.7819281,"('insensitive', 'sensitive')",-0.8571925,-0.7819281,0.0752644
8,0.37352765,0.23539917,"('unaffectionate', 'affectionate')",0.3735276,0.2353992,-0.1381284
9,-0.31474322,-0.41293746,"('unaffectionate', 'caring')",-0.3147432,-0.4129375,-0.0981943
10,-1.6704872,-1.7216395,"('unsympathetic', 'sympathetic')",-1.6704872,-1.7216395,-0.0511523
11,-0.0405802,-0.07422407,"('unhelpful', 'helpful')",-0.0405802,-0.0742241,-0.0336439
12,-1.0845908,-1.1212403,"('unsupportive', 'supportive')",-1.0845908,-1.1212403,-0.0366495
13,-0.45228627,-0.6297832,"('impolite', 'polite')",-0.4522863,-0.6297832,-0.1774969
14,-0.28732246,-0.47136167,"('antisocial', 'social')",-0.2873225,-0.4713617,-0.1840392
15,0.88791853,0.7367114,"('boring', 'funny')",0.8879185,0.7367114,-0.1512071
16,-0.29676735,-0.29284006,"('unpopular', 'popular')",-0.2967674,-0.2928401,0.0039273
17,-0.57841766,-0.4714182,"('nasty', 'nice')",-0.5784177,-0.4714182,0.1069995
18,-0.46690437,-0.5429393,"('disagreeable', 'welcoming')",-0.4669044,-0.5429393,-0.0760349
19,-0.3391218,-0.30059654,"('inhospitable', 'hospitable')",-0.3391218,-0.3005965,0.0385253
