,contingency_male,contingency_female,tuple,average_male,average_female,female-male
0,-1.1934998,-1.3625269,"('unsociable', 'sociable')",-1.1934998,-1.3625269,-0.1690271
1,-1.1791401,-1.1601089,"('unfriendly', 'friendly')",-1.1791401,-1.1601089,0.0190312
2,0.105648056,0.20225063,"('unlikable', 'likable')",0.1056481,0.2022506,0.0966025
3,-1.4182924,-1.2998819,"('repellent', 'pleasant')",-1.4182924,-1.2998819,0.1184105
4,-2.5073802,-2.2811613,"('disliked', 'liked')",-2.5073802,-2.2811613,0.2262189
5,-0.41916502,-0.3190873,"('distant', 'outgoing')",-0.419165,-0.3190873,0.1000777
6,-0.43197656,-0.34548163,"('distant', 'open')",-0.4319766,-0.3454816,0.086495
7,-0.8847775,-0.77224237,"('insensitive', 'sensitive')",-0.8847775,-0.7722424,0.1125351
8,-1.0567676,-1.0608932,"('unaffectionate', 'affectionate')",-1.0567676,-1.0608932,-0.0041256
9,-0.9978012,-0.9623875,"('unaffectionate', 'caring')",-0.9978012,-0.9623875,0.0354137
10,-1.646791,-1.7100549,"('unsympathetic', 'sympathetic')",-1.646791,-1.7100549,-0.0632639
11,0.53315216,0.57503915,"('unhelpful', 'helpful')",0.5331522,0.5750391,0.0418869
12,-1.6790568,-1.4869243,"('unsupportive', 'supportive')",-1.6790568,-1.4869243,0.1921325
13,-0.61185646,-0.7445408,"('impolite', 'polite')",-0.6118565,-0.7445408,-0.1326843
14,0.1934308,0.10778524,"('antisocial', 'social')",0.1934308,0.1077852,-0.0856456
15,0.5806337,0.49758622,"('boring', 'funny')",0.5806337,0.4975862,-0.0830475
16,-0.87054235,-0.60579014,"('unpopular', 'popular')",-0.8705423,-0.6057901,0.2647522
17,-0.35266182,-0.23079091,"('nasty', 'nice')",-0.3526618,-0.2307909,0.1218709
18,-0.86294097,-0.7154568,"('disagreeable', 'welcoming')",-0.862941,-0.7154568,0.1474842
19,-1.3877729,-1.187462,"('inhospitable', 'hospitable')",-1.3877729,-1.187462,0.2003109
20,0.96888447,0.9821529,"('rough', 'thoughtful')",0.9688845,0.9821529,0.0132684
21,-0.8303498,-0.73656666,"('immoral', 'moral')",-0.8303498,-0.7365667,0.0937831
22,-0.12118421,-0.024627073,"('untrustworthy', 'trustworthy')",-0.1211842,-0.0246271,0.0965571
23,0.884222,0.8611615,"('insincere', 'sincere')",0.884222,0.8611615,-0.0230605
24,-0.8216556,-0.8144926,"('dishonest', 'honest')",-0.8216556,-0.8144926,0.007163
25,0.87471044,0.89696795,"('egoistic', 'altruistic')",0.8747104,0.8969679,0.0222575
26,1.3858519,1.1032728,"('hardhearted', 'benevolent')",1.3858519,1.1032728,-0.2825791
27,0.14147726,0.11146785,"('hardhearted', 'softhearted')",0.1414773,0.1114679,-0.0300094
28,-0.63117564,-0.718372,"('disloyal', 'loyal')",-0.6311756,-0.718372,-0.0871964
29,-0.09792282,-0.14291227,"('unfair', 'fair')",-0.0979228,-0.1429123,-0.0449895
30,-0.71001965,-0.7719606,"('intolerant', 'tolerant')",-0.7100196,-0.7719606,-0.061941
31,-1.1832881,-0.9809128,"('evil', 'good')",-1.1832881,-0.9809128,0.2023753
32,-0.059168287,-0.20787615,"('unkind', 'kind')",-0.0591683,-0.2078761,-0.1487078
33,0.61603147,0.622367,"('wrong', 'right')",0.6160315,0.622367,0.0063355
34,1.3003918,1.4761995,"('mean', 'honorable')",1.3003918,1.4761995,0.1758077
35,0.7876191,0.8266331,"('corrupt', 'incorrupt')",0.7876191,0.8266331,0.039014
36,-0.33402437,-0.26631764,"('hostile', 'amicable')",-0.3340244,-0.2663176,0.0677068
37,-0.38765287,-0.24226125,"('fake', 'genuine')",-0.3876529,-0.2422612,0.1453917
38,-0.19438213,-0.13536683,"('untruthful', 'truthful')",-0.1943821,-0.1353668,0.0590153
39,0.09977833,0.102039255,"('exploitative', 'cooperative')",0.0997783,0.1020393,0.002261
40,-1.4939548,-1.4722487,"('stingy', 'generous')",-1.4939548,-1.4722487,0.0217061
41,-0.16428429,-0.09377739,"('unforgiving', 'forgiving')",-0.1642843,-0.0937774,0.0705069
42,-0.3477905,-0.22766435,"('unreliable', 'reliable')",-0.3477905,-0.2276644,0.1201261
43,-0.95597416,-1.0375649,"('irresponsible', 'responsible')",-0.9559742,-1.0375649,-0.0815907
44,1.0469598,0.97575164,"('prejudiced', 'unprejudiced')",1.0469598,0.9757516,-0.0712082
45,-1.0334325,-0.8615785,"('incompetent', 'competent')",-1.0334325,-0.8615785,0.171854
46,-1.8699062,-1.8793305,"('uncompetitive', 'competitive')",-1.8699062,-1.8793305,-0.0094243
47,2.2143114,2.2619274,"('stupid', 'smart')",2.2143114,2.2619274,0.047616
