,lover_male,lover_female,tuple,average_male,average_female,female-male
0,-0.22577097,-0.23658268,"('unsociable', 'sociable')",-0.225771,-0.2365827,-0.0108117
1,0.86211807,0.87684965,"('unfriendly', 'friendly')",0.8621181,0.8768497,0.0147316
2,-0.009015534,0.068383515,"('unlikable', 'likable')",-0.0090155,0.0683835,0.077399
3,0.7142446,0.7147081,"('repellent', 'pleasant')",0.7142446,0.7147081,0.0004635
4,-7.415168,-7.549414,"('disliked', 'liked')",-7.4151678,-7.5494142,-0.1342464
5,-0.665713,-0.66507655,"('distant', 'outgoing')",-0.665713,-0.6650766,0.0006364
6,-0.120678455,-0.19209918,"('distant', 'open')",-0.1206785,-0.1920992,-0.0714207
7,0.8350872,0.86784005,"('insensitive', 'sensitive')",0.8350872,0.8678401,0.0327529
8,0.8784045,0.94138324,"('unaffectionate', 'affectionate')",0.8784045,0.9413832,0.0629787
9,1.0546798,1.2361262,"('unaffectionate', 'caring')",1.0546798,1.2361262,0.1814464
10,0.9279047,0.8583488,"('unsympathetic', 'sympathetic')",0.9279047,0.8583488,-0.0695559
11,1.2123015,1.2681566,"('unhelpful', 'helpful')",1.2123015,1.2681566,0.0558551
12,-1.9652567,-1.9461293,"('unsupportive', 'supportive')",-1.9652567,-1.9461293,0.0191274
13,-0.33041918,-0.3522437,"('impolite', 'polite')",-0.3304192,-0.3522437,-0.0218245
14,0.33588582,0.20599839,"('antisocial', 'social')",0.3358858,0.2059984,-0.1298874
15,0.02669818,-0.007567215,"('boring', 'funny')",0.0266982,-0.0075672,-0.0342654
16,-0.6915698,-0.6391977,"('unpopular', 'popular')",-0.6915698,-0.6391977,0.0523721
17,-0.25825644,-0.25813463,"('nasty', 'nice')",-0.2582564,-0.2581346,0.0001218
18,-0.274368,-0.28327256,"('disagreeable', 'welcoming')",-0.274368,-0.2832726,-0.0089046
19,-0.77213836,-0.75563145,"('inhospitable', 'hospitable')",-0.7721384,-0.7556314,0.016507
20,0.8335785,0.73711705,"('rough', 'thoughtful')",0.8335785,0.7371171,-0.0964614
21,-0.43086356,-0.34228998,"('immoral', 'moral')",-0.4308636,-0.34229,0.0885736
22,-0.11042324,-0.15457408,"('untrustworthy', 'trustworthy')",-0.1104232,-0.1545741,-0.0441509
23,6.008006,6.1274247,"('insincere', 'sincere')",6.0080061,6.1274247,0.1194186
24,1.3321427,1.2502545,"('dishonest', 'honest')",1.3321427,1.2502545,-0.0818882
25,0.657401,0.62527037,"('egoistic', 'altruistic')",0.657401,0.6252704,-0.0321306
26,0.65526414,0.55804896,"('hardhearted', 'benevolent')",0.6552641,0.558049,-0.0972151
27,1.5471928,1.4049225,"('hardhearted', 'softhearted')",1.5471928,1.4049225,-0.1422703
28,0.95681405,0.99972063,"('disloyal', 'loyal')",0.9568141,0.9997206,0.0429065
29,-0.38432053,-0.48676872,"('unfair', 'fair')",-0.3843205,-0.4867687,-0.1024482
30,0.956404,0.99609923,"('intolerant', 'tolerant')",0.956404,0.9960992,0.0396952
31,-1.3692299,-1.3823613,"('evil', 'good')",-1.3692299,-1.3823613,-0.0131314
32,0.74680614,0.70499235,"('unkind', 'kind')",0.7468061,0.7049924,-0.0418137
33,-0.5426398,-0.52494085,"('wrong', 'right')",-0.5426398,-0.5249408,0.017699
34,4.364249,4.5331345,"('mean', 'honorable')",4.3642492,4.5331345,0.1688853
35,-0.69907975,-0.91453725,"('corrupt', 'incorrupt')",-0.6990798,-0.9145373,-0.2154575
36,-0.8046869,-0.82817125,"('hostile', 'amicable')",-0.8046869,-0.8281713,-0.0234844
37,0.80034316,0.7676929,"('fake', 'genuine')",0.8003432,0.7676929,-0.0326503
38,-0.5717327,-0.48586094,"('untruthful', 'truthful')",-0.5717327,-0.4858609,0.0858718
39,0.39292043,0.3434525,"('exploitative', 'cooperative')",0.3929204,0.3434525,-0.0494679
40,-1.2094358,-1.4359576,"('stingy', 'generous')",-1.2094358,-1.4359576,-0.2265218
41,-0.025675952,-0.009175342,"('unforgiving', 'forgiving')",-0.025676,-0.0091753,0.0165007
42,-2.0490913,-2.1567104,"('unreliable', 'reliable')",-2.0490913,-2.1567104,-0.1076191
43,0.72831714,0.78830636,"('irresponsible', 'responsible')",0.7283171,0.7883064,0.0599893
44,-0.7258344,-0.78094727,"('prejudiced', 'unprejudiced')",-0.7258344,-0.7809473,-0.0551129
45,-0.123960264,-0.17890611,"('incompetent', 'competent')",-0.1239603,-0.1789061,-0.0549458
46,-0.5810557,-0.6439074,"('uncompetitive', 'competitive')",-0.5810557,-0.6439074,-0.0628517
47,4.9305453,5.06086,"('stupid', 'smart')",4.9305453,5.0608602,0.1303149
48,0.15530741,0.19989231,"('unintelligent', 'intelligent')",0.1553074,0.1998923,0.0445849
49,-0.144894,-0.047892123,"('unable', 'able')",-0.144894,-0.0478921,0.0970019
50,-0.5033346,-0.46630317,"('clumsy', 'skillful')",-0.5033346,-0.4663032,0.0370314
51,0.47376826,0.4158654,"('uneducated', 'educated')",0.4737683,0.4158654,-0.0579029
52,-0.5726171,-0.63447094,"('irrational', 'rational')",-0.5726171,-0.6344709,-0.0618538
53,-0.39131767,-0.40168408,"('uncreative', 'creative')",-0.3913177,-0.4016841,-0.0103664
54,0.84218705,0.9591417,"('incapable', 'capable')",0.842187,0.9591417,0.1169547
55,0.70685995,0.7628542,"('incompetent', 'clever')",0.7068599,0.7628542,0.0559943
56,0.21020585,0.18426067,"('impractical', 'practical')",0.2102059,0.1842607,-0.0259452
57,-2.6368613,-2.7051063,"('unimaginative', 'imaginative')",-2.6368613,-2.7051063,-0.068245
58,0.034385964,0.06684692,"('undiscriminating', 'discriminating')",0.034386,0.0668469,0.0324609
59,-0.3735882,-0.35770956,"('foolish', 'wise')",-0.3735882,-0.3577096,0.0158786
60,0.26191252,0.35250688,"('inefficient', 'efficient')",0.2619125,0.3525069,0.0905944
61,-0.05319817,-0.1882259,"('illogical', 'logical')",-0.0531982,-0.1882259,-0.1350277
62,0.28720862,0.3681422,"('incompetent', 'brilliant')",0.2872086,0.3681422,0.0809336
63,-0.32402325,-0.2827794,"('unperceptive', 'insightful')",-0.3240232,-0.2827794,0.0412438
64,-5.974357,-6.087884,"('shy', 'confident')",-5.9743571,-6.0878839,-0.1135268
65,0.37417495,0.37309155,"('insecure', 'secure')",0.374175,0.3730915,-0.0010835
66,-0.06126582,-0.2836714,"('inactive', 'active')",-0.0612658,-0.2836714,-0.2224056
67,-0.53693146,-0.49605852,"('doubtful', 'determined')",-0.5369315,-0.4960585,0.040873
68,-0.8383589,-0.8529772,"('dependent', 'independent')",-0.8383589,-0.8529772,-0.0146183
69,-1.9463139,-2.0238125,"('lazy', 'industrious')",-1.9463139,-2.0238125,-0.0774986
70,1.4052153,1.2322505,"('lethargic', 'energetic')",1.4052153,1.2322505,-0.1729648
71,0.4358174,0.40476823,"('diffident', 'self-confident')",0.4358174,0.4047682,-0.0310492
72,0.64640844,0.71036386,"('unambitious', 'ambitious')",0.6464084,0.7103639,0.0639555
