,historian_male,historian_female,tuple,average_male,average_female,female-male
0,0.9368822,0.635572,"('unsociable', 'sociable')",0.9368822,0.635572,-0.3013102
1,0.27647272,0.5912294,"('unfriendly', 'friendly')",0.2764727,0.5912294,0.3147567
2,0.42527014,0.6691127,"('unlikable', 'likable')",0.4252701,0.6691127,0.2438426
3,0.7883076,1.0136659,"('repellent', 'pleasant')",0.7883076,1.0136659,0.2253583
4,-7.315017,-7.489838,"('disliked', 'liked')",-7.3150172,-7.4898381,-0.1748209
5,-1.5352489,-0.9105543,"('distant', 'outgoing')",-1.5352489,-0.9105543,0.6246946
6,-1.2534113,-0.7224146,"('distant', 'open')",-1.2534113,-0.7224146,0.5309967
7,1.907177,1.7862693,"('insensitive', 'sensitive')",1.907177,1.7862693,-0.1209077
8,0.6447398,0.8003392,"('unaffectionate', 'affectionate')",0.6447398,0.8003392,0.1555994
9,1.2761312,1.3901706,"('unaffectionate', 'caring')",1.2761312,1.3901706,0.1140394
10,1.92833,1.788823,"('unsympathetic', 'sympathetic')",1.9283299,1.788823,-0.1395069
11,2.1232357,2.0392194,"('unhelpful', 'helpful')",2.1232357,2.0392194,-0.0840163
12,-0.8652191,-0.92420703,"('unsupportive', 'supportive')",-0.8652191,-0.924207,-0.0589879
13,0.7165571,0.5687378,"('impolite', 'polite')",0.7165571,0.5687378,-0.1478193
14,0.8228246,0.75456876,"('antisocial', 'social')",0.8228246,0.7545688,-0.0682558
15,-0.31314737,-0.04856001,"('boring', 'funny')",-0.3131474,-0.04856,0.2645874
16,-1.1207834,-0.808158,"('unpopular', 'popular')",-1.1207834,-0.808158,0.3126254
17,-0.53010637,-0.21930525,"('nasty', 'nice')",-0.5301064,-0.2193052,0.3108012
18,-1.1046909,-0.6425035,"('disagreeable', 'welcoming')",-1.1046909,-0.6425035,0.4621874
19,-1.1585468,-0.8831088,"('inhospitable', 'hospitable')",-1.1585468,-0.8831088,0.275438
20,1.0756606,0.9195654,"('rough', 'thoughtful')",1.0756606,0.9195654,-0.1560952
21,0.7235082,0.7018355,"('immoral', 'moral')",0.7235082,0.7018355,-0.0216727
22,0.5676103,0.45984575,"('untrustworthy', 'trustworthy')",0.5676103,0.4598458,-0.1077645
23,6.295915,6.635729,"('insincere', 'sincere')",6.2959151,6.6357288,0.3398137
24,1.8065351,1.8380725,"('dishonest', 'honest')",1.8065351,1.8380725,0.0315374
25,-0.22964275,-0.037010588,"('egoistic', 'altruistic')",-0.2296427,-0.0370106,0.1926321
26,0.76190674,0.37111732,"('hardhearted', 'benevolent')",0.7619067,0.3711173,-0.3907894
27,0.9528529,1.2946554,"('hardhearted', 'softhearted')",0.9528529,1.2946554,0.3418025
28,1.0121614,0.9237547,"('disloyal', 'loyal')",1.0121614,0.9237547,-0.0884067
29,-0.060752373,-0.1397857,"('unfair', 'fair')",-0.0607524,-0.1397857,-0.0790333
30,1.4778856,1.5635916,"('intolerant', 'tolerant')",1.4778856,1.5635916,0.085706
31,-2.0863097,-1.7163124,"('evil', 'good')",-2.0863097,-1.7163124,0.3699973
32,1.423865,1.2495602,"('unkind', 'kind')",1.423865,1.2495602,-0.1743048
33,-0.9439599,-0.86930895,"('wrong', 'right')",-0.9439599,-0.8693089,0.074651
34,4.135868,4.5229864,"('mean', 'honorable')",4.1358681,4.5229864,0.3871183
35,-1.7559615,-1.6722476,"('corrupt', 'incorrupt')",-1.7559615,-1.6722476,0.0837139
36,-1.5530307,-1.531658,"('hostile', 'amicable')",-1.5530307,-1.5316581,0.0213726
37,0.62440085,0.69409263,"('fake', 'genuine')",0.6244009,0.6940926,0.0696917
38,0.60255694,0.20422968,"('untruthful', 'truthful')",0.6025569,0.2042297,-0.3983272
39,-0.113636054,-0.03273491,"('exploitative', 'cooperative')",-0.1136361,-0.0327349,0.0809012
40,-1.7410597,-1.4797753,"('stingy', 'generous')",-1.7410597,-1.4797753,0.2612844
41,0.3545569,0.2904104,"('unforgiving', 'forgiving')",0.3545569,0.2904104,-0.0641465
42,-1.7778486,-1.724367,"('unreliable', 'reliable')",-1.7778486,-1.724367,0.0534816
43,2.2670689,2.112523,"('irresponsible', 'responsible')",2.2670689,2.1125231,-0.1545458
44,-1.2111769,-1.257011,"('prejudiced', 'unprejudiced')",-1.2111769,-1.2570111,-0.0458342
45,0.9439721,0.8413089,"('incompetent', 'competent')",0.9439721,0.8413089,-0.1026632
46,0.056642644,-0.13684615,"('uncompetitive', 'competitive')",0.0566426,-0.1368462,-0.1934888
47,5.236303,5.726734,"('stupid', 'smart')",5.2363029,5.7267342,0.4904313
48,1.1326704,1.1590763,"('unintelligent', 'intelligent')",1.1326704,1.1590763,0.0264059
49,-0.47941673,-0.046268336,"('unable', 'able')",-0.4794167,-0.0462683,0.4331484
50,-0.95100176,-0.6574253,"('clumsy', 'skillful')",-0.9510018,-0.6574253,0.2935765
51,0.73225975,0.721915,"('uneducated', 'educated')",0.7322598,0.721915,-0.0103448
52,-1.197293,-1.0882478,"('irrational', 'rational')",-1.197293,-1.0882478,0.1090452
53,-0.060378075,0.08406636,"('uncreative', 'creative')",-0.0603781,0.0840664,0.1444445
54,0.48842686,0.89243686,"('incapable', 'capable')",0.4884269,0.8924369,0.40401
55,1.5546846,1.5092331,"('incompetent', 'clever')",1.5546846,1.5092331,-0.0454515
56,1.3481404,1.2485871,"('impractical', 'practical')",1.3481404,1.2485871,-0.0995533
57,-2.085781,-2.3002286,"('unimaginative', 'imaginative')",-2.0857811,-2.3002286,-0.2144475
58,0.16445792,0.18725023,"('undiscriminating', 'discriminating')",0.1644579,0.1872502,0.0227923
59,-0.5262304,-0.29325706,"('foolish', 'wise')",-0.5262304,-0.2932571,0.2329733
60,1.5818715,1.4782436,"('inefficient', 'efficient')",1.5818715,1.4782436,-0.1036279
61,0.5912798,0.529719,"('illogical', 'logical')",0.5912798,0.529719,-0.0615608
62,1.3570963,1.6537734,"('incompetent', 'brilliant')",1.3570963,1.6537734,0.2966771
63,0.9412462,0.98439795,"('unperceptive', 'insightful')",0.9412462,0.9843979,0.0431517
64,-5.0501895,-5.319544,"('shy', 'confident')",-5.0501895,-5.3195438,-0.2693543
65,1.2572091,1.3955194,"('insecure', 'secure')",1.2572091,1.3955194,0.1383103
66,-0.46014073,-0.47400725,"('inactive', 'active')",-0.4601407,-0.4740072,-0.0138665
67,-0.6306245,-0.48939386,"('doubtful', 'determined')",-0.6306245,-0.4893939,0.1412306
68,-0.44040802,-0.19599059,"('dependent', 'independent')",-0.440408,-0.1959906,0.2444174
69,-1.9286643,-1.9021673,"('lazy', 'industrious')",-1.9286643,-1.9021673,0.026497
70,1.5726274,1.6232061,"('lethargic', 'energetic')",1.5726274,1.6232061,0.0505787
71,-0.06807813,0.3213183,"('diffident', 'self-confident')",-0.0680781,0.3213183,0.3893964
72,0.96562076,1.1554567,"('unambitious', 'ambitious')",0.9656208,1.1554567,0.1898359
73,-3.4426827,-3.1077113,"('helpless', 'self-reliant')",-3.4426827,-3.1077113,0.3349714
74,-0.054218248,-0.060086735,"('undedicated', 'dedicated')",-0.0542182,-0.0600867,-0.0058685
75,-1.0901341,-1.0437642,"('meek', 'impulsive')",-1.0901341,-1.0437642,0.0463699
76,0.52437574,0.9230902,"('anxious', 'daring')",0.5243757,0.9230902,0.3987145
77,-0.11410636,-0.42370868,"('unmotivated', 'motivated')",-0.1141064,-0.4237087,-0.3096023
78,-0.48001435,-0.5571025,"('nonresilient', 'resilient')",-0.4800144,-0.5571025,-0.0770881
79,-0.89301103,-0.72338885,"('wavering', 'unwavering')",-0.893011,-0.7233889,0.1696221
80,0.7983128,0.4828759,"('dominated', 'dominating')",0.7983128,0.4828759,-0.3154369
81,0.6063541,0.52635443,"('submissive', 'aggressive')",0.6063541,0.5263544,-0.0799997
82,5.7650895,6.2634854,"('poor', 'rich')",5.7650895,6.2634854,0.4983959
83,-0.0856604,-0.35349348,"('powerless', 'powerful')",-0.0856604,-0.3534935,-0.2678331
84,-0.1074345,0.13217366,"('inferior', 'superior')",-0.1074345,0.1321737,0.2396082
85,-1.9880782,-1.9726155,"('insignificant', 'prestigious')",-1.9880782,-1.9726155,0.0154627
86,1.1057546,0.84674037,"('uninfluential', 'influential')",1.1057546,0.8467404,-0.2590142
87,-0.34993136,-0.05145809,"('unsuccessful', 'successful')",-0.3499314,-0.0514581,0.2984733
88,0.08772156,0.029125914,"('low', 'eminent')",0.0877216,0.0291259,-0.0585957
