,hare_male,hare_female,tuple,average_male,average_female,female-male
0,0.15075034,0.07825884,"('unsociable', 'sociable')",0.1507503,0.0782588,-0.0724915
1,1.6804028,1.635619,"('unfriendly', 'friendly')",1.6804028,1.635619,-0.0447838
2,-0.22389913,-0.07047441,"('unlikable', 'likable')",-0.2238991,-0.0704744,0.1534247
3,0.6841897,0.807518,"('repellent', 'pleasant')",0.6841897,0.807518,0.1233283
4,-7.1314926,-7.2803254,"('disliked', 'liked')",-7.1314926,-7.2803254,-0.1488328
5,-0.16067417,-0.11291637,"('distant', 'outgoing')",-0.1606742,-0.1129164,0.0477578
6,0.21577476,0.19553496,"('distant', 'open')",0.2157748,0.195535,-0.0202398
7,1.1110169,1.1504619,"('insensitive', 'sensitive')",1.1110169,1.1504619,0.039445
8,1.41621,1.3865285,"('unaffectionate', 'affectionate')",1.4162101,1.3865285,-0.0296816
9,1.6319919,1.7650722,"('unaffectionate', 'caring')",1.6319919,1.7650722,0.1330803
10,1.0051464,1.0818148,"('unsympathetic', 'sympathetic')",1.0051464,1.0818148,0.0766684
11,1.7669929,1.9483821,"('unhelpful', 'helpful')",1.7669929,1.9483821,0.1813892
12,-1.4213144,-1.2791898,"('unsupportive', 'supportive')",-1.4213144,-1.2791898,0.1421246
13,0.022684455,0.06990706,"('impolite', 'polite')",0.0226845,0.0699071,0.0472226
14,0.16868174,0.099687755,"('antisocial', 'social')",0.1686817,0.0996878,-0.0689939
15,0.56279796,0.46490067,"('boring', 'funny')",0.562798,0.4649007,-0.0978973
16,-0.6241183,-0.5640418,"('unpopular', 'popular')",-0.6241183,-0.5640418,0.0600765
17,-0.106243744,-0.04539205,"('nasty', 'nice')",-0.1062437,-0.0453921,0.0608516
18,-0.1358726,-0.105820596,"('disagreeable', 'welcoming')",-0.1358726,-0.1058206,0.030052
19,-0.40955287,-0.36145332,"('inhospitable', 'hospitable')",-0.4095529,-0.3614533,0.0480996
20,0.57971686,0.39661592,"('rough', 'thoughtful')",0.5797169,0.3966159,-0.183101
21,-0.26066393,-0.065459356,"('immoral', 'moral')",-0.2606639,-0.0654594,0.1952045
