,national_male,national_female,tuple,semiconductor_male,semiconductor_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7316755,-1.8990648,"('unsociable', 'sociable')",-0.73703617,-0.84892905,-0.13990682,-0.3566049,-0.8695395,-1.0348663,-0.1653268
1,0.09093785,-0.09934533,"('unfriendly', 'friendly')",1.6400441,1.4502131,1.4827404,1.3736567,1.0712407,0.9081748,-0.1630659
2,0.48005366,0.49341592,"('unlikable', 'likable')",0.17995673,0.20521659,0.9655738,1.0138415,0.5418614,0.5708247,0.0289633
3,-0.79559404,-0.77100265,"('repellent', 'pleasant')",-1.5193621,-1.5180755,1.0108585,0.96928215,-0.4346992,-0.439932,-0.0052328
4,-0.18270625,-0.20986003,"('disliked', 'liked')",0.17818965,0.08649783,-5.9935236,-6.18781,-1.9993467,-2.103724,-0.1043773
5,-0.10284789,-0.06635389,"('distant', 'outgoing')",0.6681288,0.66109335,-0.7007449,-0.57122856,-0.0451547,0.007837,0.0529917
6,0.03234026,0.093466856,"('distant', 'open')",0.90617293,0.86769736,-0.76832855,-0.62557596,0.0567282,0.1118628,0.0551346
7,-0.65979666,-0.73017985,"('insensitive', 'sensitive')",-0.3151538,-0.30785653,0.28730154,0.26665062,-0.2292163,-0.2571286,-0.0279123
8,0.005745787,-0.08048065,"('unaffectionate', 'affectionate')",1.5275341,1.4136763,0.28550512,0.29455078,0.6062617,0.5425821,-0.0636796
9,0.470673,0.32039565,"('unaffectionate', 'caring')",1.355107,1.2560481,1.0332055,1.0586271,0.9529951,0.8783569,-0.0746382
10,-1.2510786,-1.3352072,"('unsympathetic', 'sympathetic')",-1.746238,-1.7740858,-0.65302646,-0.7461855,-1.216781,-1.2851595,-0.0683785
11,0.061378017,-0.017240554,"('unhelpful', 'helpful')",0.11399858,0.17167962,2.0113416,2.0138133,0.7289061,0.7227507,-0.0061554
12,0.005758561,0.075126894,"('unsupportive', 'supportive')",0.36025107,0.37889433,-1.9794441,-1.9274297,-0.5378115,-0.4911362,0.0466753
13,-1.2217343,-1.3218206,"('impolite', 'polite')",-0.8895852,-0.8616386,-0.6386284,-0.7019356,-0.9166493,-0.9617983,-0.045149
14,-0.5886322,-0.58973956,"('antisocial', 'social')",-0.98740405,-0.96988136,0.28964505,0.15076986,-0.428797,-0.469617,-0.04082
15,0.0394479,-0.11785204,"('boring', 'funny')",0.8030896,0.7799279,0.057681933,0.018180855,0.3000731,0.2267522,-0.0733209
16,0.47654814,0.47054654,"('unpopular', 'popular')",0.71987516,0.69558525,0.71720386,0.6092558,0.6378757,0.5917958,-0.0460799
17,-0.059691295,-0.050708644,"('nasty', 'nice')",0.017894022,0.0981171,-0.36295074,-0.3194845,-0.134916,-0.090692,0.044224
18,1.0948138,1.0975906,"('disagreeable', 'welcoming')",0.2629438,0.22339013,-0.48257908,-0.4926123,0.2917262,0.2761228,-0.0156034
19,0.15066522,0.09812667,"('inhospitable', 'hospitable')",0.13895962,0.10231298,-0.8089185,-0.6572046,-0.1730979,-0.152255,0.0208429
20,0.0011181086,0.06616024,"('rough', 'thoughtful')",0.6985301,0.66976607,0.87331164,0.86762846,0.52432,0.5345182,0.0101982
21,-0.3005953,-0.44744498,"('immoral', 'moral')",-1.3405112,-1.3702939,-0.621481,-0.7148438,-0.7541958,-0.8441942,-0.0899984
22,-1.1154325,-1.1810832,"('untrustworthy', 'trustworthy')",-1.172517,-1.2113895,-0.7771483,-0.89329016,-1.0216993,-1.0952543,-0.073555
23,-0.40071833,-0.54581255,"('insincere', 'sincere')",-0.30135837,-0.35075408,5.4236107,5.355451,1.5738446,1.4862947,-0.0875499
24,0.33455625,0.318394,"('dishonest', 'honest')",-0.96763825,-0.94641656,0.67006403,0.69083655,0.0123273,0.020938,0.0086107
25,0.27360064,0.1967822,"('egoistic', 'altruistic')",1.6397071,1.5881476,1.1981136,1.1910443,1.0371404,0.9919914,-0.045149
26,0.8325045,0.73640245,"('hardhearted', 'benevolent')",1.6605058,1.587782,1.7869701,1.7492477,1.4266602,1.3578107,-0.0688495
27,-0.5649889,-0.4964324,"('hardhearted', 'softhearted')",0.07495554,0.060615353,0.3973365,0.44537893,-0.030899,0.0031873,0.0340863
28,0.7880736,0.5422863,"('disloyal', 'loyal')",0.4487872,0.32308218,1.2234913,1.0585456,0.8201173,0.6413047,-0.1788126
29,-0.184554,-0.1779001,"('unfair', 'fair')",-0.55712545,-0.6012488,-0.45788988,-0.5312025,-0.3998564,-0.4367838,-0.0369274
30,-0.5631469,-0.64167506,"('intolerant', 'tolerant')",-0.03929682,-0.019269817,0.5422674,0.4676961,-0.0200588,-0.0644163,-0.0443575
31,0.2947032,0.46574807,"('evil', 'good')",0.7319388,0.70104563,-1.0209769,-0.97071135,0.0018884,0.0653608,0.0634724
32,0.08698021,-0.055141784,"('unkind', 'kind')",-0.37546626,-0.41755426,1.1524638,0.9309096,0.2879926,0.1527378,-0.1352548
33,1.3034046,1.1965148,"('wrong', 'right')",1.5172757,1.4620531,-0.31791198,-0.34513947,0.834256,0.7711428,-0.0631132
34,-0.35677242,-0.23097892,"('mean', 'honorable')",0.2383185,0.37965026,4.9475045,5.217325,1.6096835,1.7886655,0.178982
35,0.8615576,0.7587624,"('corrupt', 'incorrupt')",0.7109895,0.6371987,-0.7570561,-0.7280765,0.2718303,0.2226282,-0.0492021
36,0.3061134,0.15571249,"('hostile', 'amicable')",1.2492648,1.0125998,-0.04734943,-0.14080817,0.5026762,0.3425014,-0.1601748
37,-0.4294661,-0.4791725,"('fake', 'genuine')",-0.8540522,-0.8918833,-0.42713526,-0.4194513,-0.5702178,-0.5968357,-0.0266179
38,0.25737566,0.26109132,"('untruthful', 'truthful')",-0.12524045,-0.08506436,0.06503598,0.13852854,0.0657237,0.1048518,0.0391281
39,1.1220661,1.1751423,"('exploitative', 'cooperative')",0.59053475,0.6889411,0.31097117,0.42225638,0.6745241,0.7621133,0.0875892
40,0.8441084,0.8415014,"('stingy', 'generous')",0.97439086,0.92956537,-1.7042059,-1.7942014,0.0380978,-0.0077115,-0.0458093
41,-0.14101982,-0.1509723,"('unforgiving', 'forgiving')",-0.042423762,-0.11595586,0.13639748,0.04449842,-0.015682,-0.0741433,-0.0584613
42,-1.1015962,-0.9693837,"('unreliable', 'reliable')",-2.1136358,-2.0415418,-3.1596816,-3.1567864,-2.1249711,-2.0559041,0.069067
43,-1.5818913,-1.5204989,"('irresponsible', 'responsible')",-1.2266526,-1.1591786,0.0055287126,0.05687836,-0.9343384,-0.8742664,0.060072
44,0.35114622,0.5040159,"('prejudiced', 'unprejudiced')",-1.5734508,-1.4241806,-1.5690049,-1.5429586,-0.9304365,-0.8210411,0.1093954
45,-2.0187073,-2.0586967,"('incompetent', 'competent')",-1.34602,-1.3834012,-0.17064446,-0.28526184,-1.1784573,-1.2424533,-0.063996
46,-1.1939974,-1.2218316,"('uncompetitive', 'competitive')",-1.391101,-1.4006356,-1.112213,-1.2827247,-1.2324371,-1.3017306,-0.0692935
47,-0.7035494,-0.5633371,"('stupid', 'smart')",0.32947272,0.4292188,4.9794626,5.1252112,1.5351286,1.6636977,0.1285691
48,0.0033323304,-0.10987005,"('unintelligent', 'intelligent')",1.4161019,1.4355501,0.7974982,0.764335,0.7389775,0.6966716,-0.0423059
49,-0.9487643,-0.9689738,"('unable', 'able')",0.16915172,0.25495404,-0.4824531,-0.44399357,-0.4206885,-0.3860044,0.0346841
50,-0.17141572,-0.19115718,"('clumsy', 'skillful')",-0.50908965,-0.5660331,-0.10238819,-0.2090668,-0.2609645,-0.3220857,-0.0611212
51,-0.41159573,-0.56702405,"('uneducated', 'educated')",-0.46459863,-0.56506455,0.3646268,0.23445159,-0.1705225,-0.2992124,-0.1286899
52,0.8062177,0.6952785,"('irrational', 'rational')",1.4017254,1.2702411,0.2771226,0.17564332,0.8283552,0.713721,-0.1146342
53,-0.26889867,-0.44899642,"('uncreative', 'creative')",1.3736312,1.2400604,0.55612767,0.3878836,0.5536201,0.3929826,-0.1606375
54,-0.53914666,-0.6824138,"('incapable', 'capable')",0.07933694,-0.033091247,0.37339345,0.3782574,-0.0288054,-0.1124159,-0.0836105
55,-1.3213782,-1.3527609,"('incompetent', 'clever')",-0.5674849,-0.5556162,0.4473824,0.34604555,-0.4804935,-0.5207772,-0.0402837
56,-1.1235036,-1.1824913,"('impractical', 'practical')",-0.67920667,-0.62819564,-0.30225176,-0.38923058,-0.701654,-0.7333059,-0.0316519
57,-1.1886519,-1.4022382,"('unimaginative', 'imaginative')",-0.75292474,-0.8541853,-2.7998145,-2.9864657,-1.5804637,-1.7476298,-0.1671661
58,-0.09796761,-0.0907567,"('undiscriminating', 'discriminating')",0.19682486,0.11526916,-0.06371063,-0.066072844,0.0117155,-0.0138535,-0.025569
59,0.7263017,0.738865,"('foolish', 'wise')",0.8864521,0.8946546,-0.11020843,-0.014493719,0.5008485,0.5396753,0.0388268
60,-1.4110557,-1.377685,"('inefficient', 'efficient')",-0.8010849,-0.63152647,-0.2176348,-0.15642335,-0.8099251,-0.7218783,0.0880468
61,-0.28854614,-0.4157902,"('illogical', 'logical')",0.59564894,0.4919284,0.6310965,0.49423218,0.3127331,0.1901235,-0.1226096
62,-1.1293521,-1.0893232,"('incompetent', 'brilliant')",-0.4872175,-0.3192779,0.41294244,0.5056873,-0.401209,-0.3009712,0.1002378
63,-0.9704998,-1.0206814,"('unperceptive', 'insightful')",-0.67987,-0.6634456,0.14234513,0.18373844,-0.5026749,-0.5001295,0.0025454
64,-1.2774705,-1.314275,"('shy', 'confident')",-2.0733802,-2.044343,-5.9638586,-6.1209126,-3.1049029,-3.1598434,-0.0549405
65,-0.61352515,-0.72498316,"('insecure', 'secure')",-0.9950384,-0.99842536,0.054245286,-0.024112348,-0.5181061,-0.5825069,-0.0644008
66,0.020746,0.06911728,"('inactive', 'active')",-1.0589074,-1.0727909,0.18610531,0.2957545,-0.2840187,-0.235973,0.0480457
67,-0.09689583,-0.11336437,"('doubtful', 'determined')",-0.8738846,-0.7775956,-0.39982003,-0.36958978,-0.4568668,-0.4201833,0.0366835
68,-0.34053257,-0.4134347,"('dependent', 'independent')",-1.2461503,-1.2781997,-1.28381,-1.2575507,-0.956831,-0.9830617,-0.0262307
69,0.7687731,0.86447906,"('lazy', 'industrious')",1.477494,1.528593,-0.61513305,-0.4724058,0.5437113,0.6402221,0.0965108
70,-1.2487583,-1.26697,"('lethargic', 'energetic')",-1.8135808,-1.8314925,-0.2263152,-0.20528565,-1.0962181,-1.1012494,-0.0050313
71,1.0591872,0.9940771,"('diffident', 'self-confident')",1.9565688,1.9582973,0.41137883,0.37929767,1.1423783,1.1105574,-0.0318209
72,-0.6583066,-0.58816093,"('unambitious', 'ambitious')",-0.51592577,-0.41576183,-0.41733435,-0.37491778,-0.5305222,-0.4596135,0.0709087
73,1.0725603,1.1131555,"('helpless', 'self-reliant')",0.31323016,0.294676,-3.1763017,-3.1300795,-0.5968371,-0.5740827,0.0227544
74,0.36807138,0.34177548,"('undedicated', 'dedicated')",0.12768617,0.084992714,-0.35839838,-0.4063893,0.0457864,0.006793,-0.0389934
75,-0.32546046,-0.35174295,"('meek', 'impulsive')",-0.64444906,-0.6570664,-0.74118346,-0.6154365,-0.5703643,-0.5414153,0.028949
76,-1.0191634,-0.9745388,"('anxious', 'daring')",-1.6500647,-1.612195,-0.25341645,-0.31109992,-0.9742149,-0.9659446,0.0082703
77,-1.561582,-1.6088352,"('unmotivated', 'motivated')",-0.289381,-0.28901958,-1.3827431,-1.3480496,-1.077902,-1.0819681,-0.0040661
78,-1.309539,-1.2362427,"('nonresilient', 'resilient')",0.24805023,0.22643982,-0.16555715,-0.147641,-0.4090153,-0.3858146,0.0232007
79,0.6927084,0.5964559,"('wavering', 'unwavering')",-0.7671354,-0.9167386,-0.92863625,-0.85210246,-0.3343544,-0.3907951,-0.0564407
80,-0.05843193,-0.054048132,"('dominated', 'dominating')",-1.3913057,-1.2756758,-0.55457544,-0.49367794,-0.6681043,-0.6078006,0.0603037
81,-1.2860922,-1.4339588,"('submissive', 'aggressive')",-1.4515446,-1.408273,-0.72233737,-0.7562164,-1.1533248,-1.1994828,-0.046158
82,-1.184031,-1.1567643,"('poor', 'rich')",0.5164623,0.44404972,6.143534,6.1058726,1.8253218,1.7977193,-0.0276025
83,0.3203346,0.283141,"('powerless', 'powerful')",0.39189005,0.43503448,-1.022384,-1.0418024,-0.1033865,-0.1078756,-0.0044891
84,0.50122947,0.45155317,"('inferior', 'superior')",1.0713049,1.0096816,0.49634907,0.43793535,0.6896278,0.6330567,-0.0565711
85,1.9287941,1.9325329,"('insignificant', 'prestigious')",2.062566,1.9736241,-0.24395016,-0.19542584,1.2491367,1.2369104,-0.0122263
86,-0.66534716,-0.94920135,"('uninfluential', 'influential')",0.65536124,0.48744905,-0.19013105,-0.37715322,-0.0667057,-0.2796352,-0.2129295
87,0.129895,-0.010347132,"('unsuccessful', 'successful')",-0.110790685,-0.03430772,0.9519137,0.93224835,0.3236727,0.2958645,-0.0278082
88,0.57742244,0.4443834,"('low', 'eminent')",-0.1052762,-0.18728879,-0.29400146,-0.36540464,0.0593816,-0.0361033,-0.0954849
