,notebook_male,notebook_female,tuple,average_male,average_female,female-male
0,-0.23689464,-0.20063423,"('unsociable', 'sociable')",-0.2368946,-0.2006342,0.0362604
1,1.3209554,1.1313121,"('unfriendly', 'friendly')",1.3209554,1.1313121,-0.1896433
2,0.30482098,0.4758722,"('unlikable', 'likable')",0.304821,0.4758722,0.1710512
3,0.98602396,1.0606174,"('repellent', 'pleasant')",0.986024,1.0606174,0.0745934
4,-7.1201982,-7.304943,"('disliked', 'liked')",-7.1201982,-7.3049431,-0.1847449
5,-0.30130494,-0.36758006,"('distant', 'outgoing')",-0.3013049,-0.3675801,-0.0662752
6,0.18375891,0.020097084,"('distant', 'open')",0.1837589,0.0200971,-0.1636618
7,0.9614621,1.0260153,"('insensitive', 'sensitive')",0.9614621,1.0260153,0.0645532
8,1.0442961,0.86051786,"('unaffectionate', 'affectionate')",1.0442961,0.8605179,-0.1837782
9,1.2654485,1.279337,"('unaffectionate', 'caring')",1.2654485,1.279337,0.0138885
10,0.865466,1.0133972,"('unsympathetic', 'sympathetic')",0.865466,1.0133972,0.1479312
11,1.3724958,1.4769723,"('unhelpful', 'helpful')",1.3724958,1.4769723,0.1044765
12,-1.7746761,-1.7587405,"('unsupportive', 'supportive')",-1.7746761,-1.7587405,0.0159356
13,-0.103269204,0.06680148,"('impolite', 'polite')",-0.1032692,0.0668015,0.1700707
14,-0.13610396,-0.09527971,"('antisocial', 'social')",-0.136104,-0.0952797,0.0408243
15,0.17279586,0.07036486,"('boring', 'funny')",0.1727959,0.0703649,-0.102431
16,-0.18013343,-0.23638344,"('unpopular', 'popular')",-0.1801334,-0.2363834,-0.05625
17,-0.17488036,-0.15697098,"('nasty', 'nice')",-0.1748804,-0.156971,0.0179094
18,-0.35767496,-0.3764941,"('disagreeable', 'welcoming')",-0.357675,-0.3764941,-0.0188191
19,-0.7463355,-0.78821087,"('inhospitable', 'hospitable')",-0.7463355,-0.7882109,-0.0418754
20,1.1560837,1.0306393,"('rough', 'thoughtful')",1.1560837,1.0306393,-0.1254444
21,-0.3020605,-0.027835995,"('immoral', 'moral')",-0.3020605,-0.027836,0.2742245
22,-0.24397032,-0.20056838,"('untrustworthy', 'trustworthy')",-0.2439703,-0.2005684,0.0434019
23,5.78898,5.910484,"('insincere', 'sincere')",5.78898,5.9104838,0.1215038
24,1.4256477,1.4319651,"('dishonest', 'honest')",1.4256477,1.4319651,0.0063174
25,0.72171116,0.6284636,"('egoistic', 'altruistic')",0.7217112,0.6284636,-0.0932476
26,0.69984317,0.45284167,"('hardhearted', 'benevolent')",0.6998432,0.4528417,-0.2470015
27,1.6618855,1.4271421,"('hardhearted', 'softhearted')",1.6618855,1.4271421,-0.2347434
28,0.98472637,0.9041124,"('disloyal', 'loyal')",0.9847264,0.9041124,-0.080614
29,-0.4097366,-0.5842687,"('unfair', 'fair')",-0.4097366,-0.5842687,-0.1745321
