,thermometer_male,thermometer_female,tuple,average_male,average_female,female-male
0,-0.060792,-0.26443565,"('unsociable', 'sociable')",-0.060792,-0.2644356,-0.2036436
1,-0.24265969,-0.46760437,"('unfriendly', 'friendly')",-0.2426597,-0.4676044,-0.2249447
2,0.35773444,0.23589465,"('unlikable', 'likable')",0.3577344,0.2358947,-0.1218397
3,-1.0343527,-0.92450684,"('repellent', 'pleasant')",-1.0343527,-0.9245068,0.1098459
4,-1.320982,-1.2896105,"('disliked', 'liked')",-1.320982,-1.2896105,0.0313715
5,-0.960806,-1.1003537,"('distant', 'outgoing')",-0.960806,-1.1003537,-0.1395477
6,-1.0825354,-1.2098137,"('distant', 'open')",-1.0825354,-1.2098137,-0.1272783
7,-0.20644063,-0.14090773,"('insensitive', 'sensitive')",-0.2064406,-0.1409077,0.0655329
8,-0.378312,-0.6935106,"('unaffectionate', 'affectionate')",-0.378312,-0.6935106,-0.3151986
9,-0.33879954,-0.5491701,"('unaffectionate', 'caring')",-0.3387995,-0.5491701,-0.2103706
10,-0.88846356,-1.1755483,"('unsympathetic', 'sympathetic')",-0.8884636,-1.1755483,-0.2870847
11,0.10000951,-0.052107524,"('unhelpful', 'helpful')",0.1000095,-0.0521075,-0.152117
12,-0.7103623,-0.7536331,"('unsupportive', 'supportive')",-0.7103623,-0.7536331,-0.0432708
13,0.2588994,0.16220325,"('impolite', 'polite')",0.2588994,0.1622033,-0.0966961
14,-0.02566694,0.008658368,"('antisocial', 'social')",-0.0256669,0.0086584,0.0343253
15,0.7299985,0.45195884,"('boring', 'funny')",0.7299985,0.4519588,-0.2780397
16,0.115297645,0.0074766707,"('unpopular', 'popular')",0.1152976,0.0074767,-0.1078209
17,-0.16205315,-0.1841603,"('nasty', 'nice')",-0.1620532,-0.1841603,-0.0221071
18,-0.5105017,-0.408543,"('disagreeable', 'welcoming')",-0.5105017,-0.408543,0.1019587
19,-2.5847595,-2.7070673,"('inhospitable', 'hospitable')",-2.5847595,-2.7070673,-0.1223078
20,-0.002744697,0.14935446,"('rough', 'thoughtful')",-0.0027447,0.1493545,0.1520992
21,-0.11308048,-0.18154877,"('immoral', 'moral')",-0.1130805,-0.1815488,-0.0684683
22,-0.1857649,-0.19727267,"('untrustworthy', 'trustworthy')",-0.1857649,-0.1972727,-0.0115078
23,0.8623129,0.743716,"('insincere', 'sincere')",0.8623129,0.743716,-0.1185969
24,-0.16643625,-0.19340998,"('dishonest', 'honest')",-0.1664363,-0.19341,-0.0269737
25,0.47974485,0.6934574,"('egoistic', 'altruistic')",0.4797449,0.6934574,0.2137125
26,1.1800376,0.657807,"('hardhearted', 'benevolent')",1.1800376,0.657807,-0.5222306
27,0.20086408,0.21140777,"('hardhearted', 'softhearted')",0.2008641,0.2114078,0.0105437
28,-0.031240059,-0.21309543,"('disloyal', 'loyal')",-0.0312401,-0.2130954,-0.1818553
29,-0.25558528,-0.21150485,"('unfair', 'fair')",-0.2555853,-0.2115048,0.0440805
30,0.42898476,0.286139,"('intolerant', 'tolerant')",0.4289848,0.286139,-0.1428458
31,-0.5400876,-0.48326233,"('evil', 'good')",-0.5400876,-0.4832623,0.0568253
