,vegetable_male,vegetable_female,tuple,average_male,average_female,female-male
0,0.3614432,0.14624852,"('unsociable', 'sociable')",0.3614432,0.1462485,-0.2151947
1,1.046264,0.9434994,"('unfriendly', 'friendly')",1.0462641,0.9434994,-0.1027647
2,0.448081,0.66910756,"('unlikable', 'likable')",0.448081,0.6691076,0.2210266
3,0.87576395,1.0751092,"('repellent', 'pleasant')",0.875764,1.0751092,0.1993452
4,-7.2860727,-7.2800465,"('disliked', 'liked')",-7.2860727,-7.2800465,0.0060262
5,-0.7843043,-0.59209734,"('distant', 'outgoing')",-0.7843043,-0.5920973,0.192207
6,-0.39774933,-0.2515874,"('distant', 'open')",-0.3977493,-0.2515874,0.1461619
7,0.6440512,0.67108256,"('insensitive', 'sensitive')",0.6440512,0.6710826,0.0270314
8,0.7889439,0.74021566,"('unaffectionate', 'affectionate')",0.7889439,0.7402157,-0.0487282
9,1.231189,1.3358538,"('unaffectionate', 'caring')",1.231189,1.3358538,0.1046648
10,1.4716626,1.5462569,"('unsympathetic', 'sympathetic')",1.4716626,1.5462569,0.0745943
11,2.0989819,2.0727174,"('unhelpful', 'helpful')",2.0989819,2.0727174,-0.0262645
12,-1.6269743,-1.6366014,"('unsupportive', 'supportive')",-1.6269743,-1.6366014,-0.0096271
13,0.61851406,0.5588826,"('impolite', 'polite')",0.6185141,0.5588826,-0.0596315
14,0.09948137,-0.09823468,"('antisocial', 'social')",0.0994814,-0.0982347,-0.1977161
15,0.3847109,0.17457967,"('boring', 'funny')",0.3847109,0.1745797,-0.2101312
16,-0.47921038,-0.45674616,"('unpopular', 'popular')",-0.4792104,-0.4567462,0.0224642
17,0.009427374,0.03159581,"('nasty', 'nice')",0.0094274,0.0315958,0.0221684
18,-0.6841434,-0.79621613,"('disagreeable', 'welcoming')",-0.6841434,-0.7962161,-0.1120727
19,-0.7408183,-0.64574724,"('inhospitable', 'hospitable')",-0.7408183,-0.6457472,0.0950711
20,0.7936564,0.6394902,"('rough', 'thoughtful')",0.7936564,0.6394902,-0.1541662
21,0.40885308,0.59492815,"('immoral', 'moral')",0.4088531,0.5949281,0.186075
22,-0.28627563,-0.22957869,"('untrustworthy', 'trustworthy')",-0.2862756,-0.2295787,0.0566969
23,6.2987165,6.1907644,"('insincere', 'sincere')",6.2987165,6.1907644,-0.1079521
24,1.6414579,1.6940484,"('dishonest', 'honest')",1.6414579,1.6940484,0.0525905
25,0.35748285,0.22693227,"('egoistic', 'altruistic')",0.3574829,0.2269323,-0.1305506
26,0.26352686,0.05066766,"('hardhearted', 'benevolent')",0.2635269,0.0506677,-0.2128592
27,1.5613583,1.4247597,"('hardhearted', 'softhearted')",1.5613583,1.4247597,-0.1365986
28,1.2498022,1.2506198,"('disloyal', 'loyal')",1.2498022,1.2506198,0.0008176
29,-0.63659155,-0.7617233,"('unfair', 'fair')",-0.6365916,-0.7617233,-0.1251317
30,1.007119,0.94450045,"('intolerant', 'tolerant')",1.0071191,0.9445004,-0.0626187
31,-1.8953342,-1.88595,"('evil', 'good')",-1.8953342,-1.88595,0.0093842
32,1.4891884,1.3872645,"('unkind', 'kind')",1.4891884,1.3872645,-0.1019239
