,ambience_male,ambience_female,tuple,average_male,average_female,female-male
0,0.22748552,0.0610698,"('unsociable', 'sociable')",0.2274855,0.0610698,-0.1664157
1,-1.5214686,-1.5695244,"('unfriendly', 'friendly')",-1.5214686,-1.5695244,-0.0480558
2,0.47802037,0.478742,"('unlikable', 'likable')",0.4780204,0.478742,0.0007216
3,-0.94165236,-0.9517382,"('repellent', 'pleasant')",-0.9416524,-0.9517382,-0.0100858
4,-1.2659402,-1.067754,"('disliked', 'liked')",-1.2659402,-1.067754,0.1981862
5,-0.5802768,-0.48812452,"('distant', 'outgoing')",-0.5802768,-0.4881245,0.0921523
6,-0.5795438,-0.49625403,"('distant', 'open')",-0.5795438,-0.496254,0.0832898
7,-0.35196584,-0.30856797,"('insensitive', 'sensitive')",-0.3519658,-0.308568,0.0433978
8,-1.3345246,-1.4628712,"('unaffectionate', 'affectionate')",-1.3345246,-1.4628712,-0.1283466
9,-1.0019511,-1.1462969,"('unaffectionate', 'caring')",-1.0019511,-1.1462969,-0.1443458
10,-1.6656716,-1.8934827,"('unsympathetic', 'sympathetic')",-1.6656716,-1.8934827,-0.2278111
11,0.869205,0.69212914,"('unhelpful', 'helpful')",0.869205,0.6921291,-0.1770759
12,-0.72565347,-0.75891435,"('unsupportive', 'supportive')",-0.7256535,-0.7589144,-0.0332609
13,0.31148744,0.12607196,"('impolite', 'polite')",0.3114874,0.126072,-0.1854154
14,0.24700993,0.26181293,"('antisocial', 'social')",0.2470099,0.2618129,0.014803
15,-0.16087346,-0.1808605,"('boring', 'funny')",-0.1608735,-0.1808605,-0.019987
16,0.61355853,0.66666174,"('unpopular', 'popular')",0.6135585,0.6666617,0.0531032
17,0.13463303,0.19772941,"('nasty', 'nice')",0.134633,0.1977294,0.0630964
18,-0.71070784,-0.7014293,"('disagreeable', 'welcoming')",-0.7107078,-0.7014293,0.0092785
19,-1.0944016,-1.0630491,"('inhospitable', 'hospitable')",-1.0944016,-1.0630491,0.0313525
20,0.8563077,0.7409543,"('rough', 'thoughtful')",0.8563077,0.7409543,-0.1153534
21,-0.15304475,-0.31417394,"('immoral', 'moral')",-0.1530447,-0.3141739,-0.1611292
22,-0.25585562,-0.2862703,"('untrustworthy', 'trustworthy')",-0.2558556,-0.2862703,-0.0304147
23,0.48476675,0.2086873,"('insincere', 'sincere')",0.4847668,0.2086873,-0.2760795
24,-1.6878191,-1.813278,"('dishonest', 'honest')",-1.6878191,-1.813278,-0.1254589
25,-0.63151926,-0.70397407,"('egoistic', 'altruistic')",-0.6315193,-0.7039741,-0.0724548
26,0.1755943,0.12712613,"('hardhearted', 'benevolent')",0.1755943,0.1271261,-0.0484682
27,-0.16738406,-0.2978753,"('hardhearted', 'softhearted')",-0.1673841,-0.2978753,-0.1304912
28,-0.3924942,-0.5254294,"('disloyal', 'loyal')",-0.3924942,-0.5254294,-0.1329352
29,-0.25779673,-0.3327201,"('unfair', 'fair')",-0.2577967,-0.3327201,-0.0749234
30,0.17596537,0.058295567,"('intolerant', 'tolerant')",0.1759654,0.0582956,-0.1176698
31,-1.3943883,-1.2513857,"('evil', 'good')",-1.3943883,-1.2513857,0.1430026
32,0.05782209,-0.18521783,"('unkind', 'kind')",0.0578221,-0.1852178,-0.2430399
33,-0.47249874,-0.4773409,"('wrong', 'right')",-0.4724987,-0.4773409,-0.0048422
34,1.8070023,1.8833964,"('mean', 'honorable')",1.8070023,1.8833964,0.0763941
35,0.307345,0.35841203,"('corrupt', 'incorrupt')",0.307345,0.358412,0.051067
36,-0.7241351,-0.5591395,"('hostile', 'amicable')",-0.7241351,-0.5591395,0.1649956
37,-0.32385725,-0.37093887,"('fake', 'genuine')",-0.3238572,-0.3709389,-0.0470817
38,0.016597476,-0.121647045,"('untruthful', 'truthful')",0.0165975,-0.121647,-0.1382445
39,0.5656389,0.6280859,"('exploitative', 'cooperative')",0.5656389,0.6280859,0.062447
40,-1.8624953,-1.7627592,"('stingy', 'generous')",-1.8624953,-1.7627592,0.0997361
41,-0.70753956,-0.80342895,"('unforgiving', 'forgiving')",-0.7075396,-0.8034289,-0.0958893
42,-0.6235166,-0.53465444,"('unreliable', 'reliable')",-0.6235166,-0.5346544,0.0888622
43,-0.13254201,-0.31040388,"('irresponsible', 'responsible')",-0.132542,-0.3104039,-0.1778619
44,0.77485067,0.847169,"('prejudiced', 'unprejudiced')",0.7748507,0.847169,0.0723183
45,-0.943591,-0.9632526,"('incompetent', 'competent')",-0.943591,-0.9632526,-0.0196616
46,-0.57603353,-0.6306797,"('uncompetitive', 'competitive')",-0.5760335,-0.6306797,-0.0546462
47,1.2924738,1.3716257,"('stupid', 'smart')",1.2924738,1.3716257,0.0791519
48,-0.6047115,-0.81624407,"('unintelligent', 'intelligent')",-0.6047115,-0.8162441,-0.2115326
49,0.7670408,0.7813994,"('unable', 'able')",0.7670408,0.7813994,0.0143586
50,1.0121729,1.0481875,"('clumsy', 'skillful')",1.0121729,1.0481875,0.0360146
51,-0.07511663,-0.16584805,"('uneducated', 'educated')",-0.0751166,-0.165848,-0.0907314
52,-0.028231699,-0.04390186,"('irrational', 'rational')",-0.0282317,-0.0439019,-0.0156702
53,-1.4693753,-1.5077223,"('uncreative', 'creative')",-1.4693753,-1.5077223,-0.038347
54,0.15420574,0.13433215,"('incapable', 'capable')",0.1542057,0.1343322,-0.0198735
55,-0.15959536,-0.26775837,"('incompetent', 'clever')",-0.1595954,-0.2677584,-0.108163
56,0.84235513,0.6919538,"('impractical', 'practical')",0.8423551,0.6919538,-0.1504013
57,-1.8656312,-1.936869,"('unimaginative', 'imaginative')",-1.8656312,-1.936869,-0.0712378
58,0.26448923,0.24397269,"('undiscriminating', 'discriminating')",0.2644892,0.2439727,-0.0205165
59,0.043889772,0.11629422,"('foolish', 'wise')",0.0438898,0.1162942,0.0724044
60,0.55776423,0.35591787,"('inefficient', 'efficient')",0.5577642,0.3559179,-0.2018463
61,-0.3910235,-0.66753626,"('illogical', 'logical')",-0.3910235,-0.6675363,-0.2765128
62,-0.19085616,-0.19944318,"('incompetent', 'brilliant')",-0.1908562,-0.1994432,-0.008587
63,0.17052846,0.13169159,"('unperceptive', 'insightful')",0.1705285,0.1316916,-0.0388369
64,-1.3675379,-1.2764264,"('shy', 'confident')",-1.3675379,-1.2764264,0.0911115
65,-0.10499354,-0.20364445,"('insecure', 'secure')",-0.1049935,-0.2036445,-0.098651
66,-1.1420875,-1.01737,"('inactive', 'active')",-1.1420875,-1.01737,0.1247175
67,0.3780025,0.32264444,"('doubtful', 'determined')",0.3780025,0.3226444,-0.0553581
68,0.6085101,0.58728665,"('dependent', 'independent')",0.6085101,0.5872867,-0.0212234
69,0.95097554,1.1591272,"('lazy', 'industrious')",0.9509755,1.1591272,0.2081517
70,-0.4395008,-0.5137922,"('lethargic', 'energetic')",-0.4395008,-0.5137922,-0.0742914
71,0.25218827,0.3779917,"('diffident', 'self-confident')",0.2521883,0.3779917,0.1258034
72,-0.8704571,-0.9905428,"('unambitious', 'ambitious')",-0.8704571,-0.9905428,-0.1200857
73,0.74906874,0.82407254,"('helpless', 'self-reliant')",0.7490687,0.8240725,0.0750038
74,0.06746938,-0.091713406,"('undedicated', 'dedicated')",0.0674694,-0.0917134,-0.1591828
75,-0.56583333,-0.43298924,"('meek', 'impulsive')",-0.5658333,-0.4329892,0.1328441
76,0.10469763,-0.017366696,"('anxious', 'daring')",0.1046976,-0.0173667,-0.1220643
77,-1.1353513,-1.1401466,"('unmotivated', 'motivated')",-1.1353513,-1.1401466,-0.0047953
78,1.0020206,1.0379311,"('nonresilient', 'resilient')",1.0020206,1.0379311,0.0359105
79,-0.8122422,-0.8357847,"('wavering', 'unwavering')",-0.8122422,-0.8357847,-0.0235425
80,0.17299008,0.105649844,"('dominated', 'dominating')",0.1729901,0.1056498,-0.0673403
81,-0.9270077,-1.019098,"('submissive', 'aggressive')",-0.9270077,-1.019098,-0.0920903
82,0.7226979,0.69015896,"('poor', 'rich')",0.7226979,0.690159,-0.0325389
83,0.19726115,0.11865403,"('powerless', 'powerful')",0.1972612,0.118654,-0.0786072
84,0.47810334,0.4132956,"('inferior', 'superior')",0.4781033,0.4132956,-0.0648077
85,0.030263118,-0.002667077,"('insignificant', 'prestigious')",0.0302631,-0.0026671,-0.0329302
86,-1.5529212,-1.7939612,"('uninfluential', 'influential')",-1.5529212,-1.7939612,-0.24104
87,0.28164655,0.3373964,"('unsuccessful', 'successful')",0.2816465,0.3373964,0.0557499
88,-0.2245176,-0.3525615,"('low', 'eminent')",-0.2245176,-0.3525615,-0.1280439
