,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.19702521,-0.38988847,"('unsociable', 'sociable')",1.9574131,1.8410311,0.88708025,0.77168673,4.365863,4.264198,-0.51462865,-0.61865145,-0.09732361,-0.20074637,1.0668964,0.9446049,-0.1222915
1,-2.0241644,-2.0397937,"('unfriendly', 'friendly')",0.36790913,0.36016107,-0.40138578,-0.43374673,-0.43551105,-0.42732745,-1.887612,-1.9229594,2.0789115,1.8788706,-0.3836421,-0.4307993,-0.0471572
2,0.99333894,1.0557048,"('unlikable', 'likable')",1.4871038,1.6213462,1.9358991,1.9899457,2.3842921,2.4418855,0.6089131,0.7212498,0.6910471,0.7774603,1.3500989,1.4345988,0.0844999
3,-0.2387428,-0.1689033,"('repellent', 'pleasant')",0.28863007,0.3770008,-0.1630699,-0.13508847,1.5046785,1.5025574,0.64120907,0.6899967,0.11261397,0.2850225,0.3575531,0.4250976,0.0675445
4,0.10744101,0.118610844,"('disliked', 'liked')",-0.24575055,-0.20710842,0.46875113,0.40467393,-1.1715308,-1.1498183,-0.26306903,-0.33586416,-6.3127604,-6.3456497,-1.2361531,-1.252526,-0.0163729
5,-0.89115334,-0.7205844,"('distant', 'outgoing')",-0.13807932,-0.10670349,-0.0957426,0.078534625,-2.6653473,-2.4958258,-1.0601416,-1.0687257,-0.027474893,-0.059205882,-0.8129898,-0.7287518,0.084238
6,-1.3667371,-1.1891837,"('distant', 'open')",-0.16381992,-0.11619813,-0.17268819,-0.0010266453,-2.577646,-2.4021537,-1.5321195,-1.4754739,0.53280514,0.48534787,-0.8800344,-0.7831148,0.0969196
7,0.55258346,0.5013636,"('insensitive', 'sensitive')",1.0560062,1.0905962,0.8005331,0.76599604,2.8956063,2.8554983,0.29051584,0.28564602,0.93551785,0.92161494,1.0884604,1.0701192,-0.0183412
8,-0.7213633,-0.72341025,"('unaffectionate', 'affectionate')",-0.3673926,-0.40482768,-1.2142514,-1.2385032,-0.56124675,-0.5300086,-2.656786,-2.6758778,0.4113588,0.21886042,-0.8516135,-0.8922945,-0.040681
9,-0.15664682,-0.17788519,"('unaffectionate', 'caring')",0.92546666,0.8998486,-0.1680838,-0.22145401,1.5454103,1.591313,-1.8208361,-1.8818177,1.3947002,1.2531312,0.2866684,0.243856,-0.0428124
10,0.1223094,-0.029270867,"('unsympathetic', 'sympathetic')",1.0082022,0.983282,-0.6328905,-0.7197053,3.8864536,3.818159,-0.62917805,-0.7053698,0.02195156,-0.0948035,0.6294747,0.5420486,-0.0874261
11,0.14269683,0.11645073,"('unhelpful', 'helpful')",0.06365511,0.031674307,0.26497972,0.21099338,1.9833856,1.9670248,-0.29226398,-0.3350605,2.0711877,2.044274,0.7056068,0.6725595,-0.0330473
12,0.4967995,0.5647315,"('unsupportive', 'supportive')",1.5524166,1.6408817,0.58840764,0.6793454,2.925635,3.0353305,-0.08174555,-0.034861285,-1.6670641,-1.6829702,0.6357416,0.7004097,0.0646681
13,0.7413431,0.6137888,"('impolite', 'polite')",1.8734388,1.8505073,0.32363963,0.28714865,3.689704,3.5950053,0.4579827,0.41941136,0.03152424,0.04363172,1.186272,1.1349154,-0.0513566
14,0.5775499,0.57840246,"('antisocial', 'social')",3.4065328,3.427638,1.5487432,1.4924531,4.042955,4.0339155,0.6248273,0.6977352,-0.66007596,-0.5609626,1.5900887,1.6115303,0.0214416
15,-0.078053735,-0.16116688,"('boring', 'funny')",-0.7531706,-0.79371,-0.13714992,-0.16832879,-1.6982007,-1.6660736,-0.71520084,-0.73235744,0.3868779,0.3953093,-0.4991496,-0.5210546,-0.021905
16,0.62334836,0.5926943,"('unpopular', 'popular')",0.45267323,0.53710234,1.1759756,1.1322318,-0.0848766,-0.0141059905,0.22645923,0.23104441,1.0817116,1.1754522,0.5792152,0.6090698,0.0298546
17,0.2810621,0.32066596,"('nasty', 'nice')",-0.041992523,0.016986322,0.005243648,0.05991907,0.5390736,0.5943651,-0.26219738,-0.22553244,-0.6519409,-0.5688582,-0.0217919,0.0329243,0.0547162
18,0.4601575,0.52728575,"('disagreeable', 'welcoming')",0.08548821,0.14350894,0.7248433,0.8318858,0.0054805577,0.065200865,-1.024012,-0.9386334,-0.17570156,-0.19477856,0.0127093,0.0724116,0.0597023
19,-0.7493043,-0.6541544,"('inhospitable', 'hospitable')",-1.4598738,-1.4240367,-1.1507267,-1.0676998,-2.49829,-2.40956,-0.77736956,-0.7606826,-0.100989014,-0.06547065,-1.1227589,-1.0636008,0.0591581
20,-0.74016666,-0.64177525,"('rough', 'thoughtful')",-0.37605634,-0.3295645,0.14706996,0.19395222,0.276955,0.23462997,-0.50124043,-0.4373711,0.794225,0.80073357,-0.0665356,-0.0298992,0.0366364
21,0.46271583,0.39098218,"('immoral', 'moral')",0.99800926,0.99195683,0.09876829,0.05755435,2.421676,2.432197,0.13451704,0.17804685,-0.6845532,-0.6154281,0.5718555,0.5725516,0.0006961
22,0.2141688,0.20469567,"('untrustworthy', 'trustworthy')",0.34196144,0.33704898,0.97555625,0.9598621,1.1869481,1.1693126,0.43948123,0.4801634,-0.9359095,-0.9016628,0.3703677,0.3749033,0.0045356
23,-0.0888731,-0.17968956,"('insincere', 'sincere')",0.982151,1.0106055,-0.20162421,-0.21145171,2.563336,2.5207615,0.24729073,0.21384715,6.134023,5.9873714,1.6060505,1.5569073,-0.0491432
24,0.42388424,0.34659907,"('dishonest', 'honest')",0.45604554,0.40440506,-0.2924357,-0.26975283,2.123413,2.0822217,-0.32201177,-0.29476953,0.9651809,0.83746326,0.5590127,0.5176945,-0.0413182
25,-0.92788327,-0.8937555,"('egoistic', 'altruistic')",-0.47026023,-0.45138735,-0.13924503,-0.13886157,-0.55098724,-0.55406326,-1.6012698,-1.5462443,1.0404046,1.0365144,-0.4415402,-0.4246329,0.0169073
26,-0.6540116,-0.6688622,"('hardhearted', 'benevolent')",1.5683887,1.5856396,1.849714,1.7779043,-0.17299537,-0.14435151,-0.97772026,-0.970141,1.531536,1.3916858,0.5241519,0.4953125,-0.0288394
27,-0.6787182,-0.513798,"('hardhearted', 'softhearted')",-0.57239723,-0.49391443,-0.46052042,-0.35522503,0.3178252,0.37303782,-0.49217975,-0.44915187,1.2953997,1.2097386,-0.0984318,-0.0382188,0.060213
28,-0.4165798,-0.60760146,"('disloyal', 'loyal')",0.106941655,0.018777292,0.37871927,0.21266612,0.69201833,0.57441217,-1.4054811,-1.5555054,1.0336818,0.7969086,0.0648834,-0.0933904,-0.1582738
29,-0.30649564,-0.26766148,"('unfair', 'fair')",0.17375419,0.24055246,0.09060156,0.2198838,-0.45675915,-0.3777706,-0.03512553,0.008996592,-0.5177084,-0.6485624,-0.1752888,-0.1374269,0.0378619
30,0.2664763,0.21651176,"('intolerant', 'tolerant')",2.5155704,2.5223632,0.48582217,0.4705935,3.0079355,3.0355682,-0.1011922,-0.05745901,1.2801938,1.3049681,1.2424677,1.2487577,0.00629
31,-1.4929308,-1.3434887,"('evil', 'good')",-1.6503432,-1.5143901,-0.6511433,-0.595738,-3.517285,-3.4111261,-1.7382601,-1.6016723,-1.558519,-1.6084102,-1.7680802,-1.6791375,0.0889427
32,0.1384931,0.07127362,"('unkind', 'kind')",1.5515432,1.5503623,0.75931424,0.73296607,2.654795,2.6269329,0.47912967,0.42412055,1.3083698,1.1764117,1.1486075,1.0970112,-0.0515963
33,0.16595711,0.17589949,"('wrong', 'right')",-0.015382882,-0.031584244,0.10665503,0.16411415,-0.3568021,-0.33131564,-0.17001905,-0.1552149,-0.6713013,-0.70802134,-0.1568155,-0.1476871,0.0091284
34,-0.66763455,-0.54621536,"('mean', 'honorable')",0.2371619,0.28647476,0.15785244,0.22418518,0.7705645,0.83442456,0.047623344,0.17884743,6.5208707,6.5894527,1.1777397,1.2611949,0.0834552
35,0.18675625,0.2330371,"('corrupt', 'incorrupt')",-1.4189394,-1.3898622,0.17594764,0.20497799,-2.3962662,-2.3436491,-1.1874887,-1.1448143,-0.30768466,-0.44810668,-0.8246125,-0.8147362,0.0098763
36,-1.3107871,-1.2186062,"('hostile', 'amicable')",-1.3973515,-1.3145248,0.28440416,0.24694182,-2.5659778,-2.5086198,-2.0093186,-1.9598441,0.20598377,0.115937166,-1.1321744,-1.1064527,0.0257217
37,0.23088984,0.21832675,"('fake', 'genuine')",0.048762124,0.042621896,0.0075103566,0.065045506,1.7359754,1.743691,-0.21208975,-0.15640435,0.36238098,0.28317547,0.3622382,0.3660761,0.0038379
38,-0.13889527,-0.120086655,"('untruthful', 'truthful')",-0.377922,-0.36654702,0.02832913,-0.00072222576,1.4934014,1.5072376,-0.9247728,-0.86913306,0.3586729,0.29176885,0.0731356,0.0737529,0.0006173
39,0.9387181,0.9718098,"('exploitative', 'cooperative')",1.0246916,1.0828191,0.9611522,1.0018884,1.584504,1.5784813,0.06497818,0.15967175,-0.18619654,-0.16819267,0.731308,0.7710795,0.0397715
