,advansix_male,advansix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.090585,-1.1543913,"('unsociable', 'sociable')",-0.22007471,-0.29156002,-0.6553298,-0.7229757,-0.0676459
1,-1.913809,-2.108585,"('unfriendly', 'friendly')",1.8117584,1.6073117,-0.0510253,-0.2506366,-0.1996113
2,0.6513383,0.7109691,"('unlikable', 'likable')",0.5050376,0.6021521,0.5781879,0.6565606,0.0783727
3,-0.32625088,-0.2268097,"('repellent', 'pleasant')",-0.15643188,-0.0927621,-0.2413414,-0.1597859,0.0815555
4,-0.35755765,-0.48778036,"('disliked', 'liked')",-5.7716446,-5.908402,-3.0646012,-3.1980913,-0.1334901
5,-1.2415683,-1.2845373,"('distant', 'outgoing')",-0.07718568,-0.17245986,-0.659377,-0.7284986,-0.0691216
6,-1.4826984,-1.5475366,"('distant', 'open')",0.4540228,0.30350453,-0.5143378,-0.6220161,-0.1076783
7,-0.441262,-0.36667764,"('insensitive', 'sensitive')",0.34539643,0.3850621,-0.0479328,0.0091922,0.057125
8,-1.7378749,-1.835893,"('unaffectionate', 'affectionate')",0.85603195,0.67391837,-0.4409215,-0.5809873,-0.1400658
9,-1.9755846,-2.0464218,"('unaffectionate', 'caring')",0.8253669,0.71388745,-0.5751089,-0.6662672,-0.0911583
10,-1.2127721,-1.1080307,"('unsympathetic', 'sympathetic')",-0.66550463,-0.63133496,-0.9391384,-0.8696828,0.0694556
11,-0.50130045,-0.37706378,"('unhelpful', 'helpful')",1.2100493,1.3015007,0.3543744,0.4622185,0.1078441
12,-0.91112256,-0.77978885,"('unsupportive', 'supportive')",-1.9586806,-1.9309145,-1.4349016,-1.3553517,0.0795499
13,-0.34369415,-0.25977778,"('impolite', 'polite')",-0.8138599,-0.71582305,-0.578777,-0.4878004,0.0909766
14,0.19331177,0.2715291,"('antisocial', 'social')",-0.44583195,-0.39899194,-0.1262601,-0.0637314,0.0625287
15,-0.13699903,-0.22539699,"('boring', 'funny')",0.67798144,0.646689,0.2704912,0.210646,-0.0598452
