,ventas_male,ventas_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.24070384,0.16024372,"('unsociable', 'sociable')",-0.1420317,-0.26659137,0.0493361,-0.0531738,-0.1025099
1,-1.1687496,-1.1299303,"('unfriendly', 'friendly')",1.3961769,1.2799782,0.1137137,0.0750239,-0.0386898
2,0.92220885,1.0364319,"('unlikable', 'likable')",0.6821007,0.76822037,0.8021548,0.9023261,0.1001713
3,-0.03934602,0.117514215,"('repellent', 'pleasant')",0.5305038,0.56593156,0.2455789,0.3417229,0.096144
4,-0.56362236,-0.5730067,"('disliked', 'liked')",-6.2382674,-6.3870754,-3.4009449,-3.480041,-0.0790961
5,-1.6167651,-1.4936957,"('distant', 'outgoing')",-0.6145533,-0.6613619,-1.1156592,-1.0775288,0.0381304
6,-1.9858843,-1.8099622,"('distant', 'open')",-0.09503998,-0.1459804,-1.0404621,-0.9779713,0.0624908
7,0.6396824,0.7129541,"('insensitive', 'sensitive')",0.4226978,0.5527043,0.5311901,0.6328292,0.1016391
8,-0.7314399,-0.6605084,"('unaffectionate', 'affectionate')",0.7342691,0.64818037,0.0014146,-0.006164,-0.0075786
9,-0.83339566,-0.720367,"('unaffectionate', 'caring')",0.78871876,0.75987613,-0.0223384,0.0197546,0.042093
10,0.65254164,0.68065876,"('unsympathetic', 'sympathetic')",-0.20856822,-0.20131706,0.2219867,0.2396708,0.0176841
11,0.4030202,0.48049265,"('unhelpful', 'helpful')",1.4163373,1.520677,0.9096787,1.0005848,0.0909061
12,0.3694264,0.5726082,"('unsupportive', 'supportive')",-1.8387345,-1.8214409,-0.7346541,-0.6244164,0.1102377
13,0.77048916,0.7365462,"('impolite', 'polite')",-0.48585847,-0.46423045,0.1423153,0.1361579,-0.0061574
14,1.5927327,1.5283575,"('antisocial', 'social')",0.04885919,-0.01445831,0.820796,0.7569496,-0.0638464
15,-0.44872862,-0.5639751,"('boring', 'funny')",0.44065917,0.3823721,-0.0040347,-0.0908015,-0.0867668
16,-1.298008,-1.3026865,"('unpopular', 'popular')",0.37767118,0.3623821,-0.4601684,-0.4701522,-0.0099838
17,-0.44822395,-0.33985966,"('nasty', 'nice')",-0.41316587,-0.36301786,-0.4306949,-0.3514388,0.0792561
18,-0.087345555,0.10583628,"('disagreeable', 'welcoming')",-0.4965914,-0.5049185,-0.2919685,-0.1995411,0.0924274
19,-1.836355,-1.654433,"('inhospitable', 'hospitable')",-0.575959,-0.4431942,-1.206157,-1.0488136,0.1573434
20,0.0869414,0.12781264,"('rough', 'thoughtful')",1.3932872,1.3290913,0.7401143,0.728452,-0.0116623
21,1.4083285,1.3828337,"('immoral', 'moral')",-0.09862751,-0.027996114,0.6548505,0.6774188,0.0225683
22,1.025309,1.0780225,"('untrustworthy', 'trustworthy')",-0.61011046,-0.67455775,0.2075993,0.2017324,-0.0058669
23,0.6461711,0.7124659,"('insincere', 'sincere')",5.1970363,5.2357316,2.9216037,2.9740987,0.052495
24,0.41098902,0.38816196,"('dishonest', 'honest')",0.780187,0.751147,0.595588,0.5696545,-0.0259335
25,-0.53353876,-0.51627636,"('egoistic', 'altruistic')",1.4938134,1.4151142,0.4801373,0.4494189,-0.0307184
26,-0.22023597,-0.2786637,"('hardhearted', 'benevolent')",1.7282134,1.6444762,0.7539887,0.6829063,-0.0710824
