,w_male,w_female,tuple,p_male,p_female,x_male,x_female,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5401407,0.38630304,"('unsociable', 'sociable')",0.64796114,0.50556636,0.027865047,-0.061969157,0.10076677,-0.05980753,-0.4803512,-0.63111436,0.1672765,0.0277957,-0.1394808
1,-1.1220257,-1.1634018,"('unfriendly', 'friendly')",-0.34359926,-0.38193133,-1.4341422,-1.3569167,0.5168254,0.2770909,1.2945496,1.2357842,-0.2176785,-0.2778749,-0.0601964
2,1.5680305,1.6219301,"('unlikable', 'likable')",1.5387647,1.6045856,1.2752614,1.4319038,1.1795744,1.1058398,0.83377594,0.95411813,1.2790814,1.3436755,0.0645941
3,0.9548962,1.0324464,"('repellent', 'pleasant')",0.65555876,0.60355943,0.4454149,0.6356303,-0.12864909,0.0047178473,0.4441859,0.46779552,0.4742814,0.5488299,0.0745485
4,-0.7436291,-0.80029815,"('disliked', 'liked')",0.56476516,0.54012376,-1.9962084,-2.007824,0.5862522,0.41570464,-5.4220524,-5.590272,-1.4021746,-1.4885131,-0.0863385
5,-1.4177021,-1.3736238,"('distant', 'outgoing')",-0.29034075,-0.13988432,-1.326525,-1.2216562,0.10315642,0.06612302,-0.22368057,-0.15145122,-0.6310184,-0.5640985,0.0669199
6,-1.7736058,-1.6748743,"('distant', 'open')",-0.22651027,-0.05352644,-1.0255592,-0.8583723,-0.4792257,-0.55298907,-0.03512072,0.08133481,-0.7080043,-0.6116854,0.0963189
7,0.58051634,0.62318903,"('insensitive', 'sensitive')",-0.11871626,-0.10712753,0.3092646,0.31452832,0.8945357,0.9216534,0.7336421,0.7734748,0.4798485,0.5051436,0.0252951
8,-1.5854435,-1.6232233,"('unaffectionate', 'affectionate')",-1.1416389,-1.157396,-0.4592073,-0.34974933,-0.37727585,-0.55202883,0.30819649,0.33634835,-0.6510738,-0.6692098,-0.018136
9,-0.26831445,-0.29478788,"('unaffectionate', 'caring')",0.25476134,0.27230477,-0.16476262,-0.052608274,0.6428563,0.508421,0.78115827,0.8019197,0.2491398,0.2470499,-0.0020899
