,sprat_male,sprat_female,tuple,average_male,average_female,female-male
0,0.24673516,0.016254643,"('unsociable', 'sociable')",0.2467352,0.0162546,-0.2304806
1,-0.46434218,-0.61725485,"('unfriendly', 'friendly')",-0.4643422,-0.6172549,-0.1529127
2,-0.10908055,-0.21231538,"('unlikable', 'likable')",-0.1090806,-0.2123154,-0.1032348
3,-0.6354251,-0.6346981,"('repellent', 'pleasant')",-0.6354251,-0.6346981,0.000727
4,-2.9139073,-2.8485389,"('disliked', 'liked')",-2.9139073,-2.8485389,0.0653684
5,-0.7514878,-0.75861573,"('distant', 'outgoing')",-0.7514878,-0.7586157,-0.0071279
6,-0.7657664,-0.88577515,"('distant', 'open')",-0.7657664,-0.8857751,-0.1200087
7,0.14738607,0.09251497,"('insensitive', 'sensitive')",0.1473861,0.092515,-0.0548711
8,-0.24557452,-0.34954908,"('unaffectionate', 'affectionate')",-0.2455745,-0.3495491,-0.1039746
9,-0.17426337,-0.2140844,"('unaffectionate', 'caring')",-0.1742634,-0.2140844,-0.039821
10,-0.62431556,-0.84563947,"('unsympathetic', 'sympathetic')",-0.6243156,-0.8456395,-0.2213239
11,0.5963974,0.76373756,"('unhelpful', 'helpful')",0.5963974,0.7637376,0.1673402
12,-1.3666011,-1.2609748,"('unsupportive', 'supportive')",-1.3666011,-1.2609748,0.1056263
13,-0.28356838,-0.34138107,"('impolite', 'polite')",-0.2835684,-0.3413811,-0.0578127
14,0.47857815,0.2911419,"('antisocial', 'social')",0.4785782,0.2911419,-0.1874363
15,0.75448143,0.65727013,"('boring', 'funny')",0.7544814,0.6572701,-0.0972113
16,-0.48201895,-0.24521291,"('unpopular', 'popular')",-0.4820189,-0.2452129,0.236806
17,0.12290441,0.2513977,"('nasty', 'nice')",0.1229044,0.2513977,0.1284933
18,-0.8985566,-0.9628788,"('disagreeable', 'welcoming')",-0.8985566,-0.9628788,-0.0643222
19,-1.1815343,-1.0923624,"('inhospitable', 'hospitable')",-1.1815343,-1.0923624,0.0891719
20,0.10962388,0.19468802,"('rough', 'thoughtful')",0.1096239,0.194688,0.0850641
21,-0.7916418,-0.5989803,"('immoral', 'moral')",-0.7916418,-0.5989803,0.1926615
22,-0.017188901,-0.19685715,"('untrustworthy', 'trustworthy')",-0.0171889,-0.1968572,-0.1796683
23,2.40981,2.3368747,"('insincere', 'sincere')",2.4098101,2.3368747,-0.0729354
24,-0.37858653,-0.5158162,"('dishonest', 'honest')",-0.3785865,-0.5158162,-0.1372297
25,0.46844745,0.31545776,"('egoistic', 'altruistic')",0.4684474,0.3154578,-0.1529896
26,1.0448263,0.6000415,"('hardhearted', 'benevolent')",1.0448263,0.6000415,-0.4447848
27,0.49497965,0.35871926,"('hardhearted', 'softhearted')",0.4949796,0.3587193,-0.1362603
28,1.0111357,0.95711434,"('disloyal', 'loyal')",1.0111357,0.9571143,-0.0540214
29,-0.3184848,-0.34014675,"('unfair', 'fair')",-0.3184848,-0.3401468,-0.021662
30,0.9431366,0.9677058,"('intolerant', 'tolerant')",0.9431366,0.9677058,0.0245692
31,-0.7947168,-0.8796245,"('evil', 'good')",-0.7947168,-0.8796245,-0.0849077
32,0.47021973,0.19383807,"('unkind', 'kind')",0.4702197,0.1938381,-0.2763816
33,-0.23834783,-0.28923506,"('wrong', 'right')",-0.2383478,-0.2892351,-0.0508873
34,1.9669844,1.9816345,"('mean', 'honorable')",1.9669844,1.9816345,0.0146501
35,-0.25171936,-0.38665086,"('corrupt', 'incorrupt')",-0.2517194,-0.3866509,-0.1349315
36,-0.39810628,-0.47797084,"('hostile', 'amicable')",-0.3981063,-0.4779708,-0.0798645
37,0.21492212,0.15456723,"('fake', 'genuine')",0.2149221,0.1545672,-0.0603549
38,-0.372305,-0.35278165,"('untruthful', 'truthful')",-0.372305,-0.3527817,0.0195233
39,0.2874538,0.46467072,"('exploitative', 'cooperative')",0.2874538,0.4646707,0.1772169
40,-0.989271,-1.1639704,"('stingy', 'generous')",-0.989271,-1.1639704,-0.1746994
41,0.20069365,0.09028897,"('unforgiving', 'forgiving')",0.2006937,0.090289,-0.1104047
42,-0.862394,-0.80987346,"('unreliable', 'reliable')",-0.862394,-0.8098735,0.0525205
43,-0.4608128,-0.5409088,"('irresponsible', 'responsible')",-0.4608128,-0.5409088,-0.080096
44,-1.064514,-1.0872495,"('prejudiced', 'unprejudiced')",-1.064514,-1.0872495,-0.0227355
45,0.07257444,-0.09617014,"('incompetent', 'competent')",0.0725744,-0.0961701,-0.1687445
46,-0.86754745,-0.9215256,"('uncompetitive', 'competitive')",-0.8675475,-0.9215256,-0.0539781
47,2.6394393,2.6283169,"('stupid', 'smart')",2.6394393,2.6283169,-0.0111224
48,0.004313275,0.23736209,"('unintelligent', 'intelligent')",0.0043133,0.2373621,0.2330488
49,-0.38997054,0.05959893,"('unable', 'able')",-0.3899705,0.0595989,0.4495694
50,0.017736739,0.18192862,"('clumsy', 'skillful')",0.0177367,0.1819286,0.1641919
51,0.12479741,0.11188665,"('uneducated', 'educated')",0.1247974,0.1118867,-0.0129107
52,-0.47596645,-0.382632,"('irrational', 'rational')",-0.4759665,-0.382632,0.0933345
53,-0.46457618,-0.5619822,"('uncreative', 'creative')",-0.4645762,-0.5619822,-0.097406
54,-0.23503119,-0.32273325,"('incapable', 'capable')",-0.2350312,-0.3227333,-0.0877021
55,0.2896868,0.35448685,"('incompetent', 'clever')",0.2896868,0.3544869,0.0648001
56,0.60962945,0.5935037,"('impractical', 'practical')",0.6096295,0.5935037,-0.0161258
57,-1.8068796,-2.012261,"('unimaginative', 'imaginative')",-1.8068796,-2.0122609,-0.2053813
58,-0.015270224,-0.09678991,"('undiscriminating', 'discriminating')",-0.0152702,-0.0967899,-0.0815197
59,0.30541357,0.5359862,"('foolish', 'wise')",0.3054136,0.5359862,0.2305726
60,0.3917154,0.6050426,"('inefficient', 'efficient')",0.3917154,0.6050426,0.2133272
61,-0.45210102,-0.57154965,"('illogical', 'logical')",-0.452101,-0.5715497,-0.1194487
62,0.3404315,0.60822386,"('incompetent', 'brilliant')",0.3404315,0.6082239,0.2677924
63,-0.046691988,0.109853595,"('unperceptive', 'insightful')",-0.046692,0.1098536,0.1565456
64,-2.9059055,-2.8058095,"('shy', 'confident')",-2.9059055,-2.8058095,0.100096
65,0.256606,0.2594095,"('insecure', 'secure')",0.256606,0.2594095,0.0028035
66,-0.60607046,-0.98535764,"('inactive', 'active')",-0.6060705,-0.9853576,-0.3792871
67,-0.05324849,-7.2188675e-05,"('doubtful', 'determined')",-0.0532485,-7.22e-05,0.0531763
68,-0.767219,-0.58087486,"('dependent', 'independent')",-0.767219,-0.5808749,0.1863441
69,-0.58028114,-0.7988941,"('lazy', 'industrious')",-0.5802811,-0.7988941,-0.218613
70,0.4115302,0.24987759,"('lethargic', 'energetic')",0.4115302,0.2498776,-0.1616526
71,-0.06280879,0.018094793,"('diffident', 'self-confident')",-0.0628088,0.0180948,0.0809036
72,-0.1807529,-0.15644434,"('unambitious', 'ambitious')",-0.1807529,-0.1564443,0.0243086
73,-1.1572897,-0.97665477,"('helpless', 'self-reliant')",-1.1572897,-0.9766548,0.1806349
