,planet_male,planet_female,tuple,average_male,average_female,female-male
0,0.23318517,0.23022705,"('unsociable', 'sociable')",0.2331852,0.2302271,-0.0029581
1,0.91910166,0.8414884,"('unfriendly', 'friendly')",0.9191017,0.8414884,-0.0776133
2,0.18174969,0.22441576,"('unlikable', 'likable')",0.1817497,0.2244158,0.0426661
3,0.79665595,0.8533217,"('repellent', 'pleasant')",0.796656,0.8533217,0.0566657
4,-6.9639425,-7.0363803,"('disliked', 'liked')",-6.9639425,-7.0363803,-0.0724378
5,-0.39663714,-0.49457872,"('distant', 'outgoing')",-0.3966371,-0.4945787,-0.0979416
6,-0.3118053,-0.39120954,"('distant', 'open')",-0.3118053,-0.3912095,-0.0794042
7,1.034742,1.1260428,"('insensitive', 'sensitive')",1.034742,1.1260428,0.0913008
8,0.6921906,0.55567765,"('unaffectionate', 'affectionate')",0.6921906,0.5556777,-0.1365129
9,1.2588962,1.2108781,"('unaffectionate', 'caring')",1.2588962,1.2108781,-0.0480181
10,1.0752739,1.1701522,"('unsympathetic', 'sympathetic')",1.0752739,1.1701522,0.0948783
11,2.0134811,2.074345,"('unhelpful', 'helpful')",2.0134811,2.0743451,0.060864
12,-1.2240056,-1.2438349,"('unsupportive', 'supportive')",-1.2240056,-1.2438349,-0.0198293
13,0.19811104,0.2313459,"('impolite', 'polite')",0.198111,0.2313459,0.0332349
14,0.28320298,0.32266733,"('antisocial', 'social')",0.283203,0.3226673,0.0394643
15,0.16420294,0.14768258,"('boring', 'funny')",0.1642029,0.1476826,-0.0165203
16,-0.59121287,-0.6044768,"('unpopular', 'popular')",-0.5912129,-0.6044768,-0.0132639
17,-0.06785618,-0.07111549,"('nasty', 'nice')",-0.0678562,-0.0711155,-0.0032593
18,-0.71820813,-0.7404261,"('disagreeable', 'welcoming')",-0.7182081,-0.7404261,-0.022218
19,-0.43067452,-0.4502199,"('inhospitable', 'hospitable')",-0.4306745,-0.4502199,-0.0195454
20,0.53493893,0.48610854,"('rough', 'thoughtful')",0.5349389,0.4861085,-0.0488304
21,0.35713765,0.49092075,"('immoral', 'moral')",0.3571377,0.4909208,0.1337831
22,0.12587717,0.14045662,"('untrustworthy', 'trustworthy')",0.1258772,0.1404566,0.0145794
23,6.2230606,6.32252,"('insincere', 'sincere')",6.2230606,6.3225198,0.0994592
24,1.7096107,1.7682296,"('dishonest', 'honest')",1.7096107,1.7682296,0.0586189
25,0.010983348,-0.116734095,"('egoistic', 'altruistic')",0.0109833,-0.1167341,-0.1277174
26,0.09839173,0.09970684,"('hardhearted', 'benevolent')",0.0983917,0.0997068,0.0013151
27,1.4277455,1.2622317,"('hardhearted', 'softhearted')",1.4277455,1.2622317,-0.1655138
28,0.73676586,0.7789585,"('disloyal', 'loyal')",0.7367659,0.7789585,0.0421926
29,-0.10021187,-0.18041636,"('unfair', 'fair')",-0.1002119,-0.1804164,-0.0802045
30,1.2135315,1.1823922,"('intolerant', 'tolerant')",1.2135315,1.1823922,-0.0311393
31,-1.6357977,-1.7226751,"('evil', 'good')",-1.6357977,-1.7226751,-0.0868774
32,0.8224169,0.8041878,"('unkind', 'kind')",0.8224169,0.8041878,-0.0182291
33,-0.52463055,-0.54361147,"('wrong', 'right')",-0.5246305,-0.5436115,-0.018981
34,4.443731,4.5934963,"('mean', 'honorable')",4.4437308,4.5934963,0.1497655
35,-1.1295043,-1.2815263,"('corrupt', 'incorrupt')",-1.1295043,-1.2815263,-0.152022
36,-0.9004326,-1.0868578,"('hostile', 'amicable')",-0.9004326,-1.0868578,-0.1864252
37,0.21210873,0.26820904,"('fake', 'genuine')",0.2121087,0.268209,0.0561003
38,-0.016845953,-0.019113213,"('untruthful', 'truthful')",-0.016846,-0.0191132,-0.0022672
39,-0.15061773,-0.09799224,"('exploitative', 'cooperative')",-0.1506177,-0.0979922,0.0526255
40,-1.475824,-1.5248923,"('stingy', 'generous')",-1.475824,-1.5248923,-0.0490683
41,0.018519238,-0.03214867,"('unforgiving', 'forgiving')",0.0185192,-0.0321487,-0.0506679
42,-1.8346101,-1.8426244,"('unreliable', 'reliable')",-1.8346101,-1.8426244,-0.0080143
43,1.2439542,1.2552656,"('irresponsible', 'responsible')",1.2439542,1.2552656,0.0113114
44,-1.1436746,-1.197612,"('prejudiced', 'unprejudiced')",-1.1436746,-1.197612,-0.0539374
45,0.24112661,0.28205243,"('incompetent', 'competent')",0.2411266,0.2820524,0.0409258
46,-0.4451919,-0.37822998,"('uncompetitive', 'competitive')",-0.4451919,-0.37823,0.0669619
47,5.36528,5.565694,"('stupid', 'smart')",5.3652802,5.5656939,0.2004137
48,1.3013684,1.3130032,"('unintelligent', 'intelligent')",1.3013684,1.3130032,0.0116348
49,-0.16436589,-0.09137316,"('unable', 'able')",-0.1643659,-0.0913732,0.0729927
50,-0.3550535,-0.35561216,"('clumsy', 'skillful')",-0.3550535,-0.3556122,-0.0005587
51,0.5761813,0.6385958,"('uneducated', 'educated')",0.5761813,0.6385958,0.0624145
52,-0.5049797,-0.5876338,"('irrational', 'rational')",-0.5049797,-0.5876338,-0.0826541
53,-0.12581375,-0.15676816,"('uncreative', 'creative')",-0.1258138,-0.1567682,-0.0309544
54,1.1086287,1.1763374,"('incapable', 'capable')",1.1086287,1.1763374,0.0677087
55,0.8418566,0.95085853,"('incompetent', 'clever')",0.8418566,0.9508585,0.1090019
56,0.832078,0.90593225,"('impractical', 'practical')",0.832078,0.9059322,0.0738542
57,-2.4818645,-2.439304,"('unimaginative', 'imaginative')",-2.4818645,-2.4393041,0.0425604
58,-0.5093777,-0.52422744,"('undiscriminating', 'discriminating')",-0.5093777,-0.5242274,-0.0148497
59,-0.008071167,-0.02060321,"('foolish', 'wise')",-0.0080712,-0.0206032,-0.012532
60,0.6717163,0.78451425,"('inefficient', 'efficient')",0.6717163,0.7845142,0.1127979
61,0.4068191,0.3159665,"('illogical', 'logical')",0.4068191,0.3159665,-0.0908526
62,1.4763621,1.6035824,"('incompetent', 'brilliant')",1.4763621,1.6035824,0.1272203
63,0.8013923,0.81682575,"('unperceptive', 'insightful')",0.8013923,0.8168257,0.0154334
64,-5.3013935,-5.2911263,"('shy', 'confident')",-5.3013935,-5.2911263,0.0102672
65,1.0698885,1.1308726,"('insecure', 'secure')",1.0698885,1.1308726,0.0609841
66,-0.3715838,-0.4566323,"('inactive', 'active')",-0.3715838,-0.4566323,-0.0850485
67,-0.71148807,-0.62716466,"('doubtful', 'determined')",-0.7114881,-0.6271647,0.0843234
68,-0.2601534,-0.28106132,"('dependent', 'independent')",-0.2601534,-0.2810613,-0.0209079
69,-1.6416366,-1.7286514,"('lazy', 'industrious')",-1.6416366,-1.7286514,-0.0870148
70,1.3832339,1.4194866,"('lethargic', 'energetic')",1.3832339,1.4194866,0.0362527
71,0.28908944,0.34128803,"('diffident', 'self-confident')",0.2890894,0.341288,0.0521986
72,0.8792398,0.93280864,"('unambitious', 'ambitious')",0.8792398,0.9328086,0.0535688
73,-2.8057084,-2.8671443,"('helpless', 'self-reliant')",-2.8057084,-2.8671443,-0.0614359
74,-0.07938038,-0.1270105,"('undedicated', 'dedicated')",-0.0793804,-0.1270105,-0.0476301
75,-0.81799716,-0.83190066,"('meek', 'impulsive')",-0.8179972,-0.8319007,-0.0139035
76,0.7040608,0.75019515,"('anxious', 'daring')",0.7040608,0.7501951,0.0461343
77,-0.84439147,-0.82020164,"('unmotivated', 'motivated')",-0.8443915,-0.8202016,0.0241899
78,-0.34941852,-0.3842176,"('nonresilient', 'resilient')",-0.3494185,-0.3842176,-0.0347991
79,-0.2832955,-0.374657,"('wavering', 'unwavering')",-0.2832955,-0.374657,-0.0913615
80,0.3711819,0.43660274,"('dominated', 'dominating')",0.3711819,0.4366027,0.0654208
81,0.38994673,0.50998265,"('submissive', 'aggressive')",0.3899467,0.5099826,0.1200359
82,5.6946206,5.8963227,"('poor', 'rich')",5.6946206,5.8963227,0.2017021
83,-0.6621608,-0.6275073,"('powerless', 'powerful')",-0.6621608,-0.6275073,0.0346535
84,0.17313817,0.13674214,"('inferior', 'superior')",0.1731382,0.1367421,-0.0363961
85,-1.6725861,-1.8574902,"('insignificant', 'prestigious')",-1.6725861,-1.8574902,-0.1849041
86,0.3574397,0.40422612,"('uninfluential', 'influential')",0.3574397,0.4042261,0.0467864
87,0.07339799,0.1896568,"('unsuccessful', 'successful')",0.073398,0.1896568,0.1162588
88,-0.20303236,-0.13604097,"('low', 'eminent')",-0.2030324,-0.136041,0.0669914
