,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,female-male
0,-1.4391264,-1.4812421,"('unsociable', 'sociable')",0.5734824,0.48919612,-0.432822,-0.496023,-0.063201
1,-0.5592094,-0.6697682,"('unfriendly', 'friendly')",1.3081418,1.0829146,0.3744662,0.2065732,-0.167893
2,0.33408827,0.4602427,"('unlikable', 'likable')",0.71733665,0.8506699,0.5257125,0.6554563,0.1297438
3,-0.42580205,-0.28253484,"('repellent', 'pleasant')",0.6364282,0.81118464,0.1053131,0.2643249,0.1590118
4,0.09348355,0.04030533,"('disliked', 'liked')",-6.0407324,-6.059774,-2.9736245,-3.0097344,-0.0361099
5,-0.10357015,-0.12927586,"('distant', 'outgoing')",-1.0331228,-1.1660918,-0.5683464,-0.6476839,-0.0793375
6,-0.14460362,-0.11786066,"('distant', 'open')",-1.0107301,-1.1701031,-0.5776669,-0.6439819,-0.066315
7,-0.99626815,-0.9090894,"('insensitive', 'sensitive')",0.53928196,0.6348237,-0.2284931,-0.1371329,0.0913602
8,-0.24739498,-0.31497175,"('unaffectionate', 'affectionate')",0.59917104,0.5187074,0.175888,0.1018678,-0.0740202
9,-0.6203289,-0.661938,"('unaffectionate', 'caring')",0.95384574,0.8037449,0.1667584,0.0709035,-0.0958549
10,-1.8792455,-1.8414164,"('unsympathetic', 'sympathetic')",0.14213862,0.25925133,-0.8685535,-0.7910825,0.077471
11,-1.4286606,-1.4104867,"('unhelpful', 'helpful')",1.2904539,1.3624845,-0.0691034,-0.0240011,0.0451023
12,-1.4121342,-1.3619688,"('unsupportive', 'supportive')",-1.2906455,-1.2190988,-1.3513899,-1.2905338,0.0608561
13,-1.6123964,-1.5798794,"('impolite', 'polite')",-0.082476884,-0.045175098,-0.8474366,-0.8125272,0.0349094
14,0.21747486,0.25689062,"('antisocial', 'social')",1.1795962,1.212086,0.6985355,0.7344883,0.0359528
15,0.59357226,0.5191468,"('boring', 'funny')",-0.12394971,-0.24344817,0.2348113,0.1378493,-0.096962
16,-1.0771422,-1.043555,"('unpopular', 'popular')",-0.28827754,-0.2587411,-0.6827099,-0.6511481,0.0315618
