,cerner_male,cerner_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.813182,-1.0646645,"('unsociable', 'sociable')",-0.17658493,-0.30159205,-0.4948835,-0.6831282,-0.1882447
1,-1.0981605,-1.203183,"('unfriendly', 'friendly')",1.2795075,1.1635565,0.0906735,-0.0198133,-0.1104868
2,0.8085654,0.7485734,"('unlikable', 'likable')",0.82136106,0.7756131,0.8149632,0.7620933,-0.0528699
3,-0.2516567,-0.14907204,"('repellent', 'pleasant')",0.72518075,0.789259,0.236762,0.3200935,0.0833315
4,0.0508618,0.013384049,"('disliked', 'liked')",-6.305664,-6.5042458,-3.1274011,-3.2454309,-0.1180298
5,-1.0865654,-1.1172389,"('distant', 'outgoing')",-0.3222768,-0.35342252,-0.7044211,-0.7353307,-0.0309096
6,-1.3655729,-1.389917,"('distant', 'open')",-0.5686448,-0.5928201,-0.9671088,-0.9913685,-0.0242597
7,-0.059656665,-0.006614445,"('insensitive', 'sensitive')",0.080576114,0.14688563,0.0104597,0.0701356,0.0596759
8,-0.795172,-0.9213561,"('unaffectionate', 'affectionate')",0.4172773,0.37254122,-0.1889473,-0.2744074,-0.0854601
9,-0.6702127,-0.73947304,"('unaffectionate', 'caring')",1.0489552,1.1004952,0.1893713,0.1805111,-0.0088602
10,-1.4084215,-1.4501116,"('unsympathetic', 'sympathetic')",-0.639426,-0.60891795,-1.0239238,-1.0295148,-0.005591
11,0.1689918,0.143578,"('unhelpful', 'helpful')",1.8658189,1.9687703,1.0174053,1.0561742,0.0387689
12,0.08198987,0.091505185,"('unsupportive', 'supportive')",-2.1162271,-2.092819,-1.0171187,-1.0006568,0.0164619
13,-0.2681702,-0.42060736,"('impolite', 'polite')",-0.5591044,-0.4640155,-0.4136373,-0.4423114,-0.0286741
14,0.28292826,0.25855342,"('antisocial', 'social')",0.054998,-0.006880709,0.1689631,0.1258364,-0.0431267
15,0.0905289,-0.07301651,"('boring', 'funny')",0.119004264,0.10282465,0.1047666,0.0149041,-0.0898625
16,0.054744292,0.0321174,"('unpopular', 'popular')",0.6488961,0.568333,0.3518202,0.3002252,-0.051595
17,0.17322016,0.09498331,"('nasty', 'nice')",-0.38343036,-0.32733014,-0.1051051,-0.1161734,-0.0110683
18,0.001222387,-0.099377364,"('disagreeable', 'welcoming')",-0.35680506,-0.4970533,-0.1777913,-0.2982153,-0.120424
19,-1.2131486,-1.260225,"('inhospitable', 'hospitable')",-0.44086087,-0.45756844,-0.8270047,-0.8588967,-0.031892
20,0.21789134,0.19695266,"('rough', 'thoughtful')",0.8357617,0.76284844,0.5268265,0.4799005,-0.046926
21,0.18551266,0.12786004,"('immoral', 'moral')",-0.35454518,-0.30270857,-0.0845163,-0.0874243,-0.002908
22,-0.202961,-0.24387518,"('untrustworthy', 'trustworthy')",-1.0454355,-1.01551,-0.6241983,-0.6296926,-0.0054943
23,-0.0232157,-0.06897483,"('insincere', 'sincere')",5.772098,5.9365687,2.8744411,2.9337969,0.0593558
24,-0.44060338,-0.5203887,"('dishonest', 'honest')",0.5445802,0.607819,0.0519884,0.0437151,-0.0082733
25,0.06822617,0.07800148,"('egoistic', 'altruistic')",0.94325715,0.8599476,0.5057417,0.4689746,-0.0367671
26,-0.36836034,-0.44400898,"('hardhearted', 'benevolent')",1.2382835,1.0824873,0.4349616,0.3192392,-0.1157224
27,-0.4627463,-0.42662537,"('hardhearted', 'softhearted')",0.73655,0.69811654,0.1369018,0.1357456,-0.0011562
28,-0.4033371,-0.4754356,"('disloyal', 'loyal')",0.9959552,0.98296076,0.2963091,0.2537626,-0.0425465
29,-0.15428163,-0.15800181,"('unfair', 'fair')",-0.24557702,-0.43334183,-0.1999293,-0.2956718,-0.0957425
30,0.5536882,0.39005473,"('intolerant', 'tolerant')",1.0002385,0.9505993,0.7769634,0.670327,-0.1066364
31,-0.4825338,-0.46430376,"('evil', 'good')",-0.8251682,-0.97369033,-0.653851,-0.7189971,-0.0651461
