,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.34335423,0.21169578,"('unsociable', 'sociable')",0.3433542,0.2116958,-0.1316584
1,0.021723174,-0.2702338,"('unfriendly', 'friendly')",0.0217232,-0.2702338,-0.291957
2,-0.41092595,-0.4247705,"('unlikable', 'likable')",-0.410926,-0.4247705,-0.0138445
3,0.93790644,0.99465954,"('repellent', 'pleasant')",0.9379064,0.9946595,0.0567531
4,-7.236713,-7.2799816,"('disliked', 'liked')",-7.2367129,-7.2799816,-0.0432687
5,-1.7104847,-1.8088968,"('distant', 'outgoing')",-1.7104847,-1.8088968,-0.0984121
6,-1.2559212,-1.4432483,"('distant', 'open')",-1.2559212,-1.4432483,-0.1873271
7,1.4741982,1.4091735,"('insensitive', 'sensitive')",1.4741982,1.4091735,-0.0650247
8,0.5064851,0.18265001,"('unaffectionate', 'affectionate')",0.5064851,0.18265,-0.3238351
9,1.2759029,1.0584592,"('unaffectionate', 'caring')",1.2759029,1.0584592,-0.2174437
10,1.7912396,1.8026141,"('unsympathetic', 'sympathetic')",1.7912396,1.8026141,0.0113745
11,2.176758,2.2833204,"('unhelpful', 'helpful')",2.1767581,2.2833204,0.1065623
12,-1.0143216,-0.9842634,"('unsupportive', 'supportive')",-1.0143216,-0.9842634,0.0300582
13,-0.017801866,-0.010912649,"('impolite', 'polite')",-0.0178019,-0.0109126,0.0068893
14,0.5878743,0.59273946,"('antisocial', 'social')",0.5878743,0.5927395,0.0048652
15,-0.28950483,-0.43614072,"('boring', 'funny')",-0.2895048,-0.4361407,-0.1466359
16,-0.9311232,-0.9932561,"('unpopular', 'popular')",-0.9311232,-0.9932561,-0.0621329
17,-0.64231086,-0.7002307,"('nasty', 'nice')",-0.6423109,-0.7002307,-0.0579198
18,-1.42254,-1.5657766,"('disagreeable', 'welcoming')",-1.4225399,-1.5657766,-0.1432367
19,-1.6584711,-1.7195762,"('inhospitable', 'hospitable')",-1.6584711,-1.7195762,-0.0611051
20,0.7730657,0.7011018,"('rough', 'thoughtful')",0.7730657,0.7011018,-0.0719639
21,-0.026632462,0.104170166,"('immoral', 'moral')",-0.0266325,0.1041702,0.1308027
22,-0.5977385,-0.7028569,"('untrustworthy', 'trustworthy')",-0.5977385,-0.7028569,-0.1051184
23,5.8928885,5.8299446,"('insincere', 'sincere')",5.8928885,5.8299446,-0.0629439
24,1.199306,1.01695,"('dishonest', 'honest')",1.199306,1.01695,-0.182356
25,-0.2823202,-0.49547124,"('egoistic', 'altruistic')",-0.2823202,-0.4954712,-0.213151
26,1.2106963,1.0478277,"('hardhearted', 'benevolent')",1.2106963,1.0478277,-0.1628686
27,0.93415904,0.52668244,"('hardhearted', 'softhearted')",0.934159,0.5266824,-0.4074766
28,0.91976166,0.8374818,"('disloyal', 'loyal')",0.9197617,0.8374818,-0.0822799
29,-1.189766,-1.3891909,"('unfair', 'fair')",-1.189766,-1.3891909,-0.1994249
30,1.0958302,1.1217815,"('intolerant', 'tolerant')",1.0958302,1.1217815,0.0259513
31,-2.5206347,-2.7175682,"('evil', 'good')",-2.5206347,-2.7175682,-0.1969335
32,1.1944804,1.0310538,"('unkind', 'kind')",1.1944804,1.0310538,-0.1634266
33,-0.8662304,-1.0171658,"('wrong', 'right')",-0.8662304,-1.0171658,-0.1509354
34,3.9208074,4.0064826,"('mean', 'honorable')",3.9208074,4.0064826,0.0856752
35,-1.4240286,-1.6870861,"('corrupt', 'incorrupt')",-1.4240286,-1.6870861,-0.2630575
36,-1.6362852,-1.8648311,"('hostile', 'amicable')",-1.6362852,-1.8648311,-0.2285459
37,0.64166915,0.5363857,"('fake', 'genuine')",0.6416692,0.5363857,-0.1052835
38,-0.46299824,-0.45935884,"('untruthful', 'truthful')",-0.4629982,-0.4593588,0.0036394
39,0.21233803,0.17690045,"('exploitative', 'cooperative')",0.212338,0.1769004,-0.0354376
40,-1.818663,-2.0409896,"('stingy', 'generous')",-1.818663,-2.0409896,-0.2223266
41,-0.13091658,-0.32978544,"('unforgiving', 'forgiving')",-0.1309166,-0.3297854,-0.1988688
42,-2.1660786,-2.0731385,"('unreliable', 'reliable')",-2.1660786,-2.0731385,0.0929401
43,1.1645122,1.2653537,"('irresponsible', 'responsible')",1.1645122,1.2653537,0.1008415
44,-1.6169508,-1.6284171,"('prejudiced', 'unprejudiced')",-1.6169508,-1.6284171,-0.0114663
45,0.6937367,0.5669095,"('incompetent', 'competent')",0.6937367,0.5669095,-0.1268272
46,0.45071697,0.5133355,"('uncompetitive', 'competitive')",0.450717,0.5133355,0.0626185
47,4.3527474,4.3708954,"('stupid', 'smart')",4.3527474,4.3708954,0.018148
48,0.6765503,0.6623337,"('unintelligent', 'intelligent')",0.6765503,0.6623337,-0.0142166
49,-0.30800045,-0.2439015,"('unable', 'able')",-0.3080004,-0.2439015,0.0640989
50,-0.6805589,-0.7106974,"('clumsy', 'skillful')",-0.6805589,-0.7106974,-0.0301385
51,0.44649613,0.45547765,"('uneducated', 'educated')",0.4464961,0.4554777,0.0089816
52,-1.368618,-1.7599336,"('irrational', 'rational')",-1.368618,-1.7599336,-0.3913156
53,-0.21387467,-0.30775604,"('uncreative', 'creative')",-0.2138747,-0.307756,-0.0938813
54,0.21954945,0.2034282,"('incapable', 'capable')",0.2195494,0.2034282,-0.0161212
55,1.0333428,1.0968128,"('incompetent', 'clever')",1.0333428,1.0968128,0.06347
56,1.2240517,1.4413395,"('impractical', 'practical')",1.2240517,1.4413395,0.2172878
57,-1.9342313,-1.915359,"('unimaginative', 'imaginative')",-1.9342313,-1.915359,0.0188723
58,-0.10989894,-0.23000553,"('undiscriminating', 'discriminating')",-0.1098989,-0.2300055,-0.1201066
59,-1.1527505,-1.3072351,"('foolish', 'wise')",-1.1527505,-1.3072351,-0.1544846
60,0.98846114,1.1820577,"('inefficient', 'efficient')",0.9884611,1.1820577,0.1935966
61,0.15942934,-0.12996416,"('illogical', 'logical')",0.1594293,-0.1299642,-0.2893935
62,0.9301127,1.0204555,"('incompetent', 'brilliant')",0.9301127,1.0204555,0.0903428
63,0.69391507,0.78875935,"('unperceptive', 'insightful')",0.6939151,0.7887594,0.0948443
64,-5.10956,-4.8552217,"('shy', 'confident')",-5.10956,-4.8552217,0.2543383
65,0.6223361,0.75559676,"('insecure', 'secure')",0.6223361,0.7555968,0.1332607
66,-0.21571535,-0.39375612,"('inactive', 'active')",-0.2157153,-0.3937561,-0.1780408
67,-0.29430127,-0.15111595,"('doubtful', 'determined')",-0.2943013,-0.151116,0.1431853
68,-1.4557617,-1.4012032,"('dependent', 'independent')",-1.4557617,-1.4012032,0.0545585
69,-2.3318791,-2.3778613,"('lazy', 'industrious')",-2.3318791,-2.3778613,-0.0459822
70,1.9356555,1.9218882,"('lethargic', 'energetic')",1.9356555,1.9218882,-0.0137673
71,-0.043723572,-0.1402328,"('diffident', 'self-confident')",-0.0437236,-0.1402328,-0.0965092
72,0.81878483,0.91177845,"('unambitious', 'ambitious')",0.8187848,0.9117785,0.0929937
73,-3.4509046,-3.369997,"('helpless', 'self-reliant')",-3.4509046,-3.369997,0.0809076
74,0.5000168,0.43095735,"('undedicated', 'dedicated')",0.5000168,0.4309573,-0.0690595
75,-1.0570476,-0.9538019,"('meek', 'impulsive')",-1.0570476,-0.9538019,0.1032457
76,0.61208236,0.68407553,"('anxious', 'daring')",0.6120824,0.6840755,0.0719931
77,-0.5993603,-0.39301297,"('unmotivated', 'motivated')",-0.5993603,-0.393013,0.2063473
78,-0.18733288,-0.10358054,"('nonresilient', 'resilient')",-0.1873329,-0.1035805,0.0837524
79,-1.1992453,-1.1506573,"('wavering', 'unwavering')",-1.1992453,-1.1506573,0.048588
80,0.85395634,0.93902445,"('dominated', 'dominating')",0.8539563,0.9390244,0.0850681
81,0.6136557,0.86605513,"('submissive', 'aggressive')",0.6136557,0.8660551,0.2523994
