,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,female-male
0,-0.22937837,-0.48767066,"('unsociable', 'sociable')",-0.25640512,-0.46960086,-0.10515478,-0.36980498,-0.1969794,-0.4423588,-0.2453794
1,1.0213802,1.0827479,"('unfriendly', 'friendly')",1.2749572,1.2260028,1.1893326,1.1260676,1.16189,1.1449394,-0.0169506
2,-0.52275795,-0.39182204,"('unlikable', 'likable')",-0.4792361,-0.40194008,0.78631973,0.9847387,-0.0718914,0.0636589,0.1355503
3,-1.5570383,-1.5409405,"('repellent', 'pleasant')",-1.4208657,-1.440564,0.9132604,0.8704487,-0.6882145,-0.7036853,-0.0154708
4,-0.30309895,-0.18670428,"('disliked', 'liked')",0.048803527,0.13573837,-6.552197,-6.4860253,-2.2688308,-2.178997,0.0898338
5,0.7444516,1.0381491,"('distant', 'outgoing')",0.74698424,0.9813292,-1.3194084,-1.0401055,0.0573424,0.3264576,0.2691152
6,0.1393035,0.4863554,"('distant', 'open')",0.84623796,1.1064062,-1.2690986,-0.9762601,-0.0945191,0.2055005,0.3000196
7,-0.086647205,-0.2057623,"('insensitive', 'sensitive')",-0.6576028,-0.78778654,0.04781776,-0.015397344,-0.2321441,-0.3363154,-0.1041713
8,1.3374392,1.5055065,"('unaffectionate', 'affectionate')",2.1364796,2.1095834,0.061730355,0.07736137,1.1785498,1.2308171,0.0522673
9,1.5734098,1.695558,"('unaffectionate', 'caring')",1.6727458,1.6750829,0.5062283,0.5341716,1.2507947,1.3016041,0.0508094
10,-0.6787914,-0.87031054,"('unsympathetic', 'sympathetic')",-1.065114,-1.3909321,-0.21605065,-0.3977597,-0.6533187,-0.8863341,-0.2330154
11,0.9055122,0.7356585,"('unhelpful', 'helpful')",-0.009474918,-0.05068865,2.79516,2.7504597,1.2303991,1.1451432,-0.0852559
12,0.5558917,0.62791693,"('unsupportive', 'supportive')",0.7786906,0.7369526,-2.0346253,-1.9914392,-0.2333477,-0.2088565,0.0244912
13,-0.8267968,-1.0916115,"('impolite', 'polite')",-1.0128405,-1.2068702,-0.06576161,-0.27645537,-0.6351329,-0.8583124,-0.2231795
14,-0.79955065,-1.1198155,"('antisocial', 'social')",-0.72333395,-0.9691582,-0.16796406,-0.43473047,-0.5636162,-0.8412347,-0.2776185
15,1.6183685,1.5778459,"('boring', 'funny')",1.6986592,1.6801507,0.989297,1.1127728,1.4354415,1.4569232,0.0214817
16,0.85161513,0.9676143,"('unpopular', 'popular')",1.3307385,1.4239686,0.27842367,0.31541094,0.8202591,0.9023313,0.0820722
