,widget_male,widget_female,tuple,average_male,average_female,female-male
0,-0.14131379,-0.39920723,"('unsociable', 'sociable')",-0.1413138,-0.3992072,-0.2578934
1,0.27949247,-0.046749473,"('unfriendly', 'friendly')",0.2794925,-0.0467495,-0.326242
2,-0.99634016,-0.981542,"('unlikable', 'likable')",-0.9963402,-0.981542,0.0147982
3,-0.16888583,0.05318253,"('repellent', 'pleasant')",-0.1688858,0.0531825,0.2220683
4,-3.2475395,-3.474785,"('disliked', 'liked')",-3.2475395,-3.4747851,-0.2272456
5,-0.01137015,-0.3581988,"('distant', 'outgoing')",-0.0113702,-0.3581988,-0.3468286
6,-0.16200146,-0.47558582,"('distant', 'open')",-0.1620015,-0.4755858,-0.3135843
7,0.031330846,0.31085333,"('insensitive', 'sensitive')",0.0313308,0.3108533,0.2795225
8,-0.9670957,-1.1051475,"('unaffectionate', 'affectionate')",-0.9670957,-1.1051475,-0.1380518
9,-0.35647506,-0.49489015,"('unaffectionate', 'caring')",-0.3564751,-0.4948902,-0.1384151
10,-0.6976173,-0.5622135,"('unsympathetic', 'sympathetic')",-0.6976173,-0.5622135,0.1354038
11,0.95954424,0.98663336,"('unhelpful', 'helpful')",0.9595442,0.9866334,0.0270892
12,-1.0778815,-1.1645511,"('unsupportive', 'supportive')",-1.0778815,-1.1645511,-0.0866696
13,-0.67089105,-0.9042838,"('impolite', 'polite')",-0.670891,-0.9042838,-0.2333928
14,0.022297641,0.11653302,"('antisocial', 'social')",0.0222976,0.116533,0.0942354
15,0.41691148,0.3329167,"('boring', 'funny')",0.4169115,0.3329167,-0.0839948
16,-0.09844693,-0.16191795,"('unpopular', 'popular')",-0.0984469,-0.161918,-0.0634711
17,-0.16772294,-0.25151944,"('nasty', 'nice')",-0.1677229,-0.2515194,-0.0837965
18,-0.46998742,-0.5475047,"('disagreeable', 'welcoming')",-0.4699874,-0.5475047,-0.0775173
19,-0.66627455,-0.81200635,"('inhospitable', 'hospitable')",-0.6662745,-0.8120064,-0.1457319
20,0.7604558,0.8204309,"('rough', 'thoughtful')",0.7604558,0.8204309,0.0599751
21,-0.583785,-0.6062575,"('immoral', 'moral')",-0.583785,-0.6062575,-0.0224725
22,-0.6264541,-0.6090244,"('untrustworthy', 'trustworthy')",-0.6264541,-0.6090244,0.0174297
23,2.7849386,2.9356916,"('insincere', 'sincere')",2.7849386,2.9356916,0.150753
24,-0.409395,-0.3106817,"('dishonest', 'honest')",-0.409395,-0.3106817,0.0987133
25,0.45680854,0.384233,"('egoistic', 'altruistic')",0.4568085,0.384233,-0.0725755
26,0.43615702,0.17334366,"('hardhearted', 'benevolent')",0.436157,0.1733437,-0.2628133
27,1.0658221,0.9123208,"('hardhearted', 'softhearted')",1.0658221,0.9123208,-0.1535013
28,0.05636949,-0.031546667,"('disloyal', 'loyal')",0.0563695,-0.0315467,-0.0879162
29,-0.40945327,-0.5907734,"('unfair', 'fair')",-0.4094533,-0.5907734,-0.1813201
30,0.98254174,0.9463713,"('intolerant', 'tolerant')",0.9825417,0.9463713,-0.0361704
31,-1.2206957,-1.3868259,"('evil', 'good')",-1.2206957,-1.3868259,-0.1661302
32,0.12497634,-0.016046207,"('unkind', 'kind')",0.1249763,-0.0160462,-0.1410225
33,-0.11761352,-0.32917544,"('wrong', 'right')",-0.1176135,-0.3291754,-0.2115619
34,2.5044587,2.6045003,"('mean', 'honorable')",2.5044587,2.6045003,0.1000416
35,-0.52379006,-0.60643333,"('corrupt', 'incorrupt')",-0.5237901,-0.6064333,-0.0826432
36,-1.0819507,-1.2455902,"('hostile', 'amicable')",-1.0819507,-1.2455902,-0.1636395
37,-0.886539,-0.6992745,"('fake', 'genuine')",-0.886539,-0.6992745,0.1872645
38,-0.48508775,-0.54986024,"('untruthful', 'truthful')",-0.4850878,-0.5498602,-0.0647724
39,0.41074097,0.3094618,"('exploitative', 'cooperative')",0.410741,0.3094618,-0.1012792
40,-0.918257,-0.8455553,"('stingy', 'generous')",-0.918257,-0.8455553,0.0727017
41,-0.40773982,-0.6919289,"('unforgiving', 'forgiving')",-0.4077398,-0.6919289,-0.2841891
42,-2.342141,-2.1759744,"('unreliable', 'reliable')",-2.3421409,-2.1759744,0.1661665
43,-0.37839264,-0.5124311,"('irresponsible', 'responsible')",-0.3783926,-0.5124311,-0.1340385
44,-0.82408047,-0.774542,"('prejudiced', 'unprejudiced')",-0.8240805,-0.774542,0.0495385
45,-0.7215205,-0.68515295,"('incompetent', 'competent')",-0.7215205,-0.6851529,0.0363676
46,-0.7518873,-0.6693694,"('uncompetitive', 'competitive')",-0.7518873,-0.6693694,0.0825179
47,2.0697756,2.4178824,"('stupid', 'smart')",2.0697756,2.4178824,0.3481068
48,0.52619684,0.48035643,"('unintelligent', 'intelligent')",0.5261968,0.4803564,-0.0458404
49,0.025531866,0.0345117,"('unable', 'able')",0.0255319,0.0345117,0.0089798
50,-0.47538364,-0.26012343,"('clumsy', 'skillful')",-0.4753836,-0.2601234,0.2152602
