,inversion_male,inversion_female,tuple,average_male,average_female,female-male
0,0.32602754,0.3627267,"('unsociable', 'sociable')",0.3260275,0.3627267,0.0366992
1,0.913095,0.84208745,"('unfriendly', 'friendly')",0.913095,0.8420874,-0.0710076
2,0.4568229,0.61061376,"('unlikable', 'likable')",0.4568229,0.6106138,0.1537909
3,0.9598064,1.100521,"('repellent', 'pleasant')",0.9598064,1.100521,0.1407146
4,-7.422547,-7.3220696,"('disliked', 'liked')",-7.4225469,-7.3220696,0.1004773
5,-0.6252904,-0.5790212,"('distant', 'outgoing')",-0.6252904,-0.5790212,0.0462692
6,-0.24483553,-0.28338534,"('distant', 'open')",-0.2448355,-0.2833853,-0.0385498
7,1.5090308,1.5186769,"('insensitive', 'sensitive')",1.5090308,1.5186769,0.0096461
8,1.0092424,0.8457929,"('unaffectionate', 'affectionate')",1.0092424,0.8457929,-0.1634495
9,1.2167222,1.2123233,"('unaffectionate', 'caring')",1.2167222,1.2123233,-0.0043989
10,1.801956,1.7396019,"('unsympathetic', 'sympathetic')",1.8019561,1.7396019,-0.0623542
11,1.9451592,1.9897654,"('unhelpful', 'helpful')",1.9451592,1.9897654,0.0446062
12,-1.2104176,-1.0803162,"('unsupportive', 'supportive')",-1.2104176,-1.0803162,0.1301014
13,0.2591196,0.31462786,"('impolite', 'polite')",0.2591196,0.3146279,0.0555083
14,0.21965593,0.32313174,"('antisocial', 'social')",0.2196559,0.3231317,0.1034758
15,0.20951563,0.17639053,"('boring', 'funny')",0.2095156,0.1763905,-0.0331251
16,-0.75133103,-0.57743245,"('unpopular', 'popular')",-0.751331,-0.5774325,0.1738985
17,0.09094344,0.073203586,"('nasty', 'nice')",0.0909434,0.0732036,-0.0177398
18,-0.6080935,-0.52535194,"('disagreeable', 'welcoming')",-0.6080935,-0.5253519,0.0827416
19,-0.58118457,-0.5976179,"('inhospitable', 'hospitable')",-0.5811846,-0.5976179,-0.0164333
20,0.7764031,0.616921,"('rough', 'thoughtful')",0.7764031,0.616921,-0.1594821
21,0.31639156,0.49044013,"('immoral', 'moral')",0.3163916,0.4904401,0.1740485
22,0.17046365,0.22988394,"('untrustworthy', 'trustworthy')",0.1704637,0.2298839,0.0594202
23,6.4103875,6.441774,"('insincere', 'sincere')",6.4103875,6.4417739,0.0313864
24,1.853812,1.8512418,"('dishonest', 'honest')",1.853812,1.8512418,-0.0025702
25,0.20705955,0.19738615,"('egoistic', 'altruistic')",0.2070595,0.1973861,-0.0096734
26,0.26464975,0.07944382,"('hardhearted', 'benevolent')",0.2646497,0.0794438,-0.1852059
27,1.7522094,1.5281054,"('hardhearted', 'softhearted')",1.7522094,1.5281054,-0.224104
28,0.95908946,0.84321934,"('disloyal', 'loyal')",0.9590895,0.8432193,-0.1158702
29,-0.34080377,-0.49730572,"('unfair', 'fair')",-0.3408038,-0.4973057,-0.1565019
30,1.463972,1.4316683,"('intolerant', 'tolerant')",1.463972,1.4316683,-0.0323037
31,-1.5241512,-1.5270528,"('evil', 'good')",-1.5241512,-1.5270528,-0.0029016
32,1.2830826,1.2092282,"('unkind', 'kind')",1.2830826,1.2092282,-0.0738544
33,-1.0586936,-0.9405296,"('wrong', 'right')",-1.0586936,-0.9405296,0.118164
34,4.3480973,4.5213366,"('mean', 'honorable')",4.3480973,4.5213366,0.1732393
35,-1.335435,-1.5646508,"('corrupt', 'incorrupt')",-1.335435,-1.5646508,-0.2292158
36,-1.0097488,-1.1534005,"('hostile', 'amicable')",-1.0097488,-1.1534005,-0.1436517
37,0.7880978,0.70456046,"('fake', 'genuine')",0.7880978,0.7045605,-0.0835373
38,-0.3979815,-0.28332236,"('untruthful', 'truthful')",-0.3979815,-0.2833224,0.1146591
39,-0.0492578,-0.037497915,"('exploitative', 'cooperative')",-0.0492578,-0.0374979,0.0117599
40,-0.9583871,-1.0158101,"('stingy', 'generous')",-0.9583871,-1.0158101,-0.057423
41,0.11518866,0.022602044,"('unforgiving', 'forgiving')",0.1151887,0.022602,-0.0925867
42,-1.5067763,-1.4524792,"('unreliable', 'reliable')",-1.5067763,-1.4524792,0.0542971
43,1.70746,1.7334018,"('irresponsible', 'responsible')",1.70746,1.7334018,0.0259418
