,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,female-male
0,0.13901827,-0.009012938,"('unsociable', 'sociable')",1.221068,1.0799385,0.7357319,0.5762178,0.3274888,0.24213687,0.6058268,0.4723201,-0.1335067
1,-0.5652019,-0.5500586,"('unfriendly', 'friendly')",-1.2051072,-1.1988752,-1.6823392,-1.8016591,-1.2714459,-1.3290159,-1.1810235,-1.2199022,-0.0388787
2,1.936751,2.0136065,"('unlikable', 'likable')",2.1717162,2.2477424,0.98296994,1.0142472,1.2699885,1.2892888,1.5903563,1.641221,0.0508647
3,-0.44581735,-0.48033124,"('repellent', 'pleasant')",0.4997612,0.46583325,0.25283456,0.3268019,0.4914098,0.5848057,0.1995471,0.2242774,0.0247303
4,0.30403006,0.2370606,"('disliked', 'liked')",-0.7265389,-0.6244072,-0.7146884,-0.74937534,-3.8274353,-3.9267292,-1.2411581,-1.2658627,-0.0247046
5,-0.9082184,-0.71586007,"('distant', 'outgoing')",-1.0223546,-0.7236787,-1.9841555,-1.922997,-2.678381,-2.6504877,-1.6482774,-1.5032558,0.1450216
6,-0.94595855,-0.7313251,"('distant', 'open')",-1.9219128,-1.6534847,-2.7667727,-2.6987078,-2.725459,-2.666027,-2.0900259,-1.9373862,0.1526397
7,0.18371396,0.15990356,"('insensitive', 'sensitive')",0.647962,0.63346714,0.18656859,0.2112877,0.15404598,0.22357833,0.2930726,0.3070592,0.0139866
8,-0.7670102,-0.6509535,"('unaffectionate', 'affectionate')",-1.0720676,-0.9880047,-1.4588981,-1.5264701,-1.6634241,-1.7042226,-1.24035,-1.2174127,0.0229373
9,-0.06295915,0.056062497,"('unaffectionate', 'caring')",0.032793917,0.11537454,-1.1398498,-1.2502875,-1.0775156,-1.0782462,-0.5618826,-0.5392742,0.0226084
10,-0.57971346,-0.6070466,"('unsympathetic', 'sympathetic')",0.4644578,0.37173626,0.61847484,0.55888194,0.32182252,0.33514458,0.2062604,0.1646791,-0.0415813
11,0.9288651,0.92766076,"('unhelpful', 'helpful')",2.1439319,2.0730486,0.8655481,0.7790203,1.5467072,1.5159056,1.371263,1.3239088,-0.0473542
12,0.8925309,1.0256068,"('unsupportive', 'supportive')",0.9864913,1.1880909,-0.030372102,-0.060710736,-1.9020342,-1.8904821,-0.013346,0.0656262,0.0789722
13,1.1079775,1.1251414,"('impolite', 'polite')",2.2796175,2.2741728,1.5549934,1.5373151,0.8621037,0.8643357,1.4511731,1.4502412,-0.0009319
14,1.466296,1.3882297,"('antisocial', 'social')",2.7550473,2.6681268,1.846032,1.8545103,1.2838669,1.2878956,1.8378105,1.7996906,-0.0381199
15,0.69971997,0.66971934,"('boring', 'funny')",0.72363454,0.7618264,0.14703967,0.08389724,0.39665672,0.34151143,0.4917627,0.4642386,-0.0275241
16,0.2228855,0.063645855,"('unpopular', 'popular')",-0.6747395,-0.7397027,-0.89833957,-0.9629037,-0.33341724,-0.39950958,-0.4209027,-0.5096176,-0.0887149
17,-0.86200297,-0.8049677,"('nasty', 'nice')",-0.099713184,-0.024877507,-0.6302926,-0.62370235,-0.5970032,-0.6283405,-0.547253,-0.520472,0.026781
18,0.86777633,0.96928054,"('disagreeable', 'welcoming')",-0.29939944,-0.22646075,-0.5126583,-0.4817546,-1.1983737,-1.1994098,-0.2856638,-0.2345862,0.0510776
19,-0.91394526,-0.8510447,"('inhospitable', 'hospitable')",-0.7248085,-0.6333239,-1.1006355,-1.0641632,-1.5549918,-1.5724758,-1.0735953,-1.0302519,0.0433434
20,0.088611804,0.11372086,"('rough', 'thoughtful')",0.37748998,0.35839304,0.37770224,0.3200982,0.38973263,0.36834204,0.3083842,0.2901385,-0.0182457
21,1.0847137,0.9758278,"('immoral', 'moral')",2.7659209,2.5874681,1.3953531,1.3447602,0.6371474,0.63360125,1.4707838,1.3854144,-0.0853694
22,-0.023664895,-0.098998085,"('untrustworthy', 'trustworthy')",0.93353784,0.80549645,0.68543196,0.7082659,0.062720284,0.08150799,0.4145063,0.3740681,-0.0404382
23,0.5383003,0.53349984,"('insincere', 'sincere')",1.26652,1.1347467,0.9438165,0.88145924,2.703976,2.750058,1.3631532,1.3249409,-0.0382123
24,-0.25115797,-0.21406133,"('dishonest', 'honest')",0.14356586,0.15407048,-0.3307439,-0.27668947,0.033833433,0.050293602,-0.1011256,-0.0715967,0.0295289
25,0.19201563,0.14155576,"('egoistic', 'altruistic')",-0.62126136,-0.57356197,-0.30842438,-0.37723568,0.771908,0.7215682,0.0085595,-0.0219184,-0.0304779
26,1.1055453,1.1335465,"('hardhearted', 'benevolent')",0.32451397,0.32501572,-0.11370981,-0.17891124,0.80237305,0.711315,0.5296806,0.4977415,-0.0319391
