,mgm_male,mgm_female,tuple,resorts_male,resorts_female,international_male,international_female,average_male,average_female,female-male
0,1.75388,1.6520942,"('unsociable', 'sociable')",1.1229283,1.0200545,0.29900473,0.32158253,1.0586043,0.9979104,-0.0606939
1,0.95608544,0.8890218,"('unfriendly', 'friendly')",1.9765222,2.0830076,1.4060485,1.3119606,1.4462188,1.4279966,-0.0182222
2,0.8917975,0.9522362,"('unlikable', 'likable')",1.5267897,1.5354822,0.35763317,0.41053194,0.9254068,0.9660834,0.0406766
3,-0.5012069,-0.47362262,"('repellent', 'pleasant')",-1.2759168,-1.22052,0.8459135,0.9351828,-0.3104034,-0.2529866,0.0574168
4,-0.20290723,-0.21656013,"('disliked', 'liked')",0.31148252,0.30559272,-7.7528796,-7.7824044,-2.5481014,-2.5644573,-0.0163559
5,0.508173,0.5702387,"('distant', 'outgoing')",1.7887877,1.8642645,-0.3179792,-0.28047356,0.6596605,0.7180099,0.0583494
6,0.8857598,0.93324363,"('distant', 'open')",1.611332,1.7196378,0.2005479,0.20193538,0.8992132,0.9516056,0.0523924
7,0.91537637,0.8950444,"('insensitive', 'sensitive')",0.2670154,0.33733702,0.19480053,0.2177094,0.4590641,0.4833636,0.0242995
8,1.2143142,1.22325,"('unaffectionate', 'affectionate')",1.5599555,1.5419564,0.7356343,0.68085766,1.169968,1.148688,-0.02128
9,2.1157107,2.1264465,"('unaffectionate', 'caring')",2.2069356,2.2190354,1.684247,1.6838105,2.0022977,2.009764,0.0074663
10,0.6713516,0.5850678,"('unsympathetic', 'sympathetic')",-1.8124287,-1.8204844,-0.15068012,-0.085859254,-0.4305857,-0.4404253,-0.0098396
11,-0.20596181,-0.22421435,"('unhelpful', 'helpful')",-0.8560205,-0.88620555,2.6041055,2.6782186,0.5140411,0.5225996,0.0085585
12,1.7553194,1.7117375,"('unsupportive', 'supportive')",1.183004,1.1753192,-1.886524,-1.8917333,0.3505998,0.3317745,-0.0188253
13,0.22058481,0.13575715,"('impolite', 'polite')",-0.41632414,-0.48823482,0.55027086,0.57950467,0.1181772,0.0756757,-0.0425015
14,1.3078943,1.2592442,"('antisocial', 'social')",0.62215483,0.57573724,-0.25260773,-0.250429,0.5591472,0.5281841,-0.0309631
15,0.30412728,0.2758,"('boring', 'funny')",0.79273355,0.70458007,-0.104574524,-0.07487037,0.3307621,0.3018366,-0.0289255
16,0.26709506,0.33786958,"('unpopular', 'popular')",2.3953166,2.4412029,0.9672209,1.0746975,1.2098775,1.28459,0.0747125
17,-0.94547445,-0.86224115,"('nasty', 'nice')",-0.40014374,-0.34817457,-1.030108,-0.97909975,-0.7919087,-0.7298385,0.0620702
18,1.3276869,1.3148093,"('disagreeable', 'welcoming')",1.1935725,1.2476751,-0.34722954,-0.3662952,0.7246766,0.7320631,0.0073865
19,-1.086838,-1.0071284,"('inhospitable', 'hospitable')",-1.2409081,-1.1720592,-0.4254357,-0.2701565,-0.9177273,-0.8164481,0.1012792
