,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,female-male
0,-0.29218546,-0.4486006,"('unsociable', 'sociable')",-0.035459474,-0.20292225,-0.1638225,-0.3257614,-0.1619389
1,0.42224377,0.4507245,"('unfriendly', 'friendly')",1.1817216,1.120727,0.8019826,0.7857257,-0.0162569
2,0.5925815,0.57937163,"('unlikable', 'likable')",0.7170825,0.7529411,0.654832,0.6661564,0.0113244
3,-1.5161715,-1.3707184,"('repellent', 'pleasant')",0.42187747,0.3954016,-0.547147,-0.4876584,0.0594886
4,0.39470094,0.3248141,"('disliked', 'liked')",-6.682976,-6.853194,-3.1441374,-3.26419,-0.1200526
5,0.10395423,0.2107241,"('distant', 'outgoing')",-0.5265498,-0.44993678,-0.2112978,-0.1196063,0.0916915
6,-0.21648529,-0.083434865,"('distant', 'open')",-0.2198632,-0.12643594,-0.2181742,-0.1049354,0.1132388
7,0.34391153,0.30704212,"('insensitive', 'sensitive')",0.07331398,0.09105328,0.2086128,0.1990477,-0.0095651
8,0.64496535,0.6581325,"('unaffectionate', 'affectionate')",0.6474893,0.64077115,0.6462274,0.6494519,0.0032245
9,1.1028975,1.1074749,"('unaffectionate', 'caring')",1.4386733,1.4368486,1.2707853,1.2721617,0.0013764
10,-0.684764,-0.8532526,"('unsympathetic', 'sympathetic')",-0.32643276,-0.29190138,-0.5055984,-0.572577,-0.0669786
11,0.24884617,0.14737025,"('unhelpful', 'helpful')",2.6401072,2.6946456,1.4444766,1.421008,-0.0234686
12,0.47067368,0.5731709,"('unsupportive', 'supportive')",-1.657887,-1.6497924,-0.5936067,-0.5383108,0.0552959
13,-0.1442925,-0.25245115,"('impolite', 'polite')",0.21953246,0.16446447,0.03762,-0.0439933,-0.0816133
14,-0.15128562,-0.19310474,"('antisocial', 'social')",0.25087872,0.09571547,0.0497966,-0.0486946,-0.0984912
15,1.1113619,0.90464926,"('boring', 'funny')",0.3544561,0.26769045,0.732909,0.5861698,-0.1467392
16,-1.1667985,-1.2693741,"('unpopular', 'popular')",0.5898338,0.4657827,-0.2884823,-0.4017957,-0.1133134
17,0.2510809,0.2773191,"('nasty', 'nice')",-0.5307298,-0.53953,-0.1398244,-0.1311054,0.008719
18,-0.44229907,-0.41336036,"('disagreeable', 'welcoming')",-0.19603573,-0.22029611,-0.3191674,-0.3168283,0.0023391
19,-0.6305416,-0.64732295,"('inhospitable', 'hospitable')",-0.31209633,-0.2787727,-0.471319,-0.4630478,0.0082712
20,-0.30411032,-0.37681416,"('rough', 'thoughtful')",0.4965085,0.47304484,0.0961991,0.0481153,-0.0480838
21,0.2590602,0.086077884,"('immoral', 'moral')",0.19602172,0.16655448,0.227541,0.1263162,-0.1012248
22,-1.1309605,-1.2444549,"('untrustworthy', 'trustworthy')",-0.59106994,-0.66344565,-0.8610152,-0.9539503,-0.0929351
23,-0.30936182,-0.4544099,"('insincere', 'sincere')",6.5117273,6.534028,3.1011827,3.039809,-0.0613737
24,0.42960453,0.4324197,"('dishonest', 'honest')",1.0524276,1.0644187,0.7410161,0.7484192,0.0074031
25,0.85028386,0.8474102,"('egoistic', 'altruistic')",0.6516329,0.623117,0.7509584,0.7352636,-0.0156948
26,3.06674,2.9885325,"('hardhearted', 'benevolent')",1.5757082,1.5313491,2.3212242,2.2599409,-0.0612833
27,0.6261576,0.73530114,"('hardhearted', 'softhearted')",0.7218704,0.6627532,0.674014,0.6990272,0.0250132
28,0.25661922,0.053779814,"('disloyal', 'loyal')",1.3206394,1.2019085,0.7886293,0.6278442,-0.1607851
29,-1.4093121,-1.4200392,"('unfair', 'fair')",-0.7680171,-0.8667146,-1.0886647,-1.1433768,-0.0547121
30,0.33427843,0.27163118,"('intolerant', 'tolerant')",0.986344,0.90968883,0.6603112,0.59066,-0.0696512
31,-0.8243542,-0.5976335,"('evil', 'good')",-1.5448753,-1.5409458,-1.1846147,-1.0692897,0.115325
32,0.6665578,0.50640494,"('unkind', 'kind')",0.9829847,0.8435234,0.8247713,0.6749642,-0.1498071
33,0.8352945,0.7585579,"('wrong', 'right')",-0.034265727,-0.15682223,0.4005144,0.3008679,-0.0996465
34,0.40892845,0.5332002,"('mean', 'honorable')",5.662776,5.794917,3.0358522,3.1640587,0.1282065
35,-0.40229937,-0.53467226,"('corrupt', 'incorrupt')",-0.34099835,-0.46407837,-0.3716488,-0.4993753,-0.1277265
36,0.45519263,0.43010643,"('hostile', 'amicable')",0.32477224,0.1507222,0.3899824,0.2904143,-0.0995681
37,0.08990048,-0.009283293,"('fake', 'genuine')",0.2882981,0.274348,0.1890993,0.1325323,-0.056567
38,0.26287538,0.21371965,"('untruthful', 'truthful')",0.8114178,0.8746751,0.5371466,0.5441974,0.0070508
39,0.44046932,0.58072317,"('exploitative', 'cooperative')",0.32171217,0.3350348,0.3810908,0.457879,0.0767882
40,0.0033693723,0.10804853,"('stingy', 'generous')",-2.778951,-2.8448086,-1.3877908,-1.3683801,0.0194107
41,-0.429068,-0.42949593,"('unforgiving', 'forgiving')",0.12092993,0.019990865,-0.154069,-0.2047525,-0.0506835
42,-0.8001219,-0.92269766,"('unreliable', 'reliable')",-3.1002922,-3.126277,-1.950207,-2.0244873,-0.0742803
43,0.0012075901,0.02042611,"('irresponsible', 'responsible')",0.60380566,0.64530814,0.3025066,0.3328671,0.0303605
44,-0.76856333,-0.7693619,"('prejudiced', 'unprejudiced')",-0.92693955,-0.8439953,-0.8477514,-0.8066786,0.0410728
45,-1.3790183,-1.4487939,"('incompetent', 'competent')",0.06219659,0.020610232,-0.6584108,-0.7140918,-0.055681
46,-0.7136159,-0.77892077,"('uncompetitive', 'competitive')",-0.58314526,-0.6174499,-0.6483806,-0.6981853,-0.0498047
47,0.14910558,0.18212262,"('stupid', 'smart')",5.291464,5.463033,2.7202847,2.822578,0.1022933
48,0.5685127,0.5472182,"('unintelligent', 'intelligent')",0.41699538,0.39500085,0.492754,0.4711095,-0.0216445
49,-0.24891075,-0.21135041,"('unable', 'able')",-0.019621406,0.026828274,-0.1342661,-0.0922611,0.042005
50,-1.0596707,-1.259644,"('clumsy', 'skillful')",0.1032632,0.020946164,-0.4782037,-0.6193489,-0.1411452
51,-0.79264754,-0.98700947,"('uneducated', 'educated')",0.62944114,0.4933039,-0.0816032,-0.2468528,-0.1652496
52,-0.28824934,-0.4016989,"('irrational', 'rational')",-0.19744033,-0.306473,-0.2428448,-0.3540859,-0.1112411
53,0.14476357,0.044553127,"('uncreative', 'creative')",-0.13963217,-0.22147135,0.0025657,-0.0884591,-0.0910248
54,-1.0596408,-1.2073959,"('incapable', 'capable')",0.8851255,0.94513506,-0.0872576,-0.1311304,-0.0438728
55,-0.032065917,-0.025517523,"('incompetent', 'clever')",-0.23651902,-0.26189202,-0.1342925,-0.1437048,-0.0094123
56,1.2047724,1.0399671,"('impractical', 'practical')",0.6848168,0.6620607,0.9447945,0.8510139,-0.0937806
57,0.19907033,0.053630844,"('unimaginative', 'imaginative')",-3.4423575,-3.4813175,-1.6216435,-1.7138433,-0.0921998
58,0.58017343,0.5172383,"('undiscriminating', 'discriminating')",-0.19494987,-0.24521878,0.1926118,0.1360098,-0.056602
59,0.20614393,0.18405093,"('foolish', 'wise')",0.39202034,0.44457877,0.2990821,0.3143148,0.0152327
60,0.43637356,0.503024,"('inefficient', 'efficient')",0.13142325,0.22154857,0.2838984,0.3622863,0.0783879
61,0.029646825,-0.083880745,"('illogical', 'logical')",0.17417255,-0.0068315826,0.1019097,-0.0453562,-0.1472659
62,0.48569414,0.5517233,"('incompetent', 'brilliant')",0.59821904,0.7058045,0.5419566,0.6287639,0.0868073
63,-0.6434123,-0.6553706,"('unperceptive', 'insightful')",0.8797916,0.90113306,0.1181897,0.1228812,0.0046915
64,-1.1464089,-1.1423299,"('shy', 'confident')",-6.2309403,-6.3300133,-3.6886747,-3.7361717,-0.047497
65,0.3143442,0.20047407,"('insecure', 'secure')",0.06578562,0.075639606,0.1900649,0.1380568,-0.0520081
66,-0.72852355,-0.6907967,"('inactive', 'active')",0.95764905,0.9997367,0.1145627,0.15447,0.0399073
67,-0.21152818,-0.36104444,"('doubtful', 'determined')",0.009788059,-0.010947533,-0.1008701,-0.185996,-0.0851259
68,-0.6806891,-0.8204692,"('dependent', 'independent')",-0.30752656,-0.33553955,-0.4941078,-0.5780044,-0.0838966
69,0.45903623,0.4836654,"('lazy', 'industrious')",-0.6106914,-0.6072406,-0.0758276,-0.0617876,0.01404
70,-0.8956401,-0.85657656,"('lethargic', 'energetic')",0.5388054,0.4650864,-0.1784173,-0.1957451,-0.0173278
71,0.6901735,0.72089314,"('diffident', 'self-confident')",0.9669033,0.8856228,0.8285384,0.8032579,-0.0252805
72,0.996533,1.0646483,"('unambitious', 'ambitious')",-0.40670136,-0.29145873,0.2949158,0.3865948,0.091679
73,1.09863,1.0408324,"('helpless', 'self-reliant')",-3.6739287,-3.6996217,-1.2876494,-1.3293946,-0.0417452
74,-0.20329934,-0.24788085,"('undedicated', 'dedicated')",-0.016590662,-0.06379994,-0.109945,-0.1558404,-0.0458954
75,-0.823201,-0.8655767,"('meek', 'impulsive')",-0.4458601,-0.32339042,-0.6345305,-0.5944836,0.0400469
76,-0.6280106,-0.6763335,"('anxious', 'daring')",0.43793863,0.4779541,-0.095036,-0.0991897,-0.0041537
77,-1.2637588,-1.2661918,"('unmotivated', 'motivated')",-1.0974313,-1.0801145,-1.180595,-1.1731532,0.0074418
78,-1.0205668,-0.9684292,"('nonresilient', 'resilient')",-0.21775845,-0.26787063,-0.6191626,-0.6181499,0.0010127
79,-0.40900266,-0.5448176,"('wavering', 'unwavering')",0.17715918,0.23819011,-0.1159217,-0.1533138,-0.0373921
