,knight_male,knight_female,tuple,average_male,average_female,female-male
0,0.05918484,0.01428327,"('unsociable', 'sociable')",0.0591848,0.0142833,-0.0449015
1,1.6688079,1.7850819,"('unfriendly', 'friendly')",1.6688079,1.7850819,0.116274
2,0.008109534,0.086062916,"('unlikable', 'likable')",0.0081095,0.0860629,0.0779534
3,0.9096557,1.0998032,"('repellent', 'pleasant')",0.9096557,1.0998032,0.1901475
4,-7.24701,-7.2539935,"('disliked', 'liked')",-7.2470102,-7.2539935,-0.0069833
5,-0.67720157,-0.3595944,"('distant', 'outgoing')",-0.6772016,-0.3595944,0.3176072
6,-0.33773035,-0.0074127205,"('distant', 'open')",-0.3377303,-0.0074127,0.3303176
7,1.390881,1.4854105,"('insensitive', 'sensitive')",1.3908809,1.4854105,0.0945296
8,1.4423155,1.4716403,"('unaffectionate', 'affectionate')",1.4423155,1.4716403,0.0293248
9,2.0463774,2.2215717,"('unaffectionate', 'caring')",2.0463774,2.2215717,0.1751943
10,1.2582124,1.2415297,"('unsympathetic', 'sympathetic')",1.2582124,1.2415297,-0.0166827
11,1.7906611,1.9613144,"('unhelpful', 'helpful')",1.7906611,1.9613144,0.1706533
12,-1.1323472,-1.0085254,"('unsupportive', 'supportive')",-1.1323472,-1.0085254,0.1238218
13,0.028117985,0.08585801,"('impolite', 'polite')",0.028118,0.085858,0.05774
14,0.06591049,-0.1552496,"('antisocial', 'social')",0.0659105,-0.1552496,-0.2211601
15,0.20469296,0.13254796,"('boring', 'funny')",0.204693,0.132548,-0.072145
16,-0.70551,-0.50589657,"('unpopular', 'popular')",-0.70551,-0.5058966,0.1996134
17,-0.22075224,-0.18127187,"('nasty', 'nice')",-0.2207522,-0.1812719,0.0394803
18,-0.3205691,-0.24012563,"('disagreeable', 'welcoming')",-0.3205691,-0.2401256,0.0804435
19,-0.47282937,-0.2952112,"('inhospitable', 'hospitable')",-0.4728294,-0.2952112,0.1776182
20,0.47829562,0.29047766,"('rough', 'thoughtful')",0.4782956,0.2904777,-0.1878179
21,-0.06904444,0.0091856755,"('immoral', 'moral')",-0.0690444,0.0091857,0.0782301
22,-0.6210341,-0.5362459,"('untrustworthy', 'trustworthy')",-0.6210341,-0.5362459,0.0847882
23,6.8634033,7.0640855,"('insincere', 'sincere')",6.8634033,7.0640855,0.2006822
24,1.815916,1.8531443,"('dishonest', 'honest')",1.8159159,1.8531443,0.0372284
25,1.3216635,1.2424275,"('egoistic', 'altruistic')",1.3216635,1.2424275,-0.079236
26,0.9435092,0.48922375,"('hardhearted', 'benevolent')",0.9435092,0.4892237,-0.4542855
27,1.9969933,1.813619,"('hardhearted', 'softhearted')",1.9969933,1.813619,-0.1833743
28,1.5088842,1.4460486,"('disloyal', 'loyal')",1.5088842,1.4460486,-0.0628356
29,-0.8051882,-0.8061026,"('unfair', 'fair')",-0.8051882,-0.8061026,-0.0009144
30,0.88879824,0.8820336,"('intolerant', 'tolerant')",0.8887982,0.8820336,-0.0067646
31,-1.5305723,-1.4973646,"('evil', 'good')",-1.5305723,-1.4973646,0.0332077
32,1.4779811,1.2680709,"('unkind', 'kind')",1.4779811,1.2680709,-0.2099102
33,-0.22342454,-0.10626656,"('wrong', 'right')",-0.2234245,-0.1062666,0.1171579
34,5.146152,5.453725,"('mean', 'honorable')",5.146152,5.4537249,0.3075729
