,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
0,0.08946127,0.08677782,"('unsociable', 'sociable')",0.0894613,0.0867778,-0.0026835
1,1.1550791,1.2198503,"('unfriendly', 'friendly')",1.1550791,1.2198503,0.0647712
2,0.47177067,0.5528068,"('unlikable', 'likable')",0.4717707,0.5528068,0.0810361
3,0.6441038,0.8010054,"('repellent', 'pleasant')",0.6441038,0.8010054,0.1569016
4,-6.7742352,-7.1479955,"('disliked', 'liked')",-6.7742352,-7.1479955,-0.3737603
5,-0.42237344,-0.5845655,"('distant', 'outgoing')",-0.4223734,-0.5845655,-0.1621921
6,-0.008993883,-0.018818863,"('distant', 'open')",-0.0089939,-0.0188189,-0.009825
7,0.7169823,1.0529488,"('insensitive', 'sensitive')",0.7169823,1.0529488,0.3359665
8,1.1961272,1.3622067,"('unaffectionate', 'affectionate')",1.1961272,1.3622067,0.1660795
9,1.4798939,1.6881483,"('unaffectionate', 'caring')",1.4798939,1.6881483,0.2082544
10,1.3045204,1.536389,"('unsympathetic', 'sympathetic')",1.3045204,1.536389,0.2318686
11,1.9661312,2.1012201,"('unhelpful', 'helpful')",1.9661312,2.1012201,0.1350889
12,-1.2474207,-1.1641133,"('unsupportive', 'supportive')",-1.2474207,-1.1641133,0.0833074
13,0.2366027,0.16272768,"('impolite', 'polite')",0.2366027,0.1627277,-0.073875
14,-0.20862386,0.0424106,"('antisocial', 'social')",-0.2086239,0.0424106,0.2510345
15,0.41262668,0.3280195,"('boring', 'funny')",0.4126267,0.3280195,-0.0846072
16,-0.4188442,-0.40346187,"('unpopular', 'popular')",-0.4188442,-0.4034619,0.0153823
17,-0.017037392,-0.03731279,"('nasty', 'nice')",-0.0170374,-0.0373128,-0.0202754
18,-0.59523463,-0.5285049,"('disagreeable', 'welcoming')",-0.5952346,-0.5285049,0.0667297
19,-0.4595611,-0.4503535,"('inhospitable', 'hospitable')",-0.4595611,-0.4503535,0.0092076
20,0.86665565,0.8578086,"('rough', 'thoughtful')",0.8666556,0.8578086,-0.008847
21,-0.1860371,0.089244485,"('immoral', 'moral')",-0.1860371,0.0892445,0.2752816
22,-0.55649316,-0.5954385,"('untrustworthy', 'trustworthy')",-0.5564932,-0.5954385,-0.0389453
23,5.8221755,6.106839,"('insincere', 'sincere')",5.8221755,6.1068392,0.2846637
24,1.5810386,1.6903765,"('dishonest', 'honest')",1.5810386,1.6903765,0.1093379
25,0.4151709,0.46681157,"('egoistic', 'altruistic')",0.4151709,0.4668116,0.0516407
26,0.49379474,0.58893025,"('hardhearted', 'benevolent')",0.4937947,0.5889302,0.0951355
27,1.6365974,1.5409386,"('hardhearted', 'softhearted')",1.6365974,1.5409386,-0.0956588
28,1.2436417,1.584606,"('disloyal', 'loyal')",1.2436417,1.5846061,0.3409644
29,-0.1494523,-0.18330297,"('unfair', 'fair')",-0.1494523,-0.183303,-0.0338507
30,0.6638699,0.79551905,"('intolerant', 'tolerant')",0.6638699,0.7955191,0.1316492
31,-1.3743451,-1.4705427,"('evil', 'good')",-1.3743451,-1.4705427,-0.0961976
32,1.3732343,1.3648787,"('unkind', 'kind')",1.3732343,1.3648787,-0.0083556
33,-0.4224989,-0.42291588,"('wrong', 'right')",-0.4224989,-0.4229159,-0.000417
34,4.2050166,4.5441113,"('mean', 'honorable')",4.2050166,4.5441113,0.3390947
