,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7983656,-0.7991985,"('unsociable', 'sociable')",-2.001068,-2.1267345,-1.3067816,-1.3367904,-0.37719536,-0.47203293,-0.8870243,-0.9944358,-1.074087,-1.1458385,-0.0717515
1,-0.41337228,-0.5387558,"('unfriendly', 'friendly')",-0.27487606,-0.41080904,0.51765645,0.36782646,-0.08022642,-0.29833746,2.4057362,2.2578835,0.4309836,0.2755615,-0.1554221
2,0.31576774,0.3762849,"('unlikable', 'likable')",0.07605175,0.09134899,0.021331936,-0.019335717,0.8781111,0.9730702,0.66364634,0.7405195,0.3909818,0.4323776,0.0413958
3,-0.4001275,-0.33106443,"('repellent', 'pleasant')",-1.3797879,-1.3317026,-0.9536979,-0.79060745,0.60684925,0.6441592,0.33282,0.3187998,-0.3587889,-0.2980831,0.0607058
4,-0.30973935,-0.4056215,"('disliked', 'liked')",1.3207432,1.1821084,0.9756099,0.8296021,0.4888487,0.36976337,-6.6806774,-6.7393055,-0.841043,-0.9526906,-0.1116476
5,-0.6692959,-0.73487264,"('distant', 'outgoing')",0.81353277,0.7883338,0.73779285,0.6405466,-0.2936153,-0.286905,0.18785664,0.2336964,0.1552542,0.1281598,-0.0270944
6,-0.3305376,-0.33607906,"('distant', 'open')",0.49614567,0.4551122,0.24269798,0.1263398,-0.6017724,-0.6141002,0.8897512,0.9336475,0.139257,0.112984,-0.026273
7,0.40459272,0.509386,"('insensitive', 'sensitive')",-0.92566735,-0.90001786,-0.47049874,-0.35134068,-1.0530981,-1.0546721,0.8365438,0.7506108,-0.2416255,-0.2092068,0.0324187
8,-0.5487155,-0.58205986,"('unaffectionate', 'affectionate')",-0.20903544,-0.243453,-0.17590168,-0.30653593,-0.86505485,-0.9816161,1.3793703,1.2885422,-0.0838674,-0.1650245,-0.0811571
9,-0.06889923,-0.10738257,"('unaffectionate', 'caring')",-0.63974756,-0.7112498,0.33274272,0.2390195,-0.7183412,-0.870063,1.8212042,1.735915,0.1453918,0.0572478,-0.088144
