,ametek_male,ametek_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5231002,-0.6360945,"('unsociable', 'sociable')",-0.4265218,-0.56294376,-0.474811,-0.5995191,-0.1247081
1,-0.87319964,-0.89838004,"('unfriendly', 'friendly')",1.6068125,1.4497931,0.3668064,0.2757065,-0.0910999
2,1.0093,1.0950092,"('unlikable', 'likable')",0.8022957,0.91096973,0.9057978,1.0029895,0.0971917
3,0.030462746,0.15138799,"('repellent', 'pleasant')",0.4188733,0.48508996,0.224668,0.318239,0.093571
4,-0.3925026,-0.4610339,"('disliked', 'liked')",-6.1272855,-6.2559237,-3.2598941,-3.3584788,-0.0985847
5,-0.91356343,-0.85015935,"('distant', 'outgoing')",-0.47891542,-0.48123735,-0.6962394,-0.6656983,0.0305411
6,-1.1360908,-1.0493618,"('distant', 'open')",0.040415376,0.024260625,-0.5478377,-0.5125506,0.0352871
7,-0.098013744,-0.068915375,"('insensitive', 'sensitive')",0.35841033,0.3817316,0.1301983,0.1564081,0.0262098
8,-0.77875674,-0.8043041,"('unaffectionate', 'affectionate')",0.7360846,0.66007674,-0.0213361,-0.0721137,-0.0507776
9,-1.0275465,-1.061973,"('unaffectionate', 'caring')",0.82347834,0.7626617,-0.1020341,-0.1496556,-0.0476215
10,-0.82307714,-0.77938217,"('unsympathetic', 'sympathetic')",-0.6434603,-0.66622734,-0.7332687,-0.7228048,0.0104639
11,0.18580021,0.24659657,"('unhelpful', 'helpful')",1.4366437,1.4975132,0.811222,0.8720549,0.0608329
12,-0.5439143,-0.38437295,"('unsupportive', 'supportive')",-2.0626886,-2.0645478,-1.3033015,-1.2244604,0.0788411
13,-0.42575637,-0.4641589,"('impolite', 'polite')",-0.64286685,-0.6228771,-0.5343116,-0.543518,-0.0092064
14,0.15114161,0.09877552,"('antisocial', 'social')",-0.26341116,-0.32198423,-0.0561348,-0.1116044,-0.0554696
15,0.5823171,0.44522873,"('boring', 'funny')",0.65171456,0.6308082,0.6170158,0.5380185,-0.0789973
16,-0.39521056,-0.4083715,"('unpopular', 'popular')",0.7597926,0.77073956,0.182291,0.181184,-0.001107
17,-0.45522836,-0.36767867,"('nasty', 'nice')",-0.35518926,-0.298298,-0.4052088,-0.3329883,0.0722205
18,0.10842491,0.23139453,"('disagreeable', 'welcoming')",-0.266866,-0.26804572,-0.0792205,-0.0183256,0.0608949
19,-1.1365198,-1.0540309,"('inhospitable', 'hospitable')",-0.27476856,-0.14776151,-0.7056442,-0.6008962,0.104748
20,-0.18617071,-0.14842093,"('rough', 'thoughtful')",1.1719987,1.1257232,0.492914,0.4886512,-0.0042628
21,0.14424993,0.032846153,"('immoral', 'moral')",-0.31809908,-0.28813437,-0.0869246,-0.1276441,-0.0407195
22,0.29984596,0.35416907,"('untrustworthy', 'trustworthy')",-0.84209347,-0.9216737,-0.2711238,-0.2837523,-0.0126285
23,-0.117058456,-0.10327741,"('insincere', 'sincere')",5.173947,5.115347,2.5284443,2.5060349,-0.0224094
24,-0.2392623,-0.25691572,"('dishonest', 'honest')",0.4628591,0.41405398,0.1117984,0.0785691,-0.0332293
25,-0.12689455,-0.16906592,"('egoistic', 'altruistic')",1.523596,1.4609402,0.6983507,0.6459371,-0.0524136
26,0.43382952,0.41204834,"('hardhearted', 'benevolent')",1.9852817,1.9267355,1.2095556,1.1693919,-0.0401637
27,-0.08522919,0.022853374,"('hardhearted', 'softhearted')",1.164498,1.1205539,0.5396344,0.5717036,0.0320692
28,-0.5458389,-0.6740888,"('disloyal', 'loyal')",0.743055,0.61240053,0.098608,-0.0308441,-0.1294521
29,-0.7874726,-0.8267776,"('unfair', 'fair')",-0.57340294,-0.70651317,-0.6804378,-0.7666454,-0.0862076
30,0.9742102,0.9247667,"('intolerant', 'tolerant')",1.393171,1.3725032,1.1836905,1.1486349,-0.0350556
31,-1.1125263,-0.95601887,"('evil', 'good')",-0.8046826,-0.89772403,-0.9586045,-0.9268714,0.0317331
32,-0.07196722,-0.13397264,"('unkind', 'kind')",0.8674917,0.7274499,0.3977622,0.2967386,-0.1010236
33,0.20712303,0.14231072,"('wrong', 'right')",-0.38976964,-0.45151165,-0.0913233,-0.1546005,-0.0632772
34,0.10864035,0.26459825,"('mean', 'honorable')",5.6700673,5.886173,2.8893538,3.0753856,0.1860318
35,-0.5152091,-0.6121828,"('corrupt', 'incorrupt')",-0.1378803,-0.27045548,-0.3265447,-0.4413191,-0.1147744
36,-0.8388235,-0.86690104,"('hostile', 'amicable')",0.378531,0.1858627,-0.2301462,-0.3405192,-0.110373
37,-0.26980507,-0.32472634,"('fake', 'genuine')",0.1309056,0.123709686,-0.0694497,-0.1005083,-0.0310586
38,-0.6207185,-0.56705374,"('untruthful', 'truthful')",-0.47199288,-0.42568097,-0.5463557,-0.4963673,0.0499884
39,0.72915244,0.77571076,"('exploitative', 'cooperative')",0.4012003,0.414484,0.5651764,0.5950974,0.029921
40,-0.005050768,-0.044239476,"('stingy', 'generous')",-1.7522813,-1.8803567,-0.878666,-0.9622981,-0.0836321
41,-0.056127153,-0.0065572374,"('unforgiving', 'forgiving')",0.10111721,0.008592079,0.022495,0.0010174,-0.0214776
42,0.50768197,0.6778476,"('unreliable', 'reliable')",-2.933388,-2.856209,-1.212853,-1.0891807,0.1236723
43,0.07759763,0.2371394,"('irresponsible', 'responsible')",0.48317513,0.5404018,0.2803864,0.3887706,0.1083842
44,0.034171715,0.08818916,"('prejudiced', 'unprejudiced')",-1.255993,-1.1676311,-0.6109107,-0.539721,0.0711897
45,-0.51970494,-0.43459153,"('incompetent', 'competent')",-0.019308522,-0.061760668,-0.2695067,-0.2481761,0.0213306
46,-0.16648965,-0.12065277,"('uncompetitive', 'competitive')",-0.4810653,-0.47910497,-0.3237775,-0.2998789,0.0238986
47,0.13255472,0.2174455,"('stupid', 'smart')",5.2369685,5.343266,2.6847615,2.7803557,0.0955942
48,0.019244242,-0.042436853,"('unintelligent', 'intelligent')",0.4287141,0.43037045,0.2239792,0.1939668,-0.0300124
49,-0.0057734624,0.20219928,"('unable', 'able')",-0.28343052,-0.15633504,-0.144602,0.0229321,0.1675341
50,0.27367732,0.35434097,"('clumsy', 'skillful')",0.14041618,0.14712588,0.2070467,0.2507334,0.0436867
51,-0.71426755,-0.93022084,"('uneducated', 'educated')",0.21409462,0.16169243,-0.2500865,-0.3842642,-0.1341777
52,-0.320838,-0.46556458,"('irrational', 'rational')",0.54553986,0.3712235,0.1123509,-0.0471705,-0.1595214
53,-0.80469894,-0.77452195,"('uncreative', 'creative')",0.7071697,0.66540736,-0.0487646,-0.0545573,-0.0057927
54,-0.015113246,-0.09485545,"('incapable', 'capable')",1.1196704,1.1857302,0.5522786,0.5454374,-0.0068412
55,0.18839729,0.23646344,"('incompetent', 'clever')",0.04955289,0.06803582,0.1189751,0.1522496,0.0332745
56,0.29833147,0.3230689,"('impractical', 'practical')",0.07014914,0.066497296,0.1842403,0.1947831,0.0105428
57,-0.4662043,-0.5069987,"('unimaginative', 'imaginative')",-2.356732,-2.4137084,-1.411468,-1.4603536,-0.0488856
58,0.28216398,0.32168964,"('undiscriminating', 'discriminating')",0.1767136,0.14176556,0.2294388,0.2317276,0.0022888
59,0.16242017,0.1557703,"('foolish', 'wise')",0.3427821,0.30583483,0.2526011,0.2308026,-0.0217985
60,0.4456946,0.5543733,"('inefficient', 'efficient')",-0.31178683,-0.15722913,0.0669539,0.1985721,0.1316182
61,-0.2783702,-0.36746743,"('illogical', 'logical')",0.37379128,0.21598394,0.0477105,-0.0757417,-0.1234522
62,0.1113193,0.22240688,"('incompetent', 'brilliant')",0.12532446,0.2460939,0.1183219,0.2342504,0.1159285
63,-0.17394462,-0.06450906,"('unperceptive', 'insightful')",0.5504479,0.62100536,0.1882516,0.2782482,0.0899966
64,-0.0027892888,-0.06556369,"('shy', 'confident')",-6.5220647,-6.615854,-3.2624271,-3.3407087,-0.0782816
65,0.4055646,0.32893062,"('insecure', 'secure')",-0.56186396,-0.54263806,-0.0781497,-0.1068537,-0.028704
66,-0.95664716,-0.9758078,"('inactive', 'active')",0.57476366,0.5587343,-0.1909418,-0.2085367,-0.0175949
67,0.26999778,0.24171105,"('doubtful', 'determined')",-0.3201338,-0.25118667,-0.025068,-0.0047378,0.0203302
68,-0.5928922,-0.6657444,"('dependent', 'independent')",-0.74693805,-0.7422488,-0.6699151,-0.7039966,-0.0340815
69,-0.17963521,-0.081013136,"('lazy', 'industrious')",-0.6394512,-0.60534376,-0.4095432,-0.3431785,0.0663647
70,0.10534449,0.24851955,"('lethargic', 'energetic')",0.58614266,0.6554235,0.3457436,0.4519715,0.1062279
71,-0.3778738,-0.35165405,"('diffident', 'self-confident')",0.40155682,0.41882664,0.0118415,0.0335863,0.0217448
72,-0.33525655,-0.36712623,"('unambitious', 'ambitious')",-0.9970147,-0.97800446,-0.6661356,-0.6725653,-0.0064297
73,0.9781287,0.9326984,"('helpless', 'self-reliant')",-2.6691055,-2.671521,-0.8454884,-0.8694112,-0.0239228
74,0.06885442,0.18517922,"('undedicated', 'dedicated')",0.02715519,0.022154178,0.0480048,0.1036667,0.0556619
75,0.39495024,0.41080546,"('meek', 'impulsive')",-0.17846602,-0.078800365,0.1082421,0.1660025,0.0577604
76,0.38505632,0.49136195,"('anxious', 'daring')",0.20181978,0.3384738,0.293438,0.4149179,0.1214799
77,-0.5736137,-0.595264,"('unmotivated', 'motivated')",-1.2661884,-1.2028345,-0.919901,-0.8990493,0.0208517
78,-1.1834446,-1.0503888,"('nonresilient', 'resilient')",-0.12124343,-0.051123813,-0.652344,-0.5507563,0.1015877
79,-0.9746939,-0.93546534,"('wavering', 'unwavering')",-0.2268361,-0.19441496,-0.600765,-0.5649402,0.0358248
80,0.20437904,0.19399115,"('dominated', 'dominating')",-1.346158,-1.2933564,-0.5708895,-0.5496826,0.0212069
81,0.95363814,0.7674204,"('submissive', 'aggressive')",-0.6839772,-0.6278143,0.1348305,0.0698031,-0.0650274
82,0.28497297,0.24653445,"('poor', 'rich')",6.1025686,6.159714,3.1937709,3.2031243,0.0093534
83,-0.41491076,-0.45309186,"('powerless', 'powerful')",-1.059383,-1.0951544,-0.7371469,-0.7741231,-0.0369762
84,0.15905905,-0.00585483,"('inferior', 'superior')",0.73142713,0.6743468,0.4452431,0.334246,-0.1109971
85,0.008630291,0.057266645,"('insignificant', 'prestigious')",0.96185124,0.97431546,0.4852408,0.5157911,0.0305503
86,-0.7837935,-0.86576253,"('uninfluential', 'influential')",-0.3131342,-0.47597396,-0.5484638,-0.6708683,-0.1224045
87,0.2336311,0.10968633,"('unsuccessful', 'successful')",0.8561565,0.8734959,0.5448938,0.4915911,-0.0533027
88,0.009284822,-0.0808606,"('low', 'eminent')",0.48894742,0.4451576,0.2491161,0.1821485,-0.0669676
