,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9519205,-1.0105708,"('unsociable', 'sociable')",-0.2821527,-0.47042987,-0.6170366,-0.7405003,-0.1234637
1,-0.74279654,-0.9502414,"('unfriendly', 'friendly')",1.4851718,1.3631711,0.3711876,0.2064649,-0.1647227
2,1.043127,1.0174441,"('unlikable', 'likable')",0.68050236,0.71493053,0.8618146,0.8661873,0.0043727
3,-0.31407097,-0.19044232,"('repellent', 'pleasant')",0.8061499,0.81305546,0.2460395,0.3113066,0.0652671
4,0.2600524,0.20063,"('disliked', 'liked')",-6.9574647,-7.0770454,-3.3487062,-3.4382076,-0.0895014
5,-0.68071747,-0.7468572,"('distant', 'outgoing')",-0.59562117,-0.56232065,-0.6381693,-0.6545889,-0.0164196
6,-0.8354443,-0.9210074,"('distant', 'open')",-0.43055034,-0.40595004,-0.6329973,-0.6634787,-0.0304814
7,-0.39807874,-0.27022627,"('insensitive', 'sensitive')",0.47444698,0.41311768,0.0381841,0.0714457,0.0332616
8,-1.4387983,-1.590893,"('unaffectionate', 'affectionate')",0.8255818,0.8218739,-0.3066083,-0.3845096,-0.0779013
9,-1.0875573,-1.2491751,"('unaffectionate', 'caring')",1.227014,1.2022545,0.0697283,-0.0234603,-0.0931886
10,-1.7776735,-1.7323983,"('unsympathetic', 'sympathetic')",-0.76544064,-0.808848,-1.2715571,-1.2706232,0.0009339
11,-1.0480263,-1.0410889,"('unhelpful', 'helpful')",1.2705618,1.3683963,0.1112677,0.1636537,0.052386
12,-0.4642024,-0.37619847,"('unsupportive', 'supportive')",-2.1990428,-2.2437766,-1.3316226,-1.3099875,0.0216351
13,-0.3545688,-0.25681433,"('impolite', 'polite')",-0.9553008,-0.8680146,-0.6549348,-0.5624145,0.0925203
14,0.15802848,0.24723218,"('antisocial', 'social')",0.18450922,0.045019537,0.1712689,0.1461259,-0.025143
15,0.7239674,0.58312327,"('boring', 'funny')",0.3343492,0.3526748,0.5291583,0.467899,-0.0612593
16,-0.25307977,-0.27811423,"('unpopular', 'popular')",0.26971656,0.26718444,0.0083184,-0.0054649,-0.0137833
17,-0.4624619,-0.3902844,"('nasty', 'nice')",-0.5832123,-0.5590027,-0.5228371,-0.4746435,0.0481936
18,-0.44265336,-0.46638793,"('disagreeable', 'welcoming')",-0.5939031,-0.6137644,-0.5182782,-0.5400761,-0.0217979
19,-0.78334486,-0.7969569,"('inhospitable', 'hospitable')",-0.5044968,-0.4194321,-0.6439208,-0.6081945,0.0357263
20,0.2002989,0.26379797,"('rough', 'thoughtful')",0.7469914,0.72584397,0.4736452,0.494821,0.0211758
21,-0.010227974,0.082401395,"('immoral', 'moral')",-0.67408186,-0.6294315,-0.3421549,-0.273515,0.0686399
22,-0.3014845,-0.2902657,"('untrustworthy', 'trustworthy')",-0.7775148,-0.8693711,-0.5394996,-0.5798184,-0.0403188
23,-0.7257639,-0.76349634,"('insincere', 'sincere')",5.7661934,5.7659597,2.5202148,2.5012317,-0.0189831
24,-0.4168359,-0.519383,"('dishonest', 'honest')",0.5139606,0.46650547,0.0485623,-0.0264388,-0.0750011
25,0.50979865,0.44122028,"('egoistic', 'altruistic')",1.3237396,1.3373582,0.9167691,0.8892893,-0.0274798
26,0.1000927,-0.052681804,"('hardhearted', 'benevolent')",2.0853221,1.9875722,1.0927074,0.9674452,-0.1252622
27,-0.4219601,-0.3940899,"('hardhearted', 'softhearted')",1.2115322,1.1534555,0.3947861,0.3796828,-0.0151033
28,-0.65913504,-0.83151615,"('disloyal', 'loyal')",1.1068774,0.9682194,0.2238712,0.0683516,-0.1555196
