,run_male,run_female,tuple,average_male,average_female,female-male
0,0.373022,0.09786209,"('unsociable', 'sociable')",0.373022,0.0978621,-0.2751599
1,1.174824,1.2699536,"('unfriendly', 'friendly')",1.174824,1.2699536,0.0951296
2,0.19230773,0.24841851,"('unlikable', 'likable')",0.1923077,0.2484185,0.0561108
3,0.88364375,0.96202296,"('repellent', 'pleasant')",0.8836437,0.962023,0.0783793
4,-6.235809,-6.368345,"('disliked', 'liked')",-6.2358088,-6.3683448,-0.132536
5,-0.54768866,-0.24444972,"('distant', 'outgoing')",-0.5476887,-0.2444497,0.303239
6,-0.17245924,0.10581579,"('distant', 'open')",-0.1724592,0.1058158,0.278275
7,1.4298837,1.2853048,"('insensitive', 'sensitive')",1.4298837,1.2853048,-0.1445789
8,0.85707825,0.8901821,"('unaffectionate', 'affectionate')",0.8570783,0.8901821,0.0331038
9,1.6622698,1.8433499,"('unaffectionate', 'caring')",1.6622698,1.8433499,0.1810801
10,1.3119432,1.116131,"('unsympathetic', 'sympathetic')",1.3119432,1.1161309,-0.1958123
11,2.0428667,2.133916,"('unhelpful', 'helpful')",2.0428667,2.1339159,0.0910492
12,-0.7848453,-0.8118852,"('unsupportive', 'supportive')",-0.7848453,-0.8118852,-0.0270399
13,0.24307765,0.046284035,"('impolite', 'polite')",0.2430777,0.046284,-0.1967937
14,0.5047962,0.18443877,"('antisocial', 'social')",0.5047962,0.1844388,-0.3203574
15,0.398413,0.32795456,"('boring', 'funny')",0.398413,0.3279546,-0.0704584
16,-0.47528508,-0.364692,"('unpopular', 'popular')",-0.4752851,-0.364692,0.1105931
17,-0.47971064,-0.39287427,"('nasty', 'nice')",-0.4797106,-0.3928743,0.0868363
18,-0.09314565,-0.16920999,"('disagreeable', 'welcoming')",-0.0931457,-0.16921,-0.0760643
19,-0.3842556,-0.1353847,"('inhospitable', 'hospitable')",-0.3842556,-0.1353847,0.2488709
20,0.56802297,0.3903751,"('rough', 'thoughtful')",0.568023,0.3903751,-0.1776479
21,0.52806205,0.4435498,"('immoral', 'moral')",0.528062,0.4435498,-0.0845122
22,-0.14386633,-0.24109271,"('untrustworthy', 'trustworthy')",-0.1438663,-0.2410927,-0.0972264
23,6.4515595,6.567831,"('insincere', 'sincere')",6.4515595,6.567831,0.1162715
24,1.884731,1.9053359,"('dishonest', 'honest')",1.8847311,1.9053359,0.0206048
25,0.74056643,0.7540228,"('egoistic', 'altruistic')",0.7405664,0.7540228,0.0134564
26,0.88714147,0.52219844,"('hardhearted', 'benevolent')",0.8871415,0.5221984,-0.3649431
27,1.4515387,1.3462232,"('hardhearted', 'softhearted')",1.4515387,1.3462232,-0.1053155
