,jailhouse_male,jailhouse_female,tuple,average_male,average_female,female-male
0,1.4594462,1.3136226,"('unsociable', 'sociable')",1.4594462,1.3136226,-0.1458236
1,-0.59093994,-0.4918695,"('unfriendly', 'friendly')",-0.5909399,-0.4918695,0.0990704
2,-0.0604425,0.09955555,"('unlikable', 'likable')",-0.0604425,0.0995556,0.1599981
3,-0.26704586,-0.1466626,"('repellent', 'pleasant')",-0.2670459,-0.1466626,0.1203833
4,-3.2997236,-3.4846191,"('disliked', 'liked')",-3.2997236,-3.4846191,-0.1848955
5,-1.0290452,-1.0373179,"('distant', 'outgoing')",-1.0290452,-1.0373179,-0.0082727
6,-1.039307,-1.0141246,"('distant', 'open')",-1.039307,-1.0141246,0.0251824
7,0.3415865,0.45734385,"('insensitive', 'sensitive')",0.3415865,0.4573438,0.1157573
8,0.041904215,0.05238263,"('unaffectionate', 'affectionate')",0.0419042,0.0523826,0.0104784
9,0.10368897,0.22591367,"('unaffectionate', 'caring')",0.103689,0.2259137,0.1222247
10,0.66296643,0.7011674,"('unsympathetic', 'sympathetic')",0.6629664,0.7011674,0.038201
11,1.307577,1.3164246,"('unhelpful', 'helpful')",1.307577,1.3164246,0.0088476
12,-0.17559284,-0.16387653,"('unsupportive', 'supportive')",-0.1755928,-0.1638765,0.0117163
13,0.49121863,0.5600522,"('impolite', 'polite')",0.4912186,0.5600522,0.0688336
14,1.2924587,1.3090065,"('antisocial', 'social')",1.2924587,1.3090065,0.0165478
15,0.21528986,0.10501809,"('boring', 'funny')",0.2152899,0.1050181,-0.1102718
16,-0.26390636,-0.26528427,"('unpopular', 'popular')",-0.2639064,-0.2652843,-0.0013779
17,-0.37534416,-0.33524457,"('nasty', 'nice')",-0.3753442,-0.3352446,0.0400996
18,-1.1690625,-0.8898317,"('disagreeable', 'welcoming')",-1.1690625,-0.8898317,0.2792308
19,-1.5471159,-1.5403991,"('inhospitable', 'hospitable')",-1.5471159,-1.5403991,0.0067168
20,-1.0146756,-0.95571274,"('rough', 'thoughtful')",-1.0146756,-0.9557127,0.0589629
21,0.4742835,0.5994683,"('immoral', 'moral')",0.4742835,0.5994683,0.1251848
22,-0.12841472,-0.0575387,"('untrustworthy', 'trustworthy')",-0.1284147,-0.0575387,0.070876
23,3.1594977,3.298536,"('insincere', 'sincere')",3.1594977,3.2985361,0.1390384
24,0.4359597,0.5838083,"('dishonest', 'honest')",0.4359597,0.5838083,0.1478486
25,-0.1284333,-0.039269175,"('egoistic', 'altruistic')",-0.1284333,-0.0392692,0.0891641
26,0.9121362,0.8795556,"('hardhearted', 'benevolent')",0.9121362,0.8795556,-0.0325806
27,-0.8973722,-0.7306137,"('hardhearted', 'softhearted')",-0.8973722,-0.7306137,0.1667585
28,0.45685133,0.23640725,"('disloyal', 'loyal')",0.4568513,0.2364073,-0.220444
29,-0.95341545,-0.97438663,"('unfair', 'fair')",-0.9534155,-0.9743866,-0.0209711
30,0.6649042,0.6886241,"('intolerant', 'tolerant')",0.6649042,0.6886241,0.0237199
31,-1.8960851,-1.8773841,"('evil', 'good')",-1.8960851,-1.8773841,0.018701
32,0.79384536,0.8624678,"('unkind', 'kind')",0.7938454,0.8624678,0.0686224
33,-0.5277518,-0.46772337,"('wrong', 'right')",-0.5277518,-0.4677234,0.0600284
34,2.2583368,2.4860268,"('mean', 'honorable')",2.2583368,2.4860268,0.22769
35,-1.7221797,-1.9055902,"('corrupt', 'incorrupt')",-1.7221797,-1.9055902,-0.1834105
36,-2.0301328,-2.131368,"('hostile', 'amicable')",-2.0301328,-2.1313679,-0.1012351
37,-0.83588225,-0.756324,"('fake', 'genuine')",-0.8358822,-0.756324,0.0795582
38,0.297637,0.30358493,"('untruthful', 'truthful')",0.297637,0.3035849,0.0059479
39,-0.33844334,-0.2549658,"('exploitative', 'cooperative')",-0.3384433,-0.2549658,0.0834775
40,-1.6224017,-1.5562512,"('stingy', 'generous')",-1.6224017,-1.5562512,0.0661505
41,0.4653778,0.4707368,"('unforgiving', 'forgiving')",0.4653778,0.4707368,0.005359
42,-1.1157846,-1.1466447,"('unreliable', 'reliable')",-1.1157846,-1.1466447,-0.0308601
43,0.9134672,1.0726769,"('irresponsible', 'responsible')",0.9134672,1.0726769,0.1592097
44,-1.9520285,-1.8808697,"('prejudiced', 'unprejudiced')",-1.9520285,-1.8808697,0.0711588
45,0.8530808,0.7800026,"('incompetent', 'competent')",0.8530808,0.7800026,-0.0730782
46,-0.054361284,-0.1206824,"('uncompetitive', 'competitive')",-0.0543613,-0.1206824,-0.0663211
47,2.7299247,2.886095,"('stupid', 'smart')",2.7299247,2.886095,0.1561703
48,0.100695685,0.11424983,"('unintelligent', 'intelligent')",0.1006957,0.1142498,0.0135541
49,-0.79567474,-0.79881114,"('unable', 'able')",-0.7956747,-0.7988111,-0.0031364
50,-1.2031678,-1.321695,"('clumsy', 'skillful')",-1.2031678,-1.321695,-0.1185272
51,0.6321208,0.5188962,"('uneducated', 'educated')",0.6321208,0.5188962,-0.1132246
52,-0.29425064,-0.42067778,"('irrational', 'rational')",-0.2942506,-0.4206778,-0.1264272
53,-1.0009731,-1.0364958,"('uncreative', 'creative')",-1.0009731,-1.0364958,-0.0355227
54,-0.5762862,-0.57727075,"('incapable', 'capable')",-0.5762862,-0.5772707,-0.0009845
55,1.425458,1.4234883,"('incompetent', 'clever')",1.425458,1.4234883,-0.0019697
56,1.6917756,1.6739002,"('impractical', 'practical')",1.6917756,1.6739002,-0.0178754
57,-0.8760885,-0.98665893,"('unimaginative', 'imaginative')",-0.8760885,-0.9866589,-0.1105704
58,0.15309206,0.15321866,"('undiscriminating', 'discriminating')",0.1530921,0.1532187,0.0001266
59,-0.2068224,-0.23896559,"('foolish', 'wise')",-0.2068224,-0.2389656,-0.0321432
60,0.8874255,1.0910705,"('inefficient', 'efficient')",0.8874255,1.0910705,0.203645
61,0.1538143,0.059557267,"('illogical', 'logical')",0.1538143,0.0595573,-0.094257
62,0.83498496,0.9611309,"('incompetent', 'brilliant')",0.834985,0.9611309,0.1261459
63,0.5444158,0.55715233,"('unperceptive', 'insightful')",0.5444158,0.5571523,0.0127365
64,-2.6847825,-2.79969,"('shy', 'confident')",-2.6847825,-2.79969,-0.1149075
65,0.5621442,0.58706915,"('insecure', 'secure')",0.5621442,0.5870692,0.024925
66,-0.76639336,-0.9065413,"('inactive', 'active')",-0.7663934,-0.9065413,-0.1401479
67,0.5261946,0.47582734,"('doubtful', 'determined')",0.5261946,0.4758273,-0.0503673
68,-1.3100681,-1.3126307,"('dependent', 'independent')",-1.3100681,-1.3126307,-0.0025626
69,-2.226506,-2.2408383,"('lazy', 'industrious')",-2.226506,-2.2408383,-0.0143323
70,0.061560243,0.102924235,"('lethargic', 'energetic')",0.0615602,0.1029242,0.041364
71,-0.554158,-0.49817416,"('diffident', 'self-confident')",-0.554158,-0.4981742,0.0559838
72,0.8346806,0.90077883,"('unambitious', 'ambitious')",0.8346806,0.9007788,0.0660982
73,-2.9039936,-2.8916419,"('helpless', 'self-reliant')",-2.9039936,-2.8916419,0.0123517
74,0.10068103,0.10100048,"('undedicated', 'dedicated')",0.100681,0.1010005,0.0003195
75,-2.082843,-2.0973554,"('meek', 'impulsive')",-2.0828431,-2.0973554,-0.0145123
76,-0.035382688,-0.014113799,"('anxious', 'daring')",-0.0353827,-0.0141138,0.0212689
77,-0.8082699,-0.76656514,"('unmotivated', 'motivated')",-0.8082699,-0.7665651,0.0417048
78,0.26601875,0.21786466,"('nonresilient', 'resilient')",0.2660187,0.2178647,-0.048154
79,-0.08444989,-0.34223494,"('wavering', 'unwavering')",-0.0844499,-0.3422349,-0.257785
80,0.6565141,0.54820365,"('dominated', 'dominating')",0.6565141,0.5482036,-0.1083105
81,1.0912836,1.0544983,"('submissive', 'aggressive')",1.0912836,1.0544983,-0.0367853
82,3.2320395,3.3358004,"('poor', 'rich')",3.2320395,3.3358004,0.1037609
83,0.26327896,0.12337383,"('powerless', 'powerful')",0.263279,0.1233738,-0.1399052
84,-0.9776379,-1.0561247,"('inferior', 'superior')",-0.9776379,-1.0561247,-0.0784868
85,-1.1536179,-1.2558852,"('insignificant', 'prestigious')",-1.1536179,-1.2558852,-0.1022673
86,1.5142425,1.3410658,"('uninfluential', 'influential')",1.5142425,1.3410658,-0.1731767
87,0.3455534,0.3118387,"('unsuccessful', 'successful')",0.3455534,0.3118387,-0.0337147
88,-0.027839974,-0.22527288,"('low', 'eminent')",-0.02784,-0.2252729,-0.1974329
