,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
0,-0.107178554,-0.18197349,"('unsociable', 'sociable')",-0.1071786,-0.1819735,-0.0747949
1,1.3912694,1.2215024,"('unfriendly', 'friendly')",1.3912694,1.2215024,-0.169767
2,0.17665301,0.29896742,"('unlikable', 'likable')",0.176653,0.2989674,0.1223144
3,-0.4668774,-0.23256901,"('repellent', 'pleasant')",-0.4668774,-0.232569,0.2343084
4,-7.0845227,-7.3052573,"('disliked', 'liked')",-7.0845227,-7.3052573,-0.2207346
5,-0.41959912,-0.5567159,"('distant', 'outgoing')",-0.4195991,-0.5567159,-0.1371168
6,0.1598295,-0.027152233,"('distant', 'open')",0.1598295,-0.0271522,-0.1869817
7,0.9878973,1.1255654,"('insensitive', 'sensitive')",0.9878973,1.1255654,0.1376681
8,1.4526209,1.3418062,"('unaffectionate', 'affectionate')",1.4526209,1.3418062,-0.1108147
9,1.9914268,1.9098625,"('unaffectionate', 'caring')",1.9914268,1.9098625,-0.0815643
10,0.9095773,0.92858994,"('unsympathetic', 'sympathetic')",0.9095773,0.9285899,0.0190126
11,2.097571,2.0915363,"('unhelpful', 'helpful')",2.0975709,2.0915363,-0.0060346
12,-1.2692175,-1.300105,"('unsupportive', 'supportive')",-1.2692175,-1.300105,-0.0308875
13,-0.44289356,-0.3214891,"('impolite', 'polite')",-0.4428936,-0.3214891,0.1214045
14,-0.4518786,-0.29724687,"('antisocial', 'social')",-0.4518786,-0.2972469,0.1546317
15,0.7597635,0.67856616,"('boring', 'funny')",0.7597635,0.6785662,-0.0811973
16,-0.5627414,-0.5716089,"('unpopular', 'popular')",-0.5627414,-0.5716089,-0.0088675
17,0.16743778,0.119077146,"('nasty', 'nice')",0.1674378,0.1190771,-0.0483607
18,-1.188875,-1.1254467,"('disagreeable', 'welcoming')",-1.188875,-1.1254467,0.0634283
19,-0.3198741,-0.3956662,"('inhospitable', 'hospitable')",-0.3198741,-0.3956662,-0.0757921
20,-0.01322167,0.11090221,"('rough', 'thoughtful')",-0.0132217,0.1109022,0.1241239
21,-0.11163755,0.076833874,"('immoral', 'moral')",-0.1116375,0.0768339,0.1884714
22,-0.5954386,-0.6338367,"('untrustworthy', 'trustworthy')",-0.5954386,-0.6338367,-0.0383981
23,6.036902,6.1693854,"('insincere', 'sincere')",6.036902,6.1693854,0.1324834
24,1.4781307,1.4092525,"('dishonest', 'honest')",1.4781307,1.4092525,-0.0688782
25,0.7093754,0.6191282,"('egoistic', 'altruistic')",0.7093754,0.6191282,-0.0902472
26,1.4926151,1.3366313,"('hardhearted', 'benevolent')",1.4926151,1.3366313,-0.1559838
27,0.93159163,0.8977152,"('hardhearted', 'softhearted')",0.9315916,0.8977152,-0.0338764
28,1.2978622,1.1499854,"('disloyal', 'loyal')",1.2978622,1.1499854,-0.1478768
29,-0.2715879,-0.52099115,"('unfair', 'fair')",-0.2715879,-0.5209911,-0.2494032
30,0.660136,0.7800156,"('intolerant', 'tolerant')",0.660136,0.7800156,0.1198796
31,-1.2920719,-1.4754503,"('evil', 'good')",-1.2920719,-1.4754503,-0.1833784
32,1.5285408,1.5086457,"('unkind', 'kind')",1.5285408,1.5086457,-0.0198951
33,-0.2615708,-0.3568286,"('wrong', 'right')",-0.2615708,-0.3568286,-0.0952578
34,3.9634721,4.086024,"('mean', 'honorable')",3.9634721,4.0860238,0.1225517
35,-0.60668623,-0.9863541,"('corrupt', 'incorrupt')",-0.6066862,-0.9863541,-0.3796679
