,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,0.034661733,-0.13709712,"('unsociable', 'sociable')",-0.038700934,-0.30104676,-0.60253364,-0.72075,1.1423573,1.0535827,-0.26004636,-0.37889066,0.0551476,-0.0968404,-0.151988
1,-1.8026011,-1.8612067,"('unfriendly', 'friendly')",-0.4884811,-0.4821445,0.029846068,-0.011965077,0.23432009,0.101567715,2.0956812,1.9313169,0.013753,-0.0644863,-0.0782393
2,-0.2367364,-0.13846579,"('unlikable', 'likable')",0.5992419,0.6875001,0.7090477,0.8605465,1.6876805,1.7927345,0.4839805,0.5964383,0.6486428,0.7597507,0.1111079
3,0.7032735,0.7225032,"('repellent', 'pleasant')",0.014252748,0.11207467,-0.72561073,-0.5572454,0.7937155,0.8980781,0.07188466,0.15179123,0.1715031,0.2654403,0.0939372
4,-0.30468634,-0.25712854,"('disliked', 'liked')",0.10650102,0.23259261,0.88035345,0.8384269,-0.5359062,-0.532341,-7.2155266,-7.17606,-1.4138529,-1.3789021,0.0349508
5,-1.3954592,-1.3076102,"('distant', 'outgoing')",-0.032818288,0.09986114,0.25961238,0.34102726,-0.9462624,-1.0129187,0.043834507,0.046993565,-0.4142186,-0.3665294,0.0476892
6,-2.0900857,-1.995168,"('distant', 'open')",-0.21055952,-0.028624568,0.19361565,0.27902132,-1.1563449,-1.2672994,0.64696467,0.5978715,-0.523282,-0.4828398,0.0404422
7,1.646822,1.5449635,"('insensitive', 'sensitive')",1.0927197,1.03936,0.6527374,0.64274466,2.0798328,2.0747511,1.0209695,1.0124515,1.2986162,1.2628541,-0.0357621
8,-0.9897491,-1.0392464,"('unaffectionate', 'affectionate')",-0.4158786,-0.34873277,0.9536885,0.9825599,-0.12599872,-0.22134426,0.71950495,0.5996707,0.0283134,-0.0054186,-0.033732
9,-0.12423682,-0.18762133,"('unaffectionate', 'caring')",0.3281453,0.36959183,0.87298465,0.86529845,0.79943085,0.7272703,1.4173292,1.3848304,0.6587306,0.6318739,-0.0268567
10,1.9268978,1.7398057,"('unsympathetic', 'sympathetic')",0.7654827,0.65654427,-0.74996984,-0.67906195,1.2401367,1.2401215,0.13931414,0.11631259,0.6643723,0.6147444,-0.0496279
11,1.250769,1.2744406,"('unhelpful', 'helpful')",1.295636,1.2555033,-0.09272498,-0.09704703,1.3098918,1.2934277,2.2927043,2.321652,1.2112553,1.2095953,-0.00166
12,0.34729564,0.45683634,"('unsupportive', 'supportive')",1.9143574,1.9829108,1.1841102,1.351765,1.3593049,1.5277262,-1.7466984,-1.7399268,0.6116739,0.7158623,0.1041884
13,0.8483677,0.8125609,"('impolite', 'polite')",0.83099025,0.6910871,0.13009483,0.03217934,1.7552211,1.6660287,-0.0060114563,-0.018490802,0.7117325,0.6366731,-0.0750594
