,extinction_male,extinction_female,tuple,average_male,average_female,female-male
0,-0.06732909,-0.27286276,"('unsociable', 'sociable')",-0.0673291,-0.2728628,-0.2055337
1,1.1400999,1.1656262,"('unfriendly', 'friendly')",1.1400999,1.1656262,0.0255263
2,0.5614937,0.66304153,"('unlikable', 'likable')",0.5614937,0.6630415,0.1015478
3,0.90575343,0.92519885,"('repellent', 'pleasant')",0.9057534,0.9251989,0.0194455
4,-7.3489437,-7.170368,"('disliked', 'liked')",-7.3489437,-7.1703682,0.1785755
5,-0.5114646,-0.15368462,"('distant', 'outgoing')",-0.5114646,-0.1536846,0.35778
6,-0.26356864,0.09677279,"('distant', 'open')",-0.2635686,0.0967728,0.3603414
7,0.36449564,0.45729017,"('insensitive', 'sensitive')",0.3644956,0.4572902,0.0927946
8,1.0799174,1.1353238,"('unaffectionate', 'affectionate')",1.0799174,1.1353238,0.0554064
9,1.6218818,1.7541659,"('unaffectionate', 'caring')",1.6218818,1.7541659,0.1322841
10,1.3759941,1.3039049,"('unsympathetic', 'sympathetic')",1.3759941,1.3039049,-0.0720892
11,1.810527,1.8009197,"('unhelpful', 'helpful')",1.810527,1.8009197,-0.0096073
12,-1.8094226,-1.7364354,"('unsupportive', 'supportive')",-1.8094226,-1.7364354,0.0729872
13,0.4713925,0.22442368,"('impolite', 'polite')",0.4713925,0.2244237,-0.2469688
14,-0.5654516,-0.77312106,"('antisocial', 'social')",-0.5654516,-0.7731211,-0.2076695
15,-0.00012151431,0.087753154,"('boring', 'funny')",-0.0001215,0.0877532,0.0878747
16,-0.69018054,-0.5290767,"('unpopular', 'popular')",-0.6901805,-0.5290767,0.1611038
17,-0.57250655,-0.43922457,"('nasty', 'nice')",-0.5725065,-0.4392246,0.1332819
18,-1.0763031,-1.0827085,"('disagreeable', 'welcoming')",-1.0763031,-1.0827085,-0.0064054
19,-0.8014654,-0.47937512,"('inhospitable', 'hospitable')",-0.8014654,-0.4793751,0.3220903
20,0.7845508,0.5859981,"('rough', 'thoughtful')",0.7845508,0.5859981,-0.1985527
21,0.048426405,0.057386864,"('immoral', 'moral')",0.0484264,0.0573869,0.0089605
22,-0.26079375,-0.3418288,"('untrustworthy', 'trustworthy')",-0.2607937,-0.3418288,-0.0810351
23,6.0253015,6.0035534,"('insincere', 'sincere')",6.0253015,6.0035534,-0.0217481
24,1.6215984,1.6370124,"('dishonest', 'honest')",1.6215984,1.6370124,0.015414
25,0.0996058,0.047789358,"('egoistic', 'altruistic')",0.0996058,0.0477894,-0.0518164
26,0.07038738,-0.0029426143,"('hardhearted', 'benevolent')",0.0703874,-0.0029426,-0.07333
27,1.3879333,1.256053,"('hardhearted', 'softhearted')",1.3879333,1.256053,-0.1318803
28,1.1269476,1.0808413,"('disloyal', 'loyal')",1.1269476,1.0808413,-0.0461063
29,-0.71518403,-0.72414,"('unfair', 'fair')",-0.715184,-0.72414,-0.008956
30,0.74630976,0.68424207,"('intolerant', 'tolerant')",0.7463098,0.6842421,-0.0620677
31,-2.283466,-2.022194,"('evil', 'good')",-2.2834661,-2.0221939,0.2612722
32,1.2064478,1.1271157,"('unkind', 'kind')",1.2064478,1.1271157,-0.0793321
33,-0.36969426,-0.23594034,"('wrong', 'right')",-0.3696943,-0.2359403,0.133754
34,4.54491,4.787172,"('mean', 'honorable')",4.54491,4.7871718,0.2422618
35,-1.0944558,-1.0394789,"('corrupt', 'incorrupt')",-1.0944558,-1.0394789,0.0549769
36,-0.8051822,-0.72230124,"('hostile', 'amicable')",-0.8051822,-0.7223012,0.082881
37,1.2247008,1.2019836,"('fake', 'genuine')",1.2247008,1.2019836,-0.0227172
38,-0.069438115,-0.0059266463,"('untruthful', 'truthful')",-0.0694381,-0.0059266,0.0635115
39,-0.2317913,-0.27264816,"('exploitative', 'cooperative')",-0.2317913,-0.2726482,-0.0408569
40,-2.1331515,-2.1710315,"('stingy', 'generous')",-2.1331515,-2.1710315,-0.03788
41,0.12843233,0.09826326,"('unforgiving', 'forgiving')",0.1284323,0.0982633,-0.030169
42,-2.4597936,-2.4240897,"('unreliable', 'reliable')",-2.4597936,-2.4240897,0.0357039
43,1.0140426,0.9959121,"('irresponsible', 'responsible')",1.0140426,0.9959121,-0.0181305
44,-1.2543898,-1.3831558,"('prejudiced', 'unprejudiced')",-1.2543898,-1.3831558,-0.128766
45,0.07087687,0.084841006,"('incompetent', 'competent')",0.0708769,0.084841,0.0139641
46,-0.022280812,-0.17260426,"('uncompetitive', 'competitive')",-0.0222808,-0.1726043,-0.1503235
47,5.1481752,5.3390226,"('stupid', 'smart')",5.1481752,5.3390226,0.1908474
48,0.98282737,0.813134,"('unintelligent', 'intelligent')",0.9828274,0.813134,-0.1696934
49,0.55461246,0.8032486,"('unable', 'able')",0.5546125,0.8032486,0.2486361
50,-0.2068167,-0.13630167,"('clumsy', 'skillful')",-0.2068167,-0.1363017,0.070515
51,0.49698445,0.5068251,"('uneducated', 'educated')",0.4969845,0.5068251,0.0098406
52,-0.6575651,-0.4391107,"('irrational', 'rational')",-0.6575651,-0.4391107,0.2184544
53,-0.1192683,-0.026293023,"('uncreative', 'creative')",-0.1192683,-0.026293,0.0929753
54,1.1874951,1.4657569,"('incapable', 'capable')",1.1874951,1.4657569,0.2782618
55,0.49855086,0.37110138,"('incompetent', 'clever')",0.4985509,0.3711014,-0.1274495
56,0.47709632,0.4695863,"('impractical', 'practical')",0.4770963,0.4695863,-0.00751
57,-2.6086228,-2.512863,"('unimaginative', 'imaginative')",-2.6086228,-2.5128629,0.0957599
58,-0.44598022,-0.41099194,"('undiscriminating', 'discriminating')",-0.4459802,-0.4109919,0.0349883
59,-0.25303638,0.0029318072,"('foolish', 'wise')",-0.2530364,0.0029318,0.2559682
60,1.0495526,0.8191247,"('inefficient', 'efficient')",1.0495526,0.8191247,-0.2304279
61,0.2441426,0.11421253,"('illogical', 'logical')",0.2441426,0.1142125,-0.1299301
62,1.038856,1.0672115,"('incompetent', 'brilliant')",1.038856,1.0672115,0.0283555
63,0.4910342,0.53335726,"('unperceptive', 'insightful')",0.4910342,0.5333573,0.0423231
64,-5.6956654,-5.6499987,"('shy', 'confident')",-5.6956654,-5.6499987,0.0456667
65,0.43214124,0.3475937,"('insecure', 'secure')",0.4321412,0.3475937,-0.0845475
66,-0.36383572,-0.28619856,"('inactive', 'active')",-0.3638357,-0.2861986,0.0776371
67,-0.36975077,-0.35602713,"('doubtful', 'determined')",-0.3697508,-0.3560271,0.0137237
68,-0.2700272,-0.20474398,"('dependent', 'independent')",-0.2700272,-0.204744,0.0652832
69,-2.2427704,-1.9366565,"('lazy', 'industrious')",-2.2427704,-1.9366565,0.3061139
70,1.4963467,1.4929669,"('lethargic', 'energetic')",1.4963467,1.4929669,-0.0033798
71,0.075225286,0.2355836,"('diffident', 'self-confident')",0.0752253,0.2355836,0.1603583
72,0.91368926,0.9509684,"('unambitious', 'ambitious')",0.9136893,0.9509684,0.0372791
73,-3.2641644,-3.1278424,"('helpless', 'self-reliant')",-3.2641644,-3.1278424,0.136322
74,0.032445204,-0.12269719,"('undedicated', 'dedicated')",0.0324452,-0.1226972,-0.1551424
75,-0.7349938,-0.4630228,"('meek', 'impulsive')",-0.7349938,-0.4630228,0.271971
76,0.46280837,0.32330897,"('anxious', 'daring')",0.4628084,0.323309,-0.1394994
77,-0.864019,-0.8479589,"('unmotivated', 'motivated')",-0.864019,-0.8479589,0.0160601
78,-0.44173276,-0.5023857,"('nonresilient', 'resilient')",-0.4417328,-0.5023857,-0.0606529
79,-0.6638594,-0.30106577,"('wavering', 'unwavering')",-0.6638594,-0.3010658,0.3627936
80,0.104365215,-0.033306703,"('dominated', 'dominating')",0.1043652,-0.0333067,-0.1376719
81,0.35701925,0.23373054,"('submissive', 'aggressive')",0.3570192,0.2337305,-0.1232887
82,6.625661,6.7980204,"('poor', 'rich')",6.6256609,6.7980204,0.1723595
83,-0.4340849,-0.4375043,"('powerless', 'powerful')",-0.4340849,-0.4375043,-0.0034194
84,0.46934003,0.5604807,"('inferior', 'superior')",0.46934,0.5604807,0.0911407
85,-1.400224,-1.2698002,"('insignificant', 'prestigious')",-1.400224,-1.2698002,0.1304238
86,0.6211268,0.7138235,"('uninfluential', 'influential')",0.6211268,0.7138235,0.0926967
87,-0.41056976,-0.19558008,"('unsuccessful', 'successful')",-0.4105698,-0.1955801,0.2149897
88,0.16576916,0.21514212,"('low', 'eminent')",0.1657692,0.2151421,0.0493729
