,dollar_male,dollar_female,tuple,tree_male,tree_female,inc_male,inc_female,average_male,average_female,female-male
0,0.20243472,0.05963462,"('unsociable', 'sociable')",1.3919413,1.2477721,-0.115386665,-0.30848405,0.4929965,0.3329742,-0.1600223
1,0.436212,0.3084869,"('unfriendly', 'friendly')",-0.29727685,-0.39645457,2.23616,2.120052,0.7916984,0.6773615,-0.1143369
2,0.7846758,0.8628865,"('unlikable', 'likable')",-0.03541112,-0.016886808,0.60257185,0.68533283,0.4506121,0.5104442,0.0598321
3,-1.0364709,-0.94622403,"('repellent', 'pleasant')",0.45206007,0.5361877,-0.040019557,0.01506532,-0.2081435,-0.131657,0.0764865
4,-0.0137475645,0.07503507,"('disliked', 'liked')",-1.0619189,-1.0557754,-5.967379,-5.9671683,-2.3476818,-2.3159695,0.0317123
5,0.45912784,0.4622173,"('distant', 'outgoing')",-1.5606661,-1.5294933,0.33467156,0.3879426,-0.2556222,-0.2264445,0.0291777
6,0.45350057,0.4800542,"('distant', 'open')",-1.8884921,-1.8835883,0.6037708,0.64000154,-0.2770736,-0.2545109,0.0225627
7,0.4046305,0.3457687,"('insensitive', 'sensitive')",1.0597341,1.148983,0.3795152,0.42248383,0.6146266,0.6390785,0.0244519
8,0.7430885,0.6490574,"('unaffectionate', 'affectionate')",-0.18493222,-0.27473855,0.99864954,0.9720059,0.5189353,0.4487749,-0.0701604
9,1.8125906,1.7250534,"('unaffectionate', 'caring')",0.5849592,0.579163,1.5042152,1.5700529,1.3005884,1.2914231,-0.0091653
10,-0.10397408,-0.18838978,"('unsympathetic', 'sympathetic')",1.1023923,1.1442224,-0.6111732,-0.6269331,0.1290817,0.1096332,-0.0194485
11,0.78935695,0.8191026,"('unhelpful', 'helpful')",1.2961428,1.4137095,2.126586,2.240993,1.4040286,1.4912685,0.0872399
12,0.6565818,0.7545917,"('unsupportive', 'supportive')",1.0285965,1.2270699,-1.6824548,-1.5900072,0.0009078,0.1305515,0.1296437
13,0.91102344,0.8330652,"('impolite', 'polite')",1.1888206,1.1674286,-0.4340369,-0.48841447,0.555269,0.5040264,-0.0512426
14,0.1863517,0.15396087,"('antisocial', 'social')",1.5702285,1.538531,-0.6365364,-0.73378974,0.3733479,0.3195673,-0.0537806
15,0.83016986,0.74152,"('boring', 'funny')",-0.14191678,-0.16232193,0.5312064,0.4936488,0.4064865,0.3576156,-0.0488709
16,-1.2671033,-1.1898576,"('unpopular', 'popular')",-1.4139371,-1.3905228,0.5907901,0.59405816,-0.6967501,-0.6621074,0.0346427
17,0.22343677,0.3703096,"('nasty', 'nice')",0.01380581,0.13304651,-0.3250867,-0.29904935,-0.0292814,0.0681023,0.0973837
18,-0.51361674,-0.45598912,"('disagreeable', 'welcoming')",-0.2291134,-0.15746745,-0.3524744,-0.40466735,-0.3650682,-0.3393747,0.0256935
19,0.21106067,0.2832402,"('inhospitable', 'hospitable')",-1.106497,-1.077157,-0.09797981,3.937818e-05,-0.3311387,-0.2646258,0.0665129
20,-0.09724874,-0.04551235,"('rough', 'thoughtful')",-0.18651432,-0.17193839,0.8958316,0.8618888,0.2040228,0.2148127,0.0107899
21,-0.4622364,-0.49599183,"('immoral', 'moral')",1.9080493,1.9205712,-0.6128513,-0.64300776,0.2776539,0.2605239,-0.01713
22,-0.47444636,-0.43939388,"('untrustworthy', 'trustworthy')",0.96073353,0.9681008,-1.0565451,-1.1336545,-0.190086,-0.2016492,-0.0115632
23,1.1514946,1.0425395,"('insincere', 'sincere')",1.5885711,1.597731,5.6878276,5.6720114,2.8092976,2.7707605,-0.0385371
24,1.073686,0.99186146,"('dishonest', 'honest')",0.71520394,0.6730421,0.659256,0.61931235,0.8160486,0.7614053,-0.0546433
25,-0.12606141,-0.26187003,"('egoistic', 'altruistic')",-0.34583196,-0.41151416,1.5569004,1.4301496,0.361669,0.2522551,-0.1094139
