,centimeter_male,centimeter_female,tuple,average_male,average_female,female-male
0,-0.73389184,-0.8499917,"('unsociable', 'sociable')",-0.7338918,-0.8499917,-0.1160999
1,0.568542,0.48686916,"('unfriendly', 'friendly')",0.568542,0.4868692,-0.0816728
2,-0.040199406,0.061541375,"('unlikable', 'likable')",-0.0401994,0.0615414,0.1017408
3,-0.91728365,-0.8766459,"('repellent', 'pleasant')",-0.9172837,-0.8766459,0.0406378
4,-3.2654693,-3.2489824,"('disliked', 'liked')",-3.2654693,-3.2489824,0.0164869
5,-0.7344757,-0.6753011,"('distant', 'outgoing')",-0.7344757,-0.6753011,0.0591746
6,-0.82332087,-0.77098805,"('distant', 'open')",-0.8233209,-0.770988,0.0523329
7,-0.04901531,-0.06659851,"('insensitive', 'sensitive')",-0.0490153,-0.0665985,-0.0175832
8,0.56324565,0.47053623,"('unaffectionate', 'affectionate')",0.5632457,0.4705362,-0.0927095
9,0.5436605,0.42514881,"('unaffectionate', 'caring')",0.5436605,0.4251488,-0.1185117
10,-0.8639239,-0.90904737,"('unsympathetic', 'sympathetic')",-0.8639239,-0.9090474,-0.0451235
11,0.27519205,0.26797426,"('unhelpful', 'helpful')",0.2751921,0.2679743,-0.0072178
12,-1.3966243,-1.3864113,"('unsupportive', 'supportive')",-1.3966243,-1.3864113,0.010213
13,-0.8484627,-0.91062945,"('impolite', 'polite')",-0.8484627,-0.9106295,-0.0621668
14,-0.84138215,-0.85683346,"('antisocial', 'social')",-0.8413821,-0.8568335,-0.0154514
15,0.59275866,0.4979898,"('boring', 'funny')",0.5927587,0.4979898,-0.0947689
16,-0.26321772,-0.2390116,"('unpopular', 'popular')",-0.2632177,-0.2390116,0.0242061
17,-0.030605232,-0.06896173,"('nasty', 'nice')",-0.0306052,-0.0689617,-0.0383565
18,-0.31346762,-0.33412144,"('disagreeable', 'welcoming')",-0.3134676,-0.3341214,-0.0206538
19,-0.7189209,-0.70759475,"('inhospitable', 'hospitable')",-0.7189209,-0.7075948,0.0113261
20,0.9039562,0.93422115,"('rough', 'thoughtful')",0.9039562,0.9342211,0.0302649
21,-0.5166134,-0.53351915,"('immoral', 'moral')",-0.5166134,-0.5335191,-0.0169057
