,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.3955544,0.3012153,"('unsociable', 'sociable')",0.3955544,0.3012153,-0.0943391
1,1.0717888,1.0816664,"('unfriendly', 'friendly')",1.0717888,1.0816664,0.0098776
2,0.62514687,0.7125393,"('unlikable', 'likable')",0.6251469,0.7125393,0.0873924
3,1.1226337,1.2472644,"('repellent', 'pleasant')",1.1226337,1.2472644,0.1246307
4,-7.5697393,-7.4701924,"('disliked', 'liked')",-7.5697393,-7.4701924,0.0995469
5,-0.5073899,-0.44474012,"('distant', 'outgoing')",-0.5073899,-0.4447401,0.0626498
6,-0.36120978,-0.3019479,"('distant', 'open')",-0.3612098,-0.3019479,0.0592619
7,1.8182341,1.8289859,"('insensitive', 'sensitive')",1.8182341,1.8289859,0.0107518
8,0.75860685,0.76203483,"('unaffectionate', 'affectionate')",0.7586069,0.7620348,0.0034279
9,1.1599069,1.2461423,"('unaffectionate', 'caring')",1.1599069,1.2461423,0.0862354
10,2.0739124,2.0498755,"('unsympathetic', 'sympathetic')",2.0739124,2.0498755,-0.0240369
11,2.2294755,2.2549412,"('unhelpful', 'helpful')",2.2294755,2.2549412,0.0254657
12,-0.8301855,-0.78667474,"('unsupportive', 'supportive')",-0.8301855,-0.7866747,0.0435108
13,0.6450651,0.5535493,"('impolite', 'polite')",0.6450651,0.5535493,-0.0915158
14,0.4960835,0.4249784,"('antisocial', 'social')",0.4960835,0.4249784,-0.0711051
15,0.07135977,0.040771857,"('boring', 'funny')",0.0713598,0.0407719,-0.0305879
16,-0.8368745,-0.7228052,"('unpopular', 'popular')",-0.8368745,-0.7228052,0.1140693
17,-0.41594052,-0.36009246,"('nasty', 'nice')",-0.4159405,-0.3600925,0.055848
18,-0.43251815,-0.44812483,"('disagreeable', 'welcoming')",-0.4325182,-0.4481248,-0.0156066
19,-0.43662485,-0.400226,"('inhospitable', 'hospitable')",-0.4366249,-0.400226,0.0363989
20,1.040476,0.93589425,"('rough', 'thoughtful')",1.040476,0.9358943,-0.1045817
21,0.83325577,0.87665296,"('immoral', 'moral')",0.8332558,0.876653,0.0433972
22,0.46714073,0.40775847,"('untrustworthy', 'trustworthy')",0.4671407,0.4077585,-0.0593822
23,7.0522575,7.037079,"('insincere', 'sincere')",7.0522575,7.0370789,-0.0151786
24,2.3935342,2.377747,"('dishonest', 'honest')",2.3935342,2.3777471,-0.0157871
25,0.22323155,0.2633748,"('egoistic', 'altruistic')",0.2232316,0.2633748,0.0401432
26,-0.18818977,-0.22100121,"('hardhearted', 'benevolent')",-0.1881898,-0.2210012,-0.0328114
27,1.2869444,1.2562547,"('hardhearted', 'softhearted')",1.2869444,1.2562547,-0.0306897
28,1.1587383,1.1413845,"('disloyal', 'loyal')",1.1587383,1.1413845,-0.0173538
29,-0.3609666,-0.4718822,"('unfair', 'fair')",-0.3609666,-0.4718822,-0.1109156
30,1.4433005,1.379844,"('intolerant', 'tolerant')",1.4433005,1.379844,-0.0634565
31,-2.0288033,-1.9600704,"('evil', 'good')",-2.0288033,-1.9600704,0.0687329
32,1.4780062,1.4611704,"('unkind', 'kind')",1.4780062,1.4611704,-0.0168358
33,-0.61410415,-0.57544905,"('wrong', 'right')",-0.6141042,-0.575449,0.0386552
34,4.463098,4.599672,"('mean', 'honorable')",4.463098,4.5996718,0.1365738
35,-1.5935756,-1.6196316,"('corrupt', 'incorrupt')",-1.5935756,-1.6196316,-0.026056
36,-1.5483361,-1.5128167,"('hostile', 'amicable')",-1.5483361,-1.5128167,0.0355194
37,1.0383993,1.0216203,"('fake', 'genuine')",1.0383993,1.0216203,-0.016779
38,0.2752858,0.2544899,"('untruthful', 'truthful')",0.2752858,0.2544899,-0.0207959
39,0.21501403,0.1481519,"('exploitative', 'cooperative')",0.215014,0.1481519,-0.0668621
40,-1.0638777,-1.0971023,"('stingy', 'generous')",-1.0638777,-1.0971023,-0.0332246
41,0.11375004,0.02757033,"('unforgiving', 'forgiving')",0.11375,0.0275703,-0.0861797
42,-1.2102773,-1.2371236,"('unreliable', 'reliable')",-1.2102773,-1.2371236,-0.0268463
43,2.1074362,1.9947734,"('irresponsible', 'responsible')",2.1074362,1.9947734,-0.1126628
44,-1.2393836,-1.3561493,"('prejudiced', 'unprejudiced')",-1.2393836,-1.3561493,-0.1167657
45,0.64633334,0.64101064,"('incompetent', 'competent')",0.6463333,0.6410106,-0.0053227
46,0.4037628,0.41454208,"('uncompetitive', 'competitive')",0.4037628,0.4145421,0.0107793
47,5.772373,5.9317274,"('stupid', 'smart')",5.7723732,5.9317274,0.1593542
48,1.2662323,1.1712586,"('unintelligent', 'intelligent')",1.2662323,1.1712586,-0.0949737
49,0.22532105,0.3453756,"('unable', 'able')",0.2253211,0.3453756,0.1200545
50,0.06705715,0.19383997,"('clumsy', 'skillful')",0.0670571,0.19384,0.1267829
51,1.234726,1.227656,"('uneducated', 'educated')",1.234726,1.227656,-0.00707
52,-1.0422873,-1.0137945,"('irrational', 'rational')",-1.0422873,-1.0137945,0.0284928
53,0.43943638,0.44358033,"('uncreative', 'creative')",0.4394364,0.4435803,0.0041439
54,1.2407877,1.3782188,"('incapable', 'capable')",1.2407877,1.3782188,0.1374311
55,1.5501921,1.4755266,"('incompetent', 'clever')",1.5501921,1.4755266,-0.0746655
56,1.1667674,1.1148616,"('impractical', 'practical')",1.1667674,1.1148616,-0.0519058
57,-2.002696,-1.9741488,"('unimaginative', 'imaginative')",-2.002696,-1.9741488,0.0285472
