,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1169364,-1.1954539,"('unsociable', 'sociable')",-1.3187283,-1.439102,0.24156624,0.16797057,-0.8586478,-0.9457753,-0.7631866,-0.8530901,-0.0899035
1,-0.53931206,-0.58063567,"('unfriendly', 'friendly')",0.21965373,0.059246786,-0.1590194,-0.19242813,1.850091,1.7658632,0.3428533,0.2630115,-0.0798418
2,0.41015506,0.53989017,"('unlikable', 'likable')",1.3626572,1.5212862,1.9144061,2.0421958,0.89370346,1.0654966,1.1452304,1.2922171,0.1469867
3,-0.898682,-0.7228833,"('repellent', 'pleasant')",-0.9762269,-0.91706145,0.73079455,0.7921321,0.20674099,0.26824382,-0.2343433,-0.1448922,0.0894511
4,-0.19556369,-0.23627909,"('disliked', 'liked')",0.007483457,-0.05216641,-0.7256919,-0.8544297,-6.072112,-6.1640234,-1.746471,-1.8267246,-0.0802536
5,-0.17761755,-0.16054079,"('distant', 'outgoing')",0.55536014,0.6169768,-1.1583768,-1.1429152,0.11951934,0.17271787,-0.1652787,-0.1284403,0.0368384
6,0.0107751265,0.0774835,"('distant', 'open')",0.6081114,0.6671656,-1.4185241,-1.4042933,0.8209034,0.8607675,0.0053165,0.0502808,0.0449643
7,-0.019145109,0.019269172,"('insensitive', 'sensitive')",-0.5988705,-0.61013275,-0.052266404,0.08437537,0.5243332,0.5066448,-0.0364872,3.91e-05,0.0365263
8,-0.57662714,-0.5787336,"('unaffectionate', 'affectionate')",0.09564781,0.030677646,-0.5213553,-0.5063222,0.67628115,0.6486736,-0.0815134,-0.1014262,-0.0199128
9,-0.017073028,-0.004425695,"('unaffectionate', 'caring')",0.04641544,-0.027461097,-0.23822597,-0.22721453,1.0609605,1.0639536,0.2130193,0.2012131,-0.0118062
10,-0.40574184,-0.33205387,"('unsympathetic', 'sympathetic')",-1.8653395,-1.8492593,-0.6577601,-0.5395708,-0.73653245,-0.7742211,-0.9163435,-0.8737763,0.0425672
11,-0.2582353,-0.2130008,"('unhelpful', 'helpful')",-0.4765123,-0.46016353,-0.6339206,-0.5563099,1.2911601,1.3487791,-0.0193771,0.0298262,0.0492033
12,0.47009477,0.6113886,"('unsupportive', 'supportive')",-0.015948169,0.14177185,0.70263535,0.9360714,-1.8197066,-1.8019971,-0.1657312,-0.0281913,0.1375399
13,-0.48977196,-0.51211685,"('impolite', 'polite')",-0.22113995,-0.20628308,-0.04938329,-0.01787293,-0.81441677,-0.805935,-0.393678,-0.385552,0.008126
