,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5071279,-0.63460124,"('unsociable', 'sociable')",-0.22425845,-0.347708,-0.43511114,-0.47436383,-0.7775874,-0.85414505,-0.4860212,-0.5777045,-0.0916833
1,-1.144756,-1.4065042,"('unfriendly', 'friendly')",-0.11538164,-0.39339536,0.3733553,0.10522641,2.3758092,2.2118134,0.3722567,0.1292851,-0.2429716
2,-0.010114472,0.0932792,"('unlikable', 'likable')",0.35845533,0.466439,0.7421763,0.84609324,0.42630872,0.5305358,0.3792065,0.4840868,0.1048803
3,-0.18527038,-0.10044746,"('repellent', 'pleasant')",0.57319725,0.69128907,0.7253523,0.8656781,0.28965858,0.32965592,0.3507344,0.4465439,0.0958095
4,-0.5998714,-0.60720503,"('disliked', 'liked')",-0.78318167,-0.8189573,-0.74003315,-0.76349354,-6.07378,-6.302378,-2.0492165,-2.1230085,-0.073792
5,-0.62024254,-0.6100179,"('distant', 'outgoing')",-0.33843127,-0.34120384,-0.6331625,-0.608036,0.22390716,0.22893253,-0.3419823,-0.3325813,0.009401
6,-0.77775764,-0.7372462,"('distant', 'open')",-0.5537642,-0.49574363,-1.1298125,-1.1467303,0.7748972,0.77794695,-0.4216093,-0.4004433,0.021166
7,0.13094299,0.13443969,"('insensitive', 'sensitive')",1.0738616,1.053165,0.058951207,0.0885046,0.6908769,0.7375189,0.4886582,0.503407,0.0147488
8,-0.9911328,-1.0829179,"('unaffectionate', 'affectionate')",-0.12447663,-0.20324534,-0.7807762,-0.9019881,1.1766987,1.0789002,-0.1799217,-0.2773128,-0.0973911
9,-0.8930504,-1.0098617,"('unaffectionate', 'caring')",0.57843655,0.4788939,-0.24167486,-0.35950732,1.4617974,1.4376825,0.2263772,0.1368018,-0.0895754
10,-0.50223017,-0.5287774,"('unsympathetic', 'sympathetic')",0.66897637,0.6531594,-1.1107715,-1.0583435,-0.75067645,-0.6666642,-0.4236754,-0.4001564,0.023519
11,0.28275993,0.29919088,"('unhelpful', 'helpful')",0.35288674,0.40950093,0.5038331,0.5522154,1.1956892,1.3621393,0.5837923,0.6557616,0.0719693
