,condominium_male,condominium_female,tuple,average_male,average_female,female-male
23,2.1474986,2.0168765,"('insincere', 'sincere')",2.1474986,2.0168765,-0.1306221
24,-0.3794484,-0.48994112,"('dishonest', 'honest')",-0.3794484,-0.4899411,-0.1104927
25,0.051649675,-0.034203462,"('egoistic', 'altruistic')",0.0516497,-0.0342035,-0.0858532
26,1.0389069,0.86567956,"('hardhearted', 'benevolent')",1.0389069,0.8656796,-0.1732273
27,0.59267044,0.51810646,"('hardhearted', 'softhearted')",0.5926704,0.5181065,-0.0745639
28,-0.0688985,-0.2603841,"('disloyal', 'loyal')",-0.0688985,-0.2603841,-0.1914856
29,-0.01609967,-0.0056160633,"('unfair', 'fair')",-0.0160997,-0.0056161,0.0104836
30,0.7456571,0.7319897,"('intolerant', 'tolerant')",0.7456571,0.7319897,-0.0136674
31,-0.43147734,-0.4113677,"('evil', 'good')",-0.4314773,-0.4113677,0.0201096
32,0.30261832,0.20106775,"('unkind', 'kind')",0.3026183,0.2010677,-0.1015506
33,0.57102984,0.5621328,"('wrong', 'right')",0.5710298,0.5621328,-0.008897
34,2.0639293,2.027127,"('mean', 'honorable')",2.0639293,2.027127,-0.0368023
35,0.31589377,0.20123155,"('corrupt', 'incorrupt')",0.3158938,0.2012316,-0.1146622
36,0.25798872,0.22598875,"('hostile', 'amicable')",0.2579887,0.2259887,-0.032
37,0.0039127693,-0.065161064,"('fake', 'genuine')",0.0039128,-0.0651611,-0.0690739
38,0.4494719,0.38921311,"('untruthful', 'truthful')",0.4494719,0.3892131,-0.0602588
39,0.95997506,0.9115912,"('exploitative', 'cooperative')",0.9599751,0.9115912,-0.0483839
40,-0.40110174,-0.36825615,"('stingy', 'generous')",-0.4011017,-0.3682562,0.0328455
41,0.11918996,0.13295862,"('unforgiving', 'forgiving')",0.11919,0.1329586,0.0137686
42,-1.0385349,-0.8838774,"('unreliable', 'reliable')",-1.0385349,-0.8838774,0.1546575
43,0.3971677,0.36644495,"('irresponsible', 'responsible')",0.3971677,0.3664449,-0.0307228
44,-0.57501304,-0.48831207,"('prejudiced', 'unprejudiced')",-0.575013,-0.4883121,0.0867009
45,-0.58489364,-0.47553903,"('incompetent', 'competent')",-0.5848936,-0.475539,0.1093546
46,-1.197813,-1.1166154,"('uncompetitive', 'competitive')",-1.197813,-1.1166154,0.0811976
47,2.1218095,2.056228,"('stupid', 'smart')",2.1218095,2.0562279,-0.0655816
48,-0.37222117,-0.49243605,"('unintelligent', 'intelligent')",-0.3722212,-0.4924361,-0.1202149
49,-0.6866906,-0.6189979,"('unable', 'able')",-0.6866906,-0.6189979,0.0676927
50,-0.28019348,-0.2836896,"('clumsy', 'skillful')",-0.2801935,-0.2836896,-0.0034961
51,-0.2994282,-0.3795475,"('uneducated', 'educated')",-0.2994282,-0.3795475,-0.0801193
52,0.18003523,0.09732695,"('irrational', 'rational')",0.1800352,0.0973269,-0.0827083
53,0.33993277,0.31838983,"('uncreative', 'creative')",0.3399328,0.3183898,-0.021543
54,0.9796523,0.920583,"('incapable', 'capable')",0.9796523,0.920583,-0.0590693
55,-0.5795789,-0.52087927,"('incompetent', 'clever')",-0.5795789,-0.5208793,0.0586996
56,-0.17010628,-0.14060457,"('impractical', 'practical')",-0.1701063,-0.1406046,0.0295017
57,-1.415289,-1.3372296,"('unimaginative', 'imaginative')",-1.415289,-1.3372296,0.0780594
58,0.1529684,0.18276678,"('undiscriminating', 'discriminating')",0.1529684,0.1827668,0.0297984
59,0.17088291,0.112801105,"('foolish', 'wise')",0.1708829,0.1128011,-0.0580818
60,-0.6111408,-0.56469876,"('inefficient', 'efficient')",-0.6111408,-0.5646988,0.046442
61,-0.13264665,-0.13752924,"('illogical', 'logical')",-0.1326467,-0.1375292,-0.0048825
62,0.21868198,0.36213082,"('incompetent', 'brilliant')",0.218682,0.3621308,0.1434488
63,-0.15963595,-0.16117503,"('unperceptive', 'insightful')",-0.1596359,-0.161175,-0.0015391
64,-2.682985,-2.5524287,"('shy', 'confident')",-2.6829851,-2.5524287,0.1305564
65,-1.2295268,-1.2064362,"('insecure', 'secure')",-1.2295268,-1.2064362,0.0230906
66,0.9176751,0.7492194,"('inactive', 'active')",0.9176751,0.7492194,-0.1684557
67,0.85070664,0.78041315,"('doubtful', 'determined')",0.8507066,0.7804132,-0.0702934
68,-1.2701585,-1.2889968,"('dependent', 'independent')",-1.2701585,-1.2889968,-0.0188383
69,0.59201616,0.576593,"('lazy', 'industrious')",0.5920162,0.576593,-0.0154232
70,-0.05013854,-0.045275323,"('lethargic', 'energetic')",-0.0501385,-0.0452753,0.0048632
71,0.84082395,0.81355894,"('diffident', 'self-confident')",0.8408239,0.8135589,-0.027265
72,0.3579747,0.3412824,"('unambitious', 'ambitious')",0.3579747,0.3412824,-0.0166923
73,-0.72383326,-0.62647086,"('helpless', 'self-reliant')",-0.7238333,-0.6264709,0.0973624
74,-1.2818942,-1.2944847,"('undedicated', 'dedicated')",-1.2818942,-1.2944847,-0.0125905
75,-0.7627868,-0.7211304,"('meek', 'impulsive')",-0.7627868,-0.7211304,0.0416564
76,0.16912018,0.20537159,"('anxious', 'daring')",0.1691202,0.2053716,0.0362514
77,-1.076656,-1.0490637,"('unmotivated', 'motivated')",-1.076656,-1.0490637,0.0275923
78,0.867365,0.96951294,"('nonresilient', 'resilient')",0.867365,0.9695129,0.1021479
79,0.5750619,0.5117892,"('wavering', 'unwavering')",0.5750619,0.5117892,-0.0632727
80,-0.59054834,-0.60485667,"('dominated', 'dominating')",-0.5905483,-0.6048567,-0.0143084
81,-1.6858326,-1.7471138,"('submissive', 'aggressive')",-1.6858326,-1.7471138,-0.0612812
82,1.9590344,1.9662331,"('poor', 'rich')",1.9590344,1.9662331,0.0071987
83,0.22212006,0.109288596,"('powerless', 'powerful')",0.2221201,0.1092886,-0.1128315
84,-0.5614891,-0.6347386,"('inferior', 'superior')",-0.5614891,-0.6347386,-0.0732495
85,1.1377854,0.9911525,"('insignificant', 'prestigious')",1.1377854,0.9911525,-0.1466329
86,-1.0344213,-1.1784215,"('uninfluential', 'influential')",-1.0344213,-1.1784215,-0.1440002
87,0.70785743,0.6851155,"('unsuccessful', 'successful')",0.7078574,0.6851155,-0.0227419
88,-1.7951139,-1.9191946,"('low', 'eminent')",-1.7951139,-1.9191946,-0.1240807
