,eversource_male,eversource_female,tuple,energy_male,energy_female,average_male,average_female,female-male
0,-1.9010198,-1.9494438,"('unsociable', 'sociable')",-0.2055836,-0.19869947,-1.0533017,-1.0740716,-0.0207699
1,-2.2436683,-2.347512,"('unfriendly', 'friendly')",2.038929,1.9083694,-0.1023697,-0.2195713,-0.1172016
2,0.2989483,0.33345187,"('unlikable', 'likable')",0.5779804,0.5854915,0.4384643,0.4594717,0.0210074
3,-0.62074,-0.47386092,"('repellent', 'pleasant')",0.18425635,0.31530923,-0.2182418,-0.0792758,0.138966
4,0.40252703,0.3024223,"('disliked', 'liked')",-6.9143596,-7.046866,-3.2559164,-3.3722217,-0.1163053
5,-0.43010205,-0.4102418,"('distant', 'outgoing')",0.5606435,0.5005092,0.0652707,0.0451337,-0.020137
6,-0.9921005,-0.96641165,"('distant', 'open')",0.4654944,0.36205178,-0.263303,-0.3021799,-0.0388769
7,-0.42736605,-0.34155557,"('insensitive', 'sensitive')",0.7717061,0.9432413,0.17217,0.3008429,0.1286729
8,-1.7493232,-1.8547186,"('unaffectionate', 'affectionate')",1.4373574,1.2391635,-0.1559829,-0.3077775,-0.1517946
9,-1.8600477,-1.8979981,"('unaffectionate', 'caring')",2.0361848,1.9836674,0.0880685,0.0428346,-0.0452339
10,-1.8121781,-1.7749393,"('unsympathetic', 'sympathetic')",-0.3200653,-0.19858986,-1.0661217,-0.9867646,0.0793571
11,-0.8671601,-0.726563,"('unhelpful', 'helpful')",1.7598995,1.9811445,0.4463697,0.6272908,0.1809211
12,-1.3149487,-1.2506284,"('unsupportive', 'supportive')",-1.3923036,-1.3870697,-1.3536261,-1.3188491,0.034777
13,-0.6211239,-0.62620866,"('impolite', 'polite')",-0.35259652,-0.15932326,-0.4868602,-0.392766,0.0940942
14,-0.49394408,-0.45187587,"('antisocial', 'social')",-0.06407488,-0.007290204,-0.2790095,-0.229583,0.0494265
15,0.40530363,0.3194373,"('boring', 'funny')",0.001841072,-0.11256863,0.2035723,0.1034343,-0.100138
16,-0.3307242,-0.24652985,"('unpopular', 'popular')",0.14926267,0.20187493,-0.0907308,-0.0223275,0.0684033
17,0.021335686,0.1381667,"('nasty', 'nice')",-0.33582395,-0.31249556,-0.1572441,-0.0871644,0.0700797
18,-0.85321575,-0.7371885,"('disagreeable', 'welcoming')",-0.66901064,-0.6558896,-0.7611132,-0.696539,0.0645742
19,-1.2577013,-1.2039696,"('inhospitable', 'hospitable')",-0.23368517,-0.24029587,-0.7456932,-0.7221327,0.0235605
20,0.11355208,0.20292307,"('rough', 'thoughtful')",0.29023933,0.329063,0.2018957,0.265993,0.0640973
21,-0.6746474,-0.51123565,"('immoral', 'moral')",-0.68590945,-0.4384708,-0.6802784,-0.4748532,0.2054252
22,-0.34405375,-0.35970438,"('untrustworthy', 'trustworthy')",-1.2072004,-1.2060224,-0.7756271,-0.7828634,-0.0072363
23,-1.3464795,-1.3028817,"('insincere', 'sincere')",6.5305476,6.713523,2.5920341,2.7053206,0.1132865
24,-0.85595924,-0.8664891,"('dishonest', 'honest')",1.1075323,1.1261705,0.1257865,0.1298407,0.0040542
25,0.015862174,0.07364712,"('egoistic', 'altruistic')",1.4803344,1.3836803,0.7480983,0.7286637,-0.0194346
26,-0.3815279,-0.53407544,"('hardhearted', 'benevolent')",1.2240256,1.0230417,0.4212489,0.2444831,-0.1767658
27,0.15356037,0.20982999,"('hardhearted', 'softhearted')",1.3456746,1.3097574,0.7496175,0.7597936,0.0101761
28,-1.1997786,-1.2101018,"('disloyal', 'loyal')",1.1942965,1.1905388,-0.002741,-0.0097815,-0.0070405
29,-0.26029065,-0.26811305,"('unfair', 'fair')",-0.62038684,-0.80187595,-0.4403387,-0.5349945,-0.0946558
30,-0.2364714,-0.22864613,"('intolerant', 'tolerant')",0.8620264,0.96292686,0.3127775,0.3671404,0.0543629
31,-0.41266987,-0.40063754,"('evil', 'good')",-1.0621624,-1.2834729,-0.7374161,-0.8420552,-0.1046391
32,-0.8720161,-0.9016666,"('unkind', 'kind')",1.0199344,1.0018877,0.0739592,0.0501105,-0.0238487
33,0.38815814,0.33828652,"('wrong', 'right')",0.64793336,0.4791562,0.5180458,0.4087214,-0.1093244
34,-0.018763565,0.15715523,"('mean', 'honorable')",5.1393013,5.3913374,2.5602689,2.7742462,0.2139773
35,1.228533,1.0876913,"('corrupt', 'incorrupt')",-0.5180658,-0.74586797,0.3552336,0.1709117,-0.1843219
36,-0.33179992,-0.5066421,"('hostile', 'amicable')",-0.38616198,-0.7306504,-0.358981,-0.6186463,-0.2596653
37,-0.04877627,-0.09987964,"('fake', 'genuine')",0.6037063,0.55243874,0.277465,0.2262796,-0.0511854
38,-1.5263917,-1.5085125,"('untruthful', 'truthful')",0.44921738,0.5322125,-0.5385872,-0.48815,0.0504372
39,0.46663716,0.5345597,"('exploitative', 'cooperative')",-0.1397573,-0.062088713,0.1634399,0.2362355,0.0727956
40,-0.22848573,-0.25798473,"('stingy', 'generous')",-1.8284633,-1.8977123,-1.0284746,-1.0778486,-0.049374
41,-0.8186832,-0.82777554,"('unforgiving', 'forgiving')",-0.037189793,-0.15613592,-0.4279365,-0.4919557,-0.0640192
42,0.5029119,0.60411364,"('unreliable', 'reliable')",-3.3841941,-3.268085,-1.4406412,-1.3319857,0.1086555
43,-1.2805731,-1.2721181,"('irresponsible', 'responsible')",0.587151,0.66635996,-0.3467111,-0.3028791,0.043832
44,1.3677768,1.3233631,"('prejudiced', 'unprejudiced')",-1.2352874,-1.2375827,0.0662447,0.0428902,-0.0233545
45,-0.937681,-0.91397977,"('incompetent', 'competent')",-0.065563396,-0.0013366714,-0.5016222,-0.4576582,0.043964
46,-0.8877425,-0.83093375,"('uncompetitive', 'competitive')",-1.3613405,-1.151776,-1.1245415,-0.9913548,0.1331867
47,-0.4595039,-0.3831484,"('stupid', 'smart')",5.891593,6.0801196,2.7160444,2.8484857,0.1324413
48,-0.9073726,-0.866185,"('unintelligent', 'intelligent')",0.62735593,0.77401805,-0.1400083,-0.0460835,0.0939248
49,-0.40315297,-0.22203279,"('unable', 'able')",-0.16384615,0.07842642,-0.2834996,-0.0718032,0.2116964
50,0.5939854,0.64053303,"('clumsy', 'skillful')",0.25834775,0.35321257,0.4261666,0.4968728,0.0707062
51,-1.0364342,-1.063393,"('uneducated', 'educated')",0.04752284,0.0836207,-0.4944557,-0.4898862,0.0045695
52,-0.4851175,-0.59563583,"('irrational', 'rational')",0.435879,0.18879806,-0.0246193,-0.2034189,-0.1787996
53,-1.5384889,-1.4889026,"('uncreative', 'creative')",0.5048523,0.48238337,-0.5168183,-0.5032596,0.0135587
54,-0.5703613,-0.6119759,"('incapable', 'capable')",1.0949643,1.1533351,0.2623015,0.2706796,0.0083781
55,-0.72894245,-0.62089366,"('incompetent', 'clever')",-0.26481476,-0.050940532,-0.4968786,-0.3359171,0.1609615
56,-0.42605805,-0.3528901,"('impractical', 'practical')",-0.1896722,0.03468402,-0.3078651,-0.159103,0.1487621
57,-0.593336,-0.70207226,"('unimaginative', 'imaginative')",-2.6516688,-2.7111251,-1.6225023,-1.7065988,-0.0840965
58,-0.95460176,-1.010966,"('undiscriminating', 'discriminating')",0.020855665,-0.015967153,-0.466873,-0.5134665,-0.0465935
59,-0.1880643,-0.19657332,"('foolish', 'wise')",0.71445113,0.70118356,0.2631934,0.2523051,-0.0108883
60,-0.18801498,0.008120157,"('inefficient', 'efficient')",0.59882706,0.9925508,0.205406,0.5003355,0.2949295
61,-0.521547,-0.5734314,"('illogical', 'logical')",0.4453271,0.3802513,-0.03811,-0.09659,-0.05848
62,-0.18494733,-0.016774142,"('incompetent', 'brilliant')",0.5136654,0.84207153,0.164359,0.4126487,0.2482897
63,-1.10922,-1.033975,"('unperceptive', 'insightful')",0.55944395,0.75558496,-0.274888,-0.139195,0.135693
64,-0.06340055,-0.12370467,"('shy', 'confident')",-6.1145797,-6.1560826,-3.0889902,-3.1398935,-0.0509033
65,-0.29075468,-0.3076964,"('insecure', 'secure')",-0.3905786,-0.14519815,-0.3406667,-0.2264473,0.1142194
66,0.03681058,-0.08206352,"('inactive', 'active')",-0.1455259,-0.3368639,-0.0543577,-0.2094637,-0.155106
67,0.24255468,0.2822432,"('doubtful', 'determined')",-0.50946486,-0.52114075,-0.1334551,-0.1194488,0.0140063
68,-0.020421673,0.04309704,"('dependent', 'independent')",-1.1739774,-0.9768559,-0.5971995,-0.4668794,0.1303201
