,deposition_male,deposition_female,tuple,average_male,average_female,female-male
0,-0.38723105,-0.34290177,"('unsociable', 'sociable')",-0.3872311,-0.3429018,0.0443293
1,1.2111709,1.0783464,"('unfriendly', 'friendly')",1.2111709,1.0783464,-0.1328245
2,-0.19867805,-0.203638,"('unlikable', 'likable')",-0.198678,-0.203638,-0.00496
3,0.6511785,0.765115,"('repellent', 'pleasant')",0.6511785,0.765115,0.1139365
4,-7.4929695,-7.6472206,"('disliked', 'liked')",-7.4929695,-7.6472206,-0.1542511
5,-0.37890077,-0.50990915,"('distant', 'outgoing')",-0.3789008,-0.5099092,-0.1310084
6,0.10195848,-0.08390932,"('distant', 'open')",0.1019585,-0.0839093,-0.1858678
7,0.6835474,0.7453256,"('insensitive', 'sensitive')",0.6835474,0.7453256,0.0617782
8,1.1624116,0.95378494,"('unaffectionate', 'affectionate')",1.1624116,0.9537849,-0.2086267
9,1.4837841,1.4286988,"('unaffectionate', 'caring')",1.4837841,1.4286988,-0.0550853
10,0.60818243,0.73149914,"('unsympathetic', 'sympathetic')",0.6081824,0.7314991,0.1233167
11,1.2224333,1.3261746,"('unhelpful', 'helpful')",1.2224333,1.3261746,0.1037413
12,-1.8477567,-1.8868681,"('unsupportive', 'supportive')",-1.8477567,-1.8868681,-0.0391114
13,-0.65434265,-0.5588743,"('impolite', 'polite')",-0.6543427,-0.5588743,0.0954684
14,0.005979334,0.041434933,"('antisocial', 'social')",0.0059793,0.0414349,0.0354556
15,0.024557875,-0.10344586,"('boring', 'funny')",0.0245579,-0.1034459,-0.1280038
16,-0.63216156,-0.65068704,"('unpopular', 'popular')",-0.6321616,-0.650687,-0.0185254
17,-0.37723535,-0.36615738,"('nasty', 'nice')",-0.3772354,-0.3661574,0.011078
18,-0.22537693,-0.2811955,"('disagreeable', 'welcoming')",-0.2253769,-0.2811955,-0.0558186
19,-1.0160196,-1.1174108,"('inhospitable', 'hospitable')",-1.0160196,-1.1174108,-0.1013912
20,1.0930922,1.0631845,"('rough', 'thoughtful')",1.0930922,1.0631845,-0.0299077
21,-0.82808006,-0.68718755,"('immoral', 'moral')",-0.8280801,-0.6871876,0.1408925
22,-0.64142066,-0.6087564,"('untrustworthy', 'trustworthy')",-0.6414207,-0.6087564,0.0326643
23,6.3009295,6.3935513,"('insincere', 'sincere')",6.3009295,6.3935513,0.0926218
24,1.369885,1.2459425,"('dishonest', 'honest')",1.369885,1.2459425,-0.1239425
25,0.7918227,0.6594783,"('egoistic', 'altruistic')",0.7918227,0.6594783,-0.1323444
26,0.9907228,0.85544014,"('hardhearted', 'benevolent')",0.9907228,0.8554401,-0.1352827
27,1.7604561,1.5505935,"('hardhearted', 'softhearted')",1.7604561,1.5505935,-0.2098626
28,1.0442883,0.9849153,"('disloyal', 'loyal')",1.0442883,0.9849153,-0.059373
29,-0.36606157,-0.5404197,"('unfair', 'fair')",-0.3660616,-0.5404197,-0.1743581
30,0.8178194,0.88835555,"('intolerant', 'tolerant')",0.8178194,0.8883556,0.0705362
31,-1.072461,-1.1856153,"('evil', 'good')",-1.072461,-1.1856153,-0.1131543
32,0.9010592,0.81822294,"('unkind', 'kind')",0.9010592,0.8182229,-0.0828363
33,-0.46899316,-0.5567134,"('wrong', 'right')",-0.4689932,-0.5567134,-0.0877202
34,4.429885,4.5527263,"('mean', 'honorable')",4.4298849,4.5527263,0.1228414
35,-0.47722936,-0.7664926,"('corrupt', 'incorrupt')",-0.4772294,-0.7664926,-0.2892632
36,-0.51080185,-0.6980711,"('hostile', 'amicable')",-0.5108019,-0.6980711,-0.1872692
37,0.52950543,0.52423173,"('fake', 'genuine')",0.5295054,0.5242317,-0.0052737
38,-0.4665551,-0.4201433,"('untruthful', 'truthful')",-0.4665551,-0.4201433,0.0464118
39,0.15191862,0.20178758,"('exploitative', 'cooperative')",0.1519186,0.2017876,0.049869
40,-1.3780886,-1.5312997,"('stingy', 'generous')",-1.3780886,-1.5312997,-0.1532111
41,0.050664343,0.03663887,"('unforgiving', 'forgiving')",0.0506643,0.0366389,-0.0140254
42,-2.621999,-2.6083217,"('unreliable', 'reliable')",-2.621999,-2.6083217,0.0136773
43,0.6989151,0.7673155,"('irresponsible', 'responsible')",0.6989151,0.7673155,0.0684004
44,-0.9384924,-0.9186508,"('prejudiced', 'unprejudiced')",-0.9384924,-0.9186508,0.0198416
45,-0.16440703,-0.1693509,"('incompetent', 'competent')",-0.164407,-0.1693509,-0.0049439
46,-0.9909474,-0.8949411,"('uncompetitive', 'competitive')",-0.9909474,-0.8949411,0.0960063
47,4.9686365,5.0776715,"('stupid', 'smart')",4.9686365,5.0776715,0.109035
48,0.26987082,0.27364555,"('unintelligent', 'intelligent')",0.2698708,0.2736456,0.0037748
49,-0.17307529,-0.16670027,"('unable', 'able')",-0.1730753,-0.1667003,0.006375
50,-0.5263593,-0.597537,"('clumsy', 'skillful')",-0.5263593,-0.597537,-0.0711777
51,0.030272745,0.049752127,"('uneducated', 'educated')",0.0302727,0.0497521,0.0194794
52,-0.2767408,-0.47867087,"('irrational', 'rational')",-0.2767408,-0.4786709,-0.2019301
53,0.016429508,-0.12481524,"('uncreative', 'creative')",0.0164295,-0.1248152,-0.1412447
54,1.0186094,0.9829145,"('incapable', 'capable')",1.0186094,0.9829145,-0.0356949
55,0.48041272,0.5959395,"('incompetent', 'clever')",0.4804127,0.5959395,0.1155268
56,0.08080645,0.14077298,"('impractical', 'practical')",0.0808064,0.140773,0.0599666
57,-2.972309,-2.933791,"('unimaginative', 'imaginative')",-2.9723091,-2.9337909,0.0385182
58,0.22026874,0.19563714,"('undiscriminating', 'discriminating')",0.2202687,0.1956371,-0.0246316
59,-0.23379304,-0.29000115,"('foolish', 'wise')",-0.233793,-0.2900012,-0.0562082
60,0.06296591,0.30011544,"('inefficient', 'efficient')",0.0629659,0.3001154,0.2371495
61,0.40618682,0.26932067,"('illogical', 'logical')",0.4061868,0.2693207,-0.1368661
62,0.078321695,0.21925168,"('incompetent', 'brilliant')",0.0783217,0.2192517,0.14093
63,-0.25858527,-0.18070738,"('unperceptive', 'insightful')",-0.2585853,-0.1807074,0.0778779
64,-6.373806,-6.319774,"('shy', 'confident')",-6.373806,-6.3197742,0.0540318
65,-0.031939775,0.12312859,"('insecure', 'secure')",-0.0319398,0.1231286,0.1550684
66,-0.31982645,-0.44619757,"('inactive', 'active')",-0.3198265,-0.4461976,-0.1263711
67,-0.4504923,-0.36664298,"('doubtful', 'determined')",-0.4504923,-0.366643,0.0838493
68,-0.74407524,-0.7616576,"('dependent', 'independent')",-0.7440752,-0.7616576,-0.0175824
69,-1.7772349,-1.885558,"('lazy', 'industrious')",-1.7772349,-1.885558,-0.1083231
70,0.81466115,0.8461911,"('lethargic', 'energetic')",0.8146611,0.8461911,0.03153
71,0.8071992,0.71764314,"('diffident', 'self-confident')",0.8071992,0.7176431,-0.0895561
72,0.5641014,0.7058179,"('unambitious', 'ambitious')",0.5641014,0.7058179,0.1417165
73,-3.1640422,-3.1430733,"('helpless', 'self-reliant')",-3.1640422,-3.1430733,0.0209689
74,-0.13333535,-0.2187693,"('undedicated', 'dedicated')",-0.1333354,-0.2187693,-0.0854339
