,dun_male,dun_female,tuple,&_male,&_female,bradstreet_male,bradstreet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.025885586,-0.08141166,"('unsociable', 'sociable')",0.5759045,0.41038084,-1.2049056,-1.313899,0.16089112,-0.07966917,-0.29427797,-0.38304645,-0.1473005,-0.2895291,-0.1422286
1,-0.6028337,-0.584288,"('unfriendly', 'friendly')",-1.0125655,-1.0237494,-1.7281731,-1.7410005,0.36023787,0.3310823,1.8085163,1.6947938,-0.2349636,-0.2646323,-0.0296687
2,-0.32741934,-0.2230493,"('unlikable', 'likable')",1.4725536,1.5066009,0.026509471,0.03366658,1.6760345,1.8089325,0.7866199,0.937216,0.7268596,0.8126733,0.0858137
3,0.42273688,0.53811634,"('repellent', 'pleasant')",-0.09877084,-0.045568272,-1.3679471,-1.2789292,0.4599607,0.48855215,0.1611056,0.19511013,-0.084583,-0.0205438,0.0640392
4,-0.6520926,-0.71489495,"('disliked', 'liked')",0.80329424,0.719449,0.48041773,0.45844278,-0.32812217,-0.42924532,-6.0434556,-6.005758,-1.1479917,-1.1944013,-0.0464096
5,0.42301628,0.4614055,"('distant', 'outgoing')",-0.39395535,-0.31312656,0.921582,1.0216013,-0.4302205,-0.29845268,0.20384923,0.28055933,0.1448543,0.2303974,0.0855431
6,0.82690334,0.96085703,"('distant', 'open')",-0.23348284,-0.113918565,0.76812905,0.9242179,-0.73482573,-0.58194685,0.85953426,0.8944111,0.2972516,0.4167241,0.1194725
7,0.32146996,0.40220675,"('insensitive', 'sensitive')",-0.25081372,-0.20507878,-0.9467696,-0.96397686,0.82760286,0.79365814,0.81065017,0.73824877,0.1524279,0.1530116,0.0005837
8,0.8689304,0.91735077,"('unaffectionate', 'affectionate')",-0.15032959,-0.062195025,-0.27616167,-0.21520674,0.01924525,0.09717976,0.9046776,0.8233461,0.2732724,0.312095,0.0388226
9,0.55824465,0.59127504,"('unaffectionate', 'caring')",-0.1414308,-0.12762226,-0.86883926,-0.8284011,0.851434,0.7904331,1.460709,1.4475923,0.3720235,0.3746554,0.0026319
10,0.9814546,0.99006826,"('unsympathetic', 'sympathetic')",-0.16413039,-0.18150546,-1.5002332,-1.539281,0.17111757,0.09509084,0.1260532,0.07502076,-0.0771476,-0.1121213,-0.0349737
11,-0.741155,-0.7248067,"('unhelpful', 'helpful')",-1.0234387,-1.03249,-1.660604,-1.6718643,-0.30033267,-0.3510042,2.0139053,2.086349,-0.342325,-0.3387632,0.0035618
12,0.76199853,0.8131357,"('unsupportive', 'supportive')",0.695458,0.83588237,-0.87062097,-0.73305535,0.38099167,0.5082033,-1.4175891,-1.3470563,-0.0899523,0.0154219,0.1053742
13,-1.0710621,-1.1342624,"('impolite', 'polite')",-0.3633148,-0.3888499,-0.9967691,-1.083774,0.30384356,0.20147425,0.030429631,-0.029803384,-0.4193746,-0.4870431,-0.0676685
14,0.857647,0.8255401,"('antisocial', 'social')",0.94181335,0.84518236,-1.1741096,-1.1803995,1.9043832,1.8814945,-0.73001164,-0.7615318,0.3599445,0.3220572,-0.0378873
15,0.45125276,0.43042243,"('boring', 'funny')",0.514635,0.4483045,0.7222566,0.6807692,-1.0996287,-1.1254578,0.5207583,0.47767282,0.2218548,0.1823422,-0.0395126
16,-1.1794282,-1.0812064,"('unpopular', 'popular')",-0.31221083,-0.15296635,-0.20906356,-0.17284352,-0.9968977,-0.77500796,0.3469708,0.39439535,-0.4701259,-0.3575258,0.1126001
17,0.06702955,0.092554145,"('nasty', 'nice')",0.37996504,0.43990457,0.17165655,0.24096107,-0.7784377,-0.6752516,-0.5381649,-0.49005407,-0.1395903,-0.0783772,0.0612131
18,-0.5930517,-0.4571915,"('disagreeable', 'welcoming')",0.44050533,0.7535559,-0.7564726,-0.6134625,-0.4057934,-0.20050687,-0.12388492,-0.09419038,-0.2877394,-0.1223591,0.1653803
19,0.32167152,0.47557095,"('inhospitable', 'hospitable')",-0.8839375,-0.70889026,0.39370188,0.4804211,-0.8899529,-0.73940086,0.12547417,0.17219536,-0.1866086,-0.0640207,0.1225879
20,0.2699177,0.22620091,"('rough', 'thoughtful')",0.5576989,0.5911128,-0.39760745,-0.37578413,0.3264713,0.43345103,1.080095,1.0499839,0.3673151,0.3849929,0.0176778
21,-0.5441681,-0.533738,"('immoral', 'moral')",0.77352536,0.7991245,-0.97892195,-1.0120426,-0.2841349,-0.2874476,-0.90238374,-0.857923,-0.3872167,-0.3784053,0.0088114
22,0.026777422,-0.026821908,"('untrustworthy', 'trustworthy')",0.6547472,0.51136255,-0.32826602,-0.32410303,0.05015801,-0.054983772,-0.91163576,-0.99221903,-0.1016438,-0.177353,-0.0757092
23,0.44788128,0.44410908,"('insincere', 'sincere')",-0.6310497,-0.6417267,-1.6434811,-1.6982467,0.17547631,0.07132349,5.6308217,5.4817595,0.7959297,0.7314438,-0.0644859
24,0.88500434,0.9581733,"('dishonest', 'honest')",-0.19459505,-0.17304036,-0.7142817,-0.7224796,-0.37715894,-0.43049556,1.045228,0.95940953,0.1288393,0.1183135,-0.0105258
25,-0.83358985,-0.78136736,"('egoistic', 'altruistic')",-0.44513822,-0.43717375,-0.0057261847,0.047057416,0.3790468,0.40238905,1.2850869,1.2763687,0.0759359,0.1014548,0.0255189
26,0.8696394,0.78254247,"('hardhearted', 'benevolent')",1.0287952,0.9487309,-0.24554509,-0.23330946,1.9549234,1.9637961,1.6662797,1.5444112,1.0548185,1.0012342,-0.0535843
27,-0.42086664,-0.3138322,"('hardhearted', 'softhearted')",-0.7296605,-0.6072151,0.24791522,0.39252874,0.6147613,0.73423713,1.764859,1.656837,0.2954017,0.3725111,0.0771094
28,0.030309826,-0.018226014,"('disloyal', 'loyal')",0.08470442,-0.04963915,-1.4743872,-1.5634109,0.3712327,0.089900136,1.3183113,1.1371441,0.0660342,-0.0808464,-0.1468806
29,0.930479,0.984896,"('unfair', 'fair')",-0.3036157,-0.37584075,-0.51972765,-0.49466679,-0.52143234,-0.4943092,-0.4070752,-0.50519735,-0.1642744,-0.1770236,-0.0127492
30,-0.07347759,-0.10552733,"('intolerant', 'tolerant')",-0.37988624,-0.24863213,-0.64703673,-0.6745663,1.7063468,1.694305,1.0011728,1.0591742,0.3214238,0.3449507,0.0235269
31,-0.37496307,-0.32219568,"('evil', 'good')",-1.298513,-1.222767,0.041785736,0.10486799,-1.5302314,-1.4301238,-0.95098585,-1.0416726,-0.8225815,-0.7823782,0.0402033
32,-0.9712751,-0.923828,"('unkind', 'kind')",-0.16625175,-0.24003223,-1.2907269,-1.3332254,0.7372036,0.6384854,1.1057364,0.9751795,-0.1170627,-0.1766841,-0.0596214
33,0.4353125,0.418452,"('wrong', 'right')",-0.29985982,-0.20794508,0.8147259,0.8645549,0.26841187,0.3616265,-0.49140257,-0.47962824,0.1454376,0.191412,0.0459744
34,-0.068891756,0.02279172,"('mean', 'honorable')",-0.18885909,0.00021506101,-0.24252546,-0.14918318,-0.022607587,0.16338389,6.340328,6.413732,1.1634889,1.2901879,0.126699
35,-0.9290794,-0.95587754,"('corrupt', 'incorrupt')",-0.5930427,-0.5927142,2.0543628,2.065836,-1.3059615,-1.2365875,-0.0039060796,-0.15568411,-0.1555254,-0.1750055,-0.0194801
36,-0.81815255,-0.7139964,"('hostile', 'amicable')",-0.6772707,-0.65955406,0.49260208,0.51905626,-1.0866427,-1.0818945,0.6121804,0.46246517,-0.2954567,-0.2947847,0.000672
37,0.63107085,0.69451606,"('fake', 'genuine')",-0.010075234,0.04676754,0.2924039,0.25838014,0.37108645,0.35896626,0.76504856,0.7377465,0.4099069,0.4192753,0.0093684
38,0.50990677,0.50044054,"('untruthful', 'truthful')",-1.488393,-1.4667419,-0.8230134,-0.8721646,-0.5185237,-0.51642704,0.26455605,0.3159219,-0.4110934,-0.4077942,0.0032992
39,1.174065,1.1740037,"('exploitative', 'cooperative')",-0.07841012,-0.016114082,0.057892743,0.087614,0.46041447,0.47125673,-0.11059295,-0.11053826,0.3006738,0.3212444,0.0205706
40,0.3616521,0.34342414,"('stingy', 'generous')",0.047483575,0.08734718,-0.53454167,-0.5372309,0.64088535,0.59332746,-1.1852627,-1.2490177,-0.1339567,-0.15243,-0.0184733
41,-0.38436723,-0.37566844,"('unforgiving', 'forgiving')",-0.8036548,-0.71100706,-0.49188325,-0.5305653,0.19609638,0.26717332,0.40460557,0.44153398,-0.2158407,-0.1817067,0.034134
42,0.76794624,0.83716977,"('unreliable', 'reliable')",1.5823605,1.7310641,0.83741015,0.9367715,1.1987578,1.3778391,-2.6544082,-2.4824133,0.3464133,0.4800862,0.1336729
43,0.7174487,0.71791476,"('irresponsible', 'responsible')",0.14558879,0.25855866,-1.2064198,-1.2118239,0.2574582,0.33711946,0.7298104,0.7481078,0.1287773,0.1699754,0.0411981
44,-0.98132586,-1.0181925,"('prejudiced', 'unprejudiced')",-1.4475061,-1.465585,0.34646744,0.34249288,-0.86574334,-0.7839988,-1.5980225,-1.5658468,-0.909226,-0.8982261,0.0109999
45,0.28370678,0.22163054,"('incompetent', 'competent')",0.260587,0.086220995,-0.74850535,-0.8236959,0.42025864,0.29687992,-0.29434636,-0.36150408,-0.0156599,-0.1160937,-0.1004338
46,-0.2523371,-0.2366296,"('uncompetitive', 'competitive')",1.2746266,1.250353,-1.4773682,-1.4653246,1.7034746,1.5800918,-0.23694204,-0.20299375,0.2022908,0.1850994,-0.0171914
47,-0.015533879,0.004852513,"('stupid', 'smart')",0.23549913,0.36517984,-0.061549857,0.029775325,0.745028,0.79104507,5.5639157,5.546734,1.2934718,1.3475173,0.0540455
48,-0.67183167,-0.65730774,"('unintelligent', 'intelligent')",-0.4609802,-0.458373,-1.7170154,-1.7675238,-0.7362983,-0.72928905,0.1522552,0.17549199,-0.6867741,-0.6874003,-0.0006262
49,0.02925223,0.11732362,"('unable', 'able')",-0.497334,-0.41126972,-1.3940313,-1.2153124,-0.5997661,-0.4756279,-0.38701144,-0.25312403,-0.5697781,-0.4476021,0.122176
50,-0.7769759,-0.6578085,"('clumsy', 'skillful')",1.219629,1.3177238,0.45984766,0.5384745,-0.0069446117,0.14132635,0.06790006,0.106544495,0.1926912,0.2892521,0.0965609
51,-1.0018449,-1.0279523,"('uneducated', 'educated')",0.542432,0.429612,-1.0211347,-1.1105168,0.22259134,0.13407463,0.25138235,0.23575719,-0.2013148,-0.267805,-0.0664902
52,-0.5013559,-0.44786894,"('irrational', 'rational')",-0.05604411,-0.14234689,-0.10008094,-0.080856755,-1.4002441,-1.4117169,-0.00863494,-0.051954314,-0.413272,-0.4269487,-0.0136767
53,-0.48210764,-0.42249006,"('uncreative', 'creative')",0.26065254,0.3268953,-0.8180939,-0.7459927,0.693241,0.7595797,1.3506393,1.2713408,0.2008663,0.2378666,0.0370003
54,0.21725282,0.30269808,"('incapable', 'capable')",-0.8192847,-0.7369688,-0.24638712,-0.21450591,0.3541473,0.421596,0.88787353,0.93465465,0.0787204,0.1414948,0.0627744
55,0.9895114,0.98817766,"('incompetent', 'clever')",0.9336043,0.8946178,-1.2476062,-1.2631978,0.08181158,0.055744242,-0.31353825,-0.24691391,0.0887566,0.0856856,-0.003071
