,motorboat_male,motorboat_female,tuple,average_male,average_female,female-male
0,0.2780891,0.28543782,"('unsociable', 'sociable')",0.2780891,0.2854378,0.0073487
1,0.42002535,0.37832856,"('unfriendly', 'friendly')",0.4200253,0.3783286,-0.0416967
2,0.49831396,0.5551324,"('unlikable', 'likable')",0.498314,0.5551324,0.0568184
3,-0.15324555,-0.015216154,"('repellent', 'pleasant')",-0.1532456,-0.0152162,0.1380294
4,-3.211925,-3.162673,"('disliked', 'liked')",-3.211925,-3.162673,0.049252
5,-0.15297914,-0.21536997,"('distant', 'outgoing')",-0.1529791,-0.21537,-0.0623909
6,-0.15992257,-0.24829058,"('distant', 'open')",-0.1599226,-0.2482906,-0.088368
7,0.374161,0.5047019,"('insensitive', 'sensitive')",0.374161,0.5047019,0.1305409
8,0.12816383,-0.06627548,"('unaffectionate', 'affectionate')",0.1281638,-0.0662755,-0.1944393
9,0.6641886,0.5513433,"('unaffectionate', 'caring')",0.6641886,0.5513433,-0.1128453
10,-0.20852575,-0.13765806,"('unsympathetic', 'sympathetic')",-0.2085257,-0.1376581,0.0708676
11,1.0711945,1.0921537,"('unhelpful', 'helpful')",1.0711945,1.0921537,0.0209592
12,-1.0206494,-1.0381083,"('unsupportive', 'supportive')",-1.0206494,-1.0381083,-0.0174589
13,0.04512229,0.07341695,"('impolite', 'polite')",0.0451223,0.0734169,0.0282946
14,0.70972407,0.7558187,"('antisocial', 'social')",0.7097241,0.7558187,0.0460946
15,0.9272375,0.8290453,"('boring', 'funny')",0.9272375,0.8290453,-0.0981922
16,-0.23471999,-0.19281049,"('unpopular', 'popular')",-0.23472,-0.1928105,0.0419095
17,-0.45890903,-0.3451498,"('nasty', 'nice')",-0.458909,-0.3451498,0.1137592
18,-0.813435,-0.8436456,"('disagreeable', 'welcoming')",-0.813435,-0.8436456,-0.0302106
19,-0.642197,-0.6040592,"('inhospitable', 'hospitable')",-0.642197,-0.6040592,0.0381378
20,-0.2343316,-0.2092726,"('rough', 'thoughtful')",-0.2343316,-0.2092726,0.025059
21,0.2282877,0.2858294,"('immoral', 'moral')",0.2282877,0.2858294,0.0575417
22,-0.07749236,-0.03211948,"('untrustworthy', 'trustworthy')",-0.0774924,-0.0321195,0.0453729
23,2.7813025,2.8315377,"('insincere', 'sincere')",2.7813025,2.8315377,0.0502352
24,0.74964345,0.68999016,"('dishonest', 'honest')",0.7496434,0.6899902,-0.0596532
25,0.11318473,-0.0134959,"('egoistic', 'altruistic')",0.1131847,-0.0134959,-0.1266806
26,0.92165273,0.81847996,"('hardhearted', 'benevolent')",0.9216527,0.81848,-0.1031727
27,0.36508942,0.2825858,"('hardhearted', 'softhearted')",0.3650894,0.2825858,-0.0825036
28,0.38788655,0.3187348,"('disloyal', 'loyal')",0.3878866,0.3187348,-0.0691518
29,0.21679118,0.1462587,"('unfair', 'fair')",0.2167912,0.1462587,-0.0705325
30,0.16955706,0.22030985,"('intolerant', 'tolerant')",0.1695571,0.2203099,0.0507528
31,-1.4190491,-1.3991234,"('evil', 'good')",-1.4190491,-1.3991234,0.0199257
32,0.5104283,0.50054693,"('unkind', 'kind')",0.5104283,0.5005469,-0.0098814
33,0.28440896,0.21153307,"('wrong', 'right')",0.284409,0.2115331,-0.0728759
34,1.7884508,1.8954909,"('mean', 'honorable')",1.7884508,1.8954909,0.1070401
35,-0.28256872,-0.42668408,"('corrupt', 'incorrupt')",-0.2825687,-0.4266841,-0.1441154
36,-0.89876145,-0.93422925,"('hostile', 'amicable')",-0.8987615,-0.9342293,-0.0354678
37,-0.042102493,-0.027649656,"('fake', 'genuine')",-0.0421025,-0.0276497,0.0144528
38,0.07997248,0.032518372,"('untruthful', 'truthful')",0.0799725,0.0325184,-0.0474541
39,0.5862517,0.5866449,"('exploitative', 'cooperative')",0.5862517,0.5866449,0.0003932
40,-1.1822895,-1.2025591,"('stingy', 'generous')",-1.1822895,-1.2025591,-0.0202696
41,0.16231138,0.17909633,"('unforgiving', 'forgiving')",0.1623114,0.1790963,0.0167849
42,-1.6882713,-1.571693,"('unreliable', 'reliable')",-1.6882713,-1.5716929,0.1165784
43,0.96378434,1.0213449,"('irresponsible', 'responsible')",0.9637843,1.0213449,0.0575606
44,-0.60812443,-0.5568904,"('prejudiced', 'unprejudiced')",-0.6081244,-0.5568904,0.051234
45,0.17700692,0.3570243,"('incompetent', 'competent')",0.1770069,0.3570243,0.1800174
46,-0.35162443,-0.2791967,"('uncompetitive', 'competitive')",-0.3516244,-0.2791967,0.0724277
47,2.6983392,2.762086,"('stupid', 'smart')",2.6983392,2.7620859,0.0637467
48,0.25473917,0.17389932,"('unintelligent', 'intelligent')",0.2547392,0.1738993,-0.0808399
49,-0.45298964,-0.3935976,"('unable', 'able')",-0.4529896,-0.3935976,0.059392
50,-0.34366405,-0.38391522,"('clumsy', 'skillful')",-0.3436641,-0.3839152,-0.0402511
51,-0.18410835,-0.31158918,"('uneducated', 'educated')",-0.1841083,-0.3115892,-0.1274809
52,0.1893889,0.03562461,"('irrational', 'rational')",0.1893889,0.0356246,-0.1537643
53,-0.30263883,-0.30253342,"('uncreative', 'creative')",-0.3026388,-0.3025334,0.0001054
54,0.44961795,0.37333986,"('incapable', 'capable')",0.449618,0.3733399,-0.0762781
55,0.27410266,0.33570567,"('incompetent', 'clever')",0.2741027,0.3357057,0.061603
56,0.8072528,0.9335094,"('impractical', 'practical')",0.8072528,0.9335094,0.1262566
57,-1.2664685,-1.1741924,"('unimaginative', 'imaginative')",-1.2664685,-1.1741924,0.0922761
58,-0.008934382,0.022926051,"('undiscriminating', 'discriminating')",-0.0089344,0.0229261,0.0318605
59,0.34824663,0.28560993,"('foolish', 'wise')",0.3482466,0.2856099,-0.0626367
60,0.6162626,0.75721693,"('inefficient', 'efficient')",0.6162626,0.7572169,0.1409543
61,0.38003355,0.29084224,"('illogical', 'logical')",0.3800336,0.2908422,-0.0891914
62,0.17033225,0.23610188,"('incompetent', 'brilliant')",0.1703323,0.2361019,0.0657696
63,-0.1873723,-0.17170325,"('unperceptive', 'insightful')",-0.1873723,-0.1717032,0.0156691
64,-2.3265953,-2.268258,"('shy', 'confident')",-2.3265953,-2.2682581,0.0583372
65,0.011444718,0.067017645,"('insecure', 'secure')",0.0114447,0.0670176,0.0555729
66,-0.3733136,-0.44933024,"('inactive', 'active')",-0.3733136,-0.4493302,-0.0760166
67,0.6559565,0.6739311,"('doubtful', 'determined')",0.6559565,0.6739311,0.0179746
68,-1.0791272,-1.1082917,"('dependent', 'independent')",-1.0791272,-1.1082917,-0.0291645
69,-0.70684373,-0.74820125,"('lazy', 'industrious')",-0.7068437,-0.7482013,-0.0413576
70,0.13266027,0.18840428,"('lethargic', 'energetic')",0.1326603,0.1884043,0.055744
71,0.2942802,0.334639,"('diffident', 'self-confident')",0.2942802,0.334639,0.0403588
72,0.022841342,-0.031596668,"('unambitious', 'ambitious')",0.0228413,-0.0315967,-0.054438
73,-1.0616146,-1.0290437,"('helpless', 'self-reliant')",-1.0616146,-1.0290437,0.0325709
74,0.29310012,0.2955268,"('undedicated', 'dedicated')",0.2931001,0.2955268,0.0024267
75,-0.06792313,-0.008188264,"('meek', 'impulsive')",-0.0679231,-0.0081883,0.0597348
76,0.13116752,0.20650181,"('anxious', 'daring')",0.1311675,0.2065018,0.0753343
77,-0.30815974,-0.16958968,"('unmotivated', 'motivated')",-0.3081597,-0.1695897,0.13857
78,-0.8455742,-0.9111404,"('nonresilient', 'resilient')",-0.8455742,-0.9111404,-0.0655662
79,-0.48751348,-0.54047674,"('wavering', 'unwavering')",-0.4875135,-0.5404767,-0.0529632
80,-0.12102014,-0.13987508,"('dominated', 'dominating')",-0.1210201,-0.1398751,-0.018855
81,-0.43430418,-0.35628402,"('submissive', 'aggressive')",-0.4343042,-0.356284,0.0780202
82,2.4607754,2.5619845,"('poor', 'rich')",2.4607754,2.5619845,0.1012091
83,-0.0013720468,-0.041874517,"('powerless', 'powerful')",-0.001372,-0.0418745,-0.0405025
84,0.7511223,0.65524524,"('inferior', 'superior')",0.7511223,0.6552452,-0.0958771
85,0.059741393,-0.056876797,"('insignificant', 'prestigious')",0.0597414,-0.0568768,-0.1166182
86,-0.03984619,-0.21016273,"('uninfluential', 'influential')",-0.0398462,-0.2101627,-0.1703165
87,0.09293736,0.098386526,"('unsuccessful', 'successful')",0.0929374,0.0983865,0.0054491
88,-0.23170152,-0.25384936,"('low', 'eminent')",-0.2317015,-0.2538494,-0.0221479
