,nordson_male,nordson_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4970338,-0.54486346,"('unsociable', 'sociable')",-0.5172307,-0.69382876,-0.5071322,-0.6193461,-0.1122139
1,-0.5854354,-0.759355,"('unfriendly', 'friendly')",1.4564359,1.294734,0.4355003,0.2676895,-0.1678108
2,0.29451102,0.45492667,"('unlikable', 'likable')",0.59527165,0.62013835,0.4448913,0.5375325,0.0926412
3,-0.081552945,0.014481002,"('repellent', 'pleasant')",0.71096474,0.7510452,0.3147059,0.3827631,0.0680572
4,0.16753335,0.15026033,"('disliked', 'liked')",-5.912206,-6.01093,-2.8723364,-2.9303348,-0.0579984
5,-0.002220396,-0.059380807,"('distant', 'outgoing')",-0.45923516,-0.472757,-0.2307278,-0.2660689,-0.0353411
6,-0.14944065,-0.1812906,"('distant', 'open')",-0.32826275,-0.37490118,-0.2388517,-0.2780959,-0.0392442
7,-0.6961535,-0.6356411,"('insensitive', 'sensitive')",-0.16319346,-0.18382719,-0.4296735,-0.4097341,0.0199394
8,0.06133619,-0.03629413,"('unaffectionate', 'affectionate')",0.84150904,0.7699243,0.4514226,0.3668151,-0.0846075
9,-0.2875964,-0.36843246,"('unaffectionate', 'caring')",0.8710695,0.80414796,0.2917365,0.2178577,-0.0738788
10,-1.7094966,-1.6768577,"('unsympathetic', 'sympathetic')",-1.3918952,-1.4458984,-1.5506959,-1.561378,-0.0106821
11,-1.0395973,-1.0716559,"('unhelpful', 'helpful')",0.7018183,0.69094676,-0.1688895,-0.1903546,-0.0214651
12,-0.6083569,-0.5528502,"('unsupportive', 'supportive')",-2.3605795,-2.4241476,-1.4844682,-1.4884989,-0.0040307
13,-1.020378,-0.9567546,"('impolite', 'polite')",-1.5921329,-1.5861708,-1.3062555,-1.2714627,0.0347928
14,-0.2785679,-0.21341866,"('antisocial', 'social')",-0.0029224325,-0.13214403,-0.1407452,-0.1727813,-0.0320361
15,0.16239914,0.065829396,"('boring', 'funny')",0.33595055,0.3058282,0.2491748,0.1858288,-0.063346
16,-0.19095398,-0.1898995,"('unpopular', 'popular')",0.4430865,0.40301186,0.1260663,0.1065562,-0.0195101
17,-0.33314523,-0.24867173,"('nasty', 'nice')",-0.40702063,-0.38043755,-0.3700829,-0.3145546,0.0555283
18,0.4441533,0.4906158,"('disagreeable', 'welcoming')",-0.3965529,-0.479322,0.0238002,0.0056469,-0.0181533
19,-0.23067097,-0.1369074,"('inhospitable', 'hospitable')",-0.43590996,-0.35241327,-0.3332905,-0.2446603,0.0886302
20,0.48022845,0.54841185,"('rough', 'thoughtful')",0.8605251,0.8409174,0.6703768,0.6946646,0.0242878
