,l3harris_male,l3harris_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2736798,-0.3765865,"('unsociable', 'sociable')",0.32289764,0.114589415,-0.42481863,-0.5969997,-0.1252003,-0.2863322,-0.1611319
1,-2.4507732,-2.4694963,"('unfriendly', 'friendly')",0.48284918,0.2734883,1.6936358,1.5712466,-0.0914294,-0.2082538,-0.1168244
2,0.51673716,0.5176738,"('unlikable', 'likable')",0.28121826,0.38447845,0.41439056,0.5494313,0.4041153,0.4838612,0.0797459
3,-0.1564562,0.026799198,"('repellent', 'pleasant')",0.23556504,0.311045,0.022253852,0.04323434,0.0337876,0.1270262,0.0932386
4,-1.2334218,-1.2530192,"('disliked', 'liked')",-0.9035784,-0.9295209,-6.182374,-6.2220583,-2.7731247,-2.8015327,-0.028408
5,-1.6111276,-1.5334036,"('distant', 'outgoing')",-0.8626994,-0.7277068,-0.4665773,-0.3807626,-0.9801347,-0.8806243,0.0995104
6,-1.6226579,-1.4851313,"('distant', 'open')",-1.0460714,-0.93165356,0.18744427,0.25404197,-0.827095,-0.7209143,0.1061807
7,0.30604166,0.364255,"('insensitive', 'sensitive')",0.7020194,0.7252995,0.7176912,0.74955404,0.5752507,0.6130362,0.0377855
8,-1.7163621,-1.6784011,"('unaffectionate', 'affectionate')",-0.08616663,-0.11958499,0.6572295,0.5913875,-0.3817664,-0.4021995,-0.0204331
9,-1.6491466,-1.5927973,"('unaffectionate', 'caring')",0.25288454,0.16134146,1.1180395,1.0670024,-0.0927409,-0.1214845,-0.0287436
10,-0.3802267,-0.3077326,"('unsympathetic', 'sympathetic')",-0.25517592,-0.2937669,-0.52454275,-0.5407817,-0.3866485,-0.3807604,0.0058881
11,-0.07224245,-0.08608357,"('unhelpful', 'helpful')",1.227647,1.2336487,1.6889472,1.7317193,0.9481173,0.9597615,0.0116442
12,-0.5039022,-0.29973182,"('unsupportive', 'supportive')",0.6020278,0.7102521,-1.7898599,-1.7376596,-0.5639114,-0.4423798,0.1215316
13,0.609685,0.59120387,"('impolite', 'polite')",0.1939876,0.2034134,-0.2711463,-0.27583575,0.1775088,0.1729272,-0.0045816
14,1.2125005,1.2510931,"('antisocial', 'social')",1.2428435,1.2559333,-0.47447553,-0.5205071,0.6602895,0.6621731,0.0018836
15,0.23003413,0.09517336,"('boring', 'funny')",0.16861418,0.12734058,0.5279042,0.5239357,0.3088508,0.2488165,-0.0600343
16,-0.96370584,-0.94485766,"('unpopular', 'popular')",-0.7364003,-0.6769189,0.35735282,0.37117088,-0.4475844,-0.4168686,0.0307158
17,-0.18323761,-0.13566002,"('nasty', 'nice')",-0.95618415,-0.8767945,-0.56066835,-0.5069271,-0.5666967,-0.5064605,0.0602362
18,-0.48174262,-0.39151657,"('disagreeable', 'welcoming')",0.08797288,0.17126092,-0.21735676,-0.19395578,-0.2037088,-0.1380705,0.0656383
19,-1.3779756,-1.3228139,"('inhospitable', 'hospitable')",-1.2570086,-1.1873002,-0.3187186,-0.11562519,-0.9845676,-0.8752464,0.1093212
20,-0.018808085,0.04520874,"('rough', 'thoughtful')",0.8191887,0.89297897,0.89271593,0.8635477,0.5643655,0.6005785,0.036213
21,0.78585446,0.73282886,"('immoral', 'moral')",0.8333228,0.7669854,-0.7862059,-0.77716285,0.2776572,0.2408838,-0.0367734
22,0.5223008,0.5489206,"('untrustworthy', 'trustworthy')",0.2816122,0.1968728,-0.6589806,-0.72848296,0.0483108,0.0057701,-0.0425407
23,-0.2647389,-0.29431105,"('insincere', 'sincere')",0.2722859,0.19662352,5.246998,5.1280966,1.7515149,1.676803,-0.0747119
24,-0.15320405,-0.13099653,"('dishonest', 'honest')",-1.2656715,-1.2890382,0.54954,0.47270492,-0.2897785,-0.3157766,-0.0259981
25,-0.6309324,-0.64323175,"('egoistic', 'altruistic')",0.6012636,0.55708057,1.6765941,1.6042631,0.5489751,0.5060373,-0.0429378
26,-0.7710369,-0.8153525,"('hardhearted', 'benevolent')",0.68020767,0.65677583,1.6404862,1.5419444,0.5165523,0.4611226,-0.0554297
27,-0.4198335,-0.28663743,"('hardhearted', 'softhearted')",0.47673503,0.53735346,1.3459535,1.2884533,0.4676183,0.5130564,0.0454381
28,-0.4975839,-0.6254387,"('disloyal', 'loyal')",0.32563722,0.1733036,0.93861234,0.75242996,0.2555552,0.1000983,-0.1554569
29,-0.5656747,-0.56914216,"('unfair', 'fair')",-0.99379563,-0.98749435,-0.6061157,-0.728414,-0.721862,-0.7616835,-0.0398215
30,1.156818,1.1187931,"('intolerant', 'tolerant')",2.0971045,2.0267081,1.1197627,1.1502097,1.457895,1.4319035,-0.0259915
31,-1.8008201,-1.733531,"('evil', 'good')",-0.9281595,-0.9628696,-0.9767534,-1.0099969,-1.2352444,-1.2354658,-0.0002214
32,0.27914447,0.2758794,"('unkind', 'kind')",0.42814714,0.39479136,0.8958659,0.7457974,0.5343858,0.472156,-0.0622298
33,-0.04819356,-0.019499836,"('wrong', 'right')",0.09345271,0.13818091,-0.28323904,-0.34696913,-0.0793266,-0.076096,0.0032306
34,-0.2725746,-0.20271371,"('mean', 'honorable')",0.19316965,0.31144089,5.9662595,6.1558557,1.9622849,2.0881942,0.1259093
35,-0.42999175,-0.5260314,"('corrupt', 'incorrupt')",-0.7827608,-0.8080506,-0.027988797,-0.15951566,-0.4135805,-0.4978658,-0.0842853
36,-1.7160635,-1.7677447,"('hostile', 'amicable')",-1.0284121,-1.1563681,0.49281535,0.3481248,-0.7505534,-0.8586627,-0.1081093
37,0.5177425,0.5797543,"('fake', 'genuine')",0.01581775,0.031467117,0.3471405,0.401452,0.2935669,0.3375578,0.0439909
38,-1.203861,-1.1132418,"('untruthful', 'truthful')",-0.8075672,-0.77449954,-0.1857598,-0.15473694,-0.732396,-0.6808261,0.0515699
39,1.3542496,1.3063133,"('exploitative', 'cooperative')",0.9490704,0.9388101,0.57260036,0.5149009,0.9586401,0.9200081,-0.038632
40,-0.45406353,-0.41894293,"('stingy', 'generous')",0.35351002,0.3228289,-1.1283675,-1.2089112,-0.4096404,-0.4350084,-0.025368
41,-0.4330462,-0.44750175,"('unforgiving', 'forgiving')",-0.11599006,-0.090827316,0.46716344,0.38949555,-0.0272909,-0.0496112,-0.0223203
42,0.7361371,0.96235013,"('unreliable', 'reliable')",-1.0527985,-0.77972245,-3.250828,-3.0792484,-1.1891631,-0.9655403,0.2236228
43,0.1820211,0.29772234,"('irresponsible', 'responsible')",-0.086800076,0.011649311,0.21430826,0.2554471,0.1031764,0.1882729,0.0850965
44,0.5930035,0.5514904,"('prejudiced', 'unprejudiced')",-0.5013644,-0.41238058,-1.0465853,-1.0228448,-0.3183154,-0.2945783,0.0237371
45,-0.058188986,0.024094302,"('incompetent', 'competent')",-0.068790555,-0.08209769,-0.52956724,-0.5308207,-0.2188489,-0.1962747,0.0225742
46,-0.08704734,-0.02343398,"('uncompetitive', 'competitive')",0.83273536,0.7949912,-0.59350896,-0.61942494,0.0507264,0.0507108,-1.56e-05
47,0.79163265,0.8493143,"('stupid', 'smart')",1.3451383,1.440487,5.206402,5.315028,2.4477243,2.5349433,0.087219
48,0.009665292,-0.103805,"('unintelligent', 'intelligent')",1.164618,0.9891109,0.4411867,0.37435377,0.53849,0.4198865,-0.1186035
49,-0.033829555,0.076854594,"('unable', 'able')",0.59474427,0.73737335,-0.18718892,-0.024690384,0.1245753,0.2631792,0.1386039
50,0.1849277,0.2933641,"('clumsy', 'skillful')",0.15549734,0.27586627,-0.0029578917,0.042112432,0.1124891,0.2037809,0.0912918
51,0.2120696,0.119065166,"('uneducated', 'educated')",-0.009199129,-0.14928712,0.41739354,0.34777367,0.2067547,0.1058506,-0.1009041
52,-0.68655646,-0.8685575,"('irrational', 'rational')",-0.3898032,-0.5385708,0.2322865,0.096775666,-0.2813577,-0.4367842,-0.1554265
53,-1.4734393,-1.4490037,"('uncreative', 'creative')",1.0548888,1.0461608,0.92996085,0.9085715,0.1704701,0.1685762,-0.0018939
54,-0.7071905,-0.79433024,"('incapable', 'capable')",0.049001157,0.0061128475,1.04962,1.1312511,0.1304769,0.1143446,-0.0161323
55,1.3104845,1.31076,"('incompetent', 'clever')",0.9506068,0.87253743,-0.075830296,-0.11799662,0.7284203,0.6884336,-0.0399867
56,1.0548322,1.1232303,"('impractical', 'practical')",0.2291054,0.25657174,-0.6030605,-0.55166775,0.226959,0.2760448,0.0490858
57,-0.50987405,-0.55367804,"('unimaginative', 'imaginative')",1.1229693,1.059677,-2.0569031,-2.1005018,-0.4812693,-0.5315009,-0.0502316
58,-0.56246924,-0.50666827,"('undiscriminating', 'discriminating')",0.07664023,0.10914542,-0.06394223,-0.06718123,-0.1832571,-0.1549014,0.0283557
59,-0.13089475,-0.17490171,"('foolish', 'wise')",-0.07235561,-0.06383725,0.11077319,0.14615743,-0.0308257,-0.0308605,-3.48e-05
60,1.486156,1.5975393,"('inefficient', 'efficient')",1.5240034,1.5833997,-0.21905053,-0.12714592,0.9303697,1.017931,0.0875613
61,-0.34074372,-0.42626318,"('illogical', 'logical')",0.6875478,0.5326673,0.092226356,-0.09199212,0.1463435,0.004804,-0.1415395
62,0.7239598,0.7997205,"('incompetent', 'brilliant')",0.9498885,1.0068192,-0.38708857,-0.22900459,0.42892,0.5258451,0.0969251
63,-0.41082335,-0.2939934,"('unperceptive', 'insightful')",0.86512613,0.9297036,0.7106317,0.86760706,0.3883115,0.5011057,0.1127942
64,0.4194162,0.3686845,"('shy', 'confident')",-0.36929476,-0.36816514,-6.4141746,-6.448313,-2.1213511,-2.1492647,-0.0279136
65,0.9169334,0.77419704,"('insecure', 'secure')",0.21644665,0.13225886,-0.44089085,-0.43209574,0.2308297,0.15812,-0.0727097
66,-0.81316775,-0.8019032,"('inactive', 'active')",-1.1248282,-1.0924513,0.7496241,0.77030575,-0.396124,-0.3746829,0.0214411
67,1.2001686,1.1685684,"('doubtful', 'determined')",0.14171445,0.2512456,-0.7555069,-0.62719357,0.1954587,0.2642068,0.0687481
68,0.09144366,0.048883505,"('dependent', 'independent')",-0.2871778,-0.28349984,-0.76071644,-0.72549117,-0.3188169,-0.3200358,-0.0012189
69,0.09052408,0.17608805,"('lazy', 'industrious')",0.464057,0.6848347,-0.49561173,-0.41024703,0.0196564,0.1502252,0.1305688
70,0.32254303,0.39893904,"('lethargic', 'energetic')",0.48997164,0.54143065,0.7526553,0.84725505,0.5217233,0.5958749,0.0741516
71,-0.52714765,-0.5335754,"('diffident', 'self-confident')",0.52076983,0.55419856,0.20262659,0.20967232,0.0654163,0.0767652,0.0113489
72,-0.65043586,-0.63471735,"('unambitious', 'ambitious')",-0.9336708,-0.94391507,-1.23041,-1.216215,-0.9381722,-0.9316158,0.0065564
73,0.5306999,0.5862975,"('helpless', 'self-reliant')",0.13596942,0.13026172,-3.0448935,-2.9801736,-0.7927414,-0.7545381,0.0382033
74,-0.089840524,0.089041285,"('undedicated', 'dedicated')",0.60647815,0.69925743,0.11990162,0.16112645,0.2121797,0.3164751,0.1042954
75,-0.514757,-0.57572657,"('meek', 'impulsive')",-0.33706313,-0.32909685,-0.26239166,-0.13765517,-0.3714039,-0.3474929,0.023911
76,0.76933485,0.81392926,"('anxious', 'daring')",0.44885555,0.53590333,0.202001,0.2775473,0.4733971,0.54246,0.0690629
77,-0.27489194,-0.28151718,"('unmotivated', 'motivated')",0.9393705,0.9153098,-1.1195312,-1.0293725,-0.1516842,-0.1318599,0.0198243
78,-1.4410073,-1.2647661,"('nonresilient', 'resilient')",1.2279791,1.3170352,0.18788572,0.3003673,-0.0083808,0.1175455,0.1259263
79,-1.7287544,-1.709419,"('wavering', 'unwavering')",-1.7160499,-1.7240148,-0.20895046,-0.1752676,-1.2179182,-1.2029005,0.0150177
80,0.7800465,0.7616103,"('dominated', 'dominating')",0.016679496,0.050036833,-1.3112359,-1.2570715,-0.1715033,-0.1484748,0.0230285
81,1.3531835,1.1083735,"('submissive', 'aggressive')",1.196451,1.0294954,-0.8050868,-0.7802235,0.5815159,0.4525485,-0.1289674
