,revascularization_male,revascularization_female,tuple,average_male,average_female,female-male
0,-1.0258571,-1.2381024,"('unsociable', 'sociable')",-1.0258571,-1.2381024,-0.2122453
1,-0.8405956,-1.1977886,"('unfriendly', 'friendly')",-0.8405956,-1.1977886,-0.357193
2,0.84466845,0.82079315,"('unlikable', 'likable')",0.8446684,0.8207932,-0.0238752
3,-0.39512753,-0.26366815,"('repellent', 'pleasant')",-0.3951275,-0.2636681,0.1314594
4,-1.0344652,-1.099237,"('disliked', 'liked')",-1.0344652,-1.099237,-0.0647718
5,-0.0073436466,-0.011072389,"('distant', 'outgoing')",-0.0073436,-0.0110724,-0.0037288
6,-0.12605548,-0.19030894,"('distant', 'open')",-0.1260555,-0.1903089,-0.0642534
7,-0.8213317,-0.78652805,"('insensitive', 'sensitive')",-0.8213317,-0.7865281,0.0348036
8,-1.2947415,-1.5924271,"('unaffectionate', 'affectionate')",-1.2947415,-1.5924271,-0.2976856
9,-1.0842335,-1.3279732,"('unaffectionate', 'caring')",-1.0842335,-1.3279732,-0.2437397
10,-1.1906365,-1.2629763,"('unsympathetic', 'sympathetic')",-1.1906365,-1.2629763,-0.0723398
11,0.26546884,0.19750251,"('unhelpful', 'helpful')",0.2654688,0.1975025,-0.0679663
12,-1.1658498,-1.1745095,"('unsupportive', 'supportive')",-1.1658498,-1.1745095,-0.0086597
13,-0.47177806,-0.49448743,"('impolite', 'polite')",-0.4717781,-0.4944874,-0.0227093
14,-0.46568987,-0.40882683,"('antisocial', 'social')",-0.4656899,-0.4088268,0.0568631
15,0.62477714,0.50590634,"('boring', 'funny')",0.6247771,0.5059063,-0.1188708
16,0.042218484,-0.14916828,"('unpopular', 'popular')",0.0422185,-0.1491683,-0.1913868
17,-0.42563686,-0.30661705,"('nasty', 'nice')",-0.4256369,-0.3066171,0.1190198
18,0.29711288,0.32497343,"('disagreeable', 'welcoming')",0.2971129,0.3249734,0.0278605
19,-0.85781044,-0.8449698,"('inhospitable', 'hospitable')",-0.8578104,-0.8449698,0.0128406
20,0.31957495,0.36774382,"('rough', 'thoughtful')",0.319575,0.3677438,0.0481688
21,0.019649236,-0.017535742,"('immoral', 'moral')",0.0196492,-0.0175357,-0.0371849
22,0.095251754,0.097793214,"('untrustworthy', 'trustworthy')",0.0952518,0.0977932,0.0025414
23,0.57877874,0.46089724,"('insincere', 'sincere')",0.5787787,0.4608972,-0.1178815
24,-0.36207756,-0.44155708,"('dishonest', 'honest')",-0.3620776,-0.4415571,-0.0794795
25,-0.04629223,-0.07909914,"('egoistic', 'altruistic')",-0.0462922,-0.0790991,-0.0328069
26,0.43092418,0.20720422,"('hardhearted', 'benevolent')",0.4309242,0.2072042,-0.22372
27,-0.090431854,-0.10761464,"('hardhearted', 'softhearted')",-0.0904319,-0.1076146,-0.0171827
28,-0.82809484,-1.1307423,"('disloyal', 'loyal')",-0.8280948,-1.1307423,-0.3026475
29,-0.5259103,-0.5551567,"('unfair', 'fair')",-0.5259103,-0.5551567,-0.0292464
30,0.21548043,0.21865708,"('intolerant', 'tolerant')",0.2154804,0.2186571,0.0031767
31,-0.4621226,-0.4259753,"('evil', 'good')",-0.4621226,-0.4259753,0.0361473
32,0.41996294,0.20087308,"('unkind', 'kind')",0.4199629,0.2008731,-0.2190898
33,-0.024051046,-0.13880943,"('wrong', 'right')",-0.024051,-0.1388094,-0.1147584
34,1.1285077,1.2248988,"('mean', 'honorable')",1.1285077,1.2248988,0.0963911
35,0.85109615,0.718505,"('corrupt', 'incorrupt')",0.8510962,0.718505,-0.1325912
36,-0.37994337,-0.6218459,"('hostile', 'amicable')",-0.3799434,-0.6218459,-0.2419025
37,-0.24698552,-0.24856336,"('fake', 'genuine')",-0.2469855,-0.2485634,-0.0015779
38,-0.04138724,-0.19252826,"('untruthful', 'truthful')",-0.0413872,-0.1925283,-0.1511411
39,0.28606227,0.2781167,"('exploitative', 'cooperative')",0.2860623,0.2781167,-0.0079456
40,-0.040606514,-0.10440336,"('stingy', 'generous')",-0.0406065,-0.1044034,-0.0637969
41,0.25188157,0.171466,"('unforgiving', 'forgiving')",0.2518816,0.171466,-0.0804156
42,-0.47942096,-0.26726034,"('unreliable', 'reliable')",-0.479421,-0.2672603,0.2121607
43,-0.866924,-0.86037743,"('irresponsible', 'responsible')",-0.866924,-0.8603774,0.0065466
44,0.9451863,1.129626,"('prejudiced', 'unprejudiced')",0.9451863,1.129626,0.1844397
45,-0.64541054,-0.6838295,"('incompetent', 'competent')",-0.6454105,-0.6838295,-0.038419
46,-0.99913067,-1.0648762,"('uncompetitive', 'competitive')",-0.9991307,-1.0648762,-0.0657455
47,1.0813023,1.1546003,"('stupid', 'smart')",1.0813023,1.1546003,0.073298
48,0.027469628,-0.09695628,"('unintelligent', 'intelligent')",0.0274696,-0.0969563,-0.1244259
