,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
0,-0.67314816,-0.87387633,"('unsociable', 'sociable')",-0.6731482,-0.8738763,-0.2007281
1,-1.0904344,-1.0928546,"('unfriendly', 'friendly')",-1.0904344,-1.0928546,-0.0024202
2,-0.13342859,0.1988091,"('unlikable', 'likable')",-0.1334286,0.1988091,0.3322377
3,-0.97326297,-0.7249189,"('repellent', 'pleasant')",-0.973263,-0.7249189,0.2483441
4,-0.6630938,-0.69606686,"('disliked', 'liked')",-0.6630938,-0.6960669,-0.0329731
5,0.1397443,-0.1649087,"('distant', 'outgoing')",0.1397443,-0.1649087,-0.304653
6,0.26726976,-0.012811222,"('distant', 'open')",0.2672698,-0.0128112,-0.280081
7,-0.57050127,-0.2692328,"('insensitive', 'sensitive')",-0.5705013,-0.2692328,0.3012685
8,-1.4277817,-1.525809,"('unaffectionate', 'affectionate')",-1.4277817,-1.525809,-0.0980273
9,-0.8317344,-0.84016407,"('unaffectionate', 'caring')",-0.8317344,-0.8401641,-0.0084297
10,-1.6285651,-1.5955982,"('unsympathetic', 'sympathetic')",-1.6285651,-1.5955982,0.0329669
11,-0.67993224,-0.3834652,"('unhelpful', 'helpful')",-0.6799322,-0.3834652,0.296467
12,-1.1158375,-0.94745535,"('unsupportive', 'supportive')",-1.1158375,-0.9474553,0.1683822
13,-0.98388225,-0.7279453,"('impolite', 'polite')",-0.9838822,-0.7279453,0.2559369
14,-0.38721102,-0.15193877,"('antisocial', 'social')",-0.387211,-0.1519388,0.2352722
15,1.3018452,1.0325706,"('boring', 'funny')",1.3018452,1.0325706,-0.2692746
16,0.5467917,0.5352551,"('unpopular', 'popular')",0.5467917,0.5352551,-0.0115366
17,-0.2523005,-0.22543728,"('nasty', 'nice')",-0.2523005,-0.2254373,0.0268632
18,-1.2038082,-0.96255666,"('disagreeable', 'welcoming')",-1.2038082,-0.9625567,0.2412515
19,-1.8092798,-1.8541715,"('inhospitable', 'hospitable')",-1.8092798,-1.8541715,-0.0448917
20,-0.7779873,-0.6894393,"('rough', 'thoughtful')",-0.7779873,-0.6894393,0.088548
21,-1.5410919,-1.1129475,"('immoral', 'moral')",-1.5410919,-1.1129475,0.4281444
22,-0.3176974,-0.06260954,"('untrustworthy', 'trustworthy')",-0.3176974,-0.0626095,0.2550879
23,-0.16194251,0.009473421,"('insincere', 'sincere')",-0.1619425,0.0094734,0.1714159
24,-0.45680946,-0.2710917,"('dishonest', 'honest')",-0.4568095,-0.2710917,0.1857178
25,0.10203628,0.098214574,"('egoistic', 'altruistic')",0.1020363,0.0982146,-0.0038217
26,1.0802063,0.7772954,"('hardhearted', 'benevolent')",1.0802063,0.7772954,-0.3029109
27,-0.25467765,-0.23565173,"('hardhearted', 'softhearted')",-0.2546777,-0.2356517,0.019026
28,-0.761433,-0.8491401,"('disloyal', 'loyal')",-0.761433,-0.8491401,-0.0877071
29,-0.39007914,-0.3504137,"('unfair', 'fair')",-0.3900791,-0.3504137,0.0396654
30,-0.3768502,-0.21012193,"('intolerant', 'tolerant')",-0.3768502,-0.2101219,0.1667283
31,0.51975447,0.29685822,"('evil', 'good')",0.5197545,0.2968582,-0.2228963
32,-0.8135712,-0.5888955,"('unkind', 'kind')",-0.8135712,-0.5888955,0.2246757
33,0.7244454,0.72213304,"('wrong', 'right')",0.7244454,0.722133,-0.0023124
34,0.54383975,0.71413845,"('mean', 'honorable')",0.5438398,0.7141384,0.1702986
35,1.3787892,1.0381585,"('corrupt', 'incorrupt')",1.3787892,1.0381585,-0.3406307
36,0.49068907,0.121726364,"('hostile', 'amicable')",0.4906891,0.1217264,-0.3689627
37,-0.32892233,-0.20501764,"('fake', 'genuine')",-0.3289223,-0.2050176,0.1239047
38,-0.12468511,-0.12576467,"('untruthful', 'truthful')",-0.1246851,-0.1257647,-0.0010796
39,-0.51114595,-0.03812595,"('exploitative', 'cooperative')",-0.5111459,-0.038126,0.4730199
40,-0.1567725,-0.12000909,"('stingy', 'generous')",-0.1567725,-0.1200091,0.0367634
41,-0.20522529,-0.27293026,"('unforgiving', 'forgiving')",-0.2052253,-0.2729303,-0.067705
42,-0.8970211,-0.671972,"('unreliable', 'reliable')",-0.8970211,-0.671972,0.2250491
43,-1.605686,-1.2347349,"('irresponsible', 'responsible')",-1.6056859,-1.2347349,0.370951
44,0.09950757,0.22482438,"('prejudiced', 'unprejudiced')",0.0995076,0.2248244,0.1253168
45,0.3661652,0.29864705,"('incompetent', 'competent')",0.3661652,0.298647,-0.0675182
46,-1.7411622,-1.5621848,"('uncompetitive', 'competitive')",-1.7411622,-1.5621848,0.1789774
47,1.7848537,1.8224368,"('stupid', 'smart')",1.7848537,1.8224368,0.0375831
48,-0.9934261,-0.88007134,"('unintelligent', 'intelligent')",-0.9934261,-0.8800713,0.1133548
49,-0.75441116,-0.59978265,"('unable', 'able')",-0.7544112,-0.5997826,0.1546286
50,-0.10275781,-0.083558306,"('clumsy', 'skillful')",-0.1027578,-0.0835583,0.0191995
51,-1.5553237,-1.3840101,"('uneducated', 'educated')",-1.5553237,-1.3840101,0.1713136
52,-0.053492982,-0.21685308,"('irrational', 'rational')",-0.053493,-0.2168531,-0.1633601
53,-1.3187363,-1.2912536,"('uncreative', 'creative')",-1.3187363,-1.2912536,0.0274827
54,-0.5680723,-0.54370236,"('incapable', 'capable')",-0.5680723,-0.5437024,0.0243699
55,-0.6834519,-0.42187583,"('incompetent', 'clever')",-0.6834519,-0.4218758,0.2615761
56,-0.4315269,-0.24471372,"('impractical', 'practical')",-0.4315269,-0.2447137,0.1868132
57,-1.2483174,-1.3898733,"('unimaginative', 'imaginative')",-1.2483174,-1.3898733,-0.1415559
58,-0.08306289,-0.24572957,"('undiscriminating', 'discriminating')",-0.0830629,-0.2457296,-0.1626667
59,0.9978082,1.0046462,"('foolish', 'wise')",0.9978082,1.0046462,0.006838
60,-1.8113335,-1.2946912,"('inefficient', 'efficient')",-1.8113335,-1.2946912,0.5166423
61,-0.31442437,-0.35988572,"('illogical', 'logical')",-0.3144244,-0.3598857,-0.0454613
62,-0.66602,-0.26156864,"('incompetent', 'brilliant')",-0.66602,-0.2615686,0.4044514
63,-1.1225318,-0.9086109,"('unperceptive', 'insightful')",-1.1225318,-0.9086109,0.2139209
64,-1.6692655,-1.3334452,"('shy', 'confident')",-1.6692655,-1.3334452,0.3358203
65,-0.93551993,-0.7390844,"('insecure', 'secure')",-0.9355199,-0.7390844,0.1964355
66,0.13678169,-0.015528764,"('inactive', 'active')",0.1367817,-0.0155288,-0.1523105
67,0.26418763,0.22005454,"('doubtful', 'determined')",0.2641876,0.2200545,-0.0441331
68,-0.9959283,-0.88452965,"('dependent', 'independent')",-0.9959283,-0.8845297,0.1113986
69,1.6233099,1.4227166,"('lazy', 'industrious')",1.6233099,1.4227166,-0.2005933
70,-0.8947716,-0.7259961,"('lethargic', 'energetic')",-0.8947716,-0.7259961,0.1687755
71,0.03437976,0.1083764,"('diffident', 'self-confident')",0.0343798,0.1083764,0.0739966
72,-0.7850874,-0.73378927,"('unambitious', 'ambitious')",-0.7850874,-0.7337893,0.0512981
73,-0.07915518,0.03938754,"('helpless', 'self-reliant')",-0.0791552,0.0393875,0.1185427
74,-0.80648816,-0.7413306,"('undedicated', 'dedicated')",-0.8064882,-0.7413306,0.0651576
75,0.26918912,0.14894602,"('meek', 'impulsive')",0.2691891,0.148946,-0.1202431
76,-0.59386456,-0.23335385,"('anxious', 'daring')",-0.5938646,-0.2333539,0.3605107
77,-1.2247139,-1.0158497,"('unmotivated', 'motivated')",-1.2247139,-1.0158497,0.2088642
78,-1.1120781,-1.0764347,"('nonresilient', 'resilient')",-1.1120781,-1.0764347,0.0356434
79,-0.08403082,-0.39922494,"('wavering', 'unwavering')",-0.0840308,-0.3992249,-0.3151941
80,0.038959917,0.1040251,"('dominated', 'dominating')",0.0389599,0.1040251,0.0650652
81,-0.91884947,-0.66867465,"('submissive', 'aggressive')",-0.9188495,-0.6686746,0.2501749
82,1.3593673,1.4055707,"('poor', 'rich')",1.3593673,1.4055707,0.0462034
83,-0.6802397,-0.8354841,"('powerless', 'powerful')",-0.6802397,-0.8354841,-0.1552444
84,0.3838281,0.28200486,"('inferior', 'superior')",0.3838281,0.2820049,-0.1018232
85,0.24728218,0.10933021,"('insignificant', 'prestigious')",0.2472822,0.1093302,-0.137952
86,-1.5016824,-1.689382,"('uninfluential', 'influential')",-1.5016824,-1.689382,-0.1876996
87,0.83057874,1.0031341,"('unsuccessful', 'successful')",0.8305787,1.0031341,0.1725554
88,-0.56450206,-0.58984214,"('low', 'eminent')",-0.5645021,-0.5898421,-0.02534
