,parole_male,parole_female,tuple,average_male,average_female,female-male
0,0.08144902,0.023504661,"('unsociable', 'sociable')",0.081449,0.0235047,-0.0579443
1,2.0158284,1.8015976,"('unfriendly', 'friendly')",2.0158284,1.8015976,-0.2142308
2,0.5702535,0.5334708,"('unlikable', 'likable')",0.5702535,0.5334708,-0.0367827
3,-0.13382849,0.057717063,"('repellent', 'pleasant')",-0.1338285,0.0577171,0.1915456
4,-7.750928,-7.8524456,"('disliked', 'liked')",-7.7509279,-7.8524456,-0.1015177
5,0.18500851,0.07968533,"('distant', 'outgoing')",0.1850085,0.0796853,-0.1053232
6,0.76399535,0.6348382,"('distant', 'open')",0.7639953,0.6348382,-0.1291571
7,0.4040741,0.4484327,"('insensitive', 'sensitive')",0.4040741,0.4484327,0.0443586
8,1.6947134,1.5016575,"('unaffectionate', 'affectionate')",1.6947134,1.5016575,-0.1930559
9,2.1600454,2.0909402,"('unaffectionate', 'caring')",2.1600454,2.0909402,-0.0691052
10,0.13600479,0.24258882,"('unsympathetic', 'sympathetic')",0.1360048,0.2425888,0.106584
11,1.6677545,1.7341444,"('unhelpful', 'helpful')",1.6677545,1.7341444,0.0663899
12,-1.6075659,-1.629886,"('unsupportive', 'supportive')",-1.6075659,-1.629886,-0.0223201
13,-0.17922527,-0.16121724,"('impolite', 'polite')",-0.1792253,-0.1612172,0.0180081
14,-0.5950086,-0.5473245,"('antisocial', 'social')",-0.5950086,-0.5473245,0.0476841
15,0.55726874,0.40837187,"('boring', 'funny')",0.5572687,0.4083719,-0.1488968
16,-0.07567494,-0.110766076,"('unpopular', 'popular')",-0.0756749,-0.1107661,-0.0350912
17,0.08973624,0.07889509,"('nasty', 'nice')",0.0897362,0.0788951,-0.0108411
18,-0.64854693,-0.68378156,"('disagreeable', 'welcoming')",-0.6485469,-0.6837816,-0.0352347
19,-0.014084252,-0.079860665,"('inhospitable', 'hospitable')",-0.0140843,-0.0798607,-0.0657764
20,0.31772095,0.32014295,"('rough', 'thoughtful')",0.3177209,0.320143,0.0024221
21,-0.44475478,-0.29486105,"('immoral', 'moral')",-0.4447548,-0.294861,0.1498938
22,-0.5738783,-0.6267167,"('untrustworthy', 'trustworthy')",-0.5738783,-0.6267167,-0.0528384
23,6.661309,6.697267,"('insincere', 'sincere')",6.6613088,6.6972671,0.0359583
24,1.3974513,1.2978573,"('dishonest', 'honest')",1.3974513,1.2978573,-0.099594
25,0.81846184,0.67183423,"('egoistic', 'altruistic')",0.8184618,0.6718342,-0.1466276
26,1.6749537,1.4939423,"('hardhearted', 'benevolent')",1.6749537,1.4939423,-0.1810114
27,1.46163,1.3276931,"('hardhearted', 'softhearted')",1.46163,1.3276931,-0.1339369
28,1.3122339,1.2035229,"('disloyal', 'loyal')",1.3122339,1.2035229,-0.108711
29,-0.28658235,-0.39931527,"('unfair', 'fair')",-0.2865824,-0.3993153,-0.1127329
30,0.6418415,0.7010525,"('intolerant', 'tolerant')",0.6418415,0.7010525,0.059211
31,-1.0395328,-1.1381339,"('evil', 'good')",-1.0395328,-1.1381339,-0.0986011
32,1.1399467,1.0800945,"('unkind', 'kind')",1.1399467,1.0800945,-0.0598522
33,0.14527193,0.011817563,"('wrong', 'right')",0.1452719,0.0118176,-0.1334543
34,5.161734,5.286115,"('mean', 'honorable')",5.1617341,5.2861152,0.1243811
35,-0.3641153,-0.61050826,"('corrupt', 'incorrupt')",-0.3641153,-0.6105083,-0.246393
36,0.34982422,0.12747023,"('hostile', 'amicable')",0.3498242,0.1274702,-0.222354
37,0.678904,0.65199757,"('fake', 'genuine')",0.678904,0.6519976,-0.0269064
38,0.23361327,0.19475085,"('untruthful', 'truthful')",0.2336133,0.1947508,-0.0388625
39,0.47548378,0.5512643,"('exploitative', 'cooperative')",0.4754838,0.5512643,0.0757805
40,-2.0486655,-2.1642985,"('stingy', 'generous')",-2.0486655,-2.1642985,-0.115633
41,0.38331145,0.30543375,"('unforgiving', 'forgiving')",0.3833115,0.3054338,-0.0778777
42,-2.8659444,-2.8054123,"('unreliable', 'reliable')",-2.8659444,-2.8054123,0.0605321
43,1.0468831,1.0716383,"('irresponsible', 'responsible')",1.0468831,1.0716383,0.0247552
44,-1.4927893,-1.4113258,"('prejudiced', 'unprejudiced')",-1.4927893,-1.4113258,0.0814635
45,0.11554025,0.09578417,"('incompetent', 'competent')",0.1155403,0.0957842,-0.0197561
46,-1.3178197,-1.2773411,"('uncompetitive', 'competitive')",-1.3178197,-1.2773411,0.0404786
47,5.8709497,5.9000525,"('stupid', 'smart')",5.8709497,5.9000525,0.0291028
48,0.38762373,0.4373125,"('unintelligent', 'intelligent')",0.3876237,0.4373125,0.0496888
49,-0.23136184,-0.07446812,"('unable', 'able')",-0.2313618,-0.0744681,0.1568937
50,-0.51417893,-0.54941005,"('clumsy', 'skillful')",-0.5141789,-0.54941,-0.0352311
51,-0.9909909,-0.8584709,"('uneducated', 'educated')",-0.9909909,-0.8584709,0.13252
52,0.96403104,0.68630415,"('irrational', 'rational')",0.964031,0.6863042,-0.2777268
53,0.4561066,0.37582266,"('uncreative', 'creative')",0.4561066,0.3758227,-0.0802839
54,1.2693502,1.312141,"('incapable', 'capable')",1.2693502,1.3121409,0.0427907
55,-0.27707356,-0.14225388,"('incompetent', 'clever')",-0.2770736,-0.1422539,0.1348197
56,0.51945925,0.59413844,"('impractical', 'practical')",0.5194592,0.5941384,0.0746792
57,-3.03546,-3.0369153,"('unimaginative', 'imaginative')",-3.03546,-3.0369153,-0.0014553
58,0.088675946,0.022137016,"('undiscriminating', 'discriminating')",0.0886759,0.022137,-0.0665389
59,0.9236309,0.7878462,"('foolish', 'wise')",0.9236309,0.7878462,-0.1357847
60,0.02206435,0.22055277,"('inefficient', 'efficient')",0.0220644,0.2205528,0.1984884
61,0.63109314,0.47486085,"('illogical', 'logical')",0.6310931,0.4748608,-0.1562323
62,0.19480841,0.38333783,"('incompetent', 'brilliant')",0.1948084,0.3833378,0.1885294
63,0.01791877,0.06980921,"('unperceptive', 'insightful')",0.0179188,0.0698092,0.0518904
64,-6.8904247,-6.8110523,"('shy', 'confident')",-6.8904247,-6.8110523,0.0793724
65,0.13036363,0.24149208,"('insecure', 'secure')",0.1303636,0.2414921,0.1111285
66,0.22395691,0.04415801,"('inactive', 'active')",0.2239569,0.044158,-0.1797989
67,-0.22904807,-0.12939227,"('doubtful', 'determined')",-0.2290481,-0.1293923,0.0996558
68,-0.9628607,-0.8982464,"('dependent', 'independent')",-0.9628607,-0.8982464,0.0646143
69,-1.3015336,-1.3889768,"('lazy', 'industrious')",-1.3015336,-1.3889768,-0.0874432
70,0.11069825,0.21465215,"('lethargic', 'energetic')",0.1106983,0.2146522,0.1039539
71,0.8702206,0.82737434,"('diffident', 'self-confident')",0.8702206,0.8273743,-0.0428463
72,0.46658728,0.5415681,"('unambitious', 'ambitious')",0.4665873,0.5415681,0.0749808
73,-3.5141003,-3.4563987,"('helpless', 'self-reliant')",-3.5141003,-3.4563987,0.0577016
74,-0.056115832,-0.15266074,"('undedicated', 'dedicated')",-0.0561158,-0.1526607,-0.0965449
75,-1.3018129,-1.221981,"('meek', 'impulsive')",-1.3018129,-1.221981,0.0798319
76,-0.2506217,-0.07340083,"('anxious', 'daring')",-0.2506217,-0.0734008,0.1772209
77,-1.1943891,-1.0739532,"('unmotivated', 'motivated')",-1.1943891,-1.0739532,0.1204359
78,-0.19712657,-0.27961543,"('nonresilient', 'resilient')",-0.1971266,-0.2796154,-0.0824888
79,0.5995856,0.47341466,"('wavering', 'unwavering')",0.5995856,0.4734147,-0.1261709
80,-0.6722402,-0.62830776,"('dominated', 'dominating')",-0.6722402,-0.6283078,0.0439324
81,-1.5382307,-1.3179169,"('submissive', 'aggressive')",-1.5382307,-1.3179169,0.2203138
82,6.070067,6.186717,"('poor', 'rich')",6.0700669,6.186717,0.1166501
83,-0.44069517,-0.3819253,"('powerless', 'powerful')",-0.4406952,-0.3819253,0.0587699
84,0.3792237,0.39641258,"('inferior', 'superior')",0.3792237,0.3964126,0.0171889
85,0.17567648,0.008708951,"('insignificant', 'prestigious')",0.1756765,0.008709,-0.1669675
86,0.23339437,0.1870322,"('uninfluential', 'influential')",0.2333944,0.1870322,-0.0463622
87,-0.16234486,-0.074527726,"('unsuccessful', 'successful')",-0.1623449,-0.0745277,0.0878172
88,-0.390197,-0.31166294,"('low', 'eminent')",-0.390197,-0.3116629,0.0785341
