,angle_male,angle_female,tuple,average_male,average_female,female-male
0,0.3156781,0.39963496,"('unsociable', 'sociable')",0.3156781,0.399635,0.0839569
1,1.0634444,1.0215417,"('unfriendly', 'friendly')",1.0634444,1.0215417,-0.0419027
2,0.20102967,0.25178796,"('unlikable', 'likable')",0.2010297,0.251788,0.0507583
3,0.66302556,0.8741751,"('repellent', 'pleasant')",0.6630256,0.8741751,0.2111495
4,-7.203937,-7.2542586,"('disliked', 'liked')",-7.2039371,-7.2542586,-0.0503215
5,-1.0053371,-1.042015,"('distant', 'outgoing')",-1.0053371,-1.042015,-0.0366779
6,-0.28779528,-0.38754958,"('distant', 'open')",-0.2877953,-0.3875496,-0.0997543
7,1.4428711,1.7022786,"('insensitive', 'sensitive')",1.4428711,1.7022786,0.2594075
8,0.8610106,0.74979264,"('unaffectionate', 'affectionate')",0.8610106,0.7497926,-0.111218
9,1.5864799,1.5691699,"('unaffectionate', 'caring')",1.5864799,1.5691699,-0.01731
10,1.3072379,1.5558152,"('unsympathetic', 'sympathetic')",1.3072379,1.5558152,0.2485773
11,1.4481524,1.6364447,"('unhelpful', 'helpful')",1.4481524,1.6364447,0.1882923
12,-1.4218657,-1.2616384,"('unsupportive', 'supportive')",-1.4218657,-1.2616384,0.1602273
13,-0.2965388,0.066935286,"('impolite', 'polite')",-0.2965388,0.0669353,0.3634741
14,0.38315135,0.4640695,"('antisocial', 'social')",0.3831514,0.4640695,0.0809181
15,0.67753917,0.582986,"('boring', 'funny')",0.6775392,0.582986,-0.0945532
16,-0.81250846,-0.7715271,"('unpopular', 'popular')",-0.8125085,-0.7715271,0.0409814
17,-0.01555096,-0.11850032,"('nasty', 'nice')",-0.015551,-0.1185003,-0.1029493
18,-0.76298296,-0.4891892,"('disagreeable', 'welcoming')",-0.762983,-0.4891892,0.2737938
19,-0.4845876,-0.6080555,"('inhospitable', 'hospitable')",-0.4845876,-0.6080555,-0.1234679
20,0.6302371,0.53478825,"('rough', 'thoughtful')",0.6302371,0.5347883,-0.0954488
21,-0.13594128,0.29715714,"('immoral', 'moral')",-0.1359413,0.2971571,0.4330984
22,-0.43948436,-0.19750552,"('untrustworthy', 'trustworthy')",-0.4394844,-0.1975055,0.2419789
