,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0057483,-1.0495281,"('unsociable', 'sociable')",0.677699,0.57945585,-0.6345472,-0.68503284,-0.3208655,-0.385035,-0.0641695
1,-2.562342,-2.576235,"('unfriendly', 'friendly')",0.98246586,0.7770019,2.1791754,2.0532572,0.1997664,0.0846747,-0.1150917
2,0.8304313,0.85175854,"('unlikable', 'likable')",2.1597733,2.2458804,0.54754364,0.6537184,1.1792494,1.2504524,0.071203
3,-0.59045726,-0.5053452,"('repellent', 'pleasant')",-0.027141305,0.020392474,-0.13528174,-0.024862071,-0.2509601,-0.1699383,0.0810218
4,-0.25917843,-0.29500297,"('disliked', 'liked')",-0.06320391,-0.119201116,-5.8797708,-5.945047,-2.0673844,-2.1197503,-0.0523659
5,-0.8127637,-0.8208596,"('distant', 'outgoing')",0.4118415,0.33942118,0.25991723,0.17252475,-0.0470016,-0.1029712,-0.0559696
6,-0.8016958,-0.79890203,"('distant', 'open')",-0.511088,-0.5954757,0.8415631,0.72641367,-0.1570736,-0.2226547,-0.0655811
7,-0.2279554,-0.20623407,"('insensitive', 'sensitive')",0.585109,0.6532999,0.8357112,0.899845,0.3976216,0.4489703,0.0513487
8,-2.2880554,-2.2431214,"('unaffectionate', 'affectionate')",-0.3420264,-0.36165798,0.7955779,0.6782757,-0.6115013,-0.6421678,-0.0306665
9,-2.0869203,-2.061193,"('unaffectionate', 'caring')",1.0708357,1.0236402,1.3255639,1.2970293,0.1031598,0.0864921,-0.0166677
10,-0.9199099,-0.88317263,"('unsympathetic', 'sympathetic')",-0.58531594,-0.49343887,-0.34501734,-0.30115086,-0.6167477,-0.5592541,0.0574936
11,-0.67740923,-0.6173336,"('unhelpful', 'helpful')",0.6885928,0.7424305,1.8668654,1.9555535,0.6260163,0.6935501,0.0675338
12,-1.663814,-1.5929064,"('unsupportive', 'supportive')",1.0538884,1.1553483,-1.8311319,-1.7675277,-0.8136858,-0.7350286,0.0786572
13,0.08920651,0.08209642,"('impolite', 'polite')",0.7553349,0.8108109,-0.27399573,-0.17967239,0.1901819,0.237745,0.0475631
14,0.44503412,0.4795774,"('antisocial', 'social')",2.044931,2.1094708,-0.5896294,-0.5415741,0.6334452,0.6824913,0.0490461
15,0.57790244,0.5248219,"('boring', 'funny')",0.39383155,0.36347395,0.8612555,0.75262326,0.6109965,0.546973,-0.0640235
16,-0.9667506,-0.89422953,"('unpopular', 'popular')",-0.5227414,-0.48743263,0.36536002,0.38384607,-0.3747106,-0.3326054,0.0421052
17,0.23333731,0.2793795,"('nasty', 'nice')",-0.13839985,-0.10087062,-0.26103103,-0.19656679,-0.0553645,-0.0060193,0.0493452
18,-0.45138094,-0.3280631,"('disagreeable', 'welcoming')",-0.70020443,-0.66838217,-0.43738434,-0.4181343,-0.5296566,-0.4715265,0.0581301
19,-1.2214605,-1.1702833,"('inhospitable', 'hospitable')",-0.7188984,-0.7588245,0.185194,0.13843209,-0.585055,-0.596892,-0.011837
20,0.19182156,0.22511305,"('rough', 'thoughtful')",-0.00026911125,0.018717553,0.62205356,0.6650479,0.271202,0.3029595,0.0317575
21,-0.09321621,-0.1268752,"('immoral', 'moral')",0.65166014,0.7154908,-1.1600904,-0.96781474,-0.2005488,-0.1263997,0.0741491
