,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.93581986,-1.0306219,"('unsociable', 'sociable')",-0.038274627,-0.08176213,-0.4870473,-0.556192,-0.0691447
1,-1.3599887,-1.3250121,"('unfriendly', 'friendly')",1.4885966,1.2587225,0.0643039,-0.0331448,-0.0974487
2,0.6605115,0.61944044,"('unlikable', 'likable')",0.5635643,0.6180477,0.6120379,0.6187441,0.0067062
3,-0.14407133,0.046248775,"('repellent', 'pleasant')",0.3670519,0.40635175,0.1114903,0.2263003,0.11481
4,-0.5393039,-0.5288856,"('disliked', 'liked')",-6.192435,-6.1371956,-3.3658693,-3.3330407,0.0328286
5,-1.3611616,-1.3905891,"('distant', 'outgoing')",-0.3585878,-0.48361433,-0.8598747,-0.9371017,-0.077227
6,-1.5208739,-1.4873154,"('distant', 'open')",0.05407653,-0.11712094,-0.7333987,-0.8022182,-0.0688195
7,-0.122577995,0.069440216,"('insensitive', 'sensitive')",0.72663933,0.87405163,0.3020307,0.4717459,0.1697152
8,-0.9714587,-0.95885706,"('unaffectionate', 'affectionate')",0.62871015,0.4864005,-0.1713743,-0.2362283,-0.064854
9,-1.4353151,-1.3292912,"('unaffectionate', 'caring')",0.8682999,0.8365765,-0.2835076,-0.2463574,0.0371502
10,-0.3963048,-0.24698977,"('unsympathetic', 'sympathetic')",-0.010396358,0.084977634,-0.2033506,-0.0810061,0.1223445
11,-0.02175815,0.05557441,"('unhelpful', 'helpful')",1.9074227,2.037917,0.9428322,1.0467457,0.1039135
12,-0.43918422,-0.21738657,"('unsupportive', 'supportive')",-1.5138719,-1.3792497,-0.976528,-0.7983181,0.1782099
13,0.3521487,0.35597813,"('impolite', 'polite')",-0.19282535,-0.015262544,0.0796617,0.1703578,0.0906961
14,0.3397373,0.28852877,"('antisocial', 'social')",0.22127485,0.30242896,0.2805061,0.2954789,0.0149728
15,0.3383009,0.20691144,"('boring', 'funny')",0.6150087,0.5567184,0.4766548,0.3818149,-0.0948399
16,-0.5209784,-0.43716255,"('unpopular', 'popular')",0.37948906,0.34390074,-0.0707447,-0.0466309,0.0241138
17,-0.43101352,-0.35222927,"('nasty', 'nice')",-0.23017722,-0.23689987,-0.3305954,-0.2945646,0.0360308
