,sophomore_male,sophomore_female,tuple,average_male,average_female,female-male
0,-0.09703243,-0.40484908,"('unsociable', 'sociable')",-0.0970324,-0.4048491,-0.3078167
1,1.5154796,1.6827348,"('unfriendly', 'friendly')",1.5154796,1.6827348,0.1672552
2,0.49406984,0.5741255,"('unlikable', 'likable')",0.4940698,0.5741255,0.0800557
3,1.0179636,0.8299388,"('repellent', 'pleasant')",1.0179636,0.8299388,-0.1880248
4,-7.242627,-6.9708414,"('disliked', 'liked')",-7.2426271,-6.9708414,0.2717857
5,0.2671047,0.6693244,"('distant', 'outgoing')",0.2671047,0.6693244,0.4022197
6,0.62095374,1.0133659,"('distant', 'open')",0.6209537,1.0133659,0.3924122
7,0.7018459,0.74327725,"('insensitive', 'sensitive')",0.7018459,0.7432773,0.0414314
8,1.1982149,1.414467,"('unaffectionate', 'affectionate')",1.1982149,1.414467,0.2162521
9,1.5621772,1.797989,"('unaffectionate', 'caring')",1.5621772,1.797989,0.2358118
10,1.109168,0.99234766,"('unsympathetic', 'sympathetic')",1.1091681,0.9923477,-0.1168204
11,2.0354223,2.0466247,"('unhelpful', 'helpful')",2.0354223,2.0466247,0.0112024
12,-1.707247,-1.6290977,"('unsupportive', 'supportive')",-1.707247,-1.6290977,0.0781493
13,0.11438515,-0.31852743,"('impolite', 'polite')",0.1143852,-0.3185274,-0.4329126
14,-0.5959055,-1.0343444,"('antisocial', 'social')",-0.5959055,-1.0343444,-0.4384389
15,0.23500068,0.33611062,"('boring', 'funny')",0.2350007,0.3361106,0.1011099
16,-0.37395015,-0.33310798,"('unpopular', 'popular')",-0.3739502,-0.333108,0.0408422
17,-0.20860034,-0.18142478,"('nasty', 'nice')",-0.2086003,-0.1814248,0.0271755
18,-0.65997106,-0.7230134,"('disagreeable', 'welcoming')",-0.6599711,-0.7230134,-0.0630423
19,-0.22697052,0.22641918,"('inhospitable', 'hospitable')",-0.2269705,0.2264192,0.4533897
20,0.92632824,0.7993276,"('rough', 'thoughtful')",0.9263282,0.7993276,-0.1270006
21,0.013928045,-0.06961991,"('immoral', 'moral')",0.013928,-0.0696199,-0.0835479
22,-0.2881884,-0.38010886,"('untrustworthy', 'trustworthy')",-0.2881884,-0.3801089,-0.0919205
23,6.410012,6.267795,"('insincere', 'sincere')",6.4100118,6.2677951,-0.1422167
24,2.035586,2.0850835,"('dishonest', 'honest')",2.0355861,2.0850835,0.0494974
25,0.4835785,0.44946128,"('egoistic', 'altruistic')",0.4835785,0.4494613,-0.0341172
26,-0.14213571,-0.18201953,"('hardhearted', 'benevolent')",-0.1421357,-0.1820195,-0.0398838
27,1.7548436,1.6885414,"('hardhearted', 'softhearted')",1.7548436,1.6885414,-0.0663022
28,1.3428305,1.4505106,"('disloyal', 'loyal')",1.3428305,1.4505106,0.1076801
29,-0.3779038,-0.41760963,"('unfair', 'fair')",-0.3779038,-0.4176096,-0.0397058
30,0.4285608,0.30234304,"('intolerant', 'tolerant')",0.4285608,0.302343,-0.1262178
31,-1.1136688,-0.7748234,"('evil', 'good')",-1.1136688,-0.7748234,0.3388454
32,1.2931573,1.1603829,"('unkind', 'kind')",1.2931573,1.1603829,-0.1327744
33,-0.4062088,-0.23732108,"('wrong', 'right')",-0.4062088,-0.2373211,0.1688877
34,4.7315164,4.876665,"('mean', 'honorable')",4.7315164,4.8766651,0.1451487
35,-0.8220719,-0.60249686,"('corrupt', 'incorrupt')",-0.8220719,-0.6024969,0.219575
36,-0.6628602,-0.361814,"('hostile', 'amicable')",-0.6628602,-0.361814,0.3010462
37,1.0684731,1.138022,"('fake', 'genuine')",1.0684731,1.1380219,0.0695488
38,0.19251792,0.45305037,"('untruthful', 'truthful')",0.1925179,0.4530504,0.2605325
39,-0.093688354,-0.21684419,"('exploitative', 'cooperative')",-0.0936884,-0.2168442,-0.1231558
40,-1.6639041,-1.823985,"('stingy', 'generous')",-1.6639041,-1.823985,-0.1600809
41,-0.030013539,0.058508955,"('unforgiving', 'forgiving')",-0.0300135,0.058509,0.0885225
42,-2.2184074,-2.3570304,"('unreliable', 'reliable')",-2.2184074,-2.3570304,-0.138623
43,1.095226,0.9810936,"('irresponsible', 'responsible')",1.095226,0.9810936,-0.1141324
44,-1.1687063,-1.3769883,"('prejudiced', 'unprejudiced')",-1.1687063,-1.3769883,-0.208282
45,0.5067731,0.4959237,"('incompetent', 'competent')",0.5067731,0.4959237,-0.0108494
46,-0.43924552,-0.64906895,"('uncompetitive', 'competitive')",-0.4392455,-0.649069,-0.2098235
47,5.514114,5.5833583,"('stupid', 'smart')",5.5141139,5.5833583,0.0692444
48,0.46398604,0.39897788,"('unintelligent', 'intelligent')",0.463986,0.3989779,-0.0650081
49,0.35349414,0.5431699,"('unable', 'able')",0.3534941,0.5431699,0.1896758
50,0.1276411,0.25191826,"('clumsy', 'skillful')",0.1276411,0.2519183,0.1242772
51,0.4192651,0.37641007,"('uneducated', 'educated')",0.4192651,0.3764101,-0.042855
52,-0.28304067,-0.09216313,"('irrational', 'rational')",-0.2830407,-0.0921631,0.1908776
53,0.2684976,0.33869317,"('uncreative', 'creative')",0.2684976,0.3386932,0.0701956
54,1.292483,1.6818871,"('incapable', 'capable')",1.292483,1.6818871,0.3894041
55,0.63322765,0.40056458,"('incompetent', 'clever')",0.6332276,0.4005646,-0.232663
56,0.49608335,0.31860113,"('impractical', 'practical')",0.4960833,0.3186011,-0.1774822
57,-2.7985904,-2.8698459,"('unimaginative', 'imaginative')",-2.7985904,-2.8698459,-0.0712555
58,-0.008289885,-0.014544394,"('undiscriminating', 'discriminating')",-0.0082899,-0.0145444,-0.0062545
59,0.060732614,0.36813992,"('foolish', 'wise')",0.0607326,0.3681399,0.3074073
60,0.6595537,0.21585876,"('inefficient', 'efficient')",0.6595537,0.2158588,-0.4436949
61,0.31007212,0.08771166,"('illogical', 'logical')",0.3100721,0.0877117,-0.2223604
62,1.1581984,1.0009723,"('incompetent', 'brilliant')",1.1581984,1.0009723,-0.1572261
63,0.72212356,0.7163133,"('unperceptive', 'insightful')",0.7221236,0.7163133,-0.0058103
64,-6.042295,-6.1568494,"('shy', 'confident')",-6.042295,-6.1568494,-0.1145544
65,0.44122094,0.03770115,"('insecure', 'secure')",0.4412209,0.0377011,-0.4035198
66,0.23989178,0.2921614,"('inactive', 'active')",0.2398918,0.2921614,0.0522696
67,-0.4530683,-0.39542437,"('doubtful', 'determined')",-0.4530683,-0.3954244,0.0576439
68,-0.33286807,-0.35563976,"('dependent', 'independent')",-0.3328681,-0.3556398,-0.0227717
69,-1.7910762,-1.5683595,"('lazy', 'industrious')",-1.7910762,-1.5683595,0.2227167
70,1.3404673,1.2251762,"('lethargic', 'energetic')",1.3404673,1.2251762,-0.1152911
71,0.49722928,0.5015174,"('diffident', 'self-confident')",0.4972293,0.5015174,0.0042881
72,0.81549835,0.74158937,"('unambitious', 'ambitious')",0.8154984,0.7415894,-0.073909
73,-2.9201338,-2.840523,"('helpless', 'self-reliant')",-2.9201338,-2.840523,0.0796108
74,0.032076556,-0.054707065,"('undedicated', 'dedicated')",0.0320766,-0.0547071,-0.0867837
75,-0.54788274,-0.25296906,"('meek', 'impulsive')",-0.5478827,-0.2529691,0.2949136
76,0.49742112,0.15892284,"('anxious', 'daring')",0.4974211,0.1589228,-0.3384983
77,-1.2757151,-1.3008761,"('unmotivated', 'motivated')",-1.2757151,-1.3008761,-0.025161
78,-0.6710539,-0.7437313,"('nonresilient', 'resilient')",-0.6710539,-0.7437313,-0.0726774
79,-0.07990986,0.32729053,"('wavering', 'unwavering')",-0.0799099,0.3272905,0.4072004
80,-0.3059345,-0.5675048,"('dominated', 'dominating')",-0.3059345,-0.5675048,-0.2615703
81,-0.13472642,-0.42975515,"('submissive', 'aggressive')",-0.1347264,-0.4297552,-0.2950288
82,6.7790728,6.8374505,"('poor', 'rich')",6.7790728,6.8374505,0.0583777
83,-0.43327096,-0.40308368,"('powerless', 'powerful')",-0.433271,-0.4030837,0.0301873
84,0.2786519,0.40246224,"('inferior', 'superior')",0.2786519,0.4024622,0.1238103
85,-1.1744493,-0.8347636,"('insignificant', 'prestigious')",-1.1744493,-0.8347636,0.3396857
86,0.35875493,0.3575183,"('uninfluential', 'influential')",0.3587549,0.3575183,-0.0012366
87,0.04848604,0.1398542,"('unsuccessful', 'successful')",0.048486,0.1398542,0.0913682
88,0.0065684947,0.12719473,"('low', 'eminent')",0.0065685,0.1271947,0.1206262
