,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.71551484,-0.8158289,"('unsociable', 'sociable')",-0.060981505,-0.26836511,-2.0607233,-2.1990342,-0.71708065,-0.8221783,-0.8885751,-1.0263517,-0.1377766
1,1.3706282,1.35601,"('unfriendly', 'friendly')",-1.0833536,-1.1495993,-0.32158384,-0.36048236,1.5390722,1.4640834,0.3761907,0.3275029,-0.0486878
2,0.4644422,0.4649154,"('unlikable', 'likable')",1.5691481,1.5818477,1.1012641,1.1174196,0.76372766,0.8419809,0.9746455,1.0015409,0.0268954
3,-0.9984997,-0.9157701,"('repellent', 'pleasant')",-0.79960704,-0.7822426,-1.3127452,-1.2788796,0.1543927,0.16106135,-0.7391148,-0.7039578,0.035157
4,-0.4596002,-0.5581344,"('disliked', 'liked')",0.051574357,0.069310576,0.4755993,0.42897293,-6.0783534,-6.136433,-1.502695,-1.549071,-0.046376
5,0.9116733,0.8776108,"('distant', 'outgoing')",-0.14776686,-0.08138817,1.1919004,1.170079,-0.122167215,-0.12486002,0.4584099,0.4603604,0.0019505
6,0.7954181,0.7968885,"('distant', 'open')",-0.008676786,0.06814167,1.2618047,1.2378031,0.39088255,0.35790128,0.6098571,0.6151837,0.0053266
7,-0.79009163,-0.7979215,"('insensitive', 'sensitive')",-0.95042247,-0.97626716,-2.630924,-2.6833773,0.118141904,0.11973597,-1.063324,-1.0844574,-0.0211334
8,1.3813066,1.3633578,"('unaffectionate', 'affectionate')",0.198658,0.21828844,0.63678896,0.5834597,0.7342735,0.6644681,0.7377567,0.7073935,-0.0303632
9,1.3517126,1.3371038,"('unaffectionate', 'caring')",-0.7475732,-0.81012005,-0.31964314,-0.4080664,0.9926422,0.9657517,0.3192846,0.2711673,-0.0481173
10,-0.5878849,-0.601665,"('unsympathetic', 'sympathetic')",-1.313431,-1.3600008,-2.9618952,-3.011806,-0.51906973,-0.58180887,-1.3455702,-1.3888202,-0.04325
11,-1.2520486,-1.2455966,"('unhelpful', 'helpful')",-0.5512325,-0.5897399,-1.6024002,-1.6540024,1.526564,1.5434457,-0.4697793,-0.4864733,-0.016694
12,0.30980727,0.34721345,"('unsupportive', 'supportive')",-0.3927914,-0.2550223,-1.1467125,-1.1897674,-1.8076943,-1.7824961,-0.7593477,-0.720018,0.0393297
13,-1.5362556,-1.5864742,"('impolite', 'polite')",-1.1562362,-1.204314,-2.1171958,-2.1825423,-0.89510185,-0.9091467,-1.4261974,-1.4706193,-0.0444219
14,-0.45433336,-0.5300819,"('antisocial', 'social')",0.21133013,0.14613265,-2.3572927,-2.4444792,-0.63823235,-0.7029892,-0.8096321,-0.8828545,-0.0732224
15,-0.12525919,-0.2365993,"('boring', 'funny')",-0.12294777,-0.17807339,-0.20201907,-0.20031841,0.42897648,0.42016304,-0.0053124,-0.048707,-0.0433946
16,-0.0702693,-0.124388315,"('unpopular', 'popular')",0.3410988,0.34572688,1.0567782,1.0506166,0.62471503,0.56903875,0.4880807,0.4602485,-0.0278322
17,-0.7542869,-0.74006844,"('nasty', 'nice')",-0.20065789,-0.16695367,-0.2136179,-0.1571053,-0.27003282,-0.22776547,-0.3596489,-0.3229732,0.0366757
18,-0.26157552,-0.30257723,"('disagreeable', 'welcoming')",0.011879172,0.024536634,-0.1576176,-0.21262102,-0.45686874,-0.51509607,-0.2160457,-0.2514394,-0.0353937
19,-0.19692066,-0.12659737,"('inhospitable', 'hospitable')",-0.453796,-0.3435883,0.018981947,0.09521994,0.011305967,0.0686471,-0.1551072,-0.0765797,0.0785275
20,1.2296635,1.2375093,"('rough', 'thoughtful')",1.1856563,1.1978797,0.30827388,0.27407324,1.4314135,1.3468128,1.0387518,1.0140687,-0.0246831
21,-0.69520646,-0.7614408,"('immoral', 'moral')",-0.0059284884,-0.099233255,-2.2344139,-2.2414858,-0.74803853,-0.7836605,-0.9208968,-0.9714551,-0.0505583
22,-0.73648626,-0.8348888,"('untrustworthy', 'trustworthy')",0.14306037,0.08988554,-1.14029,-1.24295,-0.9321622,-1.0412183,-0.6664695,-0.7572929,-0.0908234
23,-0.13065599,-0.13414405,"('insincere', 'sincere')",-1.028316,-1.1843164,-1.9310864,-1.9823624,5.0747676,5.003897,0.4961773,0.4257686,-0.0704087
24,-0.5954346,-0.6589774,"('dishonest', 'honest')",-1.3991152,-1.4552921,-1.6531742,-1.7591504,0.58013445,0.47991806,-0.7668974,-0.8483754,-0.081478
25,1.9877969,1.9783919,"('egoistic', 'altruistic')",0.41920212,0.36251187,0.8363433,0.82671577,1.6615542,1.661866,1.2262242,1.2073714,-0.0188528
26,1.6134282,1.6117853,"('hardhearted', 'benevolent')",-0.41898122,-0.4030704,0.11942102,0.10175751,1.588481,1.5385073,0.7255872,0.712245,-0.0133422
27,-0.6139837,-0.6007774,"('hardhearted', 'softhearted')",-0.40637484,-0.30300766,-0.47225875,-0.51055837,1.14248,1.051198,-0.0875343,-0.0907863,-0.003252
28,0.45362818,0.3401567,"('disloyal', 'loyal')",-0.82371956,-0.97215,-1.1772171,-1.3609256,0.8418717,0.73570395,-0.1763592,-0.3143037,-0.1379445
29,-0.66417474,-0.7125746,"('unfair', 'fair')",0.50561965,0.49964207,0.29742658,0.24850506,-0.40057358,-0.5284134,-0.0654255,-0.1232102,-0.0577847
