,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
0,-0.33157915,-0.6552935,"('unsociable', 'sociable')",-0.3315791,-0.6552935,-0.3237144
1,-0.7397931,-0.7620664,"('unfriendly', 'friendly')",-0.7397931,-0.7620664,-0.0222733
2,0.44268155,0.51196206,"('unlikable', 'likable')",0.4426816,0.5119621,0.0692805
3,-0.5086604,-0.370098,"('repellent', 'pleasant')",-0.5086604,-0.370098,0.1385624
4,-1.6271162,-2.0407393,"('disliked', 'liked')",-1.6271162,-2.0407393,-0.4136231
5,0.1158731,-0.004027333,"('distant', 'outgoing')",0.1158731,-0.0040273,-0.1199004
6,0.06564142,-0.012720494,"('distant', 'open')",0.0656414,-0.0127205,-0.0783619
7,-0.60108125,-0.5032196,"('insensitive', 'sensitive')",-0.6010813,-0.5032196,0.0978617
8,-0.66952056,-0.63428354,"('unaffectionate', 'affectionate')",-0.6695206,-0.6342835,0.0352371
9,-1.3392396,-1.2798421,"('unaffectionate', 'caring')",-1.3392396,-1.2798421,0.0593975
10,-1.4043547,-1.4319193,"('unsympathetic', 'sympathetic')",-1.4043547,-1.4319193,-0.0275646
11,-0.36968645,-0.17557615,"('unhelpful', 'helpful')",-0.3696865,-0.1755762,0.1941103
12,-1.5373851,-1.401621,"('unsupportive', 'supportive')",-1.5373851,-1.401621,0.1357641
13,-1.0973442,-1.0241235,"('impolite', 'polite')",-1.0973442,-1.0241235,0.0732207
14,0.20775072,0.27153304,"('antisocial', 'social')",0.2077507,0.271533,0.0637823
15,0.8476731,0.5976643,"('boring', 'funny')",0.8476731,0.5976643,-0.2500088
16,0.037980948,-0.014677707,"('unpopular', 'popular')",0.0379809,-0.0146777,-0.0526586
17,-0.77287394,-0.7094074,"('nasty', 'nice')",-0.7728739,-0.7094074,0.0634665
18,-0.06732363,-0.041331157,"('disagreeable', 'welcoming')",-0.0673236,-0.0413312,0.0259924
19,0.13118313,-0.18724301,"('inhospitable', 'hospitable')",0.1311831,-0.187243,-0.3184261
20,0.5641393,0.6385869,"('rough', 'thoughtful')",0.5641393,0.6385869,0.0744476
21,-0.36863726,-0.35424268,"('immoral', 'moral')",-0.3686373,-0.3542427,0.0143946
22,0.34234348,0.20962861,"('untrustworthy', 'trustworthy')",0.3423435,0.2096286,-0.1327149
23,1.6127201,1.7459055,"('insincere', 'sincere')",1.6127201,1.7459055,0.1331854
24,-0.3781602,-0.27272668,"('dishonest', 'honest')",-0.3781602,-0.2727267,0.1054335
25,0.8035172,0.7195859,"('egoistic', 'altruistic')",0.8035172,0.7195859,-0.0839313
26,1.0634053,0.7790655,"('hardhearted', 'benevolent')",1.0634053,0.7790655,-0.2843398
27,-0.23229535,-0.1599403,"('hardhearted', 'softhearted')",-0.2322953,-0.1599403,0.072355
28,-0.29041705,-0.34859556,"('disloyal', 'loyal')",-0.290417,-0.3485956,-0.0581786
29,-0.21052818,-0.17675558,"('unfair', 'fair')",-0.2105282,-0.1767556,0.0337726
30,0.20183371,0.21353003,"('intolerant', 'tolerant')",0.2018337,0.21353,0.0116963
31,-0.05399123,-0.14012717,"('evil', 'good')",-0.0539912,-0.1401272,-0.086136
32,0.1802227,0.16496715,"('unkind', 'kind')",0.1802227,0.1649671,-0.0152556
33,-0.039253987,-0.06086934,"('wrong', 'right')",-0.039254,-0.0608693,-0.0216153
34,2.3463821,2.4866858,"('mean', 'honorable')",2.3463821,2.4866858,0.1403037
35,0.86155516,0.49031126,"('corrupt', 'incorrupt')",0.8615552,0.4903113,-0.3712439
36,0.3669621,-0.07095931,"('hostile', 'amicable')",0.3669621,-0.0709593,-0.4379214
37,-0.21070349,-0.09283293,"('fake', 'genuine')",-0.2107035,-0.0928329,0.1178706
38,-0.30217174,-0.22251129,"('untruthful', 'truthful')",-0.3021717,-0.2225113,0.0796604
39,-0.17920537,0.15492135,"('exploitative', 'cooperative')",-0.1792054,0.1549214,0.3341268
40,-0.24164757,-0.39728197,"('stingy', 'generous')",-0.2416476,-0.397282,-0.1556344
41,0.18547396,-0.051996984,"('unforgiving', 'forgiving')",0.185474,-0.051997,-0.237471
42,-0.6046875,-0.55493003,"('unreliable', 'reliable')",-0.6046875,-0.55493,0.0497575
43,-0.6276713,-0.30602068,"('irresponsible', 'responsible')",-0.6276713,-0.3060207,0.3216506
44,0.05915566,0.31976622,"('prejudiced', 'unprejudiced')",0.0591557,0.3197662,0.2606105
45,0.1277648,-0.060260482,"('incompetent', 'competent')",0.1277648,-0.0602605,-0.1880253
